科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"920,804,658.26","1,089,735,897.81","1,530,729,435.52","541,683,175.70","1,125,425,376.02","308,683,034.02","629,204,516.30","1,007,306,930.70","1,390,929,796.21","435,293,060.66","839,062,892.79","1,403,022,738.25","1,785,294,085.70","302,566,584.68","939,221,346.72","1,273,772,347.88","2,051,809,024.35","386,016,595.14","1,057,517,738.16","1,720,314,281.01","2,463,606,295.50","681,178,489.77","1,170,269,101.24","1,726,502,349.27","2,918,317,152.40","859,533,879.98","1,514,601,077.51","2,448,454,993.84","2,983,277,862.65","586,344,123.44","1,246,534,026.36","1,896,419,894.02","2,293,134,647.59","545,542,794.70","1,297,662,707.02","2,075,078,524.49","2,414,853,204.67","467,351,493.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"10,219,455.96","13,928,267.49","2,962,540.32","13,407,192.75","13,407,192.75","2,750,000.00",,,,,,,,,,,,,,"1,449,787.13",,,,"581,852.58",,,,,,,,,,,,,"10,645,099.76",
支付其他与投资活动有关的现金,"2,631,625.00",,,,,,,,,,,,,,"792,272.65","528,287.87",,,,,,,,,,,,,,"20,475.00","20,475.00","20,475.00",,,,"38,255.00",,
收到其他与经营活动有关的现金,"3,061,080.43","98,027,134.00","18,751,711.28","2,771,645.74","3,060,229.38","6,330,363.08","14,893,359.28","18,839,562.67","21,869,646.35","5,368,194.77","16,160,328.02","84,410,785.46","49,170,092.95","14,289,327.97","19,465,613.95","22,129,815.50","46,157,433.09","15,407,949.73","47,791,986.63","75,143,827.53","77,630,103.47","15,935,537.68","19,223,101.64","72,239,631.97","32,445,557.71","994,345.03","8,352,589.01","-4,189,194.49","34,289,046.35","584,186.34","285,743,596.61","425,025,841.81","61,210,479.92","40,083,395.34","79,913,532.97","25,525,809.49","143,756,176.29","39,078,930.59"
投资活动现金流出小计,"15,869,042.99","94,953,064.73","103,585,560.68","58,832,469.49","110,263,039.91","1,007,469.27","996,802,300.12","801,465,700.83","729,381,209.05","4,072,548.12","10,316,371.96","77,676,328.99","84,789,595.90","5,748,668.67","594,293,980.36","700,556,615.52","799,424,792.42","20,179,952.34","159,802,314.87","884,751,958.80","829,424,248.19","87,597,537.10","45,247,246.95","26,216,197.80","42,101,627.58","4,915,068.49","39,794,908.73","49,869,531.75","164,835,181.07","30,343,993.09","-41,384,022.27","-202,242.97","252,420,771.98","38,334,782.81","44,957,561.10","52,859,257.55","106,478,609.30","326,382,303.07"
经营活动现金流入小计,"934,085,194.65","1,201,691,299.30","1,552,443,687.12","557,862,014.19","1,141,892,798.15","317,763,397.10","644,097,875.58","1,026,146,493.37","1,412,799,442.56","440,661,255.43","855,223,220.81","1,487,433,523.71","1,834,464,178.65","316,855,912.65","958,686,960.67","1,295,902,163.38","2,097,966,457.44","401,424,544.87","1,105,309,724.79","1,796,907,895.67","2,541,236,398.97","697,114,027.45","1,189,492,202.88","1,799,323,833.82","2,950,762,710.11","860,528,225.01","1,522,953,666.52","2,444,265,799.35","3,017,566,909.00","586,928,309.78","1,532,277,622.97","2,321,445,735.83","2,354,345,127.51","585,626,190.04","1,377,576,239.99","2,100,604,333.98","2,569,254,480.72","506,430,423.69"
投资活动产生的现金流量净额,"-15,848,427.89","-92,821,924.22","-101,779,228.71","-56,605,189.49","-108,026,913.76","855,830.73","-994,383,444.56","-799,044,883.73","-727,515,947.51","726,435,785.21","720,191,961.37","652,832,004.34","688,117,004.10","-337,268.67","-588,662,580.36","-694,925,215.52","-793,394,954.93","211,627,747.66","182,110,874.27","-302,838,769.66","-247,210,097.51","-85,097,985.10","-42,505,694.95","-23,474,645.80","-31,300,075.58","-4,648,629.66","-39,332,213.59","-49,406,836.61","-139,136,679.17","-30,343,993.09","46,802,137.81","7,605,478.97","-140,966,419.47","66,708,989.19","72,371,787.08","164,546,262.26","114,448,862.51","-24,242,656.40"
购买商品、接受劳务支付的现金,"793,257,662.76","1,009,332,500.71","1,321,033,802.50","401,887,247.85","819,969,755.33","306,820,626.11","645,892,582.66","932,184,613.55","1,190,575,364.19","451,909,028.85","748,472,222.06","1,241,473,659.28","1,454,647,272.87","396,843,422.52","921,315,509.23","1,352,541,676.00","2,018,638,681.30","518,325,643.89","1,016,414,561.61","1,267,998,875.63","2,002,439,377.10","559,716,040.56","871,245,953.96","1,415,317,547.51","2,663,305,796.41","812,904,400.81","1,468,404,950.51","2,367,378,482.79","2,443,828,688.34","451,574,883.21","1,080,905,616.92","1,535,695,441.82","1,685,085,273.83","504,446,879.83","1,240,313,196.05","1,945,751,646.18","1,928,864,796.00","683,642,104.47"
吸收投资收到的现金,"27,000,000.00",,"76,000,000.00",,,"1,851,345,400.00","1,851,345,400.00","1,851,345,400.00","1,859,855,000.00",,,"12,000,000.00",,,,,"63,720,000.00",,,,,,"1,500,000.00","1,500,000.00","1,500,000.00","2,500,000.00","2,500,000.00","5,500,000.00","5,500,000.00",,,"10,000,000.00","6,000,000.00",,,,,
