科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"30,161,848.67","41,527,046.41","54,170,062.01","35,319,426.11","63,886,741.61","26,160,432.95","41,593,219.09","57,672,963.13","70,676,085.87","9,669,537.36","15,924,332.09","22,279,612.12","90,093,104.84","13,217,385.20","21,377,441.46","34,898,172.77","92,879,239.81","14,741,469.28","23,886,785.26","33,471,642.05","99,700,008.01","28,104,396.28","50,817,224.02","83,101,826.39","122,915,293.94","17,573,224.59","34,312,132.61","53,464,624.09","119,018,432.79","29,098,129.63","49,484,028.83","70,401,114.15","124,573,785.27","29,051,142.64","50,130,432.83","71,528,799.05","133,877,135.69","29,537,683.37"
取得借款收到的现金,"519,870,000.00","598,000,000.00","978,500,000.00","589,500,000.00","892,500,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00",,"30,000,000.00","60,000,000.00","168,000,000.00","200,000,000.00","200,000,000.00","260,000,000.00","270,000,000.00","170,000,000.00","424,497,277.83","400,000,000.00","788,648,307.80","70,000,000.00","120,000,000.00","50,000,000.00","1,185,000,000.00","25,000,000.00","348,000,000.00","478,000,000.00","1,458,000,000.00","408,000,000.00","808,000,000.00","1,118,000,000.00","1,258,042,292.99","416,500,000.00","766,500,000.00","1,089,000,000.00","1,477,500,000.00","224,500,000.00"
支付的各项税费,"44,828,740.65","30,853,520.56","124,317,562.48","74,389,328.96","110,425,901.82","29,891,829.40","52,860,346.13","61,051,955.86","68,366,418.67","30,947,921.19","42,054,153.23","61,258,425.54","64,114,066.47","44,394,141.24","42,643,150.23","70,821,444.82","103,943,365.98","14,184,216.73","24,760,246.34","56,138,004.48","76,945,426.06","45,002,591.37","70,560,563.60","114,507,265.97","94,381,260.32","25,508,697.58","50,456,319.73","92,472,670.88","128,439,855.49","19,389,865.33","49,720,653.10","85,185,239.23","112,333,969.85","11,522,365.91","50,331,077.78","56,409,609.40","69,016,740.43","5,865,717.21"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"73,342,544.43","60,939,119.10","102,074,539.32","41,685,835.93","87,082,256.17","17,126,594.58","36,525,986.64","54,303,426.50","79,536,008.43","52,586,927.68","77,694,954.52","84,484,681.02","117,566,973.18","27,685,754.76","53,172,723.88","82,795,565.24","135,538,111.57","49,057,095.73","51,260,365.96","119,590,440.68","141,567,519.64","28,805,965.76","72,709,815.36","161,600,018.80","129,180,729.35","43,510,055.19","74,440,100.28","99,240,333.36","210,928,823.45","135,900,030.40","448,143,176.10","593,723,021.39","210,987,816.90","125,950,981.33","56,521,054.72","20,457,950.59","194,877,900.98","75,550,476.80"
筹资活动现金流入小计,"546,870,000.00","598,000,000.00","1,054,500,000.00","589,500,000.00","892,500,000.00","1,896,345,400.00","1,896,345,400.00","1,896,345,400.00","1,904,855,000.00",,"30,000,000.00","72,000,000.00","168,000,000.00","200,000,000.00","200,000,000.00","260,000,000.00","333,720,000.00","170,000,000.00","424,497,277.83","400,000,000.00","788,648,307.80","70,000,000.00","121,500,000.00","51,500,000.00","1,186,500,000.00","27,500,000.00","350,500,000.00","483,500,000.00","1,463,500,000.00","408,000,000.00","808,000,000.00","1,128,000,000.00","1,264,042,292.99","416,500,000.00","766,500,000.00","1,089,000,000.00","1,477,500,000.00","224,500,000.00"
经营活动现金流出小计,"941,590,796.51","1,142,652,186.78","1,601,595,966.31","553,281,838.85","1,081,364,654.93","379,999,483.04","776,872,134.52","1,105,212,959.04","1,409,153,877.16","545,113,415.08","884,145,661.90","1,409,496,377.96","1,726,421,417.36","482,140,703.72","1,038,508,824.80","1,541,056,858.83","2,350,999,398.66","596,308,425.63","1,116,321,959.17","1,477,198,962.84","2,320,652,330.81","661,628,993.97","1,065,333,556.94","1,774,526,658.67","3,009,783,080.02","899,496,378.17","1,627,613,503.13","2,612,556,111.12","2,902,215,800.07","635,962,908.57","1,628,253,474.95","2,285,004,816.59","2,132,980,845.85","670,971,369.71","1,397,295,761.38","2,094,148,005.22","2,326,636,573.10","794,595,981.85"
偿还债务支付的现金,"505,920,000.00","523,230,272.00","844,000,000.00","524,000,000.00","765,500,000.00","636,000,000.00","636,000,000.00","636,000,000.00","636,000,000.00",,,,"168,000,000.00",,,,,"200,000,000.00","200,000,000.00","200,000,000.00","588,648,307.80",,,"28,000,000.00","1,025,000,000.00",,"50,000,000.00","50,000,000.00","988,000,000.00","250,000,000.00","770,000,000.00","1,138,000,000.00","1,238,000,000.00","480,000,000.00","843,311,292.99","1,136,552,292.99","1,536,552,292.99","129,990,000.00"
经营活动产生的现金流量净额,"-7,505,601.86","59,039,112.52","-49,152,279.19","4,580,175.34","60,528,143.22","-62,236,085.94","-132,774,258.94","-79,066,465.67","3,645,565.40","-104,452,159.65","-28,922,441.09","77,937,145.75","108,042,761.29","-165,284,791.07","-79,821,864.13","-245,154,695.45","-253,032,941.22","-194,883,880.76","-11,012,234.38","319,708,932.83","220,584,068.16","35,485,033.48","124,158,645.94","24,797,175.15","-59,020,369.91","-38,968,153.16","-104,659,836.61","-168,290,311.77","115,351,108.93","-49,034,598.79","-95,975,851.98","36,440,919.24","221,364,281.66","-85,345,179.67","-19,719,521.39","6,456,328.76","242,617,907.62","-288,165,558.16"
分配股利、利润或偿还利息支付的现金,"20,889,027.82","29,170,382.53","51,137,719.27","16,119,085.03","31,070,337.34","6,738,466.67","83,598,466.67","83,598,466.67","83,598,466.67",,"43,920,000.00","45,772,061.60","46,040,629.13",,"109,800,000.00","110,590,760.00","111,500,760.00","12,041,666.00","158,563,232.31","166,743,758.50","173,020,425.16","8,431,111.11","210,737,268.35","220,127,194.43","219,133,209.01","8,853,160.59","191,738,631.04","202,462,504.10","213,670,676.51","9,607,683.40","198,599,613.65","208,189,373.24","226,448,322.95","11,544,120.11","23,494,677.00","149,450,624.29","162,129,227.42","13,413,807.52"
收回投资收到的现金,,,,,,,,,,"712,000,000.00","712,000,000.00","712,000,000.00","712,000,000.00",,,,,"229,000,000.00","339,000,000.00","579,000,000.00","579,301,450.68",,,,"8,000,000.00",,,,"25,236,350.45",,,"1,785,120.46","105,840,120.46","104,547,200.00","104,547,200.00","175,205,179.61","181,546,744.55","300,728,987.57"
支付其他与筹资活动有关的现金,,,,,,,,,"12,492,543.87",,,,,,,,,,,,"62,700.00",,,,"191,310.00",,,,,,,,"25,125.00",,,,,
取得投资收益收到的现金,"5,615.10","1,451,520.00","1,785,898.64","2,177,280.00","2,177,280.00","1,863,300.00","1,863,300.00","1,863,300.00","1,863,300.00","18,508,333.33","18,508,333.33","18,508,333.33",,"5,411,400.00","5,631,400.00","5,631,400.00","5,631,400.00","2,807,700.00","2,864,150.68","2,864,150.68","2,862,700.00","2,499,552.00","2,741,552.00","2,741,552.00","2,741,552.00",,"193,600.00","193,600.00","193,600.00",,"5,418,115.54","5,418,115.54","5,418,115.54","484,000.00","12,782,148.18","42,200,340.20","34,342,443.63","1,410,659.10"
筹资活动现金流出小计,"526,809,027.82","552,400,654.53","895,137,719.27","540,119,085.03","796,570,337.34","642,738,466.67","719,598,466.67","719,598,466.67","732,091,010.54",,"43,920,000.00","45,772,061.60","214,040,629.13",,"109,800,000.00","110,590,760.00","111,500,760.00","212,041,666.00","358,563,232.31","366,743,758.50","761,731,432.96","8,431,111.11","210,737,268.35","248,127,194.43","1,244,324,519.01","8,853,160.59","241,738,631.04","252,462,504.10","1,201,670,676.51","259,607,683.40","968,599,613.65","1,346,189,373.24","1,464,473,447.95","491,544,120.11","866,805,969.99","1,286,002,917.28","1,698,681,520.41","143,403,807.52"
处置固定资产、无形资产和其他长期资产收回的现金净额,"15,000.00","679,620.51","20,433.33","50,000.00","58,846.15",,"555,555.56","557,517.10","1,961.54",,,,"60,906,600.00",,,,"398,437.49",,"49,038.46","49,038.46","50,000.00",,,,"60,000.00","266,438.83","269,095.14","269,095.14","268,551.45",,,"200,000.00","196,116.51","12,572.00",,,,
筹资活动产生的现金流量净额,"20,060,972.18","45,599,345.47","159,362,280.73","49,380,914.97","95,929,662.66","1,253,606,933.33","1,176,746,933.33","1,176,746,933.33","1,172,763,989.46",,"-13,920,000.00","26,227,938.40","-46,040,629.13","200,000,000.00","90,200,000.00","149,409,240.00","222,219,240.00","-42,041,666.00","65,934,045.52","33,256,241.50","26,916,874.84","61,568,888.89","-89,237,268.35","-196,627,194.43","-57,824,519.01","18,646,839.41","108,761,368.96","231,037,495.90","261,829,323.49","148,392,316.60","-160,599,613.65","-218,189,373.24","-200,431,154.96","-75,044,120.11","-100,305,969.99","-197,002,917.28","-221,181,520.41","81,096,192.48"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,038,283.63",
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,"-811,650.00",,,"7,195,627.92","-44,402.76","-156,031.13","-5,543,879.65","-392,960.65","-4,292,705.34","889,965.28","-3,806,283.28","4,985,076.69","-331,901.92"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"20,615.10","2,131,140.51","1,806,331.97","2,227,280.00","2,236,126.15","1,863,300.00","2,418,855.56","2,420,817.10","1,865,261.54","730,508,333.33","730,508,333.33","730,508,333.33","772,906,600.00","5,411,400.00","5,631,400.00","5,631,400.00","6,029,837.49","231,807,700.00","341,913,189.14","581,913,189.14","582,214,150.68","2,499,552.00","2,741,552.00","2,741,552.00","10,801,552.00","266,438.83","462,695.14","462,695.14","25,698,501.90",,"5,418,115.54","7,403,236.00","111,454,352.51","105,043,772.00","117,329,348.18","217,405,519.81","220,927,471.81","302,139,646.67"
五、现金及现金等价物净增加额,"-3,293,057.57","11,816,533.77","8,430,772.83","-2,644,099.18","48,430,892.12","1,192,226,678.12","49,589,229.83","298,635,583.93","448,893,607.35","621,983,625.56","677,349,520.28","756,997,088.49","750,119,136.26","34,377,940.26","-578,284,444.49","-790,670,670.97","-824,208,656.15","-25,297,799.10","237,032,685.41","50,126,404.67","290,845.49","11,955,937.27","-7,584,317.36","-195,304,665.08","-148,144,964.50","-25,781,593.41","-35,230,681.24","13,340,347.52","245,239,381.17","68,969,321.96","-209,929,358.95","-179,686,854.68","-120,426,253.42","-97,973,015.93","-46,763,739.02","-29,806,609.54","140,870,326.41","-231,643,924.00"
购建固定资产、无形资产和其他长期资产支付的现金,"6,737,417.99","91,953,064.73","103,585,560.68","53,432,469.49","86,473,039.91","1,007,469.27","10,802,300.12","12,465,700.83","17,381,209.05","4,072,548.12","10,316,371.96","15,676,328.99","34,789,595.90","5,748,668.67","34,491,747.54","141,018,367.48","211,414,832.25","20,179,952.34","32,102,314.87","83,714,358.80","28,086,648.19","7,597,537.10","14,955,005.98","25,923,956.83","41,809,386.61","4,621,604.51","15,581,444.75","25,656,067.77","36,414,421.31","28,603,518.09","39,630,029.73","70,811,809.03","124,853,098.98","38,334,782.81","44,957,561.10","52,821,002.55","55,478,609.30","1,382,303.07"
期初现金及现金等价物余额,"70,280,540.77","66,987,483.20","78,804,016.97","87,234,789.80","87,234,789.80","135,665,681.92","135,665,681.92","135,665,681.92","135,665,681.92","584,559,289.27","584,559,289.27","584,559,289.27","584,559,289.27","1,334,678,425.53","1,334,678,425.53","1,334,678,425.53","1,334,678,425.53","510,469,769.38","510,469,769.38","510,469,769.38","510,469,769.38","510,760,614.87","510,760,614.87","510,760,614.87","510,760,614.87","362,615,650.37","362,615,650.37","362,615,650.37","362,615,650.37","607,855,031.54","607,855,031.54","607,855,031.54","607,855,031.54","487,428,778.12","487,428,778.12","487,428,778.12","487,428,778.12","628,299,104.53"
投资支付的现金,"6,500,000.00","3,000,000.00",,"5,400,000.00","23,790,000.00",,"986,000,000.00","789,000,000.00","712,000,000.00",,,"62,000,000.00","50,000,000.00",,"559,009,960.17","559,009,960.17","588,009,960.17",,"127,700,000.00","801,037,600.00","801,337,600.00","80,000,000.00","30,292,240.97","292,240.97","292,240.97","293,463.98","24,213,463.98","24,213,463.98","128,420,759.76","1,720,000.00","-81,034,527.00","-71,034,527.00","127,567,673.00",,,,"51,000,000.00","325,000,000.00"
期末现金及现金等价物余额,"66,987,483.20","78,804,016.97","87,234,789.80","84,590,690.62","135,665,681.92","1,327,892,360.04","185,254,911.75","434,301,265.85","584,559,289.27","1,206,542,914.83","1,261,908,809.55","1,341,556,377.76","1,334,678,425.53","1,369,056,365.79","756,393,981.04","544,007,754.56","510,469,769.38","485,171,970.28","747,502,454.79","560,596,174.05","510,760,614.87","522,716,552.14","503,176,297.51","315,455,949.79","362,615,650.37","336,834,056.96","327,384,969.13","375,955,997.89","607,855,031.54","676,824,353.50","397,925,672.59","428,168,176.86","487,428,778.12","389,455,762.19","440,665,039.10","457,622,168.58","628,299,104.53","396,655,180.53"
