科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"484,624,459.47","615,274,572.59","297,595,860.22","406,691,934.61","603,262,705.58","180,227,877.80","332,229,784.25","412,141,863.95","577,427,582.04","128,787,424.42","340,754,492.79","423,902,685.48","568,021,701.30","166,609,219.18","678,088,519.58","1,256,164,925.23","1,788,922,639.11","463,836,326.65","917,245,791.87","1,350,684,560.41","2,370,727,136.09","538,048,557.65","996,457,020.90","1,557,136,657.34","2,210,196,211.02","647,171,002.51","1,258,074,709.64","1,791,579,307.29","2,462,180,549.66","549,109,151.34","1,141,308,260.46","1,737,226,233.42","2,425,614,178.88","582,385,978.00","1,296,084,702.40","2,186,162,573.96","3,230,445,076.53","983,109,440.69","2,135,970,294.80","3,252,842,163.64","4,495,043,909.99","1,101,969,530.53"
取得子公司及其他营业单位支付的现金净额,,,"9,777,941.68","9,777,941.68","9,777,941.68",,,,,,,,,,,,"666,015,748.11",,,,,,,,"8,711,283.98",,,,,,"197,533,296.62","197,533,296.62","197,533,296.62","75,831,300.00","163,695,247.78","201,238,997.68","225,581,497.68",,,"50,416,983.50","5,233,991.08",
收到的税费返还,,,,,,,,,,,,,,,"28,925,610.15","59,729,752.57","85,027,200.86",,"56,220,378.81","88,473,003.13","112,073,718.59","24,165,528.14","54,023,431.82","78,319,840.22","105,975,390.17","31,138,523.27","58,519,194.85","77,516,153.45","100,152,926.22","16,631,822.22","45,792,292.40","66,783,582.63","84,534,338.21","35,687,346.67","63,435,891.13","95,646,665.07","117,325,319.52","35,899,203.88","75,069,306.03","116,717,300.39","155,515,305.77","24,497,238.86"
支付其他与投资活动有关的现金,,,,,,,,,"50,000,000.00",,,,,,,,,,,,,,,,,,,,,,"5,535,000.00",,"1,011,965.05",,,,"242,150.00","735,264.11","254,520.00","76,875.00","234,949.24",
收到其他与经营活动有关的现金,"576,033.97","1,527,789.62","932,627.27","1,321,610.15","2,070,709.82","1,917,063.80","3,185,715.37","4,854,582.59","5,656,305.22","9,467,046.74","7,710,855.86","13,032,938.41","25,168,636.58","18,597,978.83","28,558,909.79","77,147,499.33","26,585,269.73","-4,519,208.38","3,885,726.47","10,303,962.41","11,512,550.23","32,886,024.24","12,352,670.32","29,568,640.46","61,439,107.50","12,328,566.42","18,235,671.26","34,987,593.63","118,121,532.32","18,575,792.69","25,181,956.46","86,102,062.92","92,427,599.31","2,703,483.33","128,620,139.32","130,788,142.20","214,642,397.07","10,339,442.38","11,257,827.83","14,569,286.22","21,002,344.18","22,455,993.61"
投资活动现金流出小计,"22,350,670.88","88,331,550.00","35,829,881.28","48,632,702.20","56,310,343.70","16,104,582.60","52,756,732.96","66,884,752.65","137,442,174.74","36,790,985.92","48,336,232.39","70,962,840.73","122,472,588.96","61,025,913.09","854,442,212.70","916,839,418.43","856,552,982.53","103,505,338.51","122,417,971.88","215,644,888.73","239,645,859.14","80,117,090.30","107,027,020.37","111,179,879.47","129,428,411.60","42,744,705.54","69,626,397.16","137,960,136.08","164,138,151.52","65,821,469.57","318,121,902.64","335,142,019.65","351,718,959.98","97,327,399.74","202,921,214.05","258,617,902.63","303,229,596.92","24,182,102.18","47,531,996.10","175,200,004.47","217,901,088.75","103,943,066.63"
经营活动现金流入小计,"485,200,493.44","616,802,362.21","298,528,487.49","408,013,544.76","605,333,415.40","182,144,941.60","335,415,499.62","416,996,446.54","583,083,887.26","138,254,471.16","348,465,348.65","436,935,623.89","593,190,337.88","185,207,198.01","735,573,039.52","1,393,042,177.13","1,900,535,109.70","459,317,118.27","977,351,897.15","1,449,461,525.95","2,494,313,404.91","595,100,110.03","1,062,833,123.04","1,665,025,138.02","2,377,610,708.69","690,638,092.20","1,334,829,575.75","1,904,083,054.37","2,680,455,008.20","584,316,766.25","1,212,282,509.32","1,890,111,878.97","2,602,576,116.40","620,776,808.00","1,488,140,732.85","2,412,597,381.23","3,562,412,793.12","1,029,348,086.95","2,222,297,428.66","3,384,128,750.25","4,671,561,559.94","1,148,922,763.00"
投资活动产生的现金流量净额,"-22,350,670.88","-22,160,651.37","-35,829,881.28","-48,632,702.20","-56,310,343.70","-16,104,582.60","-52,756,732.96","-66,884,752.65","-137,442,174.74","-36,790,985.92","-48,336,232.39","-70,962,840.73","-72,472,588.96","-61,025,913.09","-770,457,960.81","-832,855,166.54","-856,552,982.53","-103,505,338.51","-122,417,971.88","-215,644,888.73","-239,645,859.14","-80,117,090.30","-107,027,020.37","-111,179,879.47","-129,428,411.60","-42,744,705.54","-69,626,397.16","-137,959,024.97","-164,137,040.41","-65,821,469.57","-317,602,327.64","-335,069,644.65","-351,655,459.98","-97,327,079.74","-202,920,894.05","-247,416,536.79","-300,074,316.92","-14,168,852.18","-37,519,871.10","-165,089,004.47","-205,789,932.60","-93,306,012.79"
购买商品、接受劳务支付的现金,"422,918,686.06","509,030,854.33","155,090,253.64","242,315,791.01","393,975,697.19","134,160,452.67","205,220,719.66","288,005,178.39","341,306,032.63","97,996,585.87","298,875,121.37","325,598,851.38","431,169,085.45","112,431,224.85","553,077,501.14","890,733,681.89","1,422,363,207.05","466,051,764.83","882,573,814.84","1,270,058,978.11","2,093,264,702.60","493,876,497.91","921,183,983.37","1,447,281,590.95","1,905,197,095.41","470,250,842.06","980,740,367.94","1,371,961,927.03","1,937,187,725.38","515,955,821.80","984,192,400.35","1,444,825,731.87","2,107,935,345.04","387,205,822.55","1,011,998,729.09","1,782,746,493.67","2,694,006,603.12","890,504,437.89","1,795,018,301.66","2,865,161,129.56","3,754,898,390.96","935,641,409.39"
吸收投资收到的现金,"49,400,000.00",,,,,"947,786,500.00","947,786,500.00","947,786,500.00","947,786,500.00",,,,,,,,,,"13,260,777.63","13,260,777.63","13,260,777.63",,"30,889,023.24","79,253,232.67","30,889,023.24",,"472,684,668.65","472,684,668.65","552,589,818.65",,,,,,,,,,,,,
