科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应付款,"370,490.76","619,235.78","713,834.67","650,383.15","6,595,742.44","1,664,340.35","589,724.41","1,750,263.53","2,094,237.93","3,679,095.88","4,435,833.07","4,050,864.40","9,389,915.76","16,946,953.56","5,925,485.94","7,231,027.76"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,"2,169,363.00","2,087,544.00","1,545,630.04","1,930,724.00","1,859,132.00","1,787,540.00","1,715,948.00"
其他流动资产,,,,,,,,,"1,051,345.89","2,240,263.50","445,743.16","1,193,367.73","349,478.47","915,822.82","1,060,697.47","1,165,064.21"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"232,700,365.61","278,309,013.26","325,710,491.43","314,975,120.54","518,028,112.82","494,820,514.28","515,339,113.47","457,841,171.03","437,043,664.35","598,173,774.45","624,924,727.08","607,397,007.26","642,926,730.22","727,494,035.28","741,256,451.01","731,488,244.97"
流动负债合计,"108,687,332.12","126,023,243.51","155,869,048.74","143,796,361.23","169,612,936.49","143,254,010.02","148,402,220.21","114,381,370.31","125,369,208.90","214,639,674.61","236,903,242.06","237,324,660.99","274,047,172.03","291,545,097.34","322,542,637.63","309,249,526.35"
可供出售金融资产,,,,,,,,,,,,,,,"34,500,000.00","38,500,000.00"
长期借款,,,,,,,,,,"1,512,875.00","1,228,784.00","1,228,784.00","20,708,330.00","38,495,831.00","35,533,332.00","35,320,833.00"
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,"1,113,878.29","940,408.16","940,408.16","585,825.13","403,870.53","218,463.41","29,533.28"
长期股权投资,,,,,,,,,,,,,"60,987,549.23","93,446,672.23","62,296,478.62","64,796,478.62"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"49,281,254.75","45,689,817.67","45,937,533.65","45,097,670.13","46,011,073.34","45,325,111.47","71,202,224.28","74,172,757.94","74,102,985.94","168,944,816.60","172,955,147.09","170,067,802.19","168,045,323.31","177,342,723.61","184,395,790.03","181,018,935.94"
递延所得税负债,,,,,,,,,,"13,546,863.64","13,238,069.12","12,929,274.59","12,620,480.06","14,757,360.52","14,398,548.48","14,030,481.16"
在建工程,,"9,840,780.41","18,561,678.54","22,121,363.67","22,303,363.67","26,459,335.14","6,481,273.37","30,582,898.25","49,103,228.06","3,115,603.83","4,079,538.96","6,229,666.04","6,414,379.40","6,952,350.04","9,881,184.41","10,038,294.00"
其他非流动负债,,,,,,,,,,,,,,"33,000.00",,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,"4,700,000.00","4,700,000.00","3,451,100.00","32,409,611.95","31,382,113.03","30,820,869.22","49,375,894.38","68,881,483.96","65,091,406.08","64,003,312.24"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"108,687,332.12","126,023,243.51","155,869,048.74","143,796,361.23","169,612,936.49","143,254,010.02","153,102,220.21","119,081,370.31","128,820,308.90","247,049,286.56","268,285,355.09","268,145,530.21","323,423,066.41","360,426,581.30","387,634,043.71","373,252,838.59"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","240,000,000.00","296,855,618.00","296,855,618.00","296,855,618.00","296,855,618.00","552,749,359.00","552,749,359.00","552,749,359.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"70,534,696.58","70,534,696.58","70,534,696.58","70,534,696.58","224,291,196.58","224,291,196.58","224,291,196.58","224,291,196.58","64,291,196.58","602,958,072.57","602,958,072.57","602,958,072.57","602,958,072.57","613,127,062.38","613,031,203.38","613,031,203.38"
无形资产,"23,016,207.80","22,653,978.41","22,179,450.54","22,034,357.22","21,895,713.89","21,750,620.58","21,669,097.77","21,521,212.35","22,093,994.56","117,807,633.40","115,712,103.84","113,616,369.35","111,520,634.87","116,949,123.97","115,343,763.64","113,310,082.93"
盈余公积,"6,570,895.95","10,852,624.36","14,475,104.00","14,475,104.00","14,475,104.00","14,475,104.00","17,789,914.63","17,789,914.63","17,789,914.63","17,789,914.63","20,003,839.86","20,003,839.86","20,003,839.86","20,003,839.86","20,601,364.04","20,601,364.04"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"413,091,379.85","413,091,379.85","413,091,379.85","413,091,379.85","613,841,665.55","614,540,975.34","614,540,975.34"
未分配利润,"62,005,180.09","93,611,358.46","118,492,488.06","122,550,260.79","126,983,687.74","133,880,088.74","148,316,540.62","151,879,151.61","147,023,802.19","162,053,092.56","194,558,212.17","199,640,064.36","202,862,682.19","207,947,924.06","210,610,632.97","216,306,536.23"
长期待摊费用,,,,,,,,,,"12,162.19","524,190.57","492,668.43","461,146.29","866,911.37","788,800.40","712,279.43"
少数股东权益,,,,,,,,,,,,,,"3,334,527.33","3,127,661.88","2,905,944.84"
递延所得税资产,"2,548,328.60","3,285,397.55","4,125,681.30","4,222,172.21","4,282,058.87","4,401,758.87","4,950,947.55","5,100,947.55","5,261,447.20","8,753,035.51","10,519,071.79","10,044,212.91","10,251,656.44","10,631,073.60","21,260,215.21","20,796,848.24"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,"932,594.00","2,680,084.00","2,728,084.00","2,651,897.00","2,969,672.00","3,828,450.00","3,828,450.00","10,868,286.68","18,800,236.62","42,701,513.15","68,706,332.91","35,056,259.41","11,615,984.33","5,085,176.69","5,085,176.69"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"74,845,791.15","82,402,568.04","93,484,428.03","96,203,647.23","97,144,106.77","100,906,498.06","108,131,992.97","135,206,266.09","161,429,942.44","730,524,868.00","759,582,945.25","782,248,431.68","805,828,328.80","1,031,646,504.70","1,048,092,384.34","1,048,799,071.19"
所有者权益(或股东权益)合计,"198,858,824.64","234,688,337.79","263,325,870.72","267,382,406.54","445,559,283.10","452,473,002.32","470,368,886.23","473,966,066.81","469,653,297.89","1,081,649,355.89","1,116,222,317.24","1,121,499,908.73","1,125,331,992.61","1,398,713,958.68","1,401,714,791.64","1,407,034,477.57"
资产总计,"307,546,156.76","360,711,581.30","419,194,919.46","411,178,767.77","615,172,219.59","595,727,012.34","623,471,106.44","593,047,437.12","598,473,606.79","1,328,698,642.45","1,384,507,672.33","1,389,645,438.94","1,448,755,059.02","1,759,140,539.98","1,789,348,835.35","1,780,287,316.16"
负债和所有者(或股东权益)合计,"307,546,156.76","360,711,581.30","419,194,919.46","411,178,767.77","615,172,219.59","595,727,012.34","623,471,106.44","593,047,437.12","598,473,606.79","1,328,698,642.45","1,384,507,672.33","1,389,645,438.94","1,448,755,059.02","1,759,140,539.98","1,789,348,835.35","1,780,287,316.16"
