科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"47,399,907.56","76,736,025.66","97,446,721.88","43,682,443.99","68,997,484.46","94,404,853.15","128,580,727.13","53,163,373.25","82,948,229.89","118,354,989.72","143,622,017.65","45,215,004.25","78,991,165.37","112,852,920.49","147,763,567.20","40,344,007.69"
取得借款收到的现金,"75,229,468.00","82,000,000.00","50,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00",,,,,"10,000,000.00","39,440,000.00","79,440,000.00","244,440,000.00","72,083,632.22"
支付的各项税费,"57,147,868.32","96,221,579.64","102,941,705.48","35,078,459.25","51,260,445.03","79,164,366.25","135,196,427.30","44,012,179.33","74,241,519.57","107,900,279.84","146,465,660.48","31,758,208.22","49,805,281.55","64,528,473.72","80,951,973.40","8,907,596.53"
收到其他与筹资活动有关的现金,,,,,"149,423,258.43","149,497,751.98","149,423,258.43",,,"1,734,957.90",,"548,956.96",,,,
支付其他与经营活动有关的现金,"102,002,417.12","127,408,900.23","106,190,640.20","57,139,228.45","86,545,437.66","124,692,786.20","114,590,286.64","66,332,475.19","86,489,456.05","121,013,584.03","150,282,420.22","45,098,516.88","134,833,319.64","161,487,492.31","176,346,535.25","57,105,620.00"
筹资活动现金流入小计,"79,149,468.00","82,000,000.00","50,000,000.00","80,000,000.00","961,578,000.00","1,129,722,573.55","1,129,648,080.00",,,"18,777,757.90","27,042,800.00","13,048,956.96","48,390,000.00","89,890,000.00","255,340,000.00","72,083,632.22"
经营活动现金流出小计,"739,035,138.95","979,771,596.37","826,973,473.43","278,112,698.01","449,455,695.43","593,778,627.95","751,674,590.29","281,028,662.49","434,824,634.57","638,116,964.91","909,961,828.09","337,511,346.39","597,515,614.34","828,311,972.29","1,085,872,560.54","331,348,445.66"
偿还债务支付的现金,"27,284,468.00","136,090,600.00","50,000,000.00","3,117,800.00","80,000,000.00","80,000,000.00","80,000,000.00",,"26,697,218.19","31,752,912.70","11,697,833.18",,,,,"55,000,000.00"
经营活动产生的现金流量净额,"218,154,876.16","147,296,511.88","135,716,577.17","-132,918,336.59","-170,069,694.54","-151,816,560.11","63,954,442.51","-172,812,472.11","-166,879,537.59","-195,839,562.89","-96,421,548.70","-88,715,557.84","-171,989,580.84","-164,643,590.53","-137,982,884.79","-225,913,665.40"
分配股利、利润或偿还利息支付的现金,"26,370,043.91","29,928,834.20","28,293,733.33","31,320,000.00","32,755,360.42","32,755,360.42","35,275,360.42","369,628.83","86,479,614.92","85,983,845.57","89,471,213.86","83,929.46","47,939,412.74","49,651,255.29","55,286,789.42","995,908.84"
收回投资收到的现金,"325,618.20",,,,,,,,,,"142,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","93,800,000.00",
支付其他与筹资活动有关的现金,,,,,"128,853,496.78","137,542,296.78","164,393,258.43",,"249,420.00","249,420.00","603,700.00","250,000.00",,"1,825,512.00","9,961,992.01",
取得投资收益收到的现金,,,,,,,,,,,,,,"224,219.18",,
筹资活动现金流出小计,"53,654,511.91","166,019,434.20","78,293,733.33","34,437,800.00","241,608,857.20","250,297,657.20","279,668,618.85","369,628.83","113,426,253.11","117,986,178.27","101,772,747.04","333,929.46","47,939,412.74","51,476,767.29","65,248,781.43","55,995,908.84"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"8,993.70","218,168.73",470.00,"95,807.19","96,991.50","78,321.92","116,400.00","211,172.81","239,903.81","676,497.53","1,912,585.71","1,975,785.71","2,001,965.71","2,443,975.37",120.00
筹资活动产生的现金流量净额,"25,494,956.09","-84,019,434.20","-28,293,733.33","45,562,200.00","719,969,142.80","879,424,916.35","849,979,461.15","-369,628.83","-113,426,253.11","-99,208,420.37","-74,729,947.04","12,715,027.50","450,587.26","38,413,232.71","190,091,218.57","16,087,723.38"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"156,201.89","-157,160.68",,"-651,432.40","622,910.67","1,899,842.19","-164,913.86","693,147.70","926,612.09","3,868,825.37","-273,816.49","-188,915.96","-188,915.96","-2,561,675.93","-2,028,765.70"
收到其他与投资活动有关的现金,,,,,,,,,,,"1,038,580.89","224,219.18","224,219.18",,"351,423.29",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"325,618.20","8,993.70","218,168.73",470.00,"95,807.19","96,991.50","78,321.92","116,400.00","211,172.81","239,903.81","143,715,078.42","82,136,804.89","82,200,004.89","82,226,184.89","96,595,398.66",120.00
五、现金及现金等价物净增加额,"168,874,355.06","-42,205,901.00","30,516,200.56","-140,961,213.54","464,879,657.24","605,073,590.02","731,460,305.50","-223,413,410.13","-389,004,848.91","-595,994,707.94","-442,755,297.71","-140,558,879.72","-269,171,088.94","-309,005,824.07","-135,639,517.49","-242,950,122.71"
购建固定资产、无形资产和其他长期资产支付的现金,"74,601,095.39","103,908,174.27","66,168,609.09","53,605,546.95","84,464,165.81","123,254,668.39","166,852,637.66","29,564,263.44","87,559,664.47","138,069,526.33","241,184,758.65","58,476,537.78","91,703,384.29","136,872,935.18","161,781,574.00","31,095,534.99"
期初现金及现金等价物余额,"171,634,173.82","340,508,528.88","298,302,627.88","328,818,828.43","328,818,828.44","328,818,828.44","328,818,828.44","1,060,279,133.93","1,060,279,133.94","1,060,279,133.94","1,060,279,133.94","617,523,836.23","617,523,836.23","617,523,836.23","617,523,836.23","481,884,318.74"
投资支付的现金,"500,000.00","1,740,000.00",,,,,,,"1,470,000.00","143,470,000.00","142,000,000.00","80,000,000.00","80,000,000.00","120,000,000.00","120,000,000.00",
期末现金及现金等价物余额,"340,508,528.88","298,302,627.88","328,818,828.44","187,857,614.89","793,698,485.68","933,892,418.46","1,060,279,133.94","836,865,723.80","671,274,285.03","464,284,426.00","617,523,836.23","476,964,956.51","348,352,747.29","308,518,012.16","481,884,318.74","238,934,196.03"
