科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"274,018,510.54","378,096,436.62","322,291,815.19","241,940,455.81","343,929,240.77","474,302,487.77","138,136,822.11","262,729,048.83","433,710,050.88","711,300,773.11","103,518,895.02","197,994,901.36","303,144,647.56","455,950,308.50","273,194,852.10","558,494,829.10","734,152,987.40","1,085,961,124.95","282,964,452.27","546,109,011.72","896,119,380.78","1,286,695,207.39","349,493,108.86","776,530,154.38","1,249,056,294.29","1,756,104,601.49","386,637,639.45","856,453,601.78","1,318,626,494.52","2,066,834,939.60","470,702,775.15","1,016,023,610.28"
取得子公司及其他营业单位支付的现金净额,,"4,700,000.00",,,,,,,,"35,235,878.00",,,,,,,,,"73,000,000.00","167,324,964.70","266,207,083.60","269,207,083.60","12,000,000.00","12,000,000.00","25,000,000.00",,,,"85,680,000.00","152,362,951.59",,
收到的税费返还,"13,872,142.76","226,699.63","3,457,035.13","3,699,971.53","7,240,013.78","10,851,578.64","5,219,166.27","10,435,090.04","16,610,408.67","11,655,211.97","3,276,611.04","6,062,086.73","7,213,105.73","8,355,539.35","3,280,388.16","3,343,896.91","6,701,871.18","7,953,403.08","16,064.19","4,001,786.17","5,362,868.62","6,103,912.17","2,194,010.70","2,438,605.21","6,539,116.19","7,438,765.68","5,434,012.12","12,944,712.67","22,988,709.87","29,232,051.02","17,677,271.98","24,122,452.55"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"7,900,889.31","9,392,515.21","9,947,299.95","3,107,461.44","8,003,501.92","10,866,910.91","15,750,153.86","28,179,980.24","34,530,665.11","20,464,964.24","5,143,427.23","19,475,159.71","56,337,762.17","41,223,055.35","17,471,785.62","22,441,513.10","54,950,382.79","72,939,569.72","23,998,054.88","29,915,424.94","35,030,376.34","29,111,393.51","2,093,324.91","7,617,346.42","42,739,595.90","309,648,356.95","7,717,927.98","26,989,379.46","70,748,776.64","93,427,676.09","5,877,212.80","22,810,530.32"
投资活动现金流出小计,"14,885,753.82","23,418,720.41","44,571,231.20","5,837,325.74","12,769,450.19","18,164,491.46","69,726,727.06","77,274,510.90","88,635,976.33","74,183,114.01","16,950,951.29","31,400,996.58","56,659,666.33","65,947,886.98","59,924,735.56","87,865,592.50","107,668,139.93","104,734,177.14","82,799,576.51","188,212,639.14","301,872,525.82","332,627,988.93","31,254,609.49","47,143,007.03","81,326,028.48","146,077,382.06","70,665,782.20","216,477,224.05","561,796,865.62","680,854,927.94","79,811,643.77","152,434,111.90"
经营活动现金流入小计,"295,791,542.61","387,715,651.46","335,696,150.27","248,747,888.78","359,172,756.47","496,020,977.32","159,106,142.24","301,344,119.11","484,851,124.66","743,420,949.32","111,938,933.29","223,532,147.80","366,695,515.46","505,528,903.20","293,947,025.88","584,280,239.11","795,805,241.37","1,166,854,097.75","306,978,571.34","580,026,222.83","961,417,245.94","1,321,910,513.07","405,890,283.51","875,927,790.47","1,447,745,525.07","2,073,191,724.12","385,780,791.52","887,655,713.09","1,430,153,289.44","2,189,494,666.71","524,977,734.04","1,137,224,175.59"
投资活动产生的现金流量净额,"-14,845,753.82","-23,237,891.32","-44,239,738.46","-5,832,845.74","-12,760,030.19","-18,155,071.46","-39,687,079.60","-47,234,863.44","-58,596,328.87","-66,895,187.89","-6,810,951.29","-21,260,996.58","-46,512,666.33","-55,600,886.98","-59,921,235.56","-87,827,592.50","-107,567,879.93","-99,629,455.72","-82,799,576.51","-187,829,663.51","-301,766,346.93","-319,876,617.62","-31,137,612.49","-47,022,260.03","-70,575,541.48","-137,767,068.26","-70,449,682.20","-214,822,193.05","-557,003,024.77","-664,802,222.54","-78,742,409.37","-152,182,931.40"
购买商品、接受劳务支付的现金,"264,475,631.00","244,426,087.09","222,927,397.98","250,773,676.48","382,946,453.47","551,812,292.13","148,914,927.32","245,125,952.60","410,484,359.89","625,275,043.54","139,834,409.75","193,784,072.27","253,397,964.58","371,090,733.21","108,608,543.67","280,543,158.03","440,889,319.21","722,551,108.50","164,387,966.36","331,479,017.53","561,639,840.80","693,742,468.85","251,371,172.34","555,318,169.27","856,244,213.43","1,157,276,256.59","379,899,546.97","709,835,712.67","1,179,931,497.58","1,697,033,191.22","401,219,902.88","838,000,256.67"
吸收投资收到的现金,"4,000,000.00",,,,"411,900,000.00","411,900,000.00","600,000.00",,,,"9,800,000.00","23,134,775.71","27,627,995.86","27,621,654.76","1,175,857.15","1,803,770.88","1,799,563.27","11,799,563.27",,,,"2,000,000.00",,"1,392,000.00","2,392,000.00","1,175,117,967.56","215,556,800.00","215,886,800.00","216,186,800.00","216,186,800.00",,"1,938,345.00"
