科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"434,971,334.17","867,768,104.71","1,312,006,406.94","824,984,171.65","192,508,117.40","318,781,958.69","521,623,706.31","631,356,083.03","167,113,502.74","269,401,790.82","382,951,774.32","526,400,566.86","172,636,849.91","406,211,387.71","598,938,044.84","594,721,295.05","216,535,658.10","450,872,326.78","591,590,658.44","888,584,488.49","240,980,639.20","552,846,560.56","746,575,494.69","752,156,684.04","266,712,632.76","503,404,850.38","641,919,532.78","862,460,167.43","221,006,288.70","363,564,722.51","478,535,732.25","611,775,317.83","163,922,942.77","309,139,660.66","394,622,733.55","550,152,011.45","99,645,431.78","156,350,317.54","204,568,547.90","272,314,924.95","74,050,064.48","114,891,227.16","148,269,736.65"
二、营业利润,"2,750,406.05","5,271,808.82","-5,097,726.76","-2,605,847.69","6,282,125.46","-2,734,466.14","-10,450,064.50","-96,551,504.86","2,553,929.27","194,133.89","-8,178,493.74","3,208,660.42","2,198,531.54","2,591,932.67","2,846,669.05","-28,077,016.67","3,085,446.69","2,683,487.95","3,999,043.84","196,005.02","3,090,105.27","4,376,802.36","4,728,056.43","18,910,311.09","3,493,053.02","5,223,961.22","8,014,147.09","14,540,413.62","1,332,745.11","4,318,825.04","6,476,201.85","9,505,960.46","2,134,874.45","3,246,456.03","4,239,957.53","837,170.35","1,947,863.35","2,024,638.13","2,932,083.97","-99,113,627.12","-30,369,253.60","-79,619,303.67","-128,768,446.04"
减:营业成本,"408,132,374.44","819,734,648.02","1,246,662,868.02","726,200,045.68","164,270,035.09","272,340,565.18","456,032,661.00","542,947,024.35","141,240,724.61","226,348,146.47","322,621,510.53","443,174,565.27","146,026,051.27","359,854,466.66","530,312,025.24","496,482,325.88","184,066,727.36","394,774,104.42","513,910,220.69","779,985,651.48","208,490,412.75","493,482,412.63","661,634,291.11","623,552,841.79","227,190,455.89","439,286,250.55","557,425,567.85","732,943,173.73","189,184,802.42","315,238,474.06","404,340,214.62","504,526,111.08","133,735,878.02","260,824,085.48","328,858,847.77","426,595,029.91","75,687,919.79","118,064,154.93","154,403,806.85","222,827,646.65","57,718,748.31","90,925,633.27","115,774,923.91"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,785,446.87","3,055,619.89","4,292,932.98","6,728,636.23","2,477,652.32","3,690,848.46","5,360,064.95","7,485,057.01","2,010,911.40","3,232,822.03","4,636,162.70","6,710,436.09","2,030,620.87","3,470,681.47","5,272,797.58","8,262,663.02","3,028,807.18","5,278,227.05","7,795,727.78","13,632,959.33","1,990,393.39","4,444,580.93","6,640,907.50","13,278,228.03","3,902,173.47","7,589,448.79","10,695,121.15","14,345,619.10","3,127,721.01","5,185,153.93","7,523,662.01","9,927,260.27","2,563,658.77","4,381,087.41","7,097,242.25","12,874,675.93","1,826,135.45","2,952,597.32","3,907,031.76","9,418,857.94","1,834,083.93","3,881,267.77","4,665,463.00"
营业外收入,"10,000.00","14,932.00","8,014,932.00","16,209,695.01","8,230.00","7,008,230.00","13,010,181.71","17,559.92",250.00,"3,000,450.00","12,008,750.00","1,735,381.12","136,050.00","136,750.00","136,750.00","37,094,116.50","15,656.00","19,276.00","139,626.00","7,383,487.52","11,361.80","70,031.80","78,944.30","203,964.30","7,000.00","99,965.00","103,185.00","378,848.39","1,206,700.00","1,401,745.00","1,408,245.00","1,087,526.60","270,600.00","321,047.00","325,047.00","4,270,349.49","39,300.00","58,806.00","74,626.00","348,772.99",830.00,"2,820.11","7,960.11"
销售费用,"5,507,282.40","9,412,293.95","13,658,098.16","18,534,506.42","5,372,230.75","9,044,451.03","12,239,357.28","18,431,499.94","3,967,334.10","6,690,137.61","9,421,176.17","19,736,528.31","3,764,000.59","5,738,323.76","8,602,666.75","12,915,041.14","4,079,662.65","5,523,278.63","7,952,994.00","24,423,665.90","2,994,607.63","5,144,932.06","7,634,755.36","63,096,579.33","3,323,429.89","6,681,402.43","8,650,717.92","51,036,784.09","2,240,499.62","4,277,804.69","6,286,225.86","27,496,945.97","1,441,355.93","4,684,037.03","4,995,937.63","10,174,667.00","1,706,045.79","4,169,849.58","4,947,880.59","12,166,371.16","2,293,181.66","4,514,000.47","6,786,412.46"
减:营业外支出,"8,479.40","90,109.12","163,503.73","929,033.54","3,612.23","692,844.53","702,313.40","946,809.25","2,670.00","15,325.40","159,811.78","1,519,264.12","4,299.74","4,303.99","22,369.15","2,219,149.97","10,093.09","18,560.93","25,660.93","765,063.86","2,716.94","39,554.17","47,254.07","57,981.81",,"318,519.62","318,519.62","477,799.21",,"1,008.60","10,387.62","21,252.55","1,684.59","3,284.59","4,639.15","12,555.77",142.40,"1,567.36","1,567.36","3,036.02","300,504.75","300,904.75","348,123.33"
管理费用,"12,445,273.22","31,961,975.34","50,423,133.84","75,809,291.88","14,870,111.20","35,796,835.89","54,524,068.18","94,606,985.04","19,333,939.19","31,879,622.77","50,697,842.48","101,232,319.91","17,391,169.55","30,996,856.22","48,919,383.92","99,068,082.34","15,170,523.81","36,067,967.79","50,445,753.39","149,041,167.84","32,186,636.69","60,781,217.67","90,061,356.92","144,378,355.42","27,895,804.19","63,848,277.96","87,529,280.48","147,889,273.12","36,717,102.34","57,638,007.99","90,711,996.57","124,675,895.91","23,516,144.19","52,213,993.23","65,269,219.09","101,959,178.88","22,995,202.17","47,419,058.72","62,581,715.94","128,613,048.12","30,353,149.94","58,721,769.40","95,804,153.37"
其中:非流动资产处置净损失,,,,"884,341.95",,,,"223,699.05",,"15,325.40","48,947.80","1,336,548.14","3,899.74","4,299.74",,"22,467.19",,"18,560.93",,"412,834.16",,"36,837.23","36,837.23","32,224.87",,"167,959.62","167,959.62",,,"1,008.60","1,008.60","17,335.22","1,684.59","1,684.59","2,739.15","9,255.77",142.40,"1,167.36","1,167.36","1,836.02",,504.75,"46,443.37"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
