科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"233,025,318.90","183,827,135.25","142,042,387.33","69,986,433.62","334,957,743.45","124,302,626.49","79,032,429.33","46,440,427.10","12,087,727.16","58,586,236.30","18,766,213.23","29,867,652.88","19,941,182.30","63,029,087.25","38,147,342.40"
短期借款,,,"20,000,000.00",,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,"20,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"1,537,331.40",,"3,276,495.38","4,112,799.30","2,850,495.44","757,260.00","232,030.00","3,660,895.64","7,758,394.12","5,356,573.51","4,261,610.85","6,276,680.07","2,690,001.67","5,059,909.00","4,515,016.92"
应付票据,,,,,,,,,,,,,,,
应收账款,"49,338,265.89","46,272,307.88","90,737,073.81","111,230,483.35","114,975,857.37","135,893,531.38","154,615,602.02","156,562,580.55","168,574,963.14","157,786,360.69","182,080,089.85","190,120,231.35","189,549,257.41","163,322,223.11","185,873,713.81"
应付账款,"64,395,291.16","27,197,961.57","31,959,694.90","19,450,030.85","17,938,843.79","25,527,537.35","28,193,167.92","27,735,546.26","39,185,043.81","32,966,392.19","29,237,656.30","23,702,051.01",,"21,617,527.76",
预付款项,"25,336,858.39","37,475,048.56","5,291,163.00","5,152,596.55","45,165,449.62","1,265,679.80","2,313,235.91","1,847,022.48","1,549,815.56","4,123,356.66","5,195,783.49","2,563,116.15","2,051,980.88","2,666,150.12","1,373,164.29"
预收款项,"2,868,669.15","6,331,039.55","3,405,175.57","1,975,980.34","3,489,251.32","5,210,356.08","6,598,204.30","3,471,388.62","5,433,496.14","4,821,460.06","7,484,484.62","6,595,960.53","7,438,930.32","9,073,860.28","9,280,055.60"
其他应收款,"503,243.16","228,358.51","263,009.73","486,843.22","713,636.64","347,782.42","323,518.27","344,517.92","383,258.61","7,064,500.02","7,404,348.80","7,470,468.75","7,216,808.08","6,812,981.78","6,964,528.14"
应付职工薪酬,"1,553,507.84","1,802,609.38","1,000,806.29","892,971.34","764,921.31","1,254,953.46","414,581.54","659,850.18","604,955.45","1,528,436.04","68,808.72","384,205.16","603,424.93","1,556,458.92","936,017.93"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"4,392,567.47","5,286,997.91","7,621,472.30","6,688,453.31","2,149,923.69","3,998,894.32","5,620,064.22","4,426,908.41","3,441,161.96","4,063,420.34","5,385,500.38","1,524,384.19","2,931,554.65","1,323,884.36","4,543,096.47"
应收利息,"725,333.34","1,634,833.33",,,"365,757.59",,,,,,,,,,
应付利息,"97,777.78","97,777.78","261,154.17","482,781.25","337,331.25",,,,,"392,000.00",,,,"392,000.00",
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"55,152,818.55","54,109,688.36","42,284,734.33","38,020,546.83","24,168,955.84","16,400,159.07","19,470,646.11","21,408,285.06","33,486,269.72","24,301,048.43","32,611,128.52","21,664,502.54","22,855,535.68","32,435,274.15","36,826,898.86"
其他应付款,"2,513,538.35","1,392,512.45","1,877,512.07","1,429,258.53","6,091,711.96","1,896,866.63","1,555,977.12","2,672,711.83","6,218,344.86","8,906,133.99","9,757,823.02","2,975,952.82","11,289,327.88","8,244,990.02","6,111,856.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,"2,192,000.00","2,492,000.00","1,492,000.00","1,492,000.00",,,,,"10,000,000.00","10,000,000.00"
其他流动资产,"93,019.02","2,604,615.99","3,066,037.73","9,719,334.98",,"3,285,329.08","3,181,208.48","5,937,875.98","27,091,960.98","4,554,737.70","20,022,579.25","22,579.25","25,022,579.25","330,571.50","31,599.83"
其他流动负债,"1,172,000.00","1,192,000.00","1,192,000.00","1,192,000.00","1,192,000.00",,,,,,,,,,
流动资产合计,"365,712,188.65","326,151,987.88","286,960,901.31","238,709,037.85","523,197,895.95","282,252,368.24","259,168,670.12","236,201,604.73","250,932,389.29","261,772,813.31","270,341,753.99","257,985,230.99","269,327,345.27","273,656,196.91","293,732,264.25"
流动负债合计,"76,993,351.75","43,300,898.64","67,317,815.30","32,111,475.62","31,963,983.32","40,080,607.84","44,873,995.10","40,458,405.30","56,375,002.22","52,677,842.62","51,934,273.04","35,182,553.71","43,140,268.39","51,816,721.34","61,025,131.90"
可供出售金融资产,,,"2,000,000.00","2,000,000.00","2,000,000.00","54,200,000.00","54,200,000.00","54,200,000.00","54,200,000.00","54,200,000.00","54,200,000.00","54,200,000.00","54,200,000.00","54,200,000.00",
长期借款,"50,000,000.00","50,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00",,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,"10,052,888.89","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,"20,276,346.75","20,097,481.17","19,918,615.59","19,739,750.01","68,923,343.09","68,431,514.87","67,939,686.65"
预计负债,,,,,,,,,,,,,,,
固定资产,"36,770,577.98","37,528,499.06","35,012,715.04","33,489,502.58","33,384,521.78","349,670,735.92","347,032,992.52","356,868,101.99","345,067,634.86","362,352,405.63","358,599,705.73","354,739,500.00","294,238,818.23","310,380,598.20","306,471,503.17"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,"49,325,244.51","112,592,839.82","320,198,577.83","312,349,543.49","285,575,210.52",,,,"2,157,948.71","20,346,754.08","20,368,289.12","20,368,289.12","20,368,289.12",,"170,883.31"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,"128,192.31",,,,,,,,,,,,,
非流动负债合计,"58,043,500.00","72,096,055.56","173,851,166.67","173,255,166.67","172,957,166.67","19,659,166.67","16,986,166.67","16,613,166.67","16,240,166.67","17,359,166.67","16,986,166.67","16,613,166.67","16,240,166.67","5,867,166.67","5,494,166.65"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"135,036,851.75","115,396,954.20","241,168,981.97","205,366,642.29","204,921,149.99","59,739,774.51","61,860,161.77","57,071,571.97","72,615,168.89","70,037,009.29","68,920,439.71","51,795,720.38","59,380,435.06","57,683,888.01","66,519,298.55"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"65,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","86,670,000.00","86,670,000.00","86,670,000.00","303,345,000.00","303,345,000.00","303,345,000.00","303,345,000.00","303,345,000.00","303,345,000.00","303,345,000.00","303,345,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"192,910,023.66","192,910,023.66","192,910,023.66","192,910,023.66","419,728,823.66","422,150,872.24","422,162,192.99","231,488,192.99","231,488,192.99","231,488,192.99","231,488,192.99","231,488,192.99","231,488,192.99","231,488,192.99","231,488,192.99"
无形资产,"1,707,917.98","1,642,228.78","1,614,799.16","47,871,913.88","47,619,471.23","51,772,740.83","51,503,988.34","52,621,151.43","50,855,468.59","46,803,867.86","46,540,226.03","46,276,584.20","53,627,404.01","53,336,443.02","53,008,992.84"
盈余公积,"8,006,799.18","14,031,752.01","20,269,160.73","20,269,160.73","20,269,160.73","24,823,488.69","24,823,488.69","24,823,488.69","24,823,488.69","26,556,280.99","26,618,625.92","26,556,280.99","26,556,280.99","27,888,737.54","27,888,737.54"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"53,004,881.30","91,154,278.56","127,394,034.76","152,022,856.40","164,959,572.56","170,092,046.72","177,743,829.85","149,341,390.50","148,317,495.28","150,803,419.59","157,159,383.30","157,843,661.08","157,801,537.80","158,108,665.57","164,791,832.25"
长期待摊费用,,,,,"3,636,195.00",,,,,,,,"141,509.43",,
少数股东权益,,,,,,,,,,,,,,,
递延所得税资产,"442,626.77","449,260.58","955,207.78","1,148,685.28","1,135,412.46","1,352,157.17","1,352,157.17","1,532,361.85","1,532,361.85","2,797,603.66","2,797,603.66","2,954,053.32","2,979,289.89","3,061,303.70","3,061,303.70"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"24,228,180.00","60,001,865.15","64,646,424.15","55,567,195.80","13,858,977.15","14,765,447.80","14,765,447.80","14,765,447.80","15,448,427.41","15,448,427.41"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"88,246,367.24","152,341,020.55","359,781,299.81","396,859,645.23","373,350,810.99","481,223,813.92","514,091,003.18","529,868,039.42","529,656,956.56","520,457,089.55","517,189,887.93","513,043,624.45","509,244,101.57","504,858,287.20","500,300,797.08"
所有者权益(或股东权益)合计,"318,921,704.14","363,096,054.23","405,573,219.15","430,202,040.79","691,627,556.95","703,736,407.65","711,399,511.53","708,998,072.18","707,974,176.96","712,192,893.57","718,611,202.21","719,233,135.06","719,191,011.78","720,830,596.10","727,513,762.78"
资产总计,"453,958,555.89","478,493,008.43","646,742,201.12","635,568,683.08","896,548,706.94","763,476,182.16","773,259,673.30","766,069,644.15","780,589,345.85","782,229,902.86","787,531,641.92","771,028,855.44","778,571,446.84","778,514,484.11","794,033,061.33"
负债和所有者(或股东权益)合计,"453,958,555.89","478,493,008.43","646,742,201.12","635,568,683.08","896,548,706.94","763,476,182.16","773,259,673.30","766,069,644.15","780,589,345.85","782,229,902.86","787,531,641.92","771,028,855.44","778,571,446.84","778,514,484.11","794,033,061.33"
