科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"13,673,101.67","28,157,684.56","33,786,545.91","12,858,421.22","23,681,739.17","34,922,135.81","46,384,326.65","15,845,606.71","27,986,773.75","41,142,239.38","53,668,369.88","16,366,386.82","29,129,418.41","41,266,628.91","55,598,956.27","18,647,327.73","30,856,261.31","45,259,606.94","59,194,266.51","19,729,367.58","34,875,796.58","52,823,991.44","72,575,128.18","34,178,033.24","47,493,793.27","68,599,144.95","89,863,327.99","27,156,841.94","48,320,318.45"
取得借款收到的现金,"14,280,063.07","20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"8,419,034.16","16,826,790.10","22,132,933.23","4,753,744.28","12,392,217.46","18,662,097.02","24,169,049.69","5,835,826.80","11,105,378.60","18,137,590.31","21,998,787.85","6,878,192.41","13,085,967.38","17,343,710.45","22,095,769.25","10,132,903.33","17,179,574.77","23,568,808.81","30,033,272.23","5,492,582.24","15,994,094.01","24,356,217.33","34,679,214.91","11,419,472.94","23,956,933.31","34,476,770.31","42,654,571.36","13,866,430.47","25,132,753.64"
收到其他与筹资活动有关的现金,"39,359,153.95","69,070,000.00",,,,,,,,,,,,,,,,,,,,,"60,885,200.00",,"1,108,200.00","1,108,200.00","1,608,200.00",,
支付其他与经营活动有关的现金,"11,868,807.89","19,515,929.55","17,959,402.86","4,015,084.31","13,114,503.70","17,627,489.79","25,706,864.43","5,812,856.73","17,054,666.71","27,504,420.82","58,840,025.78","32,877,883.30","25,957,715.75","49,271,211.43","57,639,205.13","14,855,447.20","23,176,290.69","24,473,876.37","29,187,265.42","7,496,612.21","17,217,038.40","28,989,970.83","20,666,514.14","8,271,869.43","17,957,300.13","25,408,831.72","26,800,169.06","6,369,311.82","12,878,676.09"
筹资活动现金流入小计,"53,639,217.02","153,870,000.00","2,025,000.00","506,040,000.00","526,612,000.00","526,612,000.00","525,612,000.00","14,250,000.00","42,750,000.00","42,750,000.00","42,750,000.00","28,500,000.00","28,500,000.00","28,500,000.00","28,500,000.00",,,,,,"536,999,994.00","536,999,994.00","601,485,194.00",,"1,108,200.00","45,880,400.00","46,380,400.00",,
经营活动现金流出小计,"155,012,904.62","299,732,069.24","324,438,236.29","85,316,711.21","177,247,993.31","264,276,174.22","361,249,911.82","115,463,365.80","215,103,703.66","303,016,082.53","422,670,805.45","145,121,227.69","249,270,930.65","369,526,988.79","479,988,724.48","123,501,014.12","216,851,907.19","300,439,001.15","373,601,112.53","94,223,219.07","217,180,049.16","323,674,351.94","452,605,209.46","137,043,480.94","278,939,321.49","409,544,092.88","533,704,515.64","137,601,847.88","262,878,361.16"
偿还债务支付的现金,"1,667,031.73","33,355,242.90",,,,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"-2,076,760.05","24,294,437.16","69,341,294.74","1,803,258.87","33,156,885.41","64,673,942.70","88,927,234.48","1,342,664.69","14,873,359.92","16,626,899.76","35,390,357.35","1,165,542.46","16,338,837.97","33,274,621.91","66,144,733.79","9,966,031.43","49,429,582.50","83,275,892.56","103,062,915.44","9,474,418.96","47,381,453.77","76,411,227.09","92,320,379.90","23,627,893.58","60,072,125.99","69,225,281.98","127,449,393.03","5,326,682.33","72,787,883.20"
分配股利、利润或偿还利息支付的现金,"119,324.32","562,464.00",,,,"30,000,000.00","30,000,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,"20,000,000.00","20,000,000.00","30,000,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00",,"45,365,853.60","45,365,853.60","45,365,853.60","22,682,926.80","22,682,926.80","22,682,926.80","22,682,926.80",,"26,168,736.54"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"36,315,819.32","81,531,855.28","1,000,000.00",,"6,460,000.00","6,460,000.00","6,460,000.00",,,,,,,,,,,,,,"1,269,811.32","1,269,811.32","12,539,411.32","49,615,600.00","49,615,600.00","49,643,901.89","49,615,600.00",,
取得投资收益收到的现金,,,,,,,,,,,,,,,"10,827,668.71",,"4,500,304.54","4,500,304.54","10,080,304.54",,,,"3,307,802.00","3,728,884.97","5,842,678.88","7,502,935.01","24,884,489.50","7,482,727.16","21,313,832.35"
筹资活动现金流出小计,"38,102,175.37","115,449,562.18","1,000,000.00",,"6,460,000.00","36,460,000.00","36,460,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,"20,000,000.00","20,000,000.00","30,000,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00",,"46,635,664.92","46,635,664.92","57,905,264.92","72,298,526.80","72,298,526.80","72,326,828.69","72,298,526.80",,"26,168,736.54"
处置固定资产、无形资产和其他长期资产收回的现金净额,"230,000.00",,"50,000.00","28,000.00","28,000.00","72,000.00","103,757.70",,,,,,,,"800,000.00",,"90,873.79","90,873.79","90,000.00","65,000.00","133,000.00","1,448,925.30","195,923.11","1,100.00","64,100.00","381,893.61","493,195.60","136,310.68","252,310.68"
筹资活动产生的现金流量净额,"15,537,041.65","38,420,437.82","1,025,000.00","506,040,000.00","520,152,000.00","490,152,000.00","489,152,000.00","14,250,000.00","12,750,000.00","12,750,000.00","12,750,000.00","28,500,000.00","8,500,000.00","8,500,000.00","-1,500,000.00",,"-40,000,000.00","-40,000,000.00","-40,000,000.00",,"490,364,329.08","490,364,329.08","543,579,929.08","-72,298,526.80","-71,190,326.80","-26,446,428.69","-25,918,126.80",,"-26,168,736.54"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"28,810.45","-230,259.92","-428,347.91","-21,267.41","145,290.66","264,672.26","54,401.33","-396,152.14","-676,752.17","-746,426.49","-963,953.19","245,614.26","153,616.19","84,639.07","-10,103.42","344,584.41","307,891.14","1,994,199.58","310,513.13","-135,473.11","117,603.68","196,619.92","1,266,346.79","-505,747.66","-2,124,693.54","-4,191,127.35","-4,008,630.96","-2,401,372.80","-869,050.21"
收到其他与投资活动有关的现金,"52,880.75","158,193.97","289,477.28","241,894.99","3,757,308.48","4,784,815.49","11,500,000.00",,,"7,000,000.00","83,307,589.03","122,563,342.49","252,115,711.21","367,924,615.31","585,000,000.00",,"162,000,000.00","167,852,000.00","257,852,000.00",,"7,500,000.00","22,500,000.00","196,600,000.00","207,985,247.44","540,288,257.11","696,978,257.11","1,377,653,257.11","325,900,000.00","798,962,250.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"282,880.75","158,193.97","339,477.28","269,894.99","3,785,308.48","4,856,815.49","11,603,757.70",,,"7,000,000.00","83,307,589.03","122,563,342.49","252,115,711.21","367,924,615.31","596,627,668.71",,"166,591,178.33","172,443,178.33","268,022,304.54","65,000.00","7,633,000.00","23,948,925.30","200,103,725.11","211,715,232.41","546,195,035.99","704,863,085.73","1,403,030,942.21","333,519,037.84","820,528,393.03"
五、现金及现金等价物净增加额,"-5,652,888.96","31,292,111.46","5,251,766.83","498,799,374.06","536,849,273.62","522,791,901.32","536,776,933.03","-6,486,946.35","-12,635,949.62","-58,027,521.84","-171,495,848.58","-74,833,052.99","-78,365,314.07","-136,012,833.51","-153,047,593.13","-4,526,192.55","143,042,500.84","134,887,485.89","232,624,473.84","-4,313,126.80","272,932,076.72","153,592,801.09","256,988,891.13","-189,568,906.90","-616,689,427.00","-625,599,766.11","-370,230,336.38","82,763,565.22","-285,363,425.28"
购建固定资产、无形资产和其他长期资产支付的现金,"19,424,861.76","30,800,697.57","65,025,657.28","9,292,512.39","19,645,210.93","36,410,529.13","52,215,460.48","21,683,458.90","39,582,557.37","78,657,995.11","111,948,841.77","42,047,552.20","68,340,079.44","88,663,309.80","99,150,232.21","14,586,808.39","30,282,151.13","79,124,784.58","97,971,259.27","9,876,072.65","57,468,309.81","107,322,300.30","143,012,603.20","30,267,758.43","71,601,568.64","96,710,577.78","132,713,913.86","13,280,782.15","21,041,914.76"
期初现金及现金等价物余额,"9,269,130.55","3,616,241.59","34,908,353.05","40,160,119.88","40,160,119.88","40,160,119.88","40,160,119.88","576,937,052.91","576,937,052.91","576,937,052.91","576,937,052.91","405,441,204.33","405,441,204.33","405,441,204.33","405,441,204.33","252,393,611.20","252,393,611.20","252,393,611.20","252,393,611.20","485,715,085.04","485,018,085.04","485,018,085.04","485,018,085.04","742,006,976.17","742,006,976.17","742,006,976.17","742,006,976.17","371,776,639.79","371,776,639.79"
投资支付的现金,,,,,"745,000.00","745,000.00","745,000.00",,,,,,"1,133,400.00","1,133,400.00","1,133,400.00",,,,,,"1,255,000.00","20,006,000.00","2,605,000.00","68,650,000.00","68,650,000.00","68,650,000.00","68,650,000.00",,
期末现金及现金等价物余额,"3,616,241.59","34,908,353.05","40,160,119.88","538,959,493.94","577,009,393.50","562,952,021.20","576,937,052.91","570,450,106.56","564,301,103.29","518,909,531.07","405,441,204.33","330,608,151.34","327,075,890.26","269,428,370.82","252,393,611.20","247,867,418.65","395,436,112.04","387,281,097.09","485,018,085.04","481,401,958.24","757,950,161.76","638,610,886.13","742,006,976.17","552,438,069.27","125,317,549.17","116,407,210.06","371,776,639.79","454,540,205.01","86,413,214.51"
