科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"305,879,966.77","455,975,524.36","428,110,942.24","185,258,081.89","272,331,564.64","469,861,373.25","200,696,433.69","256,556,385.22","365,541,690.98","491,784,194.02","186,701,628.38","296,345,048.22","397,693,050.81","543,555,845.17","299,913,450.94","381,888,907.12","440,108,770.23","604,488,983.26","193,545,978.99","205,055,893.08","233,086,010.56","322,925,347.81","80,582,883.04","127,383,734.48","189,184,989.96","483,106,239.16","618,682,468.16","1,679,527,744.17","2,813,149,647.52"
取得子公司及其他营业单位支付的现金净额,"13,813,164.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,"448,185.16",,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,"151,982.23","151,982.23",,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"24,161,733.77","11,388,701.90","3,937,634.70","528,191.03","8,207,858.18","19,211,816.38","2,379,463.80","1,783,243.52","5,365,567.42","20,132,650.27","1,969,545.05","3,023,455.25","8,921,727.28","17,744,262.72","3,983,129.84","3,927,143.64","5,672,603.13","7,682,315.43","706,750.51","3,035,010.45","4,964,331.31","6,757,989.52","1,002,880.78","1,835,866.57","3,149,256.92","49,999,906.16","1,517,472.02","2,062,836.28","5,302,931.72"
投资活动现金流出小计,"89,920,661.92","23,851,968.77","34,349,509.41","24,022,427.10","29,354,874.21","42,842,989.47","8,698,752.08","26,127,709.91","32,576,252.54","51,824,923.31","4,883,166.63","8,461,782.98","12,589,955.25","22,231,119.75","8,504,902.00","16,234,858.00","21,617,757.23","95,158,445.11","2,656,562.42","11,394,105.24","16,555,933.15","19,358,439.15","992,728.00","1,654,424.00","5,912,290.30","7,459,895.00","1,020,536.00","2,371,817.22","3,695,382.82"
经营活动现金流入小计,"330,041,700.54","467,364,226.26","432,048,576.94","185,786,272.92","280,539,422.82","489,521,374.79","203,075,897.49","258,339,628.74","370,907,258.40","511,916,844.29","188,671,173.43","299,368,503.47","406,614,778.09","561,300,107.89","303,896,580.78","385,816,050.76","445,781,373.36","612,171,298.69","194,252,729.50","208,090,903.53","238,050,341.87","329,683,337.33","81,585,763.82","129,219,601.05","192,334,246.88","533,106,145.32","620,199,940.18","1,681,590,580.45","2,818,452,579.24"
投资活动产生的现金流量净额,"-27,931,877.40","-3,153,352.44","-17,165,912.60","-22,900,435.67","-28,225,732.78","-41,711,518.04","-8,654,752.08","-26,083,709.91","-32,492,252.54","-51,788,905.54","-4,883,166.63","-8,437,782.98","-12,563,145.25","-22,192,509.75","-8,504,902.00","-14,158,858.00","-19,390,757.23","-92,486,520.11","-1,455,577.42","-10,007,120.24","-13,931,448.15","-15,733,794.64","3,312,708.83","2,662,480.38","3,101,448.58","1,553,843.88","-20,536.00","3,160,858.78","4,184,574.36"
购买商品、接受劳务支付的现金,"200,068,527.71","212,388,563.35","200,583,141.82","132,733,358.78","197,739,515.36","279,484,860.45","111,067,928.65","204,418,463.53","321,340,833.60","449,956,369.64","93,829,642.25","183,678,118.85","266,770,482.05","365,111,340.89","123,341,881.29","202,481,195.97","278,203,316.88","339,105,579.66","77,256,662.59","115,062,125.62","154,009,811.44","201,020,134.64","47,548,779.04","72,820,530.35","123,925,566.00","322,266,134.78","726,137,065.83","1,783,275,198.40","2,910,790,223.07"
吸收投资收到的现金,"41,515,000.00","43,834,000.00",,,,"385,539,870.00",,,,,,,,,,,,"1,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00",,,,,,"1,000,000.00","1,500,000.00"
支付给职工以及为职工支付的现金,"41,251,862.25","61,020,829.29","63,110,961.70","47,612,796.39","69,263,689.59","87,340,599.62","36,923,119.42","61,699,680.60","88,105,687.24","110,578,852.76","39,800,386.94","62,967,666.29","86,936,916.50","113,683,949.45","29,033,427.13","48,272,062.31","70,716,254.30","84,865,761.25","19,838,974.10","40,968,766.28","58,478,516.44","77,634,794.63","30,045,759.06","40,761,126.88","49,822,164.88","61,918,422.33","13,824,726.68","21,460,885.28","35,273,684.76"
取得借款收到的现金,"42,200,000.00","45,000,000.00","70,000,000.00","58,000,000.00","58,000,000.00","58,000,000.00",,,"30,000,000.00","30,000,000.00",,"20,000,000.00","80,000,000.00","140,000,000.00","10,000,000.00","58,000,000.00","98,000,000.00","98,000,000.00","10,000,000.00","10,000,000.00","50,000,000.00","50,000,000.00",,,,"20,000,000.00","15,000,000.00","15,000,000.00","24,600,000.00"
支付的各项税费,"36,817,493.94","47,932,533.37","54,992,607.31","32,967,330.37","40,225,817.11","46,430,598.12","45,749,893.38","53,252,991.08","67,769,088.22","80,676,930.97","41,831,473.44","52,732,836.03","68,397,341.56","81,084,623.08","21,032,139.59","28,831,088.92","41,786,192.80","50,047,848.05","19,645,558.47","22,947,113.28","25,304,099.39","29,348,095.76","10,987,009.95","12,447,949.67","14,900,871.96","21,923,305.02","6,782,965.52","8,299,401.77","12,843,272.82"
收到其他与筹资活动有关的现金,"1,977,120.00","2,000,000.00",,,,"9,274,430.00",,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"69,805,694.55","59,419,624.38","59,120,867.21","19,311,958.27","39,699,170.81","61,604,417.49","14,131,395.43","23,545,910.90","42,451,171.39","44,844,413.15","14,420,434.66","25,858,470.97","40,406,369.25","52,868,346.24","15,805,348.44","27,016,849.21","41,891,989.43","57,624,252.63","15,118,121.92","24,482,320.91","30,325,905.37","34,642,461.37","6,523,919.98","16,297,089.24","23,794,803.34","33,618,426.43","12,475,731.06","14,023,448.70","23,156,899.22"
筹资活动现金流入小计,"85,692,120.00","90,834,000.00","70,000,000.00","58,000,000.00","58,000,000.00","452,814,300.00",,,"30,000,000.00","30,000,000.00",,"20,000,000.00","80,000,000.00","140,000,000.00","10,000,000.00","58,000,000.00","98,000,000.00","99,000,000.00","22,000,000.00","22,000,000.00","62,000,000.00","62,000,000.00",,,,"20,000,000.00","15,000,000.00","16,000,000.00","26,100,000.00"
经营活动现金流出小计,"347,943,578.45","380,761,550.39","377,807,578.04","232,625,443.81","346,928,192.87","474,860,475.68","207,872,336.88","342,917,046.11","519,666,780.45","686,056,566.52","189,881,937.29","325,237,092.14","462,511,109.36","612,748,259.66","189,212,796.45","306,601,196.41","432,597,753.41","531,643,441.59","131,859,317.08","203,460,326.09","268,118,332.64","342,645,486.40","95,105,468.03","142,326,696.14","212,443,406.18","439,726,288.56","759,220,489.09","1,827,058,934.15","2,982,064,079.87"
