科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
偿还债务支付的现金,"15,729,704.70","81,000,000.00","65,000,000.00",,"10,000,000.00","10,000,000.00","53,000,000.00","53,000,000.00","53,000,000.00","53,000,000.00",,,"30,000,000.00","50,000,000.00","10,000,000.00","60,000,000.00","98,000,000.00","148,000,000.00","10,000,000.00","30,000,000.00","70,000,000.00","70,000,000.00","10,000,000.00","30,000,000.00","50,000,000.00","50,000,000.00",,"20,060,000.00","20,060,000.00"
经营活动产生的现金流量净额,"-17,901,877.91","86,602,675.87","54,240,998.90","-46,839,170.89","-66,388,770.05","14,660,899.11","-4,796,439.39","-84,577,417.37","-148,759,522.05","-174,139,722.23","-1,210,763.86","-25,868,588.67","-55,896,331.27","-51,448,151.77","114,683,784.33","79,214,854.35","13,183,619.95","80,527,857.10","62,393,412.42","4,630,577.44","-30,067,990.77","-12,962,149.07","-13,519,704.21","-13,107,095.09","-20,109,159.30","93,379,856.76","-139,020,548.91","-145,468,353.70","-163,611,500.63"
分配股利、利润或偿还利息支付的现金,"11,850,134.49","19,637,522.95","24,624,462.88","883,874.17","1,519,959.16","2,676,062.76","155,522.78","33,959,355.83","36,874,226.52","37,193,122.78","450,000.00","23,866,000.00","24,979,333.33","26,644,333.33","1,858,333.33","3,405,666.66","10,119,350.00","11,414,350.01","1,034,333.34","7,570,084.45","8,410,528.89","9,180,968.89","535,499.99","1,038,251.43","1,324,412.55","1,393,188.89","422,500.01","918,606.57","1,101,867.57"
收回投资收到的现金,"59,041,499.11","20,255,616.33",,,,,,,,,,,,,,"2,070,000.00",,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"1,090,000.00","2,780,000.00","3,372,816.67","7,414,430.00","390,000.00","390,000.00","390,000.00","390,000.00",,,,,,"2,897,549.32","4,154,408.15",,,,,,,,,,,,
取得投资收益收到的现金,"108,867.62","425,700.00",,,,,,,,,,,,,,,,,"1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00",,,,,,"3,020,976.00","3,020,976.00"
筹资活动现金流出小计,"27,579,839.19","100,637,522.95","90,714,462.88","3,663,874.17","14,892,775.83","20,090,492.76","53,545,522.78","87,349,355.83","90,264,226.52","90,583,122.78","450,000.00","23,866,000.00","54,979,333.33","76,644,333.33","11,858,333.33","66,303,215.98","112,273,758.15","159,414,350.01","11,034,333.34","37,570,084.45","78,410,528.89","79,180,968.89","10,535,499.99","31,038,251.43","51,324,412.55","51,393,188.89","422,500.01","20,978,606.57","21,161,867.57"
处置固定资产、无形资产和其他长期资产收回的现金净额,"37,570.00","17,300.00","69,528.50","21,991.43","29,141.43","31,471.43","44,000.00","44,000.00","84,000.00","188,000.00",,"24,000.00","26,810.00","38,610.00",,"6,000.00","157,000.00","601,925.00",985.00,"186,985.00","1,424,485.00","2,424,644.51","4,305,436.83",,"9,013,738.88","9,013,738.88","1,000,000.00","2,511,700.00","4,858,981.18"
筹资活动产生的现金流量净额,"58,112,280.81","-9,803,522.95","-20,714,462.88","54,336,125.83","43,107,224.17","432,723,807.24","-53,545,522.78","-87,349,355.83","-60,264,226.52","-60,583,122.78","-450,000.00","-3,866,000.00","25,020,666.67","63,355,666.67","-1,858,333.33","-8,303,215.98","-14,273,758.15","-60,414,350.01","10,965,666.66","-15,570,084.45","-16,410,528.89","-17,180,968.89","-10,535,499.99","-31,038,251.43","-51,324,412.55","-31,393,188.89","14,577,499.99","-4,978,606.57","4,938,132.43"
处置子公司及其他营业单位收到的现金净额,"-199,152.21",,"17,114,068.31","1,100,000.00","1,100,000.00","1,100,000.00",,,,"-151,982.23",,,,,,,"2,070,000.00","2,070,000.00",,,,,,"4,316,904.38",,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"3,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"61,988,784.52","20,698,616.33","17,183,596.81","1,121,991.43","1,129,141.43","1,131,471.43","44,000.00","44,000.00","84,000.00","36,017.77",,"24,000.00","26,810.00","38,610.00",,"2,076,000.00","2,227,000.00","2,671,925.00","1,200,985.00","1,386,985.00","2,624,485.00","3,624,644.51","4,305,436.83","4,316,904.38","9,013,738.88","9,013,738.88","1,000,000.00","5,532,676.00","7,879,957.18"
五、现金及现金等价物净增加额,"12,278,525.50","73,645,800.48","16,360,623.42","-15,403,480.73","-51,507,278.66","405,673,188.31","-66,996,714.25","-198,010,483.11","-241,516,001.11","-286,511,750.55","-6,543,930.49","-38,172,371.65","-43,438,809.85","-10,284,994.85","104,320,549.00","56,752,780.37","-20,480,895.43","-72,373,013.02","71,903,501.66","-20,946,627.25","-60,409,967.81","-45,876,912.60","-20,742,495.37","-41,482,866.14","-68,332,123.27","63,540,511.75","-124,463,584.92","-147,286,101.49","-154,488,793.84"
购建固定资产、无形资产和其他长期资产支付的现金,"11,973,364.33","12,985,250.54","26,349,509.41","24,022,427.10","29,354,874.21","42,842,989.47","8,698,752.08","25,975,727.68","32,424,270.31","51,824,923.31","4,883,166.63","8,461,782.98","12,589,955.25","22,231,119.75","8,504,902.00","16,234,858.00","21,617,757.23","25,798,445.11","2,656,562.42","11,394,105.24","16,555,933.15","19,358,439.15","992,728.00","1,654,424.00","5,912,290.30","7,459,895.00","1,020,536.00","2,371,817.22","3,695,382.82"
期初现金及现金等价物余额,"23,813,813.18","36,092,338.68","109,738,139.16","126,098,762.58","126,098,762.58","126,098,762.58","531,771,950.89","531,771,950.89","531,771,950.89","531,771,950.89","245,260,200.34","245,260,200.34","245,260,200.34","245,260,200.34","234,975,205.49","234,975,205.49","234,975,205.49","234,975,205.49","162,602,192.47","162,602,192.47","162,602,192.47","162,602,192.47","116,725,279.87","116,725,279.87","116,725,279.87","116,725,279.87","180,265,791.62","180,265,791.62","180,265,791.62"
投资支付的现金,"64,134,133.24","10,866,718.23","8,000,000.00",,,,,,,,,,,,,,,"69,360,000.00",,,,,,,,,,,
期末现金及现金等价物余额,"36,092,338.68","109,738,139.16","126,098,762.58","110,695,281.85","74,591,483.92","531,771,950.89","464,775,236.64","333,761,467.78","290,255,949.78","245,260,200.34","238,716,269.85","207,087,828.69","201,821,390.49","234,975,205.49","339,295,754.49","291,727,985.86","214,494,310.06","162,602,192.47","234,505,694.13","141,655,565.22","102,192,224.66","116,725,279.87","95,982,784.50","75,242,413.73","48,393,156.60","180,265,791.62","55,802,206.70","32,979,690.13","25,776,997.78"
