科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"23,323,666.66","47,755,119.38","77,409,615.89","61,269,373.36","72,327,293.38","1,150,213,428.53","1,094,311,243.39","808,325,410.20","702,098,877.94","750,438,875.40","723,505,455.35","634,270,533.72","627,567,430.11","559,109,710.04","463,203,380.24","336,407,839.64","316,462,766.79","297,852,871.30","237,892,060.82","199,285,718.68","198,382,907.80","216,070,519.40","199,149,450.90","155,487,999.60","151,773,431.75","177,616,719.08","250,383,556.43","451,593,454.18","237,859,758.83","270,569,730.64","131,658,837.50","143,506,411.05","140,770,578.57","148,358,236.92","121,186,181.52"
短期借款,"4,000,000.00","110,000,000.00","96,000,000.00","18,000,000.00","18,000,000.00","18,000,000.00","18,000,000.00",,,,,,,,,,,"22,500,000.00","22,500,000.00","195,651,932.00","249,985,032.80","230,833,100.80","285,000,000.00","334,590,000.00","351,988,000.00","395,060,000.00","455,000,000.00","437,000,000.00","112,000,000.00","97,000,000.00","87,000,000.00","162,000,000.00","185,000,000.00","186,300,000.00","176,300,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"13,690,000.00","37,038,000.00","34,240,610.93","9,364,850.28","12,158,115.60","33,781,544.00","27,181,000.00","7,142,314.00","42,608,000.00","37,138,282.90","27,990,000.00","13,964,162.59","30,821,224.88","21,343,135.00","109,146,067.80","111,373,924.20","38,655,766.77","43,071,734.90","22,440,371.04","61,518,140.72","82,553,558.03","80,253,516.09","73,960,021.84","94,290,887.24","99,828,137.82","147,896,246.00","177,356,737.54","150,782,867.23","54,724,073.50","70,693,198.71","108,283,564.67","103,451,458.89","60,394,210.00","183,112,382.34","125,383,253.18"
应付票据,,"6,781,661.90","10,693,414.97","13,836,693.80","14,511,275.00","7,478,910.00","10,774,641.63","8,437,441.63","17,085,108.48","27,656,992.08","22,586,312.40","34,960,333.10","83,471,467.68","86,944,526.94","79,650,988.51","94,992,621.84","100,353,220.13","86,412,718.25","93,083,315.80","153,217,166.64","157,788,351.60","161,191,921.50","160,076,225.50","108,171,668.90","117,216,114.20","108,991,259.60","91,969,874.20","93,641,259.04","168,793,692.00","207,182,935.50","144,343,840.50","127,725,400.11","141,854,217.35","139,078,986.08","103,412,873.19"
应收账款,"83,328,895.53","79,201,112.13","104,254,900.64","128,554,402.96","132,560,173.75","107,485,250.93","120,172,316.79","188,024,667.13","191,628,160.99","163,998,989.51","166,833,838.41","240,804,794.18","246,240,230.90","332,536,797.67","310,427,933.12","403,131,652.05","510,544,206.51","571,680,597.66","552,377,775.51","794,162,420.58","823,502,004.77","815,720,735.75","886,688,818.87","979,597,614.84","1,047,597,392.85","958,908,523.29","830,687,833.99","893,572,437.65","906,084,628.21","798,002,221.65","750,218,897.73","768,717,024.27","768,601,969.92","718,662,533.67","655,595,730.52"
应付账款,"18,985,579.50","30,719,973.62","29,937,960.08","33,274,826.98","33,210,382.81","55,347,632.91","44,995,307.59","72,318,064.54","73,315,771.00","99,439,556.54","91,304,291.43","125,311,481.70","133,387,422.41","138,365,451.30","157,548,670.15","147,074,036.08","160,433,616.83","171,702,412.24","169,476,469.43","357,713,602.23","387,456,172.99","375,412,736.90","318,909,705.34","408,993,687.08","355,603,856.13","417,499,618.74","415,334,648.15","485,939,341.27","447,565,926.25","448,092,291.55","436,959,148.73","422,198,365.60","440,783,062.68","472,588,509.26","378,568,582.82"
预付款项,"4,137,426.59","739,422.25","4,036,402.39","10,917,602.44","17,448,733.39","10,132,146.58","40,406,201.21","51,495,524.65","7,645,705.90","50,724,634.79","72,149,502.21","79,373,877.19","49,253,835.56","78,377,099.58","97,716,664.35","98,617,108.60","148,422,409.41","245,612,706.69","284,581,134.68","385,201,248.06","422,477,494.36","187,395,742.04","176,919,794.26","207,503,005.12","229,334,783.93","223,268,037.91","248,466,720.66","198,949,381.89","243,060,327.15","149,878,136.31","149,843,921.12","157,837,530.14","172,367,862.18","210,808,238.50","175,929,296.21"
预收款项,"5,790,710.56","22,649,094.13","13,055,387.60","3,663,339.42","4,888,877.16","8,176,196.86","8,582,521.34","10,767,915.31","9,757,837.31","31,398,930.60","34,622,408.84","10,346,385.29","14,682,239.89","17,069,194.31","39,539,961.36","26,969,638.35","26,357,298.93","23,912,811.88","26,250,070.73","63,764,624.12","74,185,773.95","105,463,931.62","122,805,566.36","213,353,278.48","209,284,957.78","212,440,392.46","182,467,045.97","215,920,908.54","310,929,263.89","167,827,479.06","171,220,575.90","164,474,876.78","195,666,128.67","161,084,795.00","156,638,617.65"
