科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"37,491,552.89","52,081,941.37","47,090,958.44","39,336,613.96","241,674,279.11","68,791,970.38","102,762,065.18","217,020,344.60","162,787,666.35","100,088,048.31","59,373,096.54","130,828,838.67"
短期借款,"160,000,000.00","144,778,162.00","188,818,280.00","182,000,000.00","201,000,000.00","101,000,000.00","181,000,000.00","176,000,000.00","156,000,000.00","156,000,000.00","199,000,000.00","153,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"49,539,570.71","32,283,321.34","36,559,226.61","12,347,393.95","13,220,563.78","44,829,685.07","22,764,159.31","40,201,278.83","18,211,366.85","28,156,558.03","13,589,323.35","21,945,976.58"
应付票据,"200,000.00",,,,"10,000,000.00","10,000,000.00",,,,,"10,000,000.00","27,500,000.00"
应收账款,"40,846,002.55","68,879,473.70","82,646,997.16","109,936,900.74","113,474,435.35","107,959,998.44","115,887,534.19","134,555,729.11","137,322,140.54","121,648,057.18","145,194,400.63","200,101,142.95"
应付账款,"69,311,775.31","70,763,219.23","84,416,123.42","92,045,771.03","83,987,774.86","87,173,124.86","92,481,932.69","101,268,253.39","84,609,922.10","109,638,282.18","107,449,020.55","136,723,684.53"
预付款项,"21,489,227.37","12,673,047.04","29,690,580.27","32,373,746.15","62,705,720.62","7,172,882.95","39,996,094.51","9,852,250.87","22,173,889.68","13,137,824.59","41,162,878.06","21,408,255.37"
预收款项,"20,630,212.37","9,900,663.28","12,468,278.39","9,092,643.51","11,073,441.30","12,752,715.00","14,059,074.03","10,834,771.43","16,769,523.94","16,777,466.41","17,831,989.45","11,094,074.18"
其他应收款,"3,168,304.86","4,124,655.43","7,349,683.42","8,540,250.17","6,938,902.94","2,016,561.20","3,831,584.16","2,552,772.47","2,590,724.72","2,385,460.10","5,604,457.89","980,163.51"
应付职工薪酬,"10,597,952.12","11,474,889.13","12,852,430.20","13,558,215.01","13,788,525.76","13,649,852.58","13,233,637.26","13,948,066.69","11,975,594.19","13,192,430.96","12,539,766.18","14,487,367.39"
应收关联公司款,,,,,,,,,,,,
应交税费,"-238,820.32","1,119,646.15","799,771.85","-939,756.83","-2,804,473.41","7,556,999.47","7,398,143.41","7,597,787.57","3,567,771.15","1,762,589.47","1,992,698.24","5,345,571.34"
应收利息,,,,,,,,,,,,
应付利息,,"94,183.98","43,392.34",,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,"4,778,000.00",,,,
存货,"58,835,100.71","67,223,177.47","99,623,970.44","117,920,873.02","124,355,196.54","124,943,626.18","156,059,990.52","135,344,146.59","109,825,922.11","127,346,689.90","151,405,500.93","149,713,543.27"
其他应付款,"546,888.15","825,517.66","1,371,048.59","550,151.06","770,601.06","1,150,038.73","1,507,754.04","1,364,841.73","3,280,635.69","2,310,306.71","2,891,008.99","43,977,295.32"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,"439,263.96","439,263.96","321,368.12","232,872.53",,,
一年内到期的非流动负债,,"18,500,000.00","19,000,000.00","20,800,000.00","20,800,000.00","4,800,000.00","6,500,000.00","6,500,000.00","18,300,000.00","23,300,000.00","24,800,000.00","29,800,000.00"
其他流动资产,,,,,,"9,031,026.00","8,970,260.90","9,096,468.17","8,085,345.15","16,521,901.83","23,430,646.88","19,613,461.85"
其他流动负债,,,,,,,,,,,,
流动资产合计,"211,369,759.09","237,265,616.35","302,961,416.34","320,455,777.99","562,369,098.34","365,185,014.18","450,710,952.73","548,944,358.76","461,229,927.93","409,284,539.94","439,760,304.28","544,591,382.20"
流动负债合计,"261,048,007.63","257,456,281.43","319,769,324.79","317,107,023.78","338,615,869.57","238,082,730.64","316,180,541.43","322,291,720.81","294,503,447.07","322,981,075.73","376,504,483.41","421,927,992.76"
可供出售金融资产,"8,500,000.00","8,500,000.00","8,500,000.00","8,500,000.00","8,500,000.00","8,500,000.00","8,500,000.00","8,500,000.00","8,500,000.00","8,500,000.00","8,500,000.00","8,500,000.00"
长期借款,"31,500,000.00","75,375,000.00","57,875,000.00","47,325,000.00","41,450,000.00","23,700,000.00","20,200,000.00","120,200,000.00","105,400,000.00","95,400,000.00","90,400,000.00","183,400,000.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
