科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
长期股权投资,,,"1,332,820.43","1,148,611.97",,"275,210.80","262,874.55","250,353.97","259,322.94","137,312.73","2,532,394.72","31,110.98"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"162,543,988.08","339,806,626.88","370,517,092.36","359,501,040.16","343,688,261.65","346,135,196.19","350,685,606.41","341,695,297.94","345,244,224.56","343,503,352.57","333,933,031.02","335,427,006.03"
递延所得税负债,,,,,,,,,,,,
在建工程,"149,884,650.23","27,337,547.94","15,709,292.12","21,988,602.73","32,955,700.61","35,719,135.05","30,459,246.72","43,100,884.46","56,074,977.27","186,685,435.73","257,206,509.54","319,655,432.69"
其他非流动负债,,,,,,,,,,,,
工程物资,"3,613,032.46","1,457,775.90","182,585.46","185,359.74","223,614.25","253,588.56","830,975.75","698,167.32","366,154.18","19,169,901.89","12,544,979.83","3,264,301.44"
非流动负债合计,"37,300,000.00","82,825,000.00","66,471,796.31","57,693,883.44","51,753,383.45","33,990,772.40","31,300,837.11","131,289,114.72","117,184,400.01","106,428,029.75","106,335,149.91","197,157,396.91"
固定资产清理,,,,,,,,,,,,
负债合计,"298,348,007.63","340,281,281.43","386,241,121.10","374,800,907.22","390,369,253.02","272,073,503.04","347,481,378.54","453,580,835.53","411,687,847.08","429,409,105.48","482,839,633.32","619,085,389.67"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"71,580,000.00","71,580,000.00","71,580,000.00","71,580,000.00","95,560,000.00","95,560,000.00","95,560,000.00","95,560,000.00","95,560,000.00","95,560,000.00","95,560,000.00","119,064,000.00"
油气资产,,,,,,,,,,,,
资本公积,"7,094,129.93","7,094,129.93","7,094,129.93","7,094,129.93","190,752,514.45","190,936,476.74","190,936,476.74","190,936,476.74","190,936,476.74","190,936,476.74","190,936,476.74","210,220,996.40"
无形资产,"70,678,803.50","80,234,432.78","78,641,413.06","77,750,762.62","77,305,437.40","95,863,087.30","95,270,729.41","94,703,802.64","94,136,875.87","93,886,775.15","93,287,276.53","92,877,425.99"
盈余公积,"35,242,447.82","41,374,609.93","46,979,016.64","46,979,016.64","46,979,016.64","53,103,059.02","53,103,059.02","53,103,059.02","53,103,059.02","58,278,544.11","58,278,544.11","58,278,544.11"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"41,577,600.00"
商誉,,,,,"430,349.38","447,528.95","447,528.95","447,528.95","447,528.95","447,528.95","447,528.95","447,528.95"
未分配利润,"196,536,943.31","231,077,431.70","264,021,216.99","288,249,258.87","301,159,834.77","291,747,570.84","307,247,549.53","315,030,617.67","324,799,540.79","328,116,559.93","338,761,503.80","360,117,451.67"
长期待摊费用,"1,504,424.78","1,377,949.10","1,169,796.70","950,164.72","840,348.73","291,268.78","181,452.79","191,982.64","178,012.24","308,418.78","205,953.04","2,072,982.64"
少数股东权益,,"5,855,675.70","5,118,163.59","4,475,739.46","4,235,622.11","3,707,525.31","3,805,069.44","3,717,552.83","3,786,431.84","4,011,764.21","4,895,257.96","6,048,080.16"
递延所得税资产,"706,870.55","1,283,179.74","2,019,231.78","2,698,732.19","2,743,430.63","2,776,486.47","2,890,748.23","2,953,277.17","3,086,407.68","3,443,150.37","3,664,812.48","4,022,375.72"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,"51,681,618.67","57,893,417.73","70,442,887.94","110,349,923.85","43,294,659.22","20,414,960.16","21,850,687.24"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"397,431,769.60","459,997,512.34","478,072,231.91","472,723,274.13","466,687,142.65","541,943,120.77","547,422,580.54","562,984,183.03","618,643,427.54","699,376,535.39","732,737,446.27","788,148,851.68"
所有者权益(或股东权益)合计,"310,453,521.06","356,981,847.26","394,792,527.15","418,378,144.90","638,686,987.97","635,054,631.91","650,652,154.73","658,347,706.26","668,185,508.39","679,251,969.85","689,658,117.23","713,654,844.21"
资产总计,"608,801,528.69","697,263,128.69","781,033,648.25","793,179,052.12","1,029,056,240.99","907,128,134.95","998,133,533.27","1,111,928,541.79","1,079,873,355.47","1,108,661,075.33","1,172,497,750.55","1,332,740,233.88"
负债和所有者(或股东权益)合计,"608,801,528.69","697,263,128.69","781,033,648.25","793,179,052.12","1,029,056,240.99","907,128,134.95","998,133,533.27","1,111,928,541.79","1,079,873,355.47","1,108,661,075.33","1,172,497,750.55","1,332,740,233.88"
