科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付职工薪酬,"2,931,090.63","3,057,336.09","5,584,402.15","3,404,054.71","3,717,871.52","7,602,094.36","4,994,956.35","6,820,254.92","8,045,713.10","9,921,176.17","9,320,189.22","5,802,642.16"
应收关联公司款,,,,,,,,,,,,
应交税费,"969,141.52","4,021,540.05","4,007,869.29","5,581,296.58","5,521,308.19","7,358,882.77","6,919,376.29","7,544,562.20","5,494,193.25","2,550,173.77","6,719,199.51","4,606,182.32"
应收利息,,,,,,,,,,,,
应付利息,"142,990.00","70,916.00","16,493.00",,,,,,,"1,329.17","1,329.17","1,329.17"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"48,403,444.38","49,728,285.70","47,562,930.43","55,165,264.16","60,907,591.05","61,329,900.77","76,090,679.87","68,340,215.36","69,532,728.27","69,682,702.44","80,241,172.00","77,371,026.84"
其他应付款,"26,100,583.12","12,374,335.35","8,990,841.47","7,849,946.43","8,674,863.01","16,887,856.86","7,418,500.20","10,505,020.71","13,461,569.22","10,529,393.23","10,184,013.71","11,452,516.87"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,"14,000,000.00",,,,"204,536.67","366,728.20","855,913.29","582,209.54","113,982,950.86","112,916,435.65","75,601,041.77"
其他流动负债,,,,,,,"1,067,976.40",,,,,
流动资产合计,"180,095,371.12","184,363,256.81","184,363,873.43","190,033,940.13","218,645,598.94","435,359,527.27","440,004,552.23","426,364,368.76","465,515,978.10","469,095,570.29","490,149,288.92","479,121,009.26"
流动负债合计,"169,444,453.42","128,438,757.72","111,249,646.14","90,304,962.54","104,018,652.83","126,185,762.58","113,482,033.96","131,263,547.55","157,837,037.37","161,638,274.95","166,067,317.51","173,113,896.83"
可供出售金融资产,,,"7,862,200.00","7,862,200.00","7,862,200.00","7,862,200.00","7,862,200.00","7,862,200.00","7,862,200.00","7,862,200.00","7,862,200.00","27,862,200.00"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,"5,458,758.21",,,,,
投资性房地产,,,,,,,,,,,,
预计负债,"7,543,585.09","8,676,368.38","11,302,376.66","13,554,226.38","14,908,765.82","14,949,370.05","16,522,695.32","17,133,105.37","17,347,457.40","15,130,756.57","16,991,173.14","15,594,312.43"
固定资产,"81,109,860.13","97,059,911.45","98,538,266.71","98,617,623.83","97,197,194.38","96,911,747.23","95,227,038.87","98,068,503.42","107,959,186.27","117,816,807.27","116,467,200.57","115,979,870.22"
递延所得税负债,,"393,924.89","458,872.28","401,960.31","401,960.31","644,104.02","644,104.02","736,719.89","727,655.13","887,823.97","887,823.97","887,823.97"
在建工程,"1,283,563.87","2,240,642.79","3,550,247.35","4,134,493.90","4,910,990.97","5,372,545.27","8,345,992.83","7,397,262.93","9,508,174.52","6,107,323.81","7,286,845.04","11,602,561.41"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"7,543,585.09","9,070,293.27","11,761,248.94","13,956,186.69","15,310,726.13","21,052,232.28","22,625,557.55","24,328,583.47","24,533,870.74","21,832,772.16","24,869,734.27","23,398,281.35"
固定资产清理,,,,,,,,,,,,
负债合计,"176,988,038.51","137,509,050.99","123,010,895.08","104,261,149.23","119,329,378.96","147,237,994.86","136,107,591.51","155,592,131.02","182,370,908.11","183,471,047.11","190,937,051.78","196,512,178.18"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"54,816,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","161,767,000.00"
油气资产,,,,,,,,,,,,
资本公积,"29,476,580.11","52,804,580.11","52,804,580.11","52,804,580.11","52,804,580.11","208,789,750.78","208,789,750.78","129,800,428.80","129,800,428.80","129,801,843.89","129,801,843.89","137,731,949.06"
无形资产,"18,543,313.29","18,145,972.83","17,881,685.05","17,794,008.64","17,592,998.52","17,482,340.08","18,167,497.03","17,940,380.45","18,384,350.92","18,918,584.36","19,455,477.20","19,139,417.91"
盈余公积,"2,361,053.02","5,489,478.74","9,343,823.45","9,343,823.45","9,343,823.45","14,263,124.00","14,339,269.01","14,263,124.00","14,263,124.00","19,312,967.25","19,312,967.25","19,312,967.25"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"21,117,143.64","49,869,788.01","70,552,099.61","96,113,947.34","107,408,423.47","116,734,028.18","133,181,410.94","115,024,326.94","130,812,215.74","138,537,157.12","153,666,470.39","166,963,738.20"
长期待摊费用,"807,990.03","914,933.74","1,457,007.40","1,246,014.06","1,140,618.88","1,099,386.47","1,094,278.36","1,051,080.16","1,166,144.68","2,071,365.10","2,389,305.10","2,935,489.99"
少数股东权益,,,"1,895,607.15","2,734,882.47","3,594,063.13","3,757,918.30","3,508,378.31","3,850,919.98","4,034,571.73","4,315,993.74","4,835,657.34","4,176,861.28"
递延所得税资产,"2,918,716.84","2,948,180.23","3,574,925.46","4,374,523.95","5,130,667.43","5,224,578.02","5,224,841.23","4,922,595.72","5,327,334.62","5,942,328.36","6,218,082.24","5,468,286.14"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,"378,800.00","1,195,578.09",,"1,470,491.78",,"14,924,539.30","5,557,879.27","7,624,829.92","8,725,591.58","24,355,859.04"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"104,663,444.16","121,309,641.04","133,243,131.97","135,224,442.47","133,834,670.18","135,423,288.85","135,921,848.32","152,166,561.98","155,765,270.28","166,343,438.82","168,404,701.73","207,343,684.71"
所有者权益(或股东权益)合计,"107,770,776.77","168,163,846.86","194,596,110.32","220,997,233.37","233,150,890.16","423,544,821.26","439,818,809.04","422,938,799.72","438,910,340.27","451,967,962.00","467,616,938.87","489,952,515.79"
资产总计,"284,758,815.28","305,672,897.85","317,607,005.40","325,258,382.60","352,480,269.12","570,782,816.12","575,926,400.55","578,530,930.74","621,281,248.38","635,439,009.11","658,553,990.65","686,464,693.97"
负债和所有者(或股东权益)合计,"284,758,815.28","305,672,897.85","317,607,005.40","325,258,382.60","352,480,269.12","570,782,816.12","575,926,400.55","578,530,930.74","621,281,248.38","635,439,009.11","658,553,990.65","686,464,693.97"
