科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"203,195,554.46","214,627,113.47","285,400,382.25","51,868,119.09","135,762,713.90","241,651,662.00","350,125,905.65","104,159,563.12","196,498,244.17","314,768,442.18","441,532,705.67","67,649,042.44","201,521,713.90","362,895,360.67","524,819,668.60","77,474,607.67","165,323,795.38","285,544,527.94","386,551,049.25","94,119,915.90","227,256,624.02","384,563,027.85","547,320,603.01","173,697,634.01","385,559,273.44","573,992,150.71","1,028,872,281.85","243,028,616.54","624,370,424.98","1,002,188,573.02","1,474,848,649.35","261,420,810.88","629,906,802.73","969,569,091.64","1,350,158,439.41","268,581,668.05","707,599,911.77","996,401,101.37","1,566,240,828.21","309,015,193.66"
二、营业利润,"62,451,336.09","68,045,835.13","78,755,644.99","15,297,592.30","43,634,424.98","80,231,718.55","110,720,298.86","42,676,032.97","91,562,177.66","139,605,965.06","165,966,570.33","23,812,560.49","80,118,862.58","157,078,704.80","227,579,318.48","19,608,670.79","42,114,917.47","93,137,258.78","85,170,358.58","30,691,498.89","67,896,998.70","128,062,465.58","123,082,357.17","29,074,400.32","62,483,963.97","71,526,622.22","135,442,951.71","32,636,672.46","70,438,808.21","100,081,866.74","178,679,166.24","36,825,572.68","41,715,037.68","60,572,734.04","63,363,544.25","50,171,202.15","59,917,834.52","77,777,552.73","81,762,671.86","57,035,300.13"
减:营业成本,"79,943,849.42","78,423,838.30","116,811,190.03","13,878,854.81","45,090,255.39","76,241,542.27","110,069,948.51","16,569,977.09","36,025,370.20","70,181,934.70","106,045,934.67","16,285,112.71","51,011,001.03","85,467,657.70","126,629,895.48","10,967,639.28","39,358,993.84","78,192,051.80","105,456,055.55","13,237,776.75","52,339,193.02","98,979,812.95","154,163,293.54","48,726,931.81","141,796,170.37","208,040,126.04","393,895,253.54","97,172,126.95","292,783,574.74","509,723,320.55","741,913,169.25","120,224,720.07","349,689,390.86","562,393,708.14","802,098,372.71","128,875,839.81","425,126,896.43","595,177,030.96","1,003,520,420.20","181,822,017.01"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,364,477.63","2,295,775.84","2,723,034.05","624,453.56","1,586,067.38","2,654,675.62","3,692,029.77","1,299,034.56","2,461,434.37","3,928,289.78","5,400,429.56","752,091.67","2,484,302.21","4,681,396.61","7,041,963.79","1,251,281.90","2,440,425.66","3,895,817.66","5,825,055.50","1,147,878.72","2,950,559.66","4,651,250.89","6,686,183.94","1,348,999.13","3,634,482.08","5,743,292.69","10,541,353.57","1,351,547.95","4,780,902.35","7,081,116.96","12,164,156.41","2,677,809.57","6,624,354.19","9,358,790.41","16,805,453.37","1,427,734.43","5,824,983.04","8,858,217.66","15,762,537.52","3,800,063.53"
营业外收入,"17,110,753.06","24,011,593.21","28,884,975.15","17,295,914.40","26,503,021.61","34,649,958.98","47,507,757.81","5,189,239.38","8,154,513.29","10,759,080.07","45,104,435.03","11,931,197.41","20,706,345.43","38,768,091.13","68,804,744.29","17,354,645.22","33,925,338.14","48,125,323.41","66,588,498.15","15,779,664.07","32,070,545.01","52,259,440.23","71,193,573.28","16,501,987.11","40,182,297.46","61,211,824.42","95,699,031.23","22,599,772.94","39,432,220.46","58,001,071.27","84,768,744.03","14,842,558.61","15,250,537.86","19,807,503.43","1,279,928.21","2,924,388.69","4,000,609.71","4,797,774.63","4,447,967.44","103,122.90"
销售费用,"23,615,291.24","26,137,716.57","29,574,677.91","9,632,936.35","16,623,994.51","29,424,497.91","49,536,812.36","18,931,733.53","32,556,717.55","46,035,721.97","75,903,349.34","13,261,818.45","39,741,496.61","63,481,438.95","76,629,746.06","23,082,437.03","41,663,461.95","64,319,001.38","100,213,746.15","25,331,348.63","50,795,679.02","77,544,981.20","119,790,903.43","37,296,094.81","71,508,915.50","111,399,037.75","169,858,742.45","38,016,408.98","79,801,949.37","118,438,098.35","172,363,206.42","40,826,849.09","103,667,887.93","141,209,236.70","186,114,591.12","40,323,130.48","77,028,009.27","116,346,583.31","191,799,747.42","38,209,415.80"
减:营业外支出,"34,458.49","204,954.60","1,036.22","15,476.29","16,196.68","89,202.08","144,757.77",,"1,781.45","1,438.45","19,758.87","53,141.03","101,783.95","158,250.27","581,484.19",397.00,"25,043.76","113,191.18","242,295.40","14,016.91","101,430.91","105,262.34","85,559.11","37,521.54","44,117.63","113,225.59","322,446.54","107,282.95","207,805.23","745,007.63","1,276,181.93","177,486.95","441,724.48","584,618.96","1,455,578.11","85,076.81","307,785.78","385,239.64","761,979.74","452,232.60"
管理费用,"25,753,347.27","38,987,592.80","55,032,355.78","11,990,743.79","26,684,035.48","44,872,058.68","77,221,625.57","21,734,051.29","44,797,708.02","72,376,430.58","119,016,278.74","23,913,240.54","56,586,087.94","92,069,956.06","149,408,105.05","38,044,397.58","62,168,763.22","90,745,202.30","134,504,367.51","40,751,638.16","76,590,174.00","115,886,025.60","181,579,968.08","64,723,399.52","130,779,864.25","212,851,031.38","349,634,419.90","75,088,451.53","182,392,526.30","266,984,800.73","358,747,723.05","66,180,757.31","161,136,552.75","246,293,532.56","334,808,163.54","67,495,246.82","162,305,972.66","146,827,942.28","185,325,305.77","43,328,579.32"
其中:非流动资产处置净损失,,,,,,,,,,,-1.00,,"101,783.95",,"269,817.51",,"25,043.76",,"174,792.31",,"50,208.50","77,231.31","77,881.86","33,980.09","37,249.65","89,037.67","276,332.71","45,477.14","121,322.34","183,345.80","553,019.67","172,916.28","198,441.28","287,960.38",,,,,,
