科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"142,895,501.30","121,502,302.44","42,647,291.54","60,776,582.14","127,271,077.29","27,542,642.50","53,269,664.00","88,030,256.14","211,114,362.96","21,521,349.58","60,320,824.76","97,129,706.67","213,331,412.86","24,465,423.39","44,639,201.90","97,197,116.10","252,934,518.34","32,062,865.20","69,163,069.25","135,004,171.66","295,511,310.42","30,054,347.36","76,306,453.06","136,247,782.44","347,418,333.17","40,995,492.97","120,487,502.11","253,263,867.74","717,100,443.41","174,597,161.61","388,394,642.93","707,568,402.40","1,305,643,060.31","237,970,163.52","611,631,151.39","1,130,024,725.25","1,924,739,636.55","486,672,937.07"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"75,268,662.77","75,268,663.77","75,268,663.77","34,360,953.01","9,261,146.67",,"53,732,534.00","53,732,534.00",,"115,534,633.77","115,534,633.77","105,534,633.77",
收到的税费返还,"10,866,907.48","9,005,119.69","3,969,940.26","6,091,047.75","7,219,410.23","2,514,948.41","3,625,809.40","5,189,760.70","5,883,967.11","2,251,305.65","2,354,786.35","2,367,190.36","2,367,190.36",,"7,917.79","3,593,901.60","5,694,734.95","1,692,820.50","2,324,071.89","3,049,327.09","5,543,936.02","970,176.51","2,017,282.81","2,767,656.82","2,858,237.10","2,807,970.21","3,220,394.72","4,165,785.67","12,466,901.53","3,308,266.96","6,910,036.85","9,920,165.63","20,246,816.05","5,543,691.09","5,974,936.70","13,484,796.37","22,600,958.42","6,501,202.53"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,949.52",,,,,,,,,
收到其他与经营活动有关的现金,"5,027,436.69","3,723,585.94","97,629.81","894,419.37","5,633,577.57","1,431,938.36","1,688,625.27","2,424,473.79","9,526,582.43","2,280,153.86","4,626,963.39","6,148,782.75","11,018,119.57","1,822,303.78","3,921,802.89","11,630,306.76","16,591,573.45","1,292,118.54","1,899,689.59","3,301,394.40","5,388,495.35","785,389.33","1,714,890.97","6,646,629.92","10,963,554.70","11,569,769.18","11,533,168.95","24,429,266.40","28,045,309.47","10,078,138.45","5,984,051.10","7,986,789.67","10,911,787.69","1,882,980.14","4,410,296.20","13,205,021.26","24,203,649.79","3,617,217.05"
投资活动现金流出小计,"55,814,203.87","9,850,936.91","6,922,605.42","9,874,226.09","37,500,507.15","28,108,842.80","36,575,207.80","46,523,334.44","53,512,395.87","6,542,011.40","60,729,009.30","69,090,101.12","84,264,055.85","5,038,722.74","19,764,919.63","97,427,922.47","157,193,548.93","62,676,991.72","133,279,768.71","326,355,212.88","409,769,718.98","37,067,104.28","116,871,527.01","283,643,986.30","364,022,021.32","108,347,864.28","140,084,582.68","215,600,126.21","235,319,271.36","11,235,048.40","21,695,980.21","102,938,377.30","147,195,430.69","48,341,328.55","160,891,055.49","218,214,963.26","880,230,945.13","9,069,081.61"
经营活动现金流入小计,"158,789,845.47","134,231,008.07","46,714,861.61","67,762,049.26","140,124,065.09","31,489,529.27","58,584,098.67","95,644,490.63","226,524,912.50","26,052,809.09","67,302,574.50","105,645,679.78","226,716,722.79","26,287,727.17","48,568,922.58","112,421,324.46","275,220,826.74","35,047,804.24","73,386,830.73","141,354,893.15","306,443,741.79","31,809,913.20","80,038,626.84","145,662,069.18","361,240,124.97","55,373,232.36","135,241,065.78","281,858,919.81","757,612,654.41","187,983,567.02","401,288,730.88","725,475,357.70","1,336,801,664.05","245,396,834.75","622,016,384.29","1,156,714,542.88","1,971,544,244.76","496,791,356.65"
投资活动产生的现金流量净额,"-42,956,183.87","-9,850,486.91","-6,823,926.42","-9,759,123.09","-37,348,581.15","-28,108,842.80","-36,573,809.80","-46,475,730.30","-53,339,244.61","-6,472,396.40","-60,515,558.98","-68,849,043.11","-84,004,509.84","-4,746,683.41","-19,511,531.55","-97,115,575.70","-128,661,364.56","28,485,663.77","27,301,625.71","-44,685,605.81","-57,175,501.83","9,288,627.70","7,774,142.92","-1,957,267.46","4,521,418.27","-77,083,210.38","-81,805,496.37","-33,327,262.25","113,348,126.76","-11,192,200.40","-20,951,971.52","-102,147,068.61","-146,172,675.52","-48,277,028.55","-159,632,455.49","-205,396,786.08","-769,917,159.92","547,307,904.69"
购买商品、接受劳务支付的现金,"60,813,464.42","17,940,822.64","5,931,651.20","8,965,517.19","15,939,548.36","4,736,090.94","11,329,704.10","13,846,925.35","12,773,097.98","4,033,039.42","6,045,457.03","14,226,496.15","8,955,369.62","8,575,351.85","5,448,026.21","8,875,017.38","11,440,308.59","4,246,658.03","8,208,646.38","13,373,286.03","10,984,511.20","4,536,883.51","10,655,439.16","19,322,511.17","16,410,289.45","17,614,148.41","49,310,133.77","115,319,358.60","225,183,757.88","141,619,512.09","227,056,237.46","368,758,553.57","623,841,310.27","161,668,266.01","423,405,963.32","797,868,561.84","1,128,911,071.63","495,811,301.37"
吸收投资收到的现金,,,,"387,126,830.79","387,126,830.79",,,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","137,999,981.80","130,702,554.48","131,992,554.48","233,934,968.75","1,500,000.00","2,000,000.00","7,400,000.00","15,460,000.00","1,000,000.00","4,750,000.00","4,750,000.00","53,031,880.00",
支付给职工以及为职工支付的现金,"26,996,542.26","51,422,635.89","25,034,005.66","36,151,687.36","53,320,709.52","19,368,749.94","31,704,138.67","50,421,320.99","70,915,309.78","35,585,072.30","58,306,348.25","81,949,125.48","108,281,664.08","43,317,252.76","77,680,363.67","110,226,854.08","143,575,403.62","47,048,718.96","75,602,756.84","106,841,077.51","159,591,685.48","65,019,272.94","102,431,592.48","126,222,926.83","191,277,841.47","67,792,878.63","108,601,227.50","154,544,147.05","253,682,121.87","111,859,510.56","177,291,318.43","254,283,407.81","373,692,010.04","143,239,464.61","222,025,589.80","295,607,160.84","453,643,078.89","180,018,204.15"
取得借款收到的现金,"34,200,000.00","27,800,000.00",,"25,000,000.00","25,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"77,228,800.00",,"50,000.00","50,000.00","50,000.00",,"9,500,000.00","9,500,000.00","109,500,000.00","100,000,000.00"
支付的各项税费,"17,387,037.75","17,115,914.38","10,878,432.62","14,063,756.34","16,565,569.17","7,484,243.06","10,008,925.89","13,601,972.45","17,394,584.69","8,885,045.58","12,431,774.91","15,883,154.38","19,348,954.34","6,018,866.03","9,390,526.87","12,773,379.23","16,898,230.74","6,953,954.88","9,458,735.36","12,058,748.01","17,147,444.70","7,336,916.68","12,510,049.52","16,083,445.66","24,466,529.70","10,237,487.88","17,040,983.83","26,277,137.25","41,328,954.54","26,710,423.47","49,226,866.66","63,809,528.27","73,070,985.15","29,114,665.65","54,567,165.40","77,969,235.33","111,069,384.40","39,025,109.51"
收到其他与筹资活动有关的现金,,,,,,,,,"910,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,"30,240,000.00","77,225,351.72","30,240,000.00",
支付其他与经营活动有关的现金,"18,619,195.23","15,419,695.10","9,718,387.34","14,340,679.22","14,870,054.11","9,608,805.24","17,580,654.55","29,080,491.43","47,265,555.11","12,254,296.62","23,869,178.64","38,691,246.47","51,466,812.35","18,875,224.86","23,698,978.42","38,622,487.94","60,718,667.99","14,179,024.80","28,753,454.57","45,585,149.58","46,619,150.71","9,265,449.75","17,698,892.82","45,040,031.39","45,742,467.16","17,514,575.06","19,856,266.97","50,757,836.73","63,895,658.75","40,407,365.33","98,977,783.04","228,548,801.04","169,730,010.70","28,330,920.07","55,340,032.32","110,158,704.08","150,000,784.31","36,559,834.42"
筹资活动现金流入小计,"34,200,000.00","27,800,000.00",,"412,126,830.79","412,126,830.79",,,,"910,000.00",,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","137,999,981.80","130,702,554.48","131,992,554.48","311,163,768.75","1,500,000.00","2,050,000.00","7,450,000.00","15,510,000.00","1,000,000.00","813,212,000.00","860,197,351.72","972,771,880.00","100,000,000.00"
经营活动现金流出小计,"123,816,239.66","101,899,068.01","51,562,476.82","73,521,640.11","100,695,881.16","41,197,889.18","70,623,423.21","106,950,710.22","148,348,547.56","60,757,453.92","100,652,758.83","150,750,022.48","188,052,800.39","76,786,695.50","116,217,895.17","170,497,738.63","232,632,610.94","72,428,356.67","122,023,593.15","177,858,261.13","234,342,792.09","86,158,522.88","143,295,973.98","206,668,915.05","277,897,127.78","113,159,089.98","194,808,612.07","346,898,479.63","584,090,493.04","320,596,811.45","552,552,205.59","915,400,290.69","1,240,334,316.16","362,353,316.34","755,338,750.84","1,281,603,662.09","1,843,624,319.23","751,414,449.45"
偿还债务支付的现金,"7,000,000.00","30,000,000.00",,"50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000.00","50,000.00","9,550,000.00",
经营活动产生的现金流量净额,"34,973,605.81","32,331,940.06","-4,847,615.21","-5,759,590.85","39,428,183.93","-9,708,359.91","-12,039,324.54","-11,306,219.59","78,176,364.94","-34,704,644.83","-33,350,184.33","-45,104,342.70","38,663,922.40","-50,498,968.33","-67,648,972.59","-58,076,414.17","42,588,215.80","-37,380,552.43","-48,636,762.42","-36,503,367.98","72,100,949.70","-54,348,609.68","-63,257,347.14","-61,006,845.87","83,342,997.19","-57,785,857.62","-59,567,546.29","-65,039,559.82","173,522,161.37","-132,613,244.43","-151,263,474.71","-189,924,932.99","96,467,347.89","-116,956,481.59","-133,322,366.55","-124,889,119.21","127,919,925.53","-254,623,092.80"
分配股利、利润或偿还利息支付的现金,"23,459,764.49","1,704,850.04","677,987.50","1,004,175.00","1,004,175.00",,"30,520,017.80","30,520,017.80","30,569,056.80",,"32,961,550.35","32,961,619.80","32,961,619.80",,"21,974,413.20","21,974,413.20","21,974,413.20",,"17,659,530.50","17,659,530.50","17,659,530.50",,"31,643,147.65","31,643,147.65","31,643,154.90",,"19,819,873.70","19,819,873.70","20,507,457.16","328,358.45","22,960,208.90","23,622,361.52","24,269,615.31","800,969.48","17,342,148.75","18,207,102.90","19,775,602.46","1,840,731.02"
收回投资收到的现金,"12,000,000.00",,,,,,,,,,,,,,,,"28,100,000.00","90,000,000.00","157,000,000.00","277,000,000.00","350,242,535.62","43,567,649.31","121,809,287.26","272,198,000.00","357,251,920.00","30,200,000.00","54,916,363.28","174,572,736.92","337,000,001.00",,,,,,,"746,000.00","76,000,000.00","550,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"6,121,509.43","3,980,000.00","5,075,917.89","5,075,917.89","20,384,609.49","900,000.00","10,161,146.67","90,899,999.95","90,899,999.95",,"61,504,136.02","64,308,271.04","76,578,000.00",
