科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"103,721,009.10","137,516,283.39","122,510,017.05","84,794,670.96","629,960,073.90","466,911,452.28","420,268,298.56","400,229,213.70","411,917,782.99","450,116,027.02","457,726,758.19","456,518,181.62","422,576,802.10","432,311,722.66","487,438,722.19","343,221,794.41","314,969,660.14","206,340,319.28","263,898,641.14","228,350,588.77","271,844,556.89","663,506,060.48","821,015,411.56","719,996,855.31","515,868,912.22","473,618,760.71","438,541,737.73","371,645,654.62","463,779,248.92","465,078,326.02","409,296,449.85"
短期借款,"39,559,571.45","98,703,582.69","108,598,269.10","118,882,006.66","117,632,873.37","21,181,372.83","4,516,015.70","8,523,136.81","69,893,145.47","98,144,334.75","150,691,236.62","109,907,006.46","186,227,155.17","222,618,950.64","235,117,262.65","190,345,582.10","216,066,455.02","205,435,988.80","216,616,831.92","213,681,873.23","254,069,731.56","229,530,693.03","206,789,052.18","183,025,141.56","147,862,521.60","137,247,454.82","98,326,153.93","152,796,686.16","170,029,896.95","170,000,000.00","224,415,144.47"
交易性金融资产,"29,665.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,"218,400.00","218,400.00",,,,,,,,,,,,,,,
应收票据,"7,156,345.50","28,713,789.94","19,133,154.93","16,947,292.47","24,486,870.66","26,869,898.68","20,696,871.43","13,269,988.42","33,441,056.60","38,133,614.33","48,912,747.08","41,450,803.41","24,693,213.64","23,875,629.33","36,323,311.80","36,538,277.56","43,427,659.06","47,702,143.23","39,822,100.25","31,307,727.37","44,778,085.95","45,852,230.36","44,301,223.46","45,551,441.09","52,050,189.28","44,962,042.15","41,892,006.17","52,442,213.81","70,710,206.56","76,523,728.37","94,238,029.42"
应付票据,"12,763,193.22","36,620,647.13","25,689,200.05","32,061,429.78","27,095,818.83","25,331,991.88","20,848,798.75","38,142,249.87","43,745,961.71","96,782,685.20","43,578,145.00","183,943,018.82","135,170,199.11","126,193,769.44","150,958,729.06","119,226,012.78","110,682,168.41","85,189,688.51","61,446,572.91","52,443,993.46","39,681,022.53","60,004,550.71","97,153,591.34","121,595,000.37","87,581,833.99","105,666,804.19","142,166,425.83","179,563,751.25","137,243,210.68","158,774,847.52","211,929,425.22"
应收账款,"104,758,687.85","120,119,249.40","135,346,296.65","163,800,495.96","178,900,449.36","188,353,110.26","189,077,805.46","181,975,402.36","199,436,962.07","249,426,216.31","209,499,904.38","208,157,333.69","233,058,701.45","259,762,214.67","242,458,588.40","242,457,741.11","255,730,928.68","262,386,275.89","297,308,755.49","289,070,219.06","288,843,347.22","329,428,803.05","329,153,644.21","318,581,102.79","367,052,255.48","374,689,736.84","402,105,270.17","340,172,113.04","344,229,291.66","366,704,302.54","375,759,900.11"
应付账款,"56,090,294.87","78,352,930.24","71,362,938.76","96,886,764.31","78,658,875.79","76,284,091.60","74,292,346.09","85,561,425.01","88,209,927.07","114,499,354.78","78,074,440.42","73,698,347.21","73,900,122.51","92,057,565.96","101,993,200.91","83,506,214.55","82,086,580.32","97,247,027.90","102,629,490.17","89,829,485.10","106,832,381.74","128,339,412.52","146,753,283.43","104,223,983.04","116,532,564.46","132,845,797.11","167,433,447.32","141,171,400.77","155,169,221.36","154,197,356.69","147,916,774.97"
预付款项,"24,910,214.77","19,135,825.10","24,217,849.63","41,376,622.71","10,721,550.92","35,254,435.77","27,566,216.44","49,953,799.27","63,826,904.97","63,896,880.80","37,297,978.76","65,283,175.34","92,219,103.93","62,469,904.58","99,504,249.58","47,646,762.08","72,635,535.71","54,014,537.08","46,376,771.34","48,097,735.83","30,450,044.40","55,905,046.09","50,124,125.82","73,249,251.98","52,771,010.22","93,839,813.29","105,954,771.74","111,649,574.29","79,909,325.80","158,285,449.38","223,535,911.19"
预收款项,"11,733,054.40","11,787,600.76","10,771,814.30","18,378,936.05","13,552,554.45","8,484,211.59","7,558,090.03","14,084,623.76","11,870,538.98","18,368,066.75","15,606,690.20","19,433,451.35","38,799,458.92","34,274,490.57","14,665,827.17","14,651,307.83","10,728,255.96","31,248,794.44","15,053,205.77","10,836,925.68","16,947,119.15","21,913,688.54","28,361,182.49","42,520,496.04","29,064,365.43","41,821,742.32","32,707,869.52","58,061,892.23","38,532,984.66","47,533,811.61","18,738,124.84"
