科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"33,366,494.30","48,592,223.79","8,747,384.00","16,087,875.03","22,510,162.56","507,378,805.52","492,565,521.68","498,971,628.66","500,480,876.98","488,611,840.16","286,689,093.96","331,543,883.25","363,799,730.33","374,540,460.09","346,169,020.02","331,728,829.13","381,490,844.61","338,511,683.62","349,139,686.54","388,141,066.25","325,806,168.59","316,914,018.93","295,481,263.90","287,705,764.78","344,082,132.52","347,184,697.16","930,258,197.71","930,350,683.89","907,854,117.22","948,041,525.77","925,815,482.63","864,617,891.87","760,021,700.71","761,222,948.77","821,563,757.03","787,501,193.78","619,010,997.11","470,045,444.55"
短期借款,"45,000,000.00","43,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00","35,000,000.00","30,000,000.00","40,000,000.00","50,000,000.00","64,700,000.00","79,700,000.00","79,700,000.00","69,700,000.00","50,000,000.00","10,000,000.00","19,000,000.00","60,000,000.00","60,370,000.00","90,000,000.00","90,000,000.00","90,032,278.06","92,316,167.39","60,000,000.00","90,000,000.00","90,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,063,085.84","90,001,460.74","70,000,000.00","70,002,129.44","70,000,000.00","70,000,885.39","50,000,000.00","70,000,000.00","75,000,000.00","175,490,030.96"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,294,705.60","16,018,045.52","14,199,694.05","14,473,167.31","19,508,627.67","14,937,714.54","19,728,069.92","27,521,538.57","42,628,547.49","19,060,659.65","27,263,334.31","31,224,016.49","39,509,487.84","33,257,026.53","13,259,950.35","8,984,660.54","25,726,075.41","26,964,855.66","16,142,583.88","11,154,320.50","8,587,045.73","11,578,242.20","5,591,431.61","8,917,848.17","20,100,874.23","14,473,547.60","4,443,939.37","17,294,189.43","46,391,298.63","25,528,440.32","2,724,527.65","13,735,078.05","68,771,051.16","53,502,440.83","16,033,151.48","13,164,779.97","49,353,387.05","46,067,661.62"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"42,608,184.46","43,376,606.33","63,574,534.08","57,901,495.16","51,626,824.00","55,257,187.53","63,866,765.41","62,531,721.75","63,194,828.06","79,321,128.15","74,366,080.61","100,000,143.93","96,509,557.54","93,041,520.14","92,569,898.81","94,225,940.51","109,973,210.69","120,746,976.36","110,817,145.39","119,731,722.81","138,359,900.57","135,271,857.40","137,701,122.40","129,287,236.99","186,618,930.63","151,855,378.03","165,004,333.15","145,690,968.09","158,706,413.36","134,050,355.68","219,985,499.07","208,050,820.56","233,237,078.57","218,308,544.15","268,208,235.11","297,945,208.45","256,567,620.97","279,658,065.75"
应付账款,"6,041,324.80","7,259,466.77","3,639,070.75","7,514,236.93","8,503,857.73","5,707,688.60","12,647,185.15","4,668,810.81","13,750,379.28","4,049,988.97","9,379,488.88","18,599,818.40","30,767,365.26","27,516,320.57","28,835,237.90","31,353,104.03","55,554,058.68","82,151,885.25","77,948,518.17","69,307,049.63","96,293,612.58","83,164,403.79","71,763,805.52","60,388,523.45","55,271,825.11","49,912,429.81","35,589,107.84","37,201,270.29","50,378,838.38","39,971,575.37","51,378,013.18","45,169,091.30","54,323,683.68","56,036,873.36","48,345,182.36","59,540,793.75","51,670,928.19","52,495,146.85"
预付款项,"7,806,042.30","766,457.00","6,495,493.90","6,018,889.40","9,685,895.00","1,681,463.00","14,244,552.19","16,878,761.00","37,296,469.00","70,991,174.19","30,561,345.80","32,956,336.48","23,089,148.10","25,511,294.84","46,447,483.49","42,141,627.59","32,112,323.25","86,297,127.72","88,587,814.29","33,893,935.33","9,788,416.28","2,887,069.30","8,247,952.32","17,328,615.04","19,112,623.54","46,969,012.16","19,589,331.57","46,689,525.34","38,806,472.31","43,391,245.72","33,135,578.22","38,391,065.43","38,753,096.40","53,959,111.16","38,979,229.60","36,609,599.18","24,481,757.21","36,835,840.89"
预收款项,"630,760.14","855,647.43","1,027,108.87","963,000.00","1,627,599.85","661,520.00","1,205,368.25","103,565.00","2,716,307.08","841,780.00","1,824,207.80","2,978,074.20","3,597,948.42","3,175,537.99","4,555,769.60","4,196,437.49","3,627,801.51","2,402,151.46","2,324,525.52","968,737.85","6,179,831.00","3,371,750.89","3,727,281.69","3,287,897.59","6,063,115.31","3,497,215.85","4,666,516.37","4,902,562.42","7,782,636.48","6,982,355.48","6,453,008.74","6,636,922.88","10,708,834.05","5,973,867.17","5,535,168.71","7,108,139.63","10,574,459.19","7,983,248.17"
