科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"149,368,684.80","178,816,165.62","161,698,314.65","38,239,942.35","84,313,467.01","134,229,225.79","182,528,454.61","45,097,160.11","92,536,447.14","152,270,909.21","210,082,277.10","50,805,011.58","103,769,712.82","162,175,890.97","212,627,183.44","53,984,379.42","103,518,393.67","166,367,380.11","221,902,314.07","54,157,338.84","112,872,412.82","166,686,911.48","233,322,164.44","60,371,557.80","113,746,201.78","170,569,008.42","222,772,561.67","48,828,716.13","97,113,571.76","151,239,899.74","191,670,751.91","63,393,407.43","98,615,591.29","166,438,281.20"
取得借款收到的现金,,"240,000,000.00","60,000,000.00",,,"5,000,000.00","5,000,000.00",,,"84,000,000.00","100,000,000.00",,"90,000,000.00","134,000,000.00","190,000,000.00",,,"500,000,000.00","570,000,000.00","460,000,000.00","560,000,000.00","729,000,000.00","1,472,000,000.00","100,000,000.00","171,000,000.00","520,000,000.00","749,979,900.00","206,000,000.00","456,000,000.00","620,000,000.00","825,000,000.00","102,200,000.00","190,200,000.00","771,760,000.00"
支付的各项税费,"96,883,481.81","106,897,569.36","108,519,973.91","6,236,937.92","22,404,023.31","32,389,216.84","51,785,779.53","14,595,281.21","22,830,293.42","31,743,202.60","32,207,056.11","12,703,258.36","26,123,588.23","36,250,822.87","49,959,776.71","13,786,716.17","29,102,756.26","34,832,859.69","37,960,391.71","7,530,951.85","27,880,708.15","29,779,228.21","33,720,971.56","8,475,836.73","17,777,214.52","26,850,761.38","30,566,678.11","3,656,710.29","6,274,926.45","10,445,226.85","12,112,558.45","3,791,764.24","8,747,179.03","19,522,099.45"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"356,950,174.31",,"357,793,094.64","471,793,094.64"
支付其他与经营活动有关的现金,"153,785,871.86","45,568,222.70","49,926,502.05","26,767,779.37","36,464,713.05","55,446,936.30","71,037,957.25","24,684,279.61","52,583,862.07","55,236,355.27","59,795,044.18","18,627,371.58","34,451,172.46","48,311,773.32","55,831,609.43","11,389,020.68","25,576,960.54","43,402,922.24","30,255,200.00","12,801,665.59","23,850,714.63","36,537,777.54","71,408,940.28","9,382,142.97","29,116,235.45","28,878,763.61","38,886,862.77","5,169,615.64","11,231,675.48","36,713,619.33","27,766,428.39","5,823,651.53","15,746,792.96","22,770,905.01"
筹资活动现金流入小计,"145,880,000.00","240,000,000.00","60,000,000.00",,"683,617,300.00","688,617,300.00","688,617,300.00",,,"84,000,000.00","100,000,000.00",,"90,000,000.00","134,000,000.00","190,000,000.00",,,"500,000,000.00","570,000,000.00","460,000,000.00","560,000,000.00","729,000,000.00","1,767,000,000.00","100,000,000.00","171,000,000.00","520,000,000.00","749,979,900.00","206,000,000.00","456,000,000.00","620,000,000.00","1,181,950,174.31","102,200,000.00","547,993,094.64","1,243,553,094.64"
经营活动现金流出小计,"1,575,836,969.75","1,650,915,340.94","1,695,885,519.89","336,418,082.76","703,239,358.71","1,101,932,050.25","1,653,626,787.83","421,218,329.10","907,547,699.18","1,483,610,655.99","2,000,442,405.71","399,668,159.79","852,876,269.26","1,306,602,400.42","1,706,092,371.77","518,438,535.85","808,539,582.82","1,136,705,742.98","1,475,775,592.52","465,258,651.31","856,377,255.26","1,179,282,086.64","1,247,535,305.66","380,660,621.22","718,616,963.59","1,111,669,007.80","1,460,879,437.93","316,531,066.73","746,462,064.29","1,136,962,645.20","624,357,968.29","262,182,597.57","631,417,687.21","958,492,584.38"
偿还债务支付的现金,"192,880,000.00","140,000,000.00","60,000,000.00",,,,"5,000,000.00",,,,,,"30,000,000.00","84,000,000.00","100,000,000.00",,"2,500,000.00","324,000,000.00","387,500,000.00","407,500,000.00","475,000,000.00","626,500,000.00","1,374,039,528.01","107,500,000.00","292,670,000.00","548,170,000.00","612,649,900.00","113,500,000.00","349,830,000.00","533,830,000.00","824,330,000.00","106,000,745.76","217,500,745.76","699,500,745.76"
经营活动产生的现金流量净额,"166,332,341.22","238,147,180.14","134,248,976.37","51,551,853.03","34,493,415.65","40,894,936.71","43,386,976.98","-59,201,790.14","-19,283,547.14","-108,917,785.75","-106,466,767.36","16,149,936.09","39,191,809.78","51,230,043.78","49,260,286.36","-95,168,552.77","-29,489,051.83","-14,647,355.68","2,285,966.20","-51,090,820.12","-27,440,765.25","-16,127,291.15","31,738,129.59","-61,735,559.93","3,745,164.36","-326,246.01","-83,130,417.84","-18,757,506.00","-6,824,254.42","-29,298,477.10","-104,554,717.78","18,270,447.90","3,049,809.89","-53,154,657.18"
分配股利、利润或偿还利息支付的现金,"14,954,352.47","8,412,816.66","7,777,736.52","1,485,000.00","1,485,000.00","4,469,888.89","5,971,388.89","1,485,000.00","32,279,018.89","33,797,018.89","37,131,310.00","3,159,722.23","31,822,991.12","37,768,835.57","41,830,002.23","4,425,000.00","8,948,333.34","28,263,633.32","35,153,466.64","6,461,944.46","17,225,050.01","25,998,105.58","34,876,963.58","7,898,670.83","15,404,746.51","21,490,473.59","30,367,218.75","9,189,148.52","19,141,413.47","20,276,391.25","34,591,275.59","7,694,759.11","32,213,592.19","46,090,740.37"
收回投资收到的现金,"6,000,000.00",,,,,,"31,585,949.26",,,"30,511,842.00","232,671.03","50,580.66","153,765.20","303,483.95","404,645.27",,,,,,,,,,,,,,,,"120,234,674.00",,,
支付其他与筹资活动有关的现金,,,,,"6,584,036.40","11,096,235.37","12,016,877.21","877,534.74","1,759,280.07","2,643,255.60","3,528,839.19","885,583.59","1,822,278.29","2,707,230.32","3,540,065.91","804,932.99","804,932.99","804,732.99","804,732.99",,,,"700,000.00",,,,,,,,"369,080,920.00","55,672,298.15","347,679,205.49","464,353,599.66"
取得投资收益收到的现金,"500,079.80","2,658,657.40","4,105,517.08","4,094,004.00","9,865,559.52","9,865,559.52","10,385,559.52",,"5,754,000.00","5,754,000.00","69,161,696.45","12,199,681.16",,"79,390,025.85","99,190,689.20","5,452,312.03","5,452,312.03","5,452,312.03","5,452,312.03",,"6,389,258.34","6,389,258.34","6,389,258.34",,"5,852,315.79","5,973,302.13","5,973,302.13",,,,"5,302,957.32",,,
筹资活动现金流出小计,"207,834,352.47","148,412,816.66","67,777,736.52","1,485,000.00","8,069,036.40","15,566,124.26","22,988,266.10","2,362,534.74","34,038,298.96","36,440,274.49","40,660,149.19","4,045,305.82","63,645,269.41","124,476,065.89","145,370,068.14","5,229,932.99","12,253,266.33","353,068,366.31","423,458,199.63","413,961,944.46","492,225,050.01","652,498,105.58","1,409,616,491.59","115,398,670.83","308,074,746.51","569,660,473.59","643,017,118.75","122,689,148.52","368,971,413.47","554,106,391.25","1,228,002,195.59","169,367,803.02","597,393,543.44","1,209,945,085.79"
处置固定资产、无形资产和其他长期资产收回的现金净额,"88,078.43","1,021,309.00","14,537,066.33","132,000.00","434,500.00","434,500.00","848,781.37","157,000.00","17,931,220.02","613,271.82","844,800.00",,"42,385,513.81","120,000.00","120,000.00","25,000.00","232,000.00","476,600.00","73,683,886.00","95,200.00","95,200.00","814,500.00","27,381,700.00",,,,"22,700.00","2,000,000.00","2,182,900.00","2,182,900.00","2,220,900.00","24,000,000.00","24,000,000.00","24,000,000.00"
筹资活动产生的现金流量净额,"-61,954,352.47","91,587,183.34","-7,777,736.52","-1,485,000.00","675,548,263.60","673,051,175.74","665,629,033.90","-2,362,534.74","-34,038,298.96","47,559,725.51","59,339,850.81","-4,045,305.82","26,354,730.59","9,523,934.11","44,629,931.86","-5,229,932.99","-12,253,266.33","146,931,633.69","146,541,800.37","46,038,055.54","67,774,949.99","76,501,894.42","357,383,508.41","-15,398,670.83","-137,074,746.51","-49,660,473.59","106,962,781.25","83,310,851.48","87,028,586.53","65,893,608.75","-46,052,021.28","-67,167,803.02","-49,400,448.80","33,608,008.85"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"208,384.31","-10,643,439.51","194,284.02","-49,509.57","-306,074.15","-1,583,636.09","-1,754,093.11","-1,910,977.30","-1,895,812.97","-2,322,756.62","-2,288,018.00","-92,834.72","-109,605.00","-32,730.08","-850,565.34","-290,893.33","-888,729.66","-1,241,412.93","-3,054,570.18","-136,901.92","449,802.85","98,354.24","-1,751,932.10","1,474,550.40","2,123,383.29","2,738,424.94","2,642,681.30","-62,657.01","-11,467.34","12,748.10","235,810.50","-24,612.37","-146,776.30","-146,776.30"
收到其他与投资活动有关的现金,,,,"10,048.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,588,158.23","3,679,966.40","18,642,583.41","4,236,052.40","10,300,059.52","10,300,059.52","42,820,290.15","157,000.00","23,685,220.02","36,879,113.82","70,239,167.48","12,250,261.82","42,539,279.01","79,813,509.80","99,715,334.47","5,477,312.03","5,684,312.03","5,928,912.03","79,136,198.03","95,200.00","6,484,458.34","7,203,758.34","33,770,958.34",,"5,852,315.79","5,973,302.13","5,996,002.13","2,000,000.00","2,182,900.00","2,182,900.00","127,758,531.32","24,000,000.00","24,000,000.00","24,000,000.00"
五、现金及现金等价物净增加额,"-15,739,618.09","-17,977,347.42","22,308,771.35","34,003,454.20","680,861,024.13","627,444,885.30","595,343,490.03","-290,996,376.46","-304,397,836.16","-348,735,335.35","-332,629,361.65","-25,718,763.49","8,406,293.77","-4,506,482.57","20,038,284.32","-149,315,773.90","-171,358,393.10","-49,789,157.81","-60,639,298.77","-117,245,516.04","-153,876,490.39","-244,475,466.10","26,260,186.16","-184,717,702.07","-268,823,398.03","-263,487,364.61","-221,454,456.00","-28,427,324.15","-753,326.39","-64,975,516.41","-61,596,850.29","-27,635,580.71","-53,088,604.62","-30,590,974.77"
购建固定资产、无形资产和其他长期资产支付的现金,"126,914,149.38","296,748,237.79","122,999,335.93","20,249,941.66","39,174,640.49","95,217,650.58","154,738,717.89","227,678,074.28","272,865,397.11","321,933,632.31","353,453,594.58","49,980,820.86","99,569,920.61","145,041,240.18","172,716,703.03","54,103,706.84","134,411,657.31","186,760,934.92","264,227,548.29","111,923,615.94","200,917,502.72","311,924,748.35","394,880,478.08","109,058,021.71","143,469,514.96","222,212,372.08","253,925,502.84","94,918,012.62","83,129,091.16","103,766,296.16","38,984,453.05","2,713,613.22","30,591,189.41","34,897,550.14"
期初现金及现金等价物余额,"177,661,768.97","161,922,150.88","143,944,803.46","166,253,574.81","166,253,574.81","166,253,574.81","166,253,574.81","761,597,064.84","761,597,064.84","761,597,064.84","761,597,064.84","429,377,703.19","429,377,703.19","429,377,703.19","428,967,703.19","449,005,987.51","449,005,987.51","449,005,987.51","449,005,987.51","388,366,688.74","388,366,688.74","388,366,688.74","388,366,688.74","414,626,874.90","414,626,874.90","414,626,874.90","414,626,874.90","193,172,418.90","193,172,418.90","193,172,418.90","193,172,418.90","131,575,568.61","131,575,568.61","131,575,568.61"
投资支付的现金,,"44,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
期末现金及现金等价物余额,"161,922,150.88","143,944,803.46","166,253,574.81","200,257,029.01","847,114,598.94","793,698,460.11","761,597,064.84","470,600,688.38","457,199,228.68","412,861,729.49","428,967,703.19","403,658,939.70","437,783,996.96","424,871,220.62","449,005,987.51","299,690,213.61","277,647,594.41","399,216,829.70","388,366,688.74","271,121,172.70","234,490,198.35","143,891,222.64","414,626,874.90","229,909,172.83","145,803,476.87","151,139,510.29","193,172,418.90","164,745,094.75","192,419,092.51","128,196,902.49","131,575,568.61","103,939,987.90","78,486,963.99","100,984,593.84"
