科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"164,876,220.08","152,469,914.33","127,320,535.44","186,945,072.04","198,049,526.80","180,027,997.78","186,073,597.31","217,793,008.70","289,419,799.26","301,125,328.48","272,301,823.80","450,486,656.43","483,362,412.23","504,620,056.84","411,417,287.58","1,175,449,927.10","1,060,539,147.14","977,362,052.37","1,154,592,654.31","984,272,198.42","700,549,064.34","716,068,864.09","456,488,150.47","833,473,085.10","609,274,536.17","539,901,122.96","508,759,003.47","783,047,554.89","464,973,523.74","671,832,574.32","521,250,235.31","1,256,227,295.52","759,529,583.94","785,082,151.68","663,037,687.92","1,550,718,666.10","907,180,125.57","911,932,082.92","1,037,935,697.98","1,366,509,611.51","986,473,994.20","1,179,479,943.96","1,210,003,866.65","1,823,377,772.92","1,564,231,816.44"
短期借款,"540,300,000.00","565,300,000.00","562,800,000.00","545,220,000.00","570,020,000.00","631,201,022.33","650,364,731.95","584,300,000.00","598,300,000.00","469,300,000.00","441,000,000.00","521,340,055.62","564,822,696.47","549,659,454.80","612,996,073.32","645,997,741.31","723,080,438.63","883,742,956.67","727,089,368.82","453,909,282.93","529,475,444.90","686,736,015.52","909,759,501.11","1,349,641,526.25","1,145,789,770.15","1,048,849,884.21","1,291,871,869.74","1,324,349,698.19","1,890,755,512.20","1,510,519,713.06","1,504,715,917.09","1,090,982,604.80","1,222,683,544.14","1,431,132,337.24","2,071,784,756.40","940,466,944.70","978,895,594.62","1,002,114,900.21","1,134,314,392.12","1,046,746,022.41","1,262,292,606.31","1,987,743,429.18","2,250,194,080.23","2,296,300,470.68","3,071,335,781.87"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,"177,457.11","12,761.97","99,837.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"100,697,012.93","101,030,219.76","133,201,862.62","158,601,772.79","154,547,842.63","177,194,698.36","225,755,077.09","160,624,926.10","118,755,147.56","115,200,953.67","165,705,218.03","248,308,863.11","251,856,852.21","300,261,919.60","252,664,800.61","227,323,173.78","272,859,949.03","385,962,679.36","396,468,400.05","446,197,570.59","366,066,257.58","415,968,664.40","351,184,012.59","467,843,526.93","363,464,403.99","422,464,062.15","516,323,938.33","522,930,940.80","448,980,182.25","496,684,805.72","462,962,771.94","620,353,167.52","569,428,939.51","613,912,434.32","626,442,806.79","746,430,247.49","591,255,775.90","841,958,083.52","746,555,958.27","962,046,146.04","920,044,163.53","1,129,010,206.01","1,183,755,694.93","1,407,371,491.73","952,280,326.98"
应付票据,"40,000,000.00","30,000,000.00","39,300,000.00","23,091,000.00","59,591,000.00","34,000,000.00","74,464,000.00","81,837,000.00","81,537,100.00","84,804,771.00","78,331,428.13","72,374,557.13","86,420,800.00","127,141,201.45","141,027,750.00","98,224,400.00","99,215,500.00","123,419,000.00","105,059,237.94","116,838,079.07","163,871,513.75","129,085,481.39","110,360,521.67","130,287,115.82","139,483,749.53","185,714,352.18","184,825,057.79","162,348,968.72","132,312,932.07","151,161,349.76","218,580,520.24","279,086,315.42","300,589,304.66","327,410,729.15","347,861,022.99","303,930,646.77","295,487,814.44","337,529,416.33","341,621,699.26","398,820,565.72","462,233,411.02","397,692,886.57","450,115,284.42","602,158,509.78","518,474,958.49"
应收账款,"413,095,101.36","486,015,690.27","499,501,797.07","409,575,730.34","480,832,962.34","582,622,132.12","564,659,767.00","412,527,963.27","497,041,175.79","626,178,016.05","635,758,028.61","547,903,317.19","633,431,994.02","716,629,693.09","772,731,861.58","681,000,533.35","893,559,050.18","958,483,446.38","968,326,311.62","860,785,852.96","1,204,039,261.10","1,188,437,657.76","1,482,872,301.71","1,184,091,270.03","1,477,619,876.98","1,463,948,277.15","1,698,430,718.25","1,294,970,902.75","1,810,049,744.80","1,749,422,766.13","1,936,154,657.06","1,079,637,627.69","1,737,142,315.83","2,014,349,413.12","2,124,023,754.61","1,285,675,257.34","2,018,926,292.63","2,190,305,671.38","2,183,096,539.91","1,460,238,375.54","2,550,222,865.50","2,667,043,189.89","2,717,536,985.84","1,552,233,956.14","2,881,765,973.29"
应付账款,"216,271,282.90","211,760,991.95","214,578,135.02","249,406,844.24","282,813,509.46","314,688,558.77","285,686,958.69","226,131,757.85","219,441,343.66","320,512,224.87","354,702,054.12","412,133,408.93","489,705,271.84","621,733,922.84","588,781,092.02","690,906,542.65","684,120,434.33","722,904,448.95","643,484,888.27","714,132,659.41","737,194,715.27","907,265,477.67","953,750,852.96","1,104,241,470.85","1,114,619,369.49","1,303,006,292.27","1,331,389,980.26","1,153,798,233.28","1,298,268,910.49","1,414,379,181.84","1,410,996,083.96","1,264,145,302.34","1,437,672,595.57","1,492,285,058.74","1,437,684,262.52","1,556,943,234.13","1,660,145,521.34","1,735,955,144.15","1,828,635,849.62","1,854,166,284.85","2,241,883,185.02","2,275,876,348.41","2,246,755,510.18","2,204,315,501.46","2,586,950,537.49"
预付款项,"82,514,110.69","85,071,094.26","94,098,010.72","76,353,953.39","109,097,100.78","105,283,409.63","94,625,767.88","75,112,256.59","86,107,866.71","90,797,197.97","105,304,888.80","113,864,058.92","172,626,347.63","203,306,313.34","208,156,616.41","191,311,859.92","269,095,945.09","263,361,939.04","272,734,084.87","308,825,130.05","355,309,347.52","403,762,278.52","384,262,845.92","353,710,590.65","420,304,695.72","358,085,396.68","308,881,353.48","319,355,225.01","253,857,318.24","219,755,940.99","236,605,760.13","208,535,806.53","212,989,750.44","250,945,855.27","250,527,360.45","190,904,114.79","226,383,462.68","251,105,187.06","318,536,418.61","205,411,405.72","220,610,529.26","235,963,982.59","406,694,036.49","366,783,208.28","367,951,983.79"
预收款项,"8,830,074.70","8,319,096.70","16,402,810.74","5,248,666.98","2,205,588.76","4,644,147.05","3,196,906.21","10,129,882.57","9,510,241.87","14,127,431.50","3,891,766.87","9,496,340.98","3,073,485.12","28,497,577.31","27,399,682.72","22,842,957.30","25,719,910.90","28,128,508.16","42,457,710.45","43,569,477.55","42,366,282.04","36,828,825.78","40,719,106.87","43,825,171.07","24,050,074.42","30,861,054.19","22,701,401.10","15,716,213.69","15,964,611.56","14,272,938.47","17,664,187.72","37,057,033.11","24,300,327.06","20,187,000.03","44,583,468.32","92,750,316.52","47,794,076.92","55,012,242.02","80,659,865.41","88,675,902.83","49,923,921.95","98,862,579.95","81,436,284.69","99,636,798.71","70,721,601.91"
