科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"18,452,947.76","24,329,029.29","9,271,853.88","70,095,555.62","25,655,975.76","87,604,660.07","62,718,377.58","85,006,504.74","98,852,522.43","75,756,986.01","76,753,536.29","31,806,416.37","35,306,928.96","25,524,329.30","35,066,246.60","55,301,431.39","45,766,403.87","56,587,645.16","66,438,202.14","51,983,440.66","46,234,848.67","53,907,556.97","64,593,397.51","49,489,377.43","92,430,177.76","82,443,099.22","85,101,304.74","73,830,707.48","77,498,903.74","113,275,909.49","114,797,130.27","82,645,768.54","57,242,056.04","28,920,105.35","56,021,813.61","72,111,353.82","33,375,428.39","22,062,768.88","17,963,712.42","44,447,715.11","54,433,772.69","157,551,659.29","57,315,205.72","17,687,510.74"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","55,000,000.00","45,000,000.00","115,000,000.00","115,000,000.00","110,000,000.00","110,000,000.00","190,000,000.00","186,000,000.00","186,000,000.00","186,000,000.00","112,620,707.54","152,620,707.54","116,620,707.54","116,620,707.54","116,956,992.26","76,956,992.26"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,300,800.00","6,223,000.00","15,892,482.30","9,850,000.00","19,895,550.30","19,346,750.00","21,376,436.10","19,658,890.73","17,236,791.18","2,159,289.55","3,871,942.70","10,423,731.89","175,333.98","250,000.00","1,800,000.00","7,800,000.00","3,682,000.00","10,784,796.99","17,214,796.99","20,400,000.00","9,473,289.20","8,125,902.50","8,074,990.00","4,712,871.60","2,039,488.00","3,210,525.40","3,991,488.70","10,654,200.80","4,234,450.00","6,205,491.79","9,280,001.71","6,491,108.30","1,472,933.00","6,037,000.00","2,700,000.00","1,653,064.80","1,632,222.00","4,736,000.00","2,240,000.00","6,610,000.00","4,535,000.00","1,580,000.00","12,800,292.00","6,853,400.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,"3,100,000.00","9,300,000.00","3,700,000.00","5,500,000.00","5,500,000.00",,,"6,000,000.00","19,850,000.00","13,850,000.00","4,000,000.00",,,,"290,000.00","3,850,000.00","3,560,000.00",,"1,800,000.00","1,800,000.00"
应收账款,"104,946,735.85","96,129,701.06","104,519,008.21","98,995,166.69","74,424,506.74","71,304,591.04","75,618,573.07","54,053,887.02","40,945,859.88","44,959,774.77","53,412,442.84","36,010,047.36","35,202,768.41","35,648,794.28","39,076,235.36","30,956,523.15","40,582,339.61","43,803,466.25","41,720,137.51","36,450,773.28","51,000,995.36","53,051,418.94","53,573,986.24","44,791,873.66","42,629,323.23","41,906,978.19","48,021,788.41","60,845,020.76","49,943,890.75","59,356,214.30","54,764,160.88","55,102,258.02","55,620,357.08","54,312,875.11","67,178,901.20","54,183,286.33","48,511,384.33","57,687,642.90","51,717,013.62","43,030,375.17","47,036,272.69","50,266,649.78","54,088,999.52","49,395,202.52"
应付账款,"25,393,617.74","15,054,832.65","19,914,904.08","13,549,416.09","28,264,631.99","34,161,985.43","21,076,371.59","25,160,039.55","28,878,025.21","24,404,646.25","24,840,989.86","31,079,427.61","25,752,779.14","32,441,773.29","32,653,026.50","40,603,088.90","37,384,828.72","35,382,502.83","41,019,903.64","37,220,976.75","35,369,428.09","38,836,131.73","37,464,436.95","33,395,653.19","31,489,639.01","29,679,807.47","32,609,758.53","30,988,720.19","22,485,131.69","23,844,399.28","33,452,163.88","34,605,559.44","23,365,391.81","30,216,409.16","39,326,128.33","21,445,381.20","27,968,758.18","32,883,311.75","44,009,124.62","58,076,631.84","56,235,812.31","52,675,104.97","48,318,527.21","53,521,626.67"
预付款项,"2,175,359.87","2,245,816.35","926,302.68","880,803.78","3,134,551.14","2,664,187.94","1,359,516.66","404,296.65","1,539,929.42","938,224.36","463,045.22","365,698.78","303,799.40","1,567,494.52","827,665.17","2,474,299.98","998,261.94","717,125.30","656,537.04","674,797.71","465,425.99","958,532.97","735,629.95","427,053.62","214,860.30","721,071.33","324,096.40","5,626,440.60","14,894,577.04","268,703.56","258,684.33","287,784.12","417,972.41","644,643.77","2,024,839.45","994,305.42","1,742,487.08","239,774,788.54","239,910,478.84","229,967.98","1,733,438.82","2,419,449.24","550,051.53","303,068.16"
预收款项,"13,014,960.27","15,633,630.22","15,842,393.08","10,155,740.75","12,001,455.73","13,690,326.45","10,730,765.00","10,159,485.03","11,415,862.72","13,508,664.79","8,612,645.50","11,653,834.41","9,527,927.32","13,642,591.72","10,839,274.37","11,086,456.65","14,420,576.06","14,477,505.00","16,090,716.67","13,366,734.50","10,268,698.30","13,748,329.46","12,276,554.39","10,200,036.32","11,948,653.65","9,263,252.54","10,823,033.15","8,201,020.85","18,164,636.50","11,953,093.20","10,202,516.34","8,905,551.68","7,856,485.44","8,196,159.13","8,653,270.32","10,740,132.68","10,621,699.70","12,407,682.09","12,940,485.24","9,342,063.70","12,103,292.26","12,931,337.92","13,204,562.64","14,553,911.14"
