科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"9,712,335.75","3,969,995.27","3,878,427.69","22,738,685.18","11,232,565.33","4,290,513.83","2,394,679.83","22,100,313.31","1,986,989.83","2,043,939.03","3,705,474.15","5,297,520.08","5,264,976.24","13,418,388.57","6,626,369.10","5,751,599.95","4,241,906.53","3,044,815.98","5,987,245.13","4,963,358.45","3,124,059.15","2,845,317.16","4,713,357.36","5,279,304.32","5,125,808.63","5,305,201.03","4,711,327.59","4,891,402.58","5,356,272.46","5,888,923.53","3,915,093.42","5,744,772.97","4,209,602.33","3,132,296.25","3,319,756.33","2,908,559.69","3,389,768.32","3,953,133.41","12,769,360.28","4,196,709.41","3,582,683.63","2,862,863.92","3,419,329.37","3,860,355.05","3,227,394.88","3,579,852.92","5,017,889.51","4,725,869.50"
应付职工薪酬,"16,090,084.16","11,992,683.37","14,952,901.27","16,197,168.99","15,628,976.41","4,990,556.64","5,346,083.52","3,466,612.50","4,132,100.18","3,009,698.45","2,909,520.14","2,333,626.80","1,518,457.78","1,175,308.70","2,015,760.02","1,411,858.18","1,538,083.47","1,734,358.09","1,582,372.79","1,816,901.46","1,673,148.27","1,994,518.71","2,357,341.75","1,671,653.19","1,551,363.02","1,358,931.09","1,574,059.46","5,623,926.40","7,490,255.27","7,571,344.03","12,933,987.19","12,243,374.01","14,130,707.37","19,369,668.16","15,118,911.93","14,849,055.54","18,876,671.81","23,979,568.89","16,569,663.84","22,271,642.04","23,000,402.34","29,221,907.54","20,271,568.67","28,989,739.04","28,184,126.52","35,006,064.40","28,503,806.79","29,207,680.85"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"29,687,537.96","31,201,440.59","44,669,364.10","79,884,999.99","114,595,421.24","148,827,628.58","158,314,120.77","151,998,214.06","79,502,180.04","7,443,875.73","11,484,138.18","24,948,912.81","24,945,261.82","17,617,760.49","29,755,731.63","34,246,579.86","49,957,466.41","45,213,576.33","55,295,296.62","49,511,136.26","39,993,648.21","4,407,249.36","2,936,537.37","3,993,833.51","5,024,171.65","6,349,912.40","6,121,100.07","5,487,908.49","5,892,098.38","4,904,657.51","14,642,407.53","10,832,207.21","10,157,242.77","6,346,306.15","5,869,413.13","8,376,832.40","6,531,062.68","15,052,008.55","23,969,142.50","8,090,226.90","9,461,904.12","14,122,698.76","31,401,877.64","33,585,316.95","31,938,145.68","34,810,825.06","78,353,365.65","48,176,102.15"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,365,000.00","134,572.58","439,822.58",,,,,,,,,,,,,,,,,,
应付利息,,,,"9,369,112.50","6,155,437.50","5,688,125.00","5,659,375.00","12,542,125.00","15,400,000.00","28,265,250.00","35,752,250.00","5,706,641.67","11,379,416.66","16,664,249.99","22,408,416.65","6,135,441.69","7,028,400.00","7,903,097.21","9,356,840.02","11,636,111.76","8,512,334.70","9,425,902.47","10,942,441.00","12,633,626.57","7,813,841.15","9,473,765.64","11,379,377.61","8,170,542.06","10,061,794.52","13,993,001.85","18,116,468.77","12,798,767.55","8,852,154.43","4,281,511.84","4,440,947.56","4,205,013.45","3,964,130.95","3,844,181.57","4,753,431.19","4,587,323.01","4,274,537.18","3,711,353.35","4,094,831.93","3,495,077.89","3,152,965.73","3,433,984.56","3,758,754.41","3,877,948.95"
应收股利,,,,,,,,,,,,,,,,,,,,,,,"109,843.75",,,,,,,,,,,,,,,,,,,,,,"714,927.50",,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"46,773,670.84","46,770,973.69","50,201,498.31","52,749,643.04","75,958,805.13","33,764,168.43","39,394,924.81","31,347,816.86","27,808,982.44","38,375,429.15","30,392,205.51","39,922,447.38","41,906,872.89","42,468,205.02","42,988,732.03","45,454,830.99","45,315,925.35","48,544,369.00","51,642,881.28","57,052,638.89","49,863,570.83","39,618,878.60","43,966,868.96","43,512,942.13","36,885,712.32","44,444,033.90","36,682,673.53","37,893,263.74","34,746,186.86","36,211,261.73","33,252,414.70","29,624,972.03","26,681,777.14","28,481,607.21","22,357,366.75","23,129,309.54","22,055,084.52","19,738,870.42","27,534,256.85","32,180,213.59","28,271,924.07","30,028,230.60","29,211,860.26","33,967,094.98","37,463,957.85","42,250,387.63","66,620,316.82","64,460,940.24"
其他应付款,"156,963,580.21","158,672,163.77","169,337,262.63","807,859,649.27","182,624,360.63","182,306,272.95","157,686,042.63","188,309,889.11","191,844,950.03","179,832,212.65","179,732,727.72","188,786,614.21","184,489,105.90","186,406,298.76","183,018,573.14","182,038,960.22","183,263,513.27","96,966,436.18","80,997,070.50","65,131,695.46","59,962,495.41","55,178,831.87","49,289,029.14","61,893,818.56","57,726,468.08","62,224,933.52","60,630,379.54","49,058,086.68","54,541,047.24","57,420,163.66","50,170,895.89","45,356,326.46","66,482,770.91","70,611,119.51","40,266,687.94","51,501,679.01","62,065,033.62","67,221,519.48","35,900,533.06","50,595,695.65","58,637,996.44","73,083,268.19","40,843,924.97","53,301,464.42","66,673,911.01","84,221,702.36","39,908,549.63","78,922,400.51"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"20,000,000.00","20,000,000.00","10,000,000.00","594,000,000.00","604,000,000.00","620,000,000.00","520,000,000.00","25,000,000.00","15,000,000.00","20,000,000.00",,"73,468,170.22","43,334,051.96","23,087,372.73","11,265,391.78","59,401,465.45","61,316,104.16","34,205,601.30","11,833,866.52","111,619,673.91","99,037,028.73","81,572,137.08","59,230,856.99","226,707,257.19","213,423,518.77","110,735,079.20","93,761,060.81","241,988,816.14","261,359,448.07","155,010,508.37","262,786,175.53","816,514,902.43","132,797,024.46","93,763,423.94","315,270,133.02","271,872,691.77","281,282,309.39","264,496,686.04","348,997,532.74","147,197,533.33","163,668,433.33","124,668,433.33","148,806,000.00","116,806,000.00","164,806,000.00","164,806,000.00","194,084,459.60","194,261,926.57"
其他流动资产,,,,,"2,400,589.03","2,345,514.89","1,689,271.01",,"1,599,231.33",,"1,114,211.85",,,"1,515,338.86","2,449,972.56",,"3,483,331.69","4,236,951.53","6,244,425.48",,,"1,435,451.87","3,025,679.01",,,,,"2,574,464.56",,,,,,,,,,,"17,420,738.79","31,053,357.22","48,349,902.39","37,723,216.65","26,624,729.54","15,439,448.38","123,524.73",,"24,144,568.17","224,359.00"
其他流动负债,,,,,"10,277,819.65","9,353,341.97","7,589,059.78","600,000,000.00","600,000,000.00","612,085,181.34","616,411,980.61","600,000,000.00","609,362,916.63","616,828,696.83","616,770,557.60",,"7,887,852.32","6,489,385.00","6,870,286.21",,"7,663,959.75","11,941,345.06","12,902,037.79",,"4,758,255.51",,,"9,941,901.98",,,,,,,,,,,,,,,,,,,,
流动资产合计,"606,328,934.10","539,315,248.54","636,542,498.90","1,389,045,937.62","1,263,487,916.61","1,058,571,749.07","1,069,963,641.74","844,105,085.14","844,971,736.97","652,771,911.58","709,352,677.23","648,155,002.07","629,895,944.78","492,908,578.44","460,359,265.83","355,759,815.49","824,636,040.04","639,373,833.36","534,253,368.07","456,063,249.49","355,259,773.89","322,133,912.19","348,388,798.08","230,001,947.75","202,572,486.64","330,462,635.37","311,097,940.84","292,527,922.53","256,167,453.21","297,001,668.90","383,293,716.36","314,147,574.97","290,595,825.72","258,860,938.53","265,088,011.64","212,074,361.52","257,504,376.20","277,369,882.25","428,907,990.95","407,776,834.79","367,428,956.68","482,183,779.87","433,311,145.13","529,466,003.94","525,779,373.05","669,379,918.97","1,094,833,240.09","1,090,339,066.41"
流动负债合计,"1,021,292,212.40","916,038,379.49","987,993,997.78","2,847,050,027.39","1,842,811,077.28","1,486,901,490.01","1,660,294,813.60","1,477,886,758.82","1,333,565,369.34","1,243,984,868.68","1,316,071,426.48","1,276,262,751.35","1,210,243,845.12","1,202,808,781.68","1,203,532,330.24","1,237,055,441.51","974,013,289.89","781,836,984.73","717,062,595.24","717,374,958.94","685,494,828.45","608,969,410.17","673,428,629.61","748,445,250.78","678,590,707.87","748,055,039.81","660,578,114.86","724,546,985.49","689,323,997.78","680,492,544.26","877,941,983.61","1,435,301,617.15","811,000,141.38","782,779,970.43","1,077,943,775.81","1,011,189,989.85","1,047,538,243.12","968,987,239.35","1,105,632,742.17","863,028,953.29","849,358,573.93","855,476,185.99","793,746,587.61","782,037,279.92","772,022,924.05","815,682,917.53","1,069,482,938.97","875,168,364.87"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"2,083,000,000.00","2,303,000,000.00","2,553,000,000.00","2,099,000,000.00","2,429,000,000.00","2,499,000,000.00","2,569,000,000.00","2,775,000,000.00","3,035,000,000.00","3,025,000,000.00","3,010,000,000.00","2,910,000,000.00","2,910,000,000.00","2,900,000,000.00","2,937,016,800.00","2,926,095,100.00","2,925,233,200.00","2,924,130,800.00","3,033,824,450.00","2,972,177,450.00","2,971,976,150.00","2,972,909,450.00","2,973,400,500.00","2,799,996,250.00","2,799,705,750.00","2,798,127,250.00","2,790,590,000.00","2,600,000,000.00","2,565,000,000.00","2,565,000,000.00","2,385,000,000.00","2,385,000,000.00","2,357,000,000.00","2,357,000,000.00","2,085,000,000.00","2,085,000,000.00","2,059,000,000.00","2,059,000,000.00","2,064,718,266.67","2,257,808,866.67","2,190,905,866.67","2,160,905,866.67","2,012,336,200.00","2,012,336,200.00","1,929,433,200.00","1,929,433,200.00","1,832,530,200.00","1,893,131,700.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,"571,950,127.95","580,020,116.53","587,983,105.38","594,144,533.39","601,853,119.17","609,561,704.95","617,270,290.73","624,978,876.51","632,811,638.49","640,644,400.47","648,477,162.45","664,274,661.08","672,239,397.71","680,204,134.34","682,724,655.84",,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,"162,400,000.00","162,400,000.00","162,400,000.00","166,020,976.25","165,238,572.02","337,174,883.79","337,174,883.79","287,048,848.37","273,020,734.60","288,008,315.75","288,053,217.55","235,793,920.54","235,731,498.68","236,433,543.64","235,796,410.04","180,756,290.71","180,321,509.08","180,756,290.71","180,756,290.71","121,580,259.60","90,578,827.07","74,380,567.47","58,497,887.12","42,116,583.32","25,501,994.36","8,649,782.08",,,,,,,,,,,,,"56,159,122.48","52,463,389.68"
长期股权投资,"29,909,716.58","31,166,209.74","32,714,628.63","31,059,842.03","31,488,835.26","65,678,020.28","69,978,020.28","63,098,081.65","62,369,934.61","60,555,521.79","59,675,458.94","60,840,379.71","56,652,852.77","52,744,310.09","49,173,940.58","45,631,867.95","43,547,747.78","39,416,122.21","38,731,216.56","25,012,746.36","23,845,147.11","22,292,027.08","21,759,212.95","25,387,983.04","24,558,433.67","25,131,363.02","25,184,943.63","26,063,539.86","26,388,462.62","26,496,149.14","28,051,888.84","28,126,809.48","28,652,027.25","28,815,867.15","30,689,190.89","30,742,857.97","25,662,705.84","25,774,030.28","28,187,413.07","28,205,920.32","28,357,104.95","28,426,553.67","30,258,120.23","29,320,803.45","29,039,782.67","28,827,109.86","29,931,167.23","29,276,454.67"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,593,577.00","5,593,577.00","5,593,577.00","250,000.00",,
固定资产,"1,144,741,262.27","1,111,156,980.56","1,089,560,968.85","1,119,822,657.97","1,390,578,787.21","1,275,388,160.36","5,654,833,972.00","1,296,544,677.78","1,267,813,884.39","1,239,167,520.65","1,210,795,770.47","1,746,442,406.07","1,712,971,920.83","1,920,257,019.13","2,014,063,047.95","1,972,246,648.41","1,902,403,258.31","2,135,241,415.96","2,243,821,471.69","2,196,987,672.89","2,538,927,947.89","2,463,220,109.89","2,608,705,733.14","2,558,953,814.71","2,519,626,106.25","2,481,728,827.75","2,441,981,467.65","2,329,883,071.35","2,293,868,861.93","2,257,266,973.55","2,219,391,506.40","2,183,406,847.00","2,145,702,398.62","2,117,295,720.06","2,085,223,469.83","2,047,065,321.34","2,015,218,626.78","1,979,865,799.00","2,096,352,231.38","2,200,915,077.66","2,303,387,040.03","2,258,851,798.45","2,215,833,219.25","2,168,593,012.67","2,135,890,328.29","2,101,959,560.81","2,908,629,277.00","2,846,677,737.97"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"2,978,740,103.67","3,145,014,683.09","3,431,453,804.80","4,132,120,862.56","3,992,967,440.32","3,978,609,457.44","90,550.19","334,875,664.12","644,215,097.79","646,942,686.48","679,988,041.78","97,497,479.98","100,700,720.84","211,405,457.75","211,494,708.30","376,518,634.80","477,462,384.44","259,383,181.02","328,993,566.24","396,576,599.37","107,110,821.52","108,665,373.97",,,,,,,,,"30,150.00","77,004,623.00","80,684,617.40","131,972,686.40","153,567,450.70","204,726,577.70","230,343,779.66","255,940,087.55","179,771,382.32","103,052,117.94","2,103,246.09","627,959.99","826,345.54","857,758.20","1,104,250.71","6,482,791.60","2,426,410.05","23,883,142.79"
其他非流动负债,,,,,,,,,,,,,,,,"1,954,542.86","1,954,542.86","1,954,542.86","2,134,713.04","1,836,085.72","1,836,085.72","1,836,085.72","1,836,085.72","1,717,628.58","1,717,628.58","1,717,628.58","1,717,628.58","1,599,171.44","1,599,171.44","1,599,171.44",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"2,083,000,000.00","2,303,000,000.00","2,553,000,000.00","2,099,000,000.00","2,429,000,000.00","2,499,000,000.00","2,569,000,000.00","2,775,000,000.00","3,197,400,000.00","3,187,400,000.00","3,172,400,000.00","3,076,020,976.25","3,075,238,572.02","3,237,174,883.79","3,274,191,683.79","3,215,098,491.23","3,772,158,605.41","3,794,113,775.14","3,911,995,485.97","3,803,951,989.65","3,811,396,853.57","3,820,740,784.31","3,828,303,286.49","3,607,449,045.80","3,614,556,526.15","3,621,245,569.76","3,621,541,081.74","3,387,454,092.12","3,329,417,396.22","3,321,183,873.25","3,127,703,257.26","2,428,597,297.62","2,383,982,708.66","2,367,130,496.38","2,086,362,257.16","2,086,362,257.16","2,060,362,257.16","2,060,362,257.16","2,065,962,066.69","2,259,052,666.69","2,192,149,666.69","2,162,149,666.69","2,054,537,579.06","2,054,537,579.06","1,971,634,579.06","1,966,291,002.06","1,923,710,277.62","1,980,616,044.82"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,870.40",,,,,,,,,,,,,,,,,,,
负债合计,"3,104,292,212.40","3,219,038,379.49","3,540,993,997.78","4,946,050,027.39","4,271,811,077.28","3,985,901,490.01","4,229,294,813.60","4,252,886,758.82","4,530,965,369.34","4,431,384,868.68","4,488,471,426.48","4,352,283,727.60","4,285,482,417.14","4,439,983,665.47","4,477,724,014.03","4,452,153,932.74","4,746,171,895.30","4,575,950,759.87","4,629,058,081.21","4,521,326,948.59","4,496,891,682.02","4,429,710,194.48","4,501,731,916.10","4,355,894,296.58","4,293,147,234.02","4,369,300,609.57","4,282,119,196.60","4,112,001,077.61","4,018,741,394.00","4,001,676,417.51","4,005,645,240.87","3,863,898,914.77","3,194,982,850.04","3,149,910,466.81","3,164,306,032.97","3,097,552,247.01","3,107,900,500.28","3,029,349,496.51","3,171,594,808.86","3,122,081,619.98","3,041,508,240.62","3,017,625,852.68","2,848,284,166.67","2,836,574,858.98","2,743,657,503.11","2,781,973,919.59","2,993,193,216.59","2,855,784,409.69"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"511,875,000.00","511,875,000.00","511,875,000.00","511,875,000.00","580,763,800.00","580,763,800.00","580,763,800.00","580,763,800.00","580,763,800.00","871,145,700.00","871,145,700.00","871,145,700.00","871,145,700.00","871,145,700.00","871,145,700.00","871,145,700.00","871,145,700.00","871,145,700.00","871,174,542.00","871,174,542.00","871,174,542.00","871,174,542.00","871,174,542.00","871,174,542.00","871,174,542.00","871,174,542.00","871,174,542.00","871,174,542.00","871,174,542.00","871,174,542.00","872,440,086.00","894,929,755.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,030,850,948.00","1,206,534,201.00","1,206,534,201.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"241,281,681.42","241,281,681.42","241,281,681.42","241,281,681.42","780,441,192.62","783,783,728.62","783,783,728.62","780,441,192.62","780,441,192.62","490,059,292.62","490,059,292.62","490,059,292.62","490,059,292.62","490,059,292.62","490,059,292.62","490,059,292.62","627,124,153.25","627,124,153.25","627,202,941.41","627,202,681.12","627,202,681.12","627,202,681.12","627,202,681.12","627,202,681.12","627,202,681.12","627,202,681.12","627,202,681.12","627,202,681.12","627,202,681.12","627,202,681.12","495,521,901.21","590,564,085.65","1,168,212,410.89","1,168,212,410.89","1,168,212,410.89","1,343,034,610.89","1,168,212,410.89","1,168,212,410.89","1,168,212,410.89","1,168,212,410.89","1,168,212,410.89","1,168,212,410.89","1,168,212,410.89","1,168,212,410.89","1,168,212,410.89","1,168,212,410.89","1,187,410,230.74","1,187,410,230.74"
无形资产,"9,788,151.14","9,735,895.82","9,683,640.50","9,631,385.18","9,578,829.86",,,"4,320,162,023.88","4,305,479,128.89","4,290,792,500.57","4,276,157,922.23","4,261,473,777.27","4,245,655,632.27","4,224,843,451.07","4,214,078,175.59","4,172,492,728.03","4,154,575,695.43","4,136,658,662.83","4,118,741,630.23","4,057,011,295.69","4,036,224,370.78","4,015,437,445.87","3,994,650,520.96","3,973,863,596.05","3,949,491,610.15","3,925,383,735.11","3,901,027,685.40","3,849,943,974.73","3,823,490,171.08","3,797,036,367.43","3,767,259,687.03","3,747,337,024.87","3,727,118,316.01","3,702,684,006.02","3,730,457,506.18","3,707,234,738.95","3,684,011,881.72","3,660,825,758.33","3,653,872,254.94","3,627,603,698.82","3,601,689,553.78","3,577,641,805.00","3,551,631,122.28","3,522,009,138.00","3,492,435,872.26","3,466,496,518.37","3,449,127,870.95","3,417,488,657.23"
盈余公积,"137,519,949.87","139,211,450.22","139,211,450.22","153,340,883.93","153,340,883.93","153,340,883.93","153,340,883.93","189,433,943.81","189,433,943.81","189,433,943.81","189,433,943.81","198,569,938.93","198,569,938.93","198,569,938.93","198,569,938.93","206,837,604.50","206,837,604.50","206,837,604.50","206,837,604.50","212,386,723.25","212,386,723.25","212,386,723.25","212,386,723.25","212,386,723.25","212,386,723.25","212,386,723.25","212,386,723.25","217,433,024.70","217,433,024.70","217,433,024.70","222,288,006.35","222,288,006.35","222,288,006.35","222,288,006.35","225,184,820.08","225,184,820.08","225,184,820.08","225,184,820.08","230,109,643.61","230,109,643.61","230,109,643.61","230,109,643.61","238,103,184.23","238,103,184.23","238,103,184.23","238,103,184.23","246,043,093.28","246,043,093.28"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"216,270,445.43","166,439,742.19","207,815,308.38","248,057,956.67","320,261,606.72","334,481,323.69","435,182,607.85","419,977,247.40","422,213,704.67","307,147,982.85","310,844,217.04","324,392,513.25","329,744,766.54","338,402,031.28","351,492,947.94","353,923,528.09","404,780,853.98","384,855,914.41","391,440,431.55","365,217,649.00","328,483,551.82","272,842,235.09","248,908,984.96","218,508,843.63","199,572,653.81","196,071,996.81","204,168,110.00","206,270,919.83","205,564,142.39","203,160,198.53","213,254,202.60","213,746,243.88","207,344,192.05","213,775,315.66","216,095,994.07","217,356,336.88","212,162,585.65","260,459,950.66","289,233,581.82","312,615,420.37","316,015,554.48","359,728,655.53","399,145,120.16","423,899,290.39","432,487,450.95","464,826,778.10","807,953,664.82","841,804,468.26"
