科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"223,531,111.62","272,963,702.29","321,953,346.40","67,535,518.05","147,890,122.46","148,004,798.96","296,535,975.84","78,239,480.34","174,840,121.46","347,468,601.69","463,711,262.91","85,438,514.94","194,449,475.12","337,029,248.58","514,635,535.95","109,361,423.14","261,469,405.55","393,696,437.90","555,226,058.31","94,746,557.67","239,861,091.46","376,369,138.36","563,025,335.58","165,405,876.49","353,177,348.12","563,031,963.18"
二、营业利润,"38,332,512.21","49,748,571.28","52,963,434.15","7,021,845.19","20,189,160.23","27,094,405.85","36,657,749.73","9,122,014.88","20,031,601.90","42,398,103.66","51,575,786.70","3,920,571.41","9,022,796.14","27,811,457.64","48,088,130.11","5,135,443.58","18,328,254.90","31,926,665.54","51,045,715.10","3,129,627.79","9,993,904.90","14,585,242.66","28,757,952.77","7,686,384.54","10,675,401.50","10,827,891.27"
减:营业成本,"148,186,852.94","185,060,285.74","220,986,037.10","47,540,368.02","103,988,905.41","148,004,798.96","208,814,663.97","54,549,657.68","122,020,634.50","250,365,531.10","334,749,734.33","61,365,995.18","141,229,743.45","243,926,077.89","370,272,087.65","77,774,585.29","187,504,783.74","282,280,378.37","391,955,046.10","64,515,123.76","166,950,824.64","265,993,812.04","403,889,827.80","120,346,075.78","259,265,767.33","423,787,757.19"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"184,489.51","367,236.01","2,096,987.85","332,855.63","796,075.51","1,209,196.93","1,515,189.35","300,038.69","636,102.40","1,442,608.86","2,161,544.76","381,560.27","1,096,702.87","1,880,820.59","3,647,568.20","548,371.78","1,601,563.31","2,322,270.52","3,390,908.18","822,182.61","1,276,166.61","1,863,247.46","5,212,397.90","1,724,118.91","3,323,103.35","4,940,256.73"
营业外收入,"7,343,104.95","10,279,629.47","10,880,863.76","2,486,813.78","8,842,247.18","10,222,535.10","9,219,675.42","2,373,816.06","4,266,900.13","5,677,424.68","8,014,353.54","2,748,564.78","5,917,320.24","7,351,386.83","9,759,834.77","1,689,191.25","5,132,043.12","11,995,698.99","11,947,885.51","1,605,555.67","4,711,341.31","5,563,330.22","6,513,414.66","3,369,732.83","8,109,752.07","10,877,356.82"
销售费用,"4,399,860.69","4,253,398.05","5,729,532.44","1,393,539.87","2,711,283.99","4,139,516.45","5,791,785.44","3,184,000.42","7,959,428.28","11,449,406.51","14,879,298.86","3,723,148.60","8,151,611.41","12,127,119.28","18,592,763.43","7,220,541.53","14,885,737.75","21,988,786.08","30,252,837.21","5,320,478.59","12,537,515.27","19,384,875.81","28,970,917.76","8,797,220.30","19,863,830.83","29,585,540.48"
减:营业外支出,"364,639.98","3,136,022.07","66,083.52",,,,"100,000.00",,"17,375.60","28,221.17","128,221.17","18,851.00","18,851.00","18,851.00","18,851.00",,,,"39,627.06","3,538.02","7,791.86","139,420.51","189,387.69",,"5,340.84","687,216.86"
管理费用,"30,433,626.12","32,276,982.79","36,943,819.29","10,952,225.34","19,282,720.38","29,466,337.08","41,886,872.52","11,447,674.18","24,142,312.16","41,137,397.55","57,063,258.47","15,474,711.47","31,557,491.26","46,880,078.09","64,858,461.14","18,102,336.17","36,239,077.86","54,353,818.85","77,373,386.05","19,873,553.10","45,378,091.01","68,204,280.80","88,736,934.92","24,203,422.65","51,053,376.07","78,012,570.56"
其中:非流动资产处置净损失,"217,295.29","660,478.48",,,,,,,,"10,845.57","10,845.57",,,,,,,,"39,627.06","3,538.02","7,791.86","39,420.51","89,387.69",,"5,340.84","6,556.86"
