科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"644,977.84","3,041,731.30","1,469,550.61","294,684.00","78,294.13","-551,535.05","-1,675,998.00","-363,905.51","-1,372,975.51","-299,291.56","766,176.34","572,528.01","1,032,863.01","2,064,480.16","3,256,030.51","672,890.00","1,490,631.96","-594,837.49","-1,582,778.46","1,113,002.78","811,939.42","3,425,029.98","2,325,220.69","2,922,032.96","7,859,047.95","14,747,925.41"
三、利润总额,"45,310,977.18","56,892,178.68","63,778,214.39","9,508,658.97","29,031,407.41","37,316,940.95","45,777,425.15","11,495,830.94","24,281,126.43","48,047,307.17","59,461,919.07","6,650,285.19","14,921,265.38","35,143,993.47","57,829,113.88","6,824,634.83","23,460,298.02","43,922,364.53","62,953,973.55","4,731,645.44","14,697,454.35","20,009,152.37","35,081,979.74","11,056,117.37","18,779,812.73","21,018,031.23"
资产减值损失,"1,332,964.89","-1,460,189.36","1,763,984.96",,"843,682.81","423,070.95","3,545,712.83",,"1,423,017.73","974,845.57","2,515,463.45",,"2,380,894.38","2,380,894.38","6,092,396.35",,"1,512,101.23","1,512,101.23","2,883,689.33",,"2,940,060.57","2,940,060.57","5,184,042.66","-180,923.86","1,229,275.88","1,222,476.33"
减:所得税,"6,875,849.42","8,065,609.17","8,314,141.10","1,117,517.57","3,673,066.71","4,666,089.87","6,132,616.78","1,367,328.09","2,780,542.47","7,397,867.75","9,769,228.78","691,443.06","1,778,672.53","4,679,073.83","8,926,332.22","687,990.39","3,079,930.71","6,401,295.86","9,391,340.79","578,527.07","1,629,579.54","3,005,415.95","4,866,310.32","1,696,994.90","107,021.80","2,057,817.03"
加:公允价值变动净收益,"3,578.79",,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-19,406.21","324,313.52",,,,,,,,,,,"22,627.40","41,679.45","171,901.44","92,745.21","92,745.20","92,745.20","92,745.20","27,410.96","27,410.96","27,410.96","51,958.92","92,454.79","92,454.79","92,454.79"
四、净利润,"38,435,127.76","48,826,569.51","55,464,073.29","8,391,141.40","25,358,340.70","32,650,851.08","39,644,808.37","10,128,502.85","21,500,583.96","40,649,439.42","49,692,690.29","5,958,842.13","13,142,592.85","30,464,919.64","48,902,781.66","6,136,644.44","20,380,367.31","37,521,068.67","53,562,632.76","4,153,118.37","13,067,874.81","17,003,736.42","30,215,669.42","9,359,122.47","18,672,790.93","18,960,214.20"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"38,435,709.44","48,818,122.09","55,464,073.29","8,391,141.40","25,358,340.70","32,650,851.08","39,644,808.37","10,128,502.85","21,500,583.96","40,649,439.42","49,692,690.29","5,958,861.35","13,184,000.01","30,566,533.18","48,918,474.53","6,107,551.63","20,405,950.78","37,688,199.33","53,769,603.55","4,394,186.93","13,690,966.91","17,557,798.53","30,687,721.88","10,574,869.53","21,052,412.21","25,261,305.61"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,-581.68,"8,447.42",,,,,,,,,,-19.22,"-41,407.16","-101,613.54","-15,692.87","29,092.81","-25,583.47","-167,130.66","-206,970.79","-241,068.56","-623,092.10","-554,062.11","-472,052.46","-1,215,747.06","-2,379,621.28","-6,301,091.41"
