科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"87,369,786.11","143,098,536.66","187,077,589.34","45,333,582.40","1,161,291,352.56","675,357,795.02","778,805,442.50","601,227,002.57","362,942,074.92","300,551,756.51","404,749,469.42","345,100,558.92","328,404,597.62","280,622,081.25","408,393,758.35","275,995,997.15","385,464,712.39","262,211,784.97","326,830,924.55","211,296,630.16","253,269,053.41","192,065,685.84","391,732,152.07","289,533,950.01","206,374,018.96","215,465,093.44","306,825,185.55","876,189,714.07","782,674,913.79","779,370,899.20","603,829,587.87","668,956,641.44","492,371,427.05","528,466,123.50","877,301,791.44","456,152,337.86","422,992,239.39"
短期借款,"29,000,000.00","28,700,000.00","40,000,000.00","70,000,000.00","130,000,000.00","44,496,735.60","80,000,000.00","86,000,000.00","185,668,734.35","310,919,500.00","330,736,100.00","244,211,000.00","254,010,000.00","217,500,000.00","130,000,000.00","130,000,000.00","200,000,000.00","360,000,000.00","307,000,000.00","376,000,000.00","453,000,000.00","410,000,000.00","425,000,000.00","400,000,000.00","630,000,000.00","710,000,000.00","652,318,716.60","180,200,000.00","86,603,151.99","188,070,000.00","248,147,621.89","226,706,391.14","383,197,440.47","441,563,823.22","412,717,014.67","401,183,694.05","527,155,779.08"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"112,517,283.38","129,112,948.06","167,734,060.00","82,816,604.80","111,485,253.09","255,520,460.61","566,791,563.33","322,516,573.12","359,264,902.39","377,574,218.17","754,639,763.98","489,617,830.60","439,853,497.96","493,427,124.21","774,850,333.30","461,944,077.40","406,834,439.82","558,439,949.57","1,028,213,106.49","770,428,441.72","510,198,214.44","502,389,521.29","967,424,051.60","508,162,005.44","533,444,619.14","522,475,241.24","936,074,241.56","692,271,544.49","497,493,969.53","484,878,343.11","992,445,149.21","754,167,452.86","679,752,949.94","689,555,367.02","1,276,836,961.76","761,838,844.83","714,661,054.46"
应付票据,"28,500,000.00","50,890,000.00","79,790,000.00","75,380,000.00","98,500,000.00","46,000,000.00","64,000,000.00","36,470,530.77","34,500,000.00","21,095,005.00","7,573,800.00","89,917,003.93","139,139,620.14","219,076,576.53","206,557,732.65","101,924,346.96","213,158,209.50","231,510,292.05","252,794,374.71","185,874,520.50","231,220,647.24","224,272,121.48","330,758,879.41","184,811,726.42","202,082,477.34","228,332,935.46","192,480,285.21","107,117,133.31","155,168,953.89","206,180,774.08","175,835,331.04","67,726,851.70","197,210,834.17","199,064,035.73","164,952,687.92","35,323,169.87","140,150,997.61"
应收账款,"102,490,581.91","140,979,806.22","201,919,622.25","377,087,324.32","496,196,880.54","581,706,375.29","309,707,701.99","572,691,388.58","771,274,257.96","915,740,702.04","468,312,727.80","732,290,322.08","940,839,769.99","1,022,192,524.01","675,191,939.76","974,813,945.13","1,148,280,290.24","1,214,605,296.51","803,532,888.41","1,115,547,409.10","1,474,006,753.60","1,563,297,167.46","937,516,422.74","1,291,817,318.35","1,510,252,024.61","1,581,439,081.71","934,746,916.06","1,102,332,461.64","1,320,013,273.58","1,489,192,506.12","967,021,861.25","1,243,841,597.09","1,463,850,869.31","1,595,489,050.28","951,190,549.00","1,365,177,442.04","1,732,117,107.82"
应付账款,"189,155,388.65","170,528,998.81","252,740,929.31","278,906,102.06","407,791,498.47","349,053,177.33","356,164,661.46","404,152,152.74","438,783,747.29","488,935,650.29","351,650,066.78","257,057,985.18","442,821,343.42","490,457,663.59","454,761,042.41","465,129,710.23","599,067,006.03","543,951,522.05","558,939,857.80","584,446,036.10","674,230,593.09","658,796,498.80","469,739,798.61","543,553,533.67","644,142,309.43","564,041,620.65","295,823,748.27","535,971,457.00","631,577,380.80","664,099,575.54","381,709,123.54","649,277,833.91","655,139,224.78","686,017,630.06","505,123,851.28","641,984,547.69","591,956,839.00"
预付款项,"42,447,522.31","24,482,116.47","39,815,489.04","25,127,354.85","24,880,194.44","40,701,124.65","71,075,141.87","57,450,707.92","41,946,566.29","62,974,900.18","74,324,268.60","95,004,601.44","52,783,561.10","84,932,179.65","102,391,012.05","69,218,696.63","60,349,499.20","72,867,126.45","76,016,199.28","73,317,863.82","66,050,232.43","73,213,527.80","90,848,402.91","96,152,808.53","56,678,891.06","71,520,333.20","59,853,883.22","63,846,578.40","72,626,671.18","63,204,037.40","61,703,440.55","82,076,628.38","107,531,821.11","110,808,728.44","82,469,139.30","135,824,111.93","115,550,371.09"
预收款项,"77,299,758.76","77,686,627.60","81,805,426.34","66,835,869.85","91,396,152.79","112,816,030.01","113,225,185.54","97,528,289.37","90,098,734.95","121,180,131.25","107,574,531.87","102,787,120.25","104,864,608.36","177,148,726.73","152,501,315.82","133,732,022.62","150,150,567.95","189,542,848.93","176,436,625.98","163,925,475.86","160,417,035.37","186,366,791.80","180,720,643.01","204,997,959.17","130,592,179.66","177,198,265.94","172,113,012.27","158,914,177.16","171,438,091.31","186,981,299.14","170,430,871.59","190,816,986.84","183,482,239.85","194,319,837.87","186,329,132.76","211,963,608.97","177,971,049.03"
