科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"219,712,246.46","275,035,112.56","120,656,552.47","199,532,361.29","272,366,812.47","94,925,612.02","202,202,156.93","315,238,820.96","398,362,874.05","82,938,278.28","196,065,638.50","301,802,855.26","369,358,279.24","100,563,215.51","204,781,359.25","300,396,847.93","359,018,568.85","84,500,064.01","182,333,411.63","287,013,447.35","394,554,935.49","115,062,438.50","252,925,315.39","363,061,324.89","562,372,305.45","71,712,675.75","266,476,374.75","432,276,854.86","502,854,387.00","155,282,020.69","313,138,441.30","547,735,715.90","847,878,230.03","195,050,054.88","381,414,761.28","614,491,042.68"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"130,000.00",,,,,,,,,,,,,,,,"30,772,193.69",,,,,,,
收到的税费返还,"4,222,503.80","4,081,214.96","1,423,334.96","2,840,836.58","4,249,588.19","1,105,417.93","1,857,918.79","2,651,253.03","2,651,253.03","2,412,086.09","3,540,837.38","4,296,254.91","6,559,590.83",,"1,090,834.58","2,881,669.96","3,949,171.18","344,167.06","1,020,834.50","3,157,853.47","3,724,587.59","997,501.14","1,995,002.28","2,662,919.71","4,655,005.32","323,750.37","1,286,251.47","2,557,919.59","3,815,004.36","312,083.69","930,417.73","1,548,751.77","1,548,751.77","4,435,200.00","4,984,320.00","6,626,400.00"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,517,829.14","3,596,984.08","1,048,160.31","4,820,475.23","7,812,998.32","1,524,271.18","4,531,866.31","10,283,821.22","11,761,596.04","6,921,080.74","9,676,165.13","19,455,235.18","16,039,062.41","4,962,404.91","8,149,602.31","13,570,728.70","15,262,454.71","10,837,649.93","5,892,998.54","19,699,516.57","14,845,013.52","1,770,148.20","10,938,508.42","24,769,086.25","18,472,249.49","4,773,149.53","10,246,518.19","13,681,507.61","27,791,126.01","8,414,123.49","8,128,929.17","9,705,167.19","16,075,482.75","1,884,696.03","9,997,980.63","20,855,279.25"
投资活动现金流出小计,"36,327,475.21","54,786,895.59","12,670,279.33","24,128,583.97","43,872,128.21","14,287,920.90","26,982,751.78","45,588,957.98","105,177,660.70","23,777,776.59","51,050,310.66","72,094,506.65","108,193,026.08","36,972,793.11","67,294,075.75","105,227,383.86","125,683,687.63","15,233,364.86","35,041,794.13","53,346,927.36","83,606,524.61","34,631,138.66","81,717,814.87","93,747,859.86","106,585,368.17","16,342,903.07","37,843,238.71","121,049,921.96","186,110,395.48","11,240,224.13","18,674,232.77","19,710,664.31","39,204,941.90","11,251,621.43","15,182,850.77","26,648,857.79"
经营活动现金流入小计,"226,452,579.40","282,713,311.60","123,128,047.74","207,193,673.10","284,429,398.98","97,555,301.13","208,591,942.03","328,173,895.21","412,775,723.12","92,271,445.11","209,282,641.01","325,554,345.35","391,956,932.48","105,525,620.42","214,021,796.14","316,849,246.59","378,230,194.74","95,681,881.00","189,247,244.67","309,870,817.39","413,124,536.60","117,830,087.84","265,858,826.09","390,493,330.85","585,499,560.26","76,809,575.65","278,009,144.41","448,516,282.06","534,460,517.37","164,008,227.87","322,197,788.20","558,989,634.86","865,502,464.55","201,369,950.91","396,397,061.91","641,972,721.93"
投资活动产生的现金流量净额,"-33,728,558.88","-54,642,840.54","248,720.67","-11,009,583.97","-30,662,897.44","-14,260,459.36","-26,798,609.51","-45,283,716.71","-104,934,236.34","-23,776,126.59","-50,965,826.04","-71,988,022.03","-108,017,887.61","-36,970,093.11","-67,261,375.75","-105,187,683.86","-125,643,987.63","-15,233,364.86","-35,041,794.13","-53,344,027.36","-72,960,090.37","-33,788,601.83","-80,584,372.07","-92,564,417.06","-106,585,368.17","-16,272,903.07","-37,771,733.71","-120,581,741.96","-185,642,829.48","-11,194,538.50","-18,604,473.06","-19,264,331.77","-37,680,417.47","-10,754,877.43","-13,275,493.77","-24,739,976.79"
购买商品、接受劳务支付的现金,"136,295,369.97","157,166,143.28","57,931,611.53","117,935,614.03","151,021,883.82","69,920,814.93","139,232,714.39","214,796,226.41","242,032,838.20","59,970,915.27","124,624,300.45","191,671,979.07","211,656,602.61","42,165,636.51","106,231,322.96","164,999,279.42","199,557,220.82","51,606,691.32","97,403,640.99","158,645,949.31","211,843,596.65","62,882,987.83","145,821,361.62","187,645,356.80","338,814,221.46","32,307,439.36","176,522,865.27","244,618,999.01","260,684,067.78","94,305,121.03","153,193,429.10","260,854,758.75","412,112,480.72","90,169,847.94","162,050,930.04","269,859,259.00"
吸收投资收到的现金,"23,327,414.08",,,,"571,174,073.14",,,,,,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,,,,,,,"407,122,471.72","398,122,471.72","1,710,000.00","1,710,000.00","1,710,000.00","2,160,000.00",,"247,529,600.32","247,529,600.32"
