科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"16,417,749.30","20,394,468.28","9,932,110.83","15,220,120.39","22,782,122.99","7,257,573.40","14,877,165.73","23,196,611.03","33,394,255.69","13,243,681.22","25,107,296.02","38,121,424.99","56,646,153.20","13,977,585.26","25,893,560.40","40,563,486.88","55,726,861.99","18,183,545.53","33,765,043.15","50,342,948.57","70,050,002.82","22,525,385.25","39,341,635.06","61,602,052.03","82,369,115.67","25,875,440.98","49,817,090.73","70,768,517.76","106,262,228.05","30,150,940.52","55,628,627.98","89,466,358.68","124,842,368.63","34,168,446.16","69,990,839.05","95,543,513.54"
取得借款收到的现金,"31,070,000.00","122,500,000.00","56,000,000.00","56,000,000.00","76,000,000.00",,,,,,,,,,,,,,,,,,,,"55,000,000.00","20,000,000.00","145,000,000.00","165,000,000.00","205,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,
支付的各项税费,"20,286,177.83","24,827,208.83","15,319,730.34","23,866,612.12","31,145,651.33","5,030,342.53","12,494,385.23","21,059,869.31","32,944,024.37","16,502,999.65","32,983,789.93","43,809,607.35","56,517,602.73","8,732,554.59","23,287,188.65","30,869,470.20","44,780,121.51","12,275,309.48","28,827,870.27","38,536,002.05","49,369,164.21","12,685,732.79","34,984,544.85","46,784,488.07","77,345,757.74","13,266,252.78","45,689,811.03","65,711,783.02","69,752,713.50","14,996,288.91","44,452,376.39","63,015,094.85","87,999,708.86","23,292,511.16","53,745,780.72","78,930,434.59"
收到其他与筹资活动有关的现金,,,,,"6,000,000.00",,,,,,,,"6,890,000.00","7,630,000.00","7,620,000.00","7,620,000.00","30,590,000.00",,,"7,800,000.00","8,440,000.00","5,000,000.00",,,"5,000,000.00","5,000,000.00","2,380,000.00","9,380,000.00","2,800,000.00",,"1,439,500.00","6,700,000.00","8,733,099.11",,,
支付其他与经营活动有关的现金,"27,200,461.10","37,351,986.31","13,648,520.19","19,767,377.45","27,641,293.53","10,551,190.76","23,738,644.88","39,602,600.06","53,676,816.48","12,835,388.92","27,681,432.71","44,444,436.63","58,617,098.64","12,699,364.11","25,564,422.98","46,427,459.58","61,407,004.54","21,033,255.21","32,392,593.12","64,388,178.20","75,246,082.11","10,263,996.07","34,379,396.91","76,559,844.59","89,337,329.43","20,754,696.10","48,622,332.51","95,070,658.44","129,149,825.23","34,203,560.78","70,324,514.19","102,445,838.33","133,020,636.27","25,197,960.53","58,694,377.90","101,987,951.72"
筹资活动现金流入小计,"54,397,414.08","122,500,000.00","56,000,000.00","56,000,000.00","653,174,073.14",,,,,,"1,000,000.00","1,000,000.00","7,890,000.00","7,630,000.00","7,620,000.00","7,620,000.00","30,590,000.00",,,"7,800,000.00","8,440,000.00","5,000,000.00",,,"60,000,000.00","25,000,000.00","147,380,000.00","581,502,471.72","605,922,471.72","1,710,000.00","13,149,500.00","18,410,000.00","20,893,099.11",,"247,529,600.32","247,529,600.32"
经营活动现金流出小计,"200,199,758.20","239,739,806.70","96,831,972.89","176,789,723.99","232,590,951.67","92,759,921.62","190,342,910.23","298,655,306.81","362,047,934.74","102,552,985.06","210,396,819.11","318,047,448.04","383,437,457.18","77,575,140.47","180,976,494.99","282,859,696.08","361,471,208.86","103,098,801.54","192,389,147.53","311,913,078.13","406,508,845.79","108,358,101.94","254,526,938.44","372,591,741.49","587,866,424.30","92,203,829.22","320,652,099.54","476,169,958.23","565,848,834.56","173,655,911.24","323,598,947.66","515,782,050.61","757,975,194.48","172,828,765.79","344,481,927.71","546,321,158.85"
偿还债务支付的现金,"23,070,000.00","103,500,000.00","55,000,000.00","64,000,000.00","84,000,000.00","52,000,000.00","52,000,000.00","52,000,000.00","52,000,000.00",,,,,,,,,,,,,,,,,,"55,000,000.00","110,000,000.00","220,000,000.00",,"20,000,000.00","50,000,000.00","50,000,000.00",,,
经营活动产生的现金流量净额,"26,252,821.20","42,973,504.90","26,296,074.85","30,403,949.11","51,838,447.31","4,795,379.51","18,249,031.80","29,518,588.40","50,727,788.38","-10,281,539.95","-1,114,178.10","7,506,897.31","8,519,475.30","27,950,479.95","33,045,301.15","33,989,550.51","16,758,985.88","-7,416,920.54","-3,141,902.86","-2,042,260.74","6,615,690.81","9,471,985.90","11,331,887.65","17,901,589.36","-2,366,864.04","-15,394,253.57","-42,642,955.13","-27,653,676.17","-31,388,317.19","-9,647,683.37","-1,401,159.46","43,207,584.25","107,527,270.07","28,541,185.12","51,915,134.20","95,651,563.08"
分配股利、利润或偿还利息支付的现金,"8,728,114.89","8,861,927.66","10,455,092.74","12,023,618.17","10,653,007.14","258,322.50","30,706,769.20","33,245,912.95","30,706,769.20",,"36,500,054.16","36,500,054.16","36,500,059.02",,"28,845,255.51","28,845,255.51","28,309,405.53",,"24,744,236.87","24,744,236.87","25,192,958.40",,"25,839,676.37","25,839,676.37","27,613,130.92","896,955.55","31,294,558.49","33,691,133.90","35,185,050.87","404,791.66","30,862,370.15","31,175,913.12","30,995,286.82",,"60,117,657.00","60,117,657.00"
收回投资收到的现金,,,,"200,000.00","200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,437.27","7,828,370.00",,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,053.84","117,053.84",,,
筹资活动现金流出小计,"31,798,114.89","112,361,927.66","65,455,092.74","76,023,618.17","94,653,007.14","52,258,322.50","82,706,769.20","85,245,912.95","82,706,769.20",,"36,500,054.16","36,500,054.16","36,500,059.02",,"28,845,255.51","28,845,255.51","28,309,405.53",,"24,744,236.87","24,744,236.87","25,192,958.40",,"25,839,676.37","25,839,676.37","27,613,130.92","896,955.55","86,294,558.49","143,722,571.17","263,013,420.87","404,791.66","50,862,370.15","81,175,913.12","80,995,286.82",,"60,117,657.00","60,117,657.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"743,560.62","144,055.05","24,000.00","24,000.00","114,230.77","27,461.54","184,142.27","305,241.27","243,424.36","1,650.00","84,484.62","106,484.62","175,138.47","2,700.00","32,700.00","39,700.00","39,700.00",,,"2,900.00","43,200.00","842,536.83","1,133,442.80","1,183,442.80",,"70,000.00","71,505.00","468,180.00","467,566.00","45,685.63","69,759.71","329,278.70","1,407,470.59","496,744.00","1,907,357.00","1,908,881.00"
筹资活动产生的现金流量净额,"22,599,299.19","10,138,072.34","-9,455,092.74","-20,023,618.17","558,521,066.00","-52,258,322.50","-82,706,769.20","-85,245,912.95","-82,706,769.20",,"-35,500,054.16","-35,500,054.16","-28,610,059.02","7,630,000.00","-21,225,255.51","-21,225,255.51","2,280,594.47",,"-24,744,236.87","-16,944,236.87","-16,752,958.40","5,000,000.00","-25,839,676.37","-25,839,676.37","32,386,869.08","24,103,044.45","61,085,441.51","437,779,900.55","342,909,050.85","1,305,208.34","-37,712,870.15","-62,765,913.12","-60,102,187.71",,"187,411,943.32","187,411,943.32"
处置子公司及其他营业单位收到的现金净额,"1,855,355.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"12,895,000.00","12,895,000.00","12,895,000.00",,,,,,,,,,,,,,,,"10,603,234.24",,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,598,916.33","144,055.05","12,919,000.00","13,119,000.00","13,209,230.77","27,461.54","184,142.27","305,241.27","243,424.36","1,650.00","84,484.62","106,484.62","175,138.47","2,700.00","32,700.00","39,700.00","39,700.00",,,"2,900.00","10,646,434.24","842,536.83","1,133,442.80","1,183,442.80",,"70,000.00","71,505.00","468,180.00","467,566.00","45,685.63","69,759.71","446,332.54","1,524,524.43","496,744.00","1,907,357.00","1,908,881.00"
五、现金及现金等价物净增加额,"15,123,561.51","-1,531,263.30","17,089,702.78","-629,253.03","579,696,615.87","-61,723,402.35","-91,256,346.91","-101,011,041.26","-136,913,217.16","-34,057,666.54","-87,580,058.30","-99,981,178.88","-128,108,471.33","-1,389,613.16","-55,441,330.11","-92,423,388.86","-106,604,407.28","-22,650,285.40","-62,927,933.86","-72,330,524.97","-83,097,357.96","-19,316,615.93","-95,092,160.79","-100,502,504.07","-76,565,363.13","-7,564,112.19","-19,329,247.33","289,544,482.42","125,877,904.18","-19,537,013.53","-57,718,502.67","-38,822,660.64","9,744,664.89","17,786,307.69","226,051,583.75","258,323,529.61"
购建固定资产、无形资产和其他长期资产支付的现金,"36,327,475.21","54,786,895.59","12,670,279.33","24,128,583.97","43,872,128.21","14,287,920.90","26,982,751.78","45,588,957.98","105,177,660.70","23,777,776.59","50,920,310.66","71,964,506.65","108,063,026.08","36,972,793.11","67,294,075.75","105,227,383.86","125,683,687.63","15,233,364.86","35,041,794.13","53,346,927.36","83,606,524.61","34,631,138.66","81,717,814.87","93,747,859.86","106,585,368.17","16,342,903.07","37,843,238.71","105,649,921.96","144,838,201.79","7,490,224.13","11,174,232.77","12,210,664.31","31,704,941.90","11,251,621.43","15,182,850.77","26,648,857.79"
期初现金及现金等价物余额,"36,608,876.23","51,732,437.74","50,201,174.44","50,201,174.44","50,201,174.44","630,739,790.31","630,739,790.31","630,739,790.31","629,897,790.31","493,826,573.15","493,826,573.15","493,826,573.15","492,984,573.15","364,034,101.82","364,876,101.82","364,876,101.82","364,876,101.82","258,271,694.54","258,271,694.54","258,271,694.54","258,271,694.54","175,365,286.58","175,365,286.58","175,365,286.58","175,174,336.58","98,608,973.45","98,608,973.45","98,608,973.45","98,608,973.45","224,486,877.63","224,486,877.63","224,486,877.63","224,486,877.63","234,231,542.52","234,231,542.52","234,231,542.52"
投资支付的现金,,,,,,,,,,,"130,000.00","130,000.00",,,,,,,,,,,,,,,,"15,400,000.00","10,500,000.00","3,750,000.00","7,500,000.00","7,500,000.00","7,500,000.00",,,
期末现金及现金等价物余额,"51,732,437.74","50,201,174.44","67,290,877.22","49,571,921.41","629,897,790.31","569,016,387.96","539,483,443.40","529,728,749.05","492,984,573.15","459,768,906.61","406,246,514.85","393,845,394.27","364,876,101.82","362,644,488.66","309,434,771.71","272,452,712.96","258,271,694.54","235,621,409.14","195,343,760.68","185,941,169.57","175,174,336.58","156,048,670.65","80,273,125.79","74,862,782.51","98,608,973.45","91,044,861.26","79,279,726.12","388,153,455.87","224,486,877.63","204,949,864.10","166,768,374.96","185,664,216.99","234,231,542.52","252,017,850.21","460,283,126.27","492,555,072.13"
