科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"90,610,895.39","254,962,009.96","288,529,843.93","175,553,439.17","25,883,720.09","73,230,263.76","196,230,096.20","172,123,498.87","92,156,139.80","85,543,833.06","953,374,053.95","859,177,056.51","605,331,227.69","496,145,608.17","519,403,458.08","390,949,673.52","236,482,679.23","121,875,234.28","596,141,313.63","467,023,751.90","272,647,599.60","200,760,406.07","554,227,183.89","283,604,531.27","285,780,971.68","262,678,033.68","421,797,842.18","304,367,138.40","200,163,295.90","152,872,353.55","238,823,101.27","190,624,737.73","141,716,724.81","142,633,965.77","263,416,227.32","141,074,570.12","86,133,864.39","105,787,946.73","272,669,234.05","196,299,141.57","212,622,613.84","188,864,373.58","330,942,953.40","202,208,344.14","185,043,548.86"
短期借款,"35,000,000.00",,"70,000,000.00","30,000,000.00","115,000,000.00","175,000,000.00","165,000,000.00","134,000,000.00","129,000,000.00","134,000,000.00","94,505,367.50","25,000,000.00","65,000,000.00","95,000,000.00","95,000,000.00","65,000,000.00","320,000,000.00","455,000,000.00","355,000,000.00","315,000,000.00","208,557,263.49","341,357,263.49","354,993,572.54","337,162,233.36","410,702,552.01","516,935,401.69","487,139,092.64","362,119,092.64","302,120,695.27","255,139,184.77","50,000,000.00","40,000,000.00","170,000,000.00","320,000,000.00","245,000,000.00","215,000,000.00","185,000,000.00","230,000,000.00","521,000,000.00","465,310,000.00","326,310,000.00","273,310,000.00","96,813,800.00","86,426,800.00","96,909,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"150,000.00","200,000.00",,"70,958.40","900,000.00",,,"286,840.00","1,000,000.00","300,000.00",,"40,000.00",,,,"666,000.00","700,000.00",,"1,875,820.00","506,213.52","7,697,820.00","100,000.00","1,318,500.00","50,000.00","760,000.00","200,000.00","703,683.27","50,000.00",,,"300,000.00","837,760.00","235,000.00","37,899.70",,,,"1,593,298.00","1,593,298.00",,,"650,000.00","1,580,000.00",
应付票据,"11,092,060.00","27,695,000.00","28,800,000.00","22,850,000.00","15,650,000.00","30,479,660.00","42,894,801.20","29,275,141.20","8,600,000.00","11,476,778.66","14,976,778.66","60,765,393.23","7,100,000.00","10,250,000.00","11,150,000.00","6,000,000.00","1,944,591.80","4,903,726.77","15,679,115.57","12,719,980.60","3,472,864.45","2,800,000.00","19,738,544.78","19,238,544.78","700,000.00","15,494,176.05","51,065,106.66","46,535,764.37","25,680,006.92","46,549,386.72","52,324,907.96","37,606,155.23","32,029,963.06","53,014,818.27","65,902,639.70","57,852,344.35","59,941,885.69","80,182,271.63","83,559,065.18","69,213,795.12","58,645,720.82","87,998,311.64","86,925,392.67","61,890,594.96","73,640,816.98"
应收账款,"38,618,368.93","68,023,583.42","78,965,533.20","53,292,542.55","119,032,789.02","108,126,636.03","120,311,001.32","112,248,600.70","87,947,483.09","120,533,357.06","122,125,320.78","169,331,995.70","193,479,569.70","368,393,460.45","264,047,281.04","359,356,488.03","430,891,602.77","697,270,965.98","716,961,573.92","710,121,113.16","549,075,536.80","986,342,986.51","827,805,490.12","823,148,721.31","603,831,251.14","830,512,744.07","528,993,597.07","595,135,032.23","439,896,855.36","581,225,006.58","511,128,527.94","504,708,312.26","424,488,963.12","536,130,356.27","531,145,139.62","457,877,148.22","419,737,399.57","443,614,702.15","414,489,609.24","389,042,401.82","445,029,634.41","434,257,111.31","383,460,523.68","398,005,467.32","424,655,259.69"
应付账款,"42,317,983.27","32,471,717.27","78,016,469.49","37,162,227.91","70,945,603.97","106,047,410.08","111,305,846.20","129,947,968.13","117,282,469.57","135,769,502.77","93,976,099.36","158,809,023.67","128,196,116.24","140,785,790.26","183,485,341.72","222,048,778.48","186,456,356.18","251,220,754.39","183,028,948.58","228,061,349.28","269,664,019.22","386,991,823.86","250,553,512.72","166,293,383.90","153,823,677.92","212,633,613.15","170,257,688.16","204,585,739.24","131,252,544.62","205,636,252.66","177,505,972.69","219,210,693.95","358,180,733.86","255,572,494.05","256,460,383.11","145,734,098.28","164,718,787.69","192,076,274.34","237,561,359.15","179,241,159.74","199,052,464.12","210,009,139.72","245,410,920.15","223,932,885.09","188,090,674.41"
预付款项,"35,096,338.15","67,183,035.54","106,610,171.12","130,909,897.27","97,550,175.58","70,738,702.70","48,808,590.04","29,922,864.44","74,105,983.67","75,888,736.25","78,859,396.46","119,987,701.75","425,485,724.50","480,273,558.91","487,845,535.39","440,094,334.99","755,385,026.13","733,864,967.48","600,615,910.67","610,313,998.69","699,637,551.65","645,127,657.03","74,260,212.33","86,427,452.46","138,515,498.82","106,640,638.34","66,567,273.01","83,997,035.18","93,110,924.93","76,311,026.64","53,223,192.56","100,692,037.35","115,878,182.82","83,507,937.85","59,687,722.23","76,226,198.02","77,857,438.17","59,806,661.62","42,077,142.76","75,568,033.76","85,466,988.75","90,579,350.33","56,335,544.19","73,546,802.44","135,000,871.21"
预收款项,"17,303,534.16","26,613,307.53","40,063,771.71","64,800,404.68","135,247,830.93","128,480,779.24","150,922,398.58","162,143,085.33","148,502,576.02","102,577,331.66","107,613,138.88","103,269,282.20","129,523,268.36","55,753,812.43","155,951,485.68","130,765,352.08","317,268,749.61","190,994,701.26","110,586,916.88","92,256,735.58","146,590,522.42","88,206,952.86","126,234,782.88","171,218,033.83","176,766,514.18","91,362,099.97","334,491,368.85","293,454,637.42","375,295,941.93","295,536,502.02","376,579,852.26","275,888,355.93","327,950,737.14","229,774,460.19","270,834,850.20","307,620,586.15","270,195,968.55","289,833,316.42","331,665,642.16","301,908,399.48","277,635,412.83","327,428,588.37","361,595,879.86","313,220,538.07","291,373,929.45"
