科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
货币资金,"162,148,805.08","163,496,405.09","198,328,889.41","1,576,724,225.97","1,518,861,189.56","1,270,953,699.12","2,003,373,603.44","1,451,888,885.61","1,246,163,508.83","973,840,752.71","1,062,582,688.84","1,163,716,986.95","1,360,129,586.06","1,284,223,430.93","1,564,120,977.06","1,306,289,392.38","2,392,012,696.79","1,556,009,442.15","1,368,461,480.83","1,033,434,412.73","1,328,776,278.08","1,212,892,546.21","1,483,655,844.02","1,117,980,281.95","917,965,234.05","741,872,158.13","676,487,983.18","625,170,131.48","539,765,704.02","569,582,859.00"
短期借款,"67,000,000.00","80,000,000.00","80,000,000.00","422,184,000.00","385,475,000.00","371,007,500.00","68,183,000.00","407,557,000.00","557,552,500.00","444,014,000.00","478,030,000.00","477,974,000.00","682,989,366.74","672,570,736.00","798,553,427.40","1,437,125,900.00","1,514,633,302.40","1,604,956,800.00","1,689,104,416.00","1,542,841,810.00","2,092,236,770.00","2,559,587,115.62","2,868,952,504.46","2,923,798,849.24","2,934,581,861.56","3,384,484,470.96","3,488,821,809.00","3,471,231,198.01","3,596,533,486.90","30,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,270,000.00","18,288,365.70","7,600,000.00","49,401,810.52","3,750,000.00","35,987,192.56","31,460,000.00","42,870,347.87","6,250,000.00","14,900,000.00","1,500,000.00","20,000,000.00","18,600,000.00","25,820,500.00","8,250,000.00","15,746,281.00","23,432,399.03","32,075,002.83","28,096,522.66","33,089,828.50","11,700,000.00","6,833,270.00","13,914,739.00","3,000,000.00","7,197,859.00","626,000.00","5,492,500.00","14,284,517.23","5,250,000.00","23,642,438.00"
应付票据,"75,000,000.00",,"50,000,000.00",,,,,,"140,000,000.00","504,000,000.00","364,000,000.00",,,,,,,,,,,"145,000,000.00","185,000,000.00",,"30,000,000.00","30,000,000.00","70,000,000.00","60,000,000.00","69,999,999.41","6,000,000.00"
应收账款,"72,180,935.87","95,816,786.90","99,698,050.69","202,868,691.83","327,374,943.72","293,868,196.98","321,162,658.43","295,577,723.11","308,368,065.45","260,365,001.49","224,085,717.85","334,442,220.46","427,783,376.83","384,214,989.70","356,253,518.26","361,237,542.46","420,789,131.98","433,149,499.69","441,191,083.41","425,308,864.96","559,165,162.84","571,378,464.45","688,714,958.89","720,400,372.53","540,315,519.79","615,423,797.95","661,737,965.95","645,797,448.06","605,296,481.56","294,010,929.71"
应付账款,"18,554,423.32","19,813,560.14","19,707,546.55","52,439,259.61","34,878,541.14","47,518,861.09","62,612,975.48","60,457,237.23","146,301,259.96","101,838,411.59","81,105,680.04","288,624,659.36","241,215,175.34","229,453,576.55","230,963,196.96","266,919,311.88","282,024,695.25","513,585,729.14","551,471,993.20","423,533,764.88","683,691,294.49","542,447,903.82","581,397,490.75","682,275,058.12","799,321,779.37","728,065,720.00","962,376,407.39","899,247,212.07","924,432,069.67","396,724,245.67"
预付款项,"56,316,893.17","8,108,028.22","55,566,831.02","921,256,415.75","1,434,215,032.25","1,423,648,241.45","1,575,800,518.56","1,946,222,269.23","2,010,434,823.44","2,156,901,898.11","2,137,670,780.98","2,395,351,870.31","2,528,542,009.87","2,631,160,418.05","2,564,189,639.55","2,611,992,831.12","2,612,666,897.20","2,737,492,958.88","2,722,840,541.78","2,733,352,768.47","2,929,208,823.10","3,076,116,917.47","3,022,814,307.84","3,001,428,570.40","2,970,479,239.04","2,864,554,338.76","2,762,102,850.91","454,950,104.06","424,713,473.75","17,591,414.92"
预收款项,"6,937,737.55","1,108,724.78","2,832,853.42","4,166,294.00","37,925,580.84","221,909.40","5,378,388.15","1,170,770.09","2,516,515.89","1,010,329.43","373,044.03","267,948,099.78","7,558,349.26","12,718,872.00","8,182,376.29","14,421,033.75","6,821,165.00","6,177,297.22","6,116,576.72","10,514,982.75","10,337,049.00","12,786,676.23","8,407,427.73","13,385,644.84","18,363,302.74","18,932,748.61","69,651,787.43","24,069,321.92","26,082,907.36","41,148,680.76"
