科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"294,254,093.99","395,539,996.16","557,591,780.86","160,370,223.01","393,168,241.02","578,252,010.78","765,743,540.48","183,014,005.77","402,741,167.74","589,547,240.19","753,094,085.95","164,905,461.28","365,302,100.45","556,651,890.68","758,691,840.80","167,765,295.14","399,813,268.14","650,199,249.81","845,520,036.68","181,987,971.20","402,428,688.76","615,194,384.83","804,852,778.91","187,801,448.99","412,340,411.31","632,657,486.55","873,514,670.57","249,706,792.79","539,628,664.53","813,824,391.72","1,095,798,377.08","291,992,509.98","744,174,428.95","1,086,562,669.11","1,445,439,011.75","319,824,140.45"
二、营业利润,"15,124,038.08","40,156,283.84","45,414,650.64","8,461,598.48","31,705,364.47","40,401,439.92","44,071,125.26","10,605,613.43","28,544,732.45","39,059,924.34","41,185,368.63","7,056,127.79","20,092,959.60","31,289,525.17","35,556,001.09","6,108,431.34","23,397,710.02","37,225,867.57","45,578,395.92","8,480,224.56","30,824,804.91","42,793,560.22","59,001,300.98","11,703,983.97","24,905,448.70","34,166,031.83","23,157,529.29","6,462,081.14","20,544,341.83","32,205,341.51","40,615,877.92","25,450,093.03","67,949,190.04","100,855,745.94","110,118,335.00","25,856,579.65"
减:营业成本,"236,352,762.27","298,147,056.89","457,700,148.80","133,560,878.00","322,333,305.86","473,756,614.73","631,157,836.97","146,684,287.99","310,943,274.74","457,556,904.61","602,779,562.18","134,545,762.85","291,757,110.84","441,303,846.52","599,170,664.39","135,039,425.10","317,336,239.51","518,464,988.65","663,838,837.51","134,704,816.06","300,752,065.09","467,991,954.03","596,454,130.00","125,958,011.74","289,387,719.70","454,158,475.95","643,992,918.53","204,213,197.79","442,266,878.29","660,492,085.39","892,240,278.55","216,996,277.92","570,679,511.02","834,738,916.81","1,105,441,091.87","236,896,200.68"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"935,803.10","1,646,181.56","1,378,742.91","163,763.40","677,536.22","1,328,438.16","1,937,977.82","784,628.23","1,607,356.94","2,486,611.68","3,059,281.30","535,473.84","1,639,659.92","2,234,416.44","2,733,869.89","282,759.39","1,067,612.50","1,949,069.07","3,098,338.02","461,165.95","1,464,141.81","2,392,253.51","3,276,562.70","934,814.00","1,791,101.57","2,802,184.78","6,715,189.12","33,720.63","3,844,730.12","6,196,319.47","8,180,453.53","1,920,108.05","4,787,882.14","6,920,689.36","10,025,159.36","1,765,707.46"
营业外收入,"3,011,306.78","966,345.00","6,977,361.94","489,296.54","870,098.54","1,100,334.54","4,642,263.68","614,671.56","818,395.56","1,014,627.31","3,255,374.67","307,123.36","1,187,682.93","1,702,471.57","2,182,359.31","683,092.57","1,713,485.27","2,267,642.97","3,025,309.34","2,200,324.96","2,604,911.50","3,361,373.28","4,069,476.95","585,713.89","821,463.11","2,300,851.39","2,423,248.70","1,448,291.16","994,120.05","1,202,281.91","499,156.05","82,671.11","291,054.17","451,210.14","1,265,494.13","133,964.24"
销售费用,"26,008,984.35","35,611,648.72","33,239,011.28","10,620,922.02","23,160,199.06","39,622,731.66","55,644,034.84","12,965,745.70","28,812,638.26","49,529,607.35","66,152,906.42","13,473,824.23","30,747,702.16","49,716,668.38","71,569,744.24","15,031,343.46","33,305,108.58","51,122,848.58","72,971,853.46","21,666,801.52","41,248,208.00","56,993,094.33","80,900,644.43","20,607,016.56","41,513,159.92","62,737,597.92","86,954,221.86","22,639,293.45","41,996,192.04","62,168,448.12","81,088,114.50","21,363,668.87","53,887,422.90","82,321,414.52","113,659,370.61","32,239,049.86"
减:营业外支出,"450,021.62","241,184.30","938,398.30","572,712.18","568,384.18","893,185.34","1,681,266.87","202,000.00","285,393.99","442,401.47","466,248.49","25,500.00","65,813.81","116,743.96","246,983.40","367,107.18","752,214.35","755,214.35","1,104,248.77","110,600.00","160,860.71","220,860.71","281,526.70","14,700.00","1,044,121.19","1,156,079.83","1,156,079.83","1,878,392.71","2,011,241.71","4,354,648.24","4,764,576.68","3,575,182.31","3,752,350.19","5,167,976.32","5,564,145.03","215,853.62"
管理费用,"7,916,405.22","14,633,801.04","12,121,456.42","3,644,014.14","5,728,191.51","9,822,754.01","18,675,429.27","6,748,860.56","23,213,222.69","32,201,623.78","26,798,582.74","4,969,966.10","11,401,184.13","18,485,888.18","30,813,121.78","6,196,548.45","13,877,399.85","22,076,192.95","34,431,983.36","10,335,149.48","17,328,463.29","29,264,700.43","45,743,553.37","13,342,343.56","25,507,070.98","35,895,256.71","49,544,924.47","11,524,559.99","21,715,871.96","33,783,735.79","49,216,227.91","15,281,249.26","32,113,835.51","44,571,751.74","85,165,706.67","16,859,244.17"
其中:非流动资产处置净损失,"276,653.56","139,854.30","772,986.87",,,,"768,463.81",,,,"143,007.48",,,,,,,,"503,230.13",,,,"60,165.99",,,"5,202.74","5,202.74",,,"2,280,106.53",,,,,,
