科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付的各项税费,"22,045,822.82","22,353,466.27","42,087,555.70","24,816,031.82","31,100,211.57","54,487,498.14","9,428,451.04","28,191,077.48","35,599,882.77","56,693,741.76","5,657,633.54","18,662,390.40","28,338,338.58","37,922,210.93","4,084,849.19","17,396,167.95","25,575,276.84","39,659,633.14","6,578,260.25","23,861,260.15","35,364,699.98","55,640,144.46","15,215,346.46","41,871,577.95","67,392,629.68","103,442,273.80","11,866,143.35","33,581,069.87","43,310,026.53","54,935,008.58","10,207,584.32"
收到其他与筹资活动有关的现金,,,"15,020,717.66","9,675,736.11",,"9,675,736.11",,"4,066,171.80","4,066,171.80","3,900,000.00",,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"82,295,881.80","45,548,055.77","72,171,637.07","37,929,708.12","80,941,332.61","88,588,896.03","60,694,566.19","87,151,100.96","159,044,528.93","92,469,627.91","44,067,114.92","62,225,256.09","73,836,157.01","148,635,391.47","27,845,466.75","68,442,046.62","109,015,332.24","137,977,858.95","35,410,603.44","43,756,632.15","96,207,614.84","129,305,688.54","28,757,172.75","58,332,771.11","121,526,346.92","75,184,987.77","41,572,933.75","171,822,093.18","224,788,550.74","167,321,708.11","27,673,691.38"
筹资活动现金流入小计,"127,950,000.00","180,019,503.93","230,700,717.66","138,219,686.85","732,463,543.21","734,717,448.69","33,500,000.00","156,866,171.80","228,453,681.86","296,403,842.68","95,948,032.29","235,948,032.29","310,948,032.29","310,948,032.29","50,000,000.00","195,000,000.00","310,000,000.00","310,000,000.00","55,000,000.00","220,000,000.00","304,000,000.00","324,000,000.00","124,600,000.00","294,600,000.00","434,600,000.00","826,623,170.67","128,698,835.56","417,698,835.56","547,719,935.56","853,220,153.44","248,089,762.45"
经营活动现金流出小计,"328,600,960.63","422,485,470.16","520,304,407.19","276,620,189.97","505,866,323.81","726,158,008.57","225,572,805.91","426,275,419.38","605,232,765.32","831,333,376.29","206,993,665.09","345,093,644.09","544,293,328.39","785,910,032.15","170,679,313.17","381,941,719.99","596,081,268.31","809,387,529.67","202,643,004.00","418,753,816.15","683,236,666.41","879,574,511.83","219,904,801.78","450,159,266.30","776,547,722.09","1,325,285,118.40","335,962,577.41","876,126,719.19","1,287,835,714.48","1,563,472,916.23","342,406,937.76"
偿还债务支付的现金,"17,950,000.00","153,300,000.00","171,519,503.93","72,500,000.00","138,556,032.86","233,500,000.00","26,000,000.00","146,800,000.00","200,335,205.52","263,233,426.03","62,740,161.52","197,740,161.52","301,740,161.52","353,740,161.52","25,000,000.00","135,000,000.00","230,000,000.00","265,000,000.00","60,000,000.00","160,000,000.00","215,000,000.00","285,000,000.00","100,000,000.00","200,000,000.00","274,000,000.00","586,000,000.00","114,600,000.00","374,600,000.00","531,600,000.00","776,421,608.33","306,000,000.00"
经营活动产生的现金流量净额,"-42,635,230.38","15,179,719.77","61,460,487.33","-19,399,710.21","-110,398,855.15","-84,918,449.69","-74,027,863.60","-95,106,572.39","-96,159,710.17","-80,027,649.72","-38,676,317.10","2,213,163.81","76,279,625.93","87,823,584.19","-61,596,991.27","-88,164,471.59","-89,387,738.65","-61,631,785.26","-9,701,933.36","-48,393,201.22","-69,818,948.42","36,770,655.20","-49,066,691.72","-97,446,454.14","-122,011,153.31","-13,193,927.87","-39,044,926.31","38,039,200.05","86,630,308.64","182,282,594.56","-35,678,579.39"
分配股利、利润或偿还利息支付的现金,"1,945,710.62","4,888,417.45","33,640,384.69","5,043,246.45","10,164,518.10","14,988,991.59","2,244,908.03","12,598,577.72","17,340,722.91","21,755,757.16","3,393,852.30","20,344,489.60","24,239,824.16","27,080,351.21","2,522,027.78","18,828,004.67","22,602,215.83","25,827,324.03","2,918,027.24","19,652,432.52","23,076,050.07","27,794,061.43","3,265,662.54","7,041,883.23","28,549,212.39","50,471,274.49","7,480,704.01","32,379,998.61","39,823,768.07","63,758,500.71","8,064,731.66"
收回投资收到的现金,"1,000,000.00",,"250,000.00",,,,,"110,000,000.00",,,,,,,,,,,,,,,,,,"14,060,711.29",,,,"78,494,856.22",
支付其他与筹资活动有关的现金,,"14,690,000.00","4,000,000.00","9,135,000.00","9,405,950.00","10,064,206.18",,,,"87,629.20",,,,,,,,,,,,,,,,"3,700.00",,,,,
取得投资收益收到的现金,,,"3,722.00",,,,,"812,081.77","6,213,281.63",,,,,,,,,,,,,,,,,,,,"2,032,413.08","16,896,152.45","1,500,000.00"
筹资活动现金流出小计,"19,895,710.62","172,878,417.45","209,159,888.62","86,678,246.45","158,126,500.96","258,553,197.77","28,244,908.03","159,398,577.72","217,675,928.43","285,076,812.39","66,134,013.82","218,084,651.12","325,979,985.68","380,820,512.73","27,522,027.78","153,828,004.67","252,602,215.83","290,827,324.03","62,918,027.24","179,652,432.52","238,076,050.07","312,794,061.43","103,265,662.54","207,041,883.23","302,549,212.39","636,474,974.49","122,080,704.01","406,979,998.61","571,423,768.07","840,180,109.04","314,064,731.66"
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,000.00",,"30,000.00",,,,,,,,,,,"3,612,000.00",,,,,,"27,000.00","27,000.00","27,000.00",,"18,000.00","18,000.00",,"4,000.00","4,000.00","111,000.00","160,000.00",
筹资活动产生的现金流量净额,"108,054,289.38","7,141,086.48","21,540,829.04","51,541,440.40","574,337,042.25","476,164,250.92","5,255,091.97","-2,532,405.92","10,777,753.43","11,327,030.29","29,814,018.47","17,863,381.17","-15,031,953.39","-69,872,480.44","22,477,972.22","41,171,995.33","57,397,784.17","19,172,675.97","-7,918,027.24","40,347,567.48","65,923,949.93","11,205,938.57","21,334,337.46","87,558,116.77","132,050,787.61","190,148,196.18","6,618,131.55","10,718,836.95","-23,703,832.51","13,040,044.40","-65,974,969.21"
处置子公司及其他营业单位收到的现金净额,,,"462,469.54",,,,,"17,940,756.86","17,940,756.86","17,940,756.86",,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-9,767.96","-2,471.75","-9,493.20",-17.53,"80,244.44","-48,963.59","6,914.42",,,"197,834.85","-78,458.56","-91,033.12","-292,565.36","-509,680.38","-63,227.49","56,209.32","56,642.34","275,338.92","73,611.93","71,751.60","76,037.97","71,698.49","-60,530.26","-49,647.48","-19,498.14","82,055.87","4,367.90","195,004.15","178,051.81","352,245.80","24,655.59"
收到其他与投资活动有关的现金,"9,000,000.00",,"3,000,000.00",,,,"10,000,000.00",,"110,000,000.00","111,500,000.00","4,504,725.25",,"1,471,501.48","7,500,000.00",,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,020,000.00",,"3,746,191.54",,,,"10,000,000.00","128,752,838.63","134,154,038.49","129,440,756.86","4,504,725.25",,"1,471,501.48","11,112,000.00",,,,,,"27,000.00","27,000.00","27,000.00",,"18,000.00","18,000.00","14,060,711.29","4,000.00","4,000.00","2,143,413.08","95,551,008.67","1,500,000.00"
五、现金及现金等价物净增加额,"31,175,144.63","-17,933,670.28","43,117,672.09","16,134,396.12","294,055,130.26","242,212,956.90","-62,378,368.04","13,269,412.67","-1,421,826.45","-8,230,635.86","-86,455,162.81","-83,845,795.92","-91,285,036.55","-124,287,506.16","-54,078,098.37","-71,699,653.18","-67,031,013.24","-93,270,757.78","-37,071,886.73","-50,902,764.70","-56,951,218.46","-25,192,854.46","-50,395,213.62","-36,697,686.99","-24,097,794.39","43,259,119.85","-89,798,342.84","-39,038,151.72","-42,793,572.40","45,551,950.31","-121,459,482.77"
购建固定资产、无形资产和其他长期资产支付的现金,"44,254,146.41","39,805,318.34","22,308,316.60","9,495,769.56","17,701,754.30","36,722,333.76","3,612,510.83","17,844,447.65","50,193,908.20","47,429,708.14","24,019,130.87","101,528,972.25","121,141,424.53","152,840,929.53","14,895,851.83","24,763,386.24","35,097,701.10","51,086,987.41","19,525,538.06","27,955,882.56","38,159,257.94","58,268,146.72","7,602,329.10","11,777,702.14","19,135,930.55","45,102,129.30","28,289,213.60","39,140,711.66","49,287,032.21","56,647,376.32","14,085,314.53"
期初现金及现金等价物余额,"30,129,878.57","61,305,023.20","43,371,352.92","86,489,025.01","86,489,025.01","86,489,025.01","328,701,981.91","328,701,981.91","328,701,981.91","328,701,981.91","320,471,346.05","320,471,346.05","320,471,346.05","320,471,346.05","196,183,839.89","196,183,839.89","196,183,839.89","196,183,839.89","102,913,082.11","102,913,082.11","102,913,082.11","102,913,082.11","77,720,227.65","77,720,227.65","77,720,227.65","94,171,712.85","137,430,832.70","137,430,832.70","137,430,832.70","137,430,832.70","182,982,783.01"
投资支付的现金,,,"250,000.00","4,250,000.00","150,000,000.00",,,,,"21,738,900.00",,,,,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","28,695,829.56","29,090,702.38","48,854,481.21","58,754,481.21","77,480,000.00","7,245,275.23"
期末现金及现金等价物余额,"61,305,023.20","43,371,352.92","86,489,025.01","102,623,421.13","380,544,155.27","328,701,981.91","266,323,613.87","341,971,394.58","327,280,155.46","320,471,346.05","234,016,183.24","236,625,550.13","229,186,309.50","196,183,839.89","142,105,741.52","124,484,186.71","129,152,826.65","102,913,082.11","65,841,195.38","52,010,317.41","45,961,863.65","77,720,227.65","27,325,014.03","41,022,540.66","53,622,433.26","137,430,832.70","47,632,489.86","98,392,680.98","94,637,260.30","182,982,783.01","61,523,300.24"
