科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"170,341,699.54","184,899,255.25","246,308,549.96","112,930,206.52","196,922,720.37","364,452,698.20","66,206,637.97","241,302,613.74","323,485,631.29","471,856,815.43","149,066,486.08","373,360,320.08","550,602,013.40","723,561,828.02","85,522,237.54","263,850,388.21","399,670,471.60","640,526,055.66","115,664,575.69","250,051,500.95","449,089,510.28","662,006,244.69","100,694,900.50","247,193,740.75","411,873,717.85","790,415,759.63","128,190,911.17","356,096,141.61","447,146,706.04","810,368,593.52","120,535,691.69","240,751,781.59","415,418,401.59","825,974,651.23","122,336,212.57","272,502,657.61"
取得子公司及其他营业单位支付的现金净额,"440,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"6,973,152.44","3,537,272.15","6,751,861.80","3,599,160.69","5,342,995.13","6,469,277.74","510,956.10","2,475,858.24","2,479,395.84","4,061,292.90","3,227,029.03","4,277,382.28","7,069,639.94","10,879,837.08","1,358,828.89","2,726,025.21","4,316,457.98","6,181,470.16","2,690,501.82","3,696,296.44","5,350,466.27","6,283,848.87","787,882.41","1,027,048.83","1,535,083.61","3,667,981.18","1,036,646.47","2,130,606.60","2,162,994.31","2,660,652.70","486,249.28","1,266,828.88","1,736,158.57","1,910,985.29","123,955.64","123,955.64"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"27,764,261.64","27,175,025.84","8,217,436.73","4,322,974.23","6,523,674.80","20,534,843.32","4,045,152.99","18,545,888.11","18,725,876.18","18,289,300.40","13,112,432.19","15,693,253.55","18,553,423.75","27,315,914.51","20,234,451.17","18,219,040.01","28,345,142.93","38,759,176.26","7,372,684.95","37,037,800.83","34,806,913.74","35,271,155.32","8,180,876.65","11,252,491.03","17,305,117.06","12,633,231.09","46,804,359.48","56,962,248.40","60,355,639.01","11,221,118.25","15,216,136.53","21,530,300.70","57,633,509.50","13,218,640.29","3,120,796.99","21,696,707.42"
投资活动现金流出小计,"5,585,478.75","15,137,384.48","17,023,751.96","11,200,811.58","17,047,823.58","759,205,012.20","4,983,467.52","29,181,864.52","65,119,983.26","253,384,829.44","8,498,339.64","88,293,167.66","94,490,519.42","409,217,108.00","39,051,760.19","188,540,078.35","825,672,214.54","1,345,208,522.07","655,977,190.88","1,631,685,679.46","2,820,056,797.86","3,862,307,998.92","677,224,757.18","919,676,339.50","1,942,535,401.26","2,641,321,212.04","466,353,995.26","921,524,817.57","1,273,417,336.20","1,809,214,359.48","589,474,342.50","856,746,143.83","1,284,067,606.29","2,010,827,042.50","831,086,983.51","1,266,649,670.32"
经营活动现金流入小计,"205,079,113.62","215,611,553.24","261,277,848.49","120,852,341.44","208,789,390.30","391,456,819.26","70,762,747.06","262,324,360.09","344,690,903.31","494,207,408.73","165,405,947.30","393,330,955.91","576,225,077.09","761,757,579.61","107,115,517.60","284,795,453.43","432,332,072.51","685,466,702.08","125,727,762.46","290,785,598.22","489,246,890.29","703,561,248.88","109,663,659.56","259,473,280.61","430,713,918.52","806,716,971.90","176,031,917.12","415,188,996.61","509,665,339.36","824,250,364.47","136,238,077.50","263,548,911.17","474,788,069.66","841,104,276.81","125,580,965.20","294,323,320.67"
投资活动产生的现金流量净额,"-5,089,095.59","-14,027,384.48","-15,075,658.47","-11,200,811.58","-17,047,273.58","-759,204,392.20","-4,983,467.52","127,403,404.24","91,467,285.50","504,326,341.48","-7,098,339.64","24,201,621.82","26,141,636.73","-208,152,887.24","-38,787,925.14","126,081,696.33","-282,317,696.35","-411,892,318.62","126,587,879.74","222,806,786.04","89,040,873.32","-61,414,529.96","-95,293,392.00","-101,967,214.82","46,491,042.88","-22,622,475.92","-137,289,896.20","-56,485,345.35","-20,958,976.00","18,691,615.34","-253,329,886.30","-322,326,503.71","-276,151,417.06","-788,497,071.21","50,682,330.48","267,804,714.31"
购买商品、接受劳务支付的现金,"91,341,375.90","104,635,575.76","147,090,686.62","71,551,465.70","116,406,636.90","215,458,990.47","52,095,793.81","200,644,506.76","259,549,069.99","311,552,934.96","103,195,903.88","280,072,765.11","377,402,706.03","468,537,275.21","62,373,736.11","200,746,450.72","297,477,653.41","450,389,077.36","120,680,010.18","240,466,905.46","377,581,529.60","518,987,970.92","91,353,313.90","208,732,002.15","310,582,039.33","547,974,740.59","123,386,381.66","340,349,602.68","411,335,289.21","553,509,274.21","100,321,143.06","199,181,072.76","300,441,474.26","551,576,048.63","105,873,069.74","235,018,347.34"
吸收投资收到的现金,,,,,"911,900,000.00","911,900,000.00",,,,,,,,,,,,"1,500,000.00",,,,,,,,"14,500,000.00",,,,,,,"2,450,000.00","2,450,000.00",,
