科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"34,357,657.39","48,349,681.92","51,587,301.95","42,352,242.52","217,292,985.15","107,985,352.75","100,844,637.57","186,716,834.63","49,928,447.52","96,422,583.15","74,182,731.59","85,522,624.43","81,875,817.52","84,534,040.13","59,273,368.90","59,073,335.56","58,013,120.91","69,724,013.49","52,322,650.66","75,040,128.58"
短期借款,"10,000,000.00",,"35,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,"20,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"7,958,190.30","5,521,697.20","11,186,978.41","14,859,839.09","10,910,697.67","12,871,957.04","12,146,164.98","17,043,199.17","14,262,058.83","7,155,126.29","3,565,049.71","11,888,838.79","10,501,436.25","12,631,932.03","10,285,663.48","12,420,989.63","15,499,922.71","17,035,983.69","20,023,979.57","18,724,423.46"
应付票据,"1,430,322.67",,,,,,,,,,,,,,,,,,,
应收账款,"45,698,800.17","37,616,209.96","46,074,899.87","41,574,791.27","42,049,743.17","37,440,570.75","31,452,929.16","35,528,452.01","38,910,413.61","30,540,419.88","31,237,170.20","35,818,410.96","34,531,954.46","32,467,249.99","32,872,582.29","46,794,961.23","43,243,183.45","36,130,506.81","36,178,130.28","46,444,407.34"
应付账款,"14,614,469.80","13,094,883.95","17,563,805.46","22,296,114.43","22,502,736.99","21,771,484.65","16,433,727.11","18,823,399.78","20,724,438.38","12,170,956.40","9,374,747.87","13,820,169.74","11,058,652.96","13,041,869.52","12,685,584.16","18,998,706.36","18,101,466.73","17,055,645.58","13,518,476.57","19,558,794.33"
预付款项,"17,594,986.27","18,996,375.14","6,044,342.87","9,760,514.49","1,142,012.83","1,344,417.55","1,120,421.16","1,490,917.84","2,052,001.26","1,535,764.12","1,439,765.26","1,523,027.18","1,536,001.87","2,496,468.36","3,192,244.05","3,245,821.09","2,572,955.67","3,026,693.98","42,626,468.18","42,130,158.04"
预收款项,"810,590.19","968,352.15","823,214.95","889,040.87","857,199.45","1,158,551.63","2,070,980.81","944,511.88","1,121,028.78","793,995.72","942,204.48","1,149,775.72","1,474,380.40","1,024,881.61","1,659,686.63","973,329.73","1,488,326.50","2,203,690.88","2,224,675.96","1,827,624.74"
