科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"16,396,998,000.00","13,712,077,185.79","7,802,907,000.00","11,966,178,757.99","11,590,371,000.00","10,570,381,218.47","16,295,585,000.00","13,361,468,000.00","13,994,550,000.00","8,515,459,000.00","7,858,760,000.00","9,041,569,000.00","11,229,277,000.00","8,445,744,000.00","9,495,645,000.00","10,640,042,000.00","10,407,886,000.00","10,306,951,000.00","11,644,741,000.00","16,176,797,000.00","14,184,517,000.00","11,372,028,000.00","10,191,608,000.00","12,260,366,000.00","10,950,710,000.00","11,489,064,000.00","12,425,853,000.00","16,112,560,000.00","22,041,048,000.00","15,344,451,000.00","17,932,190,000.00","19,130,824,000.00","20,117,982,000.00","14,913,733,000.00","22,487,875,000.00","15,378,902,000.00","20,577,943,000.00","25,583,458,000.00","25,895,495,000.00","24,668,833,000.00","20,337,839,000.00","18,092,106,000.00","29,903,178,000.00"
短期借款,"2,834,706,000.00","2,677,806,192.42","3,114,640,000.00","7,752,199,058.89","11,750,418,000.00","12,783,403,614.90","14,188,202,000.00","15,976,946,000.00","18,774,793,000.00","19,924,787,000.00","22,993,285,000.00","22,858,269,000.00","21,601,769,000.00","18,468,513,000.00","20,589,680,000.00","32,250,569,000.00","35,908,075,000.00","31,387,344,000.00","32,322,794,000.00","39,422,719,000.00","53,294,578,000.00","46,617,880,000.00","40,313,218,000.00","46,660,575,000.00","45,984,063,000.00","45,378,214,000.00","47,146,473,000.00","44,579,147,000.00","39,394,685,000.00","37,630,546,000.00","40,792,689,000.00","39,037,268,000.00","34,774,615,000.00","35,687,151,000.00","34,749,287,000.00","33,706,743,000.00","31,890,482,000.00","35,248,362,000.00","32,154,825,000.00","35,431,921,000.00","37,193,619,000.00","33,718,676,000.00","30,834,442,000.00"
交易性金融资产,"61,345,000.00","27,024,072.95","8,103,000.00","8,551,661.67","18,266,000.00","95,563,200.00","57,864,000.00","120,017,000.00","64,325,000.00","672,000.00","64,000.00","2,184,000.00","55,704,000.00","21,004,000.00","17,208,000.00","20,518,000.00","19,970,000.00","128,273,000.00","5,807,000.00","11,155,000.00","3,527,000.00","62,015,000.00","8,983,000.00","1,754,000.00","343,000.00","9,973,000.00","23,000.00","24,000.00","27,636,000.00","51,515,000.00","120,901,000.00","30,643,000.00","5,418,000.00","7,770,000.00","2,058,000.00",,"1,391,000.00","2,186,000.00","54,756,000.00","20,237,000.00","28,967,000.00","44,272,000.00","9,534,000.00"
交易性金融负债,,,,,"92,498,000.00","1,619,561.00","114,047,000.00","134,000.00",,,"47,855,000.00","20,982,000.00","10,892,000.00","2,902,000.00","8,559,000.00","32,329,000.00","8,415,000.00","7,425,000.00","2,280,000.00","7,011,000.00","211,144,000.00","7,833,000.00","12,662,000.00","49,177,000.00","12,493,000.00","6,089,000.00","1,947,000.00","77,304,000.00","1,210,000.00","4,078,000.00","29,384,000.00","56,533,000.00","202,059,000.00","272,332,000.00","161,700,000.00","239,992,000.00","128,343,000.00","119,363,000.00","3,575,000.00","7,744,000.00","46,779,000.00","88,697,000.00","89,426,000.00"
应收票据,"2,129,496,000.00","1,998,221,806.18","2,403,876,000.00","987,830,293.86","1,517,341,000.00","1,176,593,915.84","722,285,000.00","293,148,000.00","740,923,000.00","1,136,182,000.00","1,785,631,000.00","1,753,368,000.00","2,017,093,000.00","1,109,760,000.00","1,981,570,000.00","2,227,851,000.00","2,348,103,000.00","3,532,216,000.00","4,136,568,000.00","2,781,643,000.00","4,935,174,000.00","3,768,710,000.00","1,190,643,000.00","1,743,292,000.00","2,633,622,000.00","2,388,785,000.00","2,142,453,000.00","2,344,553,000.00","2,033,531,000.00","1,480,751,000.00","2,332,964,000.00","1,467,120,000.00","2,702,776,000.00","2,267,179,000.00","1,266,561,000.00","1,512,818,000.00","2,209,538,000.00","1,808,907,000.00","3,163,027,000.00","2,840,582,000.00","3,609,425,000.00","3,258,958,000.00","3,714,212,000.00"
应付票据,"10,000.00","33,160,000.00","96,510,000.00","101,020,000.00","183,458,000.00","251,010,000.00","418,010,000.00","1,104,799,000.00","2,042,288,000.00","2,170,167,000.00","1,731,707,000.00","3,237,105,000.00","3,132,355,000.00","1,863,153,000.00","2,037,042,000.00","2,894,431,000.00","3,434,636,000.00","3,733,111,000.00","1,889,875,000.00","2,567,000,000.00","3,170,520,000.00","2,381,820,000.00","2,175,710,000.00","6,232,202,000.00","5,894,391,000.00","4,198,183,000.00","3,631,144,000.00","5,619,030,000.00","5,074,922,000.00","3,916,846,000.00","5,234,103,000.00","5,574,625,000.00","5,281,357,000.00","6,071,941,000.00","6,720,576,000.00","6,632,706,000.00","5,705,403,000.00","5,760,476,000.00","4,603,109,000.00","5,579,476,000.00","6,077,487,000.00","5,565,346,000.00","4,570,059,000.00"
应收账款,"611,534,000.00","1,334,464,915.47","571,792,000.00","1,817,482,414.00","1,561,154,000.00","2,303,706,199.97","1,313,039,000.00","2,808,550,000.00","1,550,651,000.00","2,496,238,000.00","1,417,451,000.00","3,850,430,000.00","1,941,435,000.00","2,500,950,000.00","1,288,403,000.00","2,603,782,000.00","1,693,395,000.00","3,344,696,000.00","1,495,197,000.00","2,537,402,000.00","2,553,942,000.00","3,223,395,000.00","1,425,219,000.00","4,546,464,000.00","4,273,593,000.00","6,760,251,000.00","4,014,152,000.00","5,699,899,000.00","4,954,641,000.00","4,933,823,000.00","2,979,611,000.00","3,718,242,000.00","4,036,557,000.00","4,478,211,000.00","3,884,478,000.00","4,659,447,000.00","4,368,399,000.00","5,108,044,000.00","4,164,154,000.00","5,103,861,000.00","4,854,154,000.00","5,847,862,000.00","4,311,997,000.00"
应付账款,"4,355,184,000.00","4,524,396,895.12","3,514,915,000.00","3,368,785,353.16","4,381,108,000.00","4,933,616,083.83","4,343,930,000.00","3,980,436,000.00","3,294,809,000.00","3,664,802,000.00","4,440,736,000.00","5,709,863,000.00","4,933,459,000.00","4,932,752,000.00","4,339,300,000.00","4,394,326,000.00","6,098,673,000.00","6,577,775,000.00","6,511,435,000.00","7,381,357,000.00","6,100,933,000.00","5,761,476,000.00","4,883,484,000.00","7,144,644,000.00","7,741,197,000.00","8,495,096,000.00","8,770,506,000.00","9,273,201,000.00","8,586,255,000.00","9,084,425,000.00","10,514,248,000.00","10,490,753,000.00","11,551,004,000.00","9,798,336,000.00","7,785,562,000.00","7,713,887,000.00","6,747,368,000.00","5,978,936,000.00","6,682,225,000.00","7,144,905,000.00","6,849,510,000.00","6,819,572,000.00","7,751,911,000.00"
预付款项,"1,088,182,000.00","1,520,021,244.55","1,373,705,000.00","2,015,712,415.25","1,852,341,000.00","2,871,052,781.94","1,058,238,000.00","1,567,586,000.00","1,193,009,000.00","1,726,760,000.00","1,240,937,000.00","2,314,451,000.00","2,217,206,000.00","3,230,971,000.00","2,151,423,000.00","3,962,649,000.00","4,394,065,000.00","5,299,493,000.00","4,034,410,000.00","5,892,775,000.00","6,167,780,000.00","7,402,982,000.00","4,481,005,000.00","7,415,895,000.00","6,977,105,000.00","9,697,264,000.00","5,805,619,000.00","7,060,621,000.00","5,690,872,000.00","7,954,595,000.00","3,266,451,000.00","4,539,795,000.00","3,616,758,000.00","3,663,609,000.00","3,746,620,000.00","3,781,658,000.00","4,518,278,000.00","4,296,550,000.00","2,743,279,000.00","2,721,538,000.00","1,499,293,000.00","3,144,871,000.00","946,583,000.00"
预收款项,"1,321,647,000.00","1,536,053,743.65","1,052,922,000.00","1,964,974,231.31","1,206,212,000.00","2,223,762,204.30","3,671,584,000.00","3,914,261,000.00","3,726,677,000.00","3,271,800,000.00","989,734,000.00","1,397,624,000.00","1,101,334,000.00","1,837,990,000.00","988,740,000.00","1,490,160,000.00","1,432,720,000.00","1,384,237,000.00","1,138,393,000.00","1,185,331,000.00","1,147,831,000.00","1,826,067,000.00","1,278,746,000.00","2,231,083,000.00","1,823,186,000.00","3,378,035,000.00","1,565,691,000.00","2,102,179,000.00","2,020,672,000.00","2,682,703,000.00","2,697,439,000.00","4,477,119,000.00","2,053,238,000.00","2,513,345,000.00","1,654,058,000.00","1,745,364,000.00","1,859,465,000.00","2,906,718,000.00","1,799,200,000.00","2,241,598,000.00","2,114,589,000.00","3,093,506,000.00","1,597,539,000.00"
