科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"124,544,157.19","120,653,694.89","117,517,356.41","162,951,524.72","704,123,566.67","557,831,510.51","466,756,440.91","485,750,780.13","479,592,520.89","568,489,376.38","653,832,421.38","496,924,290.07","549,800,003.45","503,237,152.61","452,638,161.09","345,434,877.04","366,995,729.01","477,292,847.06","594,777,872.11","596,877,604.21","1,438,039,789.69","943,187,640.69","917,321,828.13","1,554,680,274.60","1,507,878,415.94","731,709,733.48","764,590,741.84","1,141,836,203.43","2,271,291,877.88","1,187,961,829.80","1,323,402,048.47","1,450,591,080.85","2,812,609,819.60","1,154,940,859.89","1,750,665,006.11","1,222,943,176.27","4,676,346,159.18","2,800,550,820.03"
短期借款,"100,000,000.00","160,000,000.00","165,000,000.00","185,000,000.00","185,000,000.00","160,000,000.00","150,000,000.00","150,000,000.00","100,000,000.00","83,400,000.00","189,400,000.00","189,400,000.00","195,400,000.00","145,400,000.00","205,400,000.00","185,400,000.00","179,400,000.00","394,442,225.67","557,560,000.00","792,490,000.00","1,106,474,328.74","1,123,054,287.00","1,215,976,740.82","1,329,039,460.37","706,172,719.55","736,320,000.00","897,970,000.00","1,412,073,722.93","1,154,680,000.00","1,225,058,000.00","1,174,070,000.00","954,211,251.42","239,517,000.00","668,017,000.00","1,125,116,500.74","1,365,736,238.44","661,784,849.72","533,450,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"33,755,607.87","30,572,610.00","7,224,531.01","6,684,342.27","37,227,533.31","22,955,911.89","775,637.00","20,012,000.00","39,898,519.27","26,959,394.00","53,615,541.20","97,730,000.00","97,980,937.00","26,404,435.58","38,955,133.76","48,955,199.78","205,784,571.00","437,178,920.11","687,711,550.79","635,382,360.89","1,375,114,607.45","874,379,440.65","543,296,871.17","578,628,160.38","2,128,851,107.52","1,529,943,489.53","790,620,928.73","614,078,503.90","2,235,128,831.03","1,515,947,216.61","696,483,084.10","553,239,099.82","1,175,661,930.04","812,131,149.51","1,040,756,739.20","1,274,207,101.05","1,819,437,157.45","1,336,331,856.72"
应付票据,"11,347,625.00","15,532,404.56","21,147,462.00","38,636,291.52","29,766,655.52","12,877,826.00","7,600,000.00","16,761,592.00","6,861,592.00","3,600,000.00","3,200,000.00","8,550,000.00","16,700,000.00","22,190,000.00","57,665,672.00","3,836,672.00","2,000,000.00","275,542,026.09","888,191,666.76","779,415,711.76","468,566,417.22","427,900,780.14","537,520,085.90","780,347,272.79","692,704,890.11","471,663,633.77","617,011,220.19","975,196,329.08","880,439,007.71","877,702,037.23","1,212,134,711.07","1,276,095,988.38","1,271,385,431.26","1,348,950,022.17","1,628,002,343.22","1,423,566,103.68","1,202,680,690.32","1,320,784,333.79"
应收账款,"125,893,729.78","214,487,282.11","360,709,422.03","449,047,612.77","228,312,260.62","216,147,524.02","436,106,909.90","506,392,813.40","311,135,513.43","232,170,294.03","538,002,367.79","730,964,434.03","468,304,392.86","379,134,471.38","809,227,060.39","1,066,711,689.08","495,814,831.96","2,776,654,039.18","3,894,971,400.20","4,544,775,339.24","3,003,740,857.82","3,787,283,721.75","5,100,105,591.67","6,384,066,896.12","3,825,195,214.11","4,373,864,180.64","6,068,686,087.90","7,786,106,412.77","4,474,646,661.31","5,643,942,067.75","7,317,602,411.89","8,703,850,518.95","6,592,509,785.20","7,863,946,125.05","9,590,042,953.15","10,876,189,739.06","7,897,751,801.34","9,388,032,580.68"
应付账款,"60,486,197.72","88,981,569.89","201,188,646.18","253,693,823.24","105,139,075.74","76,635,254.45","276,925,262.67","273,019,601.16","118,892,720.41","112,931,095.15","323,443,357.27","380,124,262.63","290,312,300.02","198,333,716.12","495,786,950.55","731,256,671.16","523,281,637.14","1,771,560,363.67","2,314,552,414.11","2,650,964,281.91","2,099,597,243.42","2,280,529,504.82","2,875,311,819.07","3,255,564,805.29","2,841,264,210.26","2,636,221,924.94","3,411,827,446.60","4,079,337,193.69","3,744,466,781.27","3,341,364,370.56","3,882,944,200.56","4,585,710,525.60","4,800,793,897.51","4,394,620,996.26","5,517,436,488.05","6,663,729,879.92","6,871,825,492.76","6,338,904,894.82"
预付款项,"18,021,528.33","13,210,498.14","10,473,305.23","10,927,993.33","10,438,750.86","40,415,039.86","43,545,444.24","70,015,495.69","15,186,264.30","178,345,102.97","154,987,733.87","113,697,078.36","95,611,854.28","135,154,771.29","154,367,342.92","98,836,598.81","17,763,647.30","170,817,436.14","115,669,874.57","118,321,471.76","96,670,673.12","185,626,186.92","192,078,790.33","197,618,513.96","187,324,023.58","211,749,077.45","373,737,551.35","285,385,896.94","240,035,022.48","362,012,972.62","250,092,899.31","237,588,320.28","221,046,529.73","398,689,628.76","337,333,051.52","328,323,737.95","184,754,354.53","298,707,309.30"
预收款项,"4,904,578.18","6,943,296.18","7,607,141.66","2,673,861.62","4,540,305.64","4,441,893.35","18,104,692.62","29,885,130.67","14,709,540.25","23,381,893.49","89,548,991.95","46,802,079.72","24,245,387.76","30,699,064.30","52,057,646.16","32,396,990.60","7,496,072.80","12,374,046.81","75,923,134.69","26,918,020.49","27,044,127.93","29,707,382.79","34,734,971.96","76,038,978.01","73,329,652.09","90,312,333.87","32,612,870.99","60,461,911.39","38,753,999.29","31,012,541.98","27,591,213.56","38,529,984.54","41,400,552.64","75,195,338.31","98,597,104.86","141,744,054.47","39,837,462.59","92,323,446.89"
其他应收款,"3,638,975.40","1,708,809.73","1,942,678.59","3,616,724.18","1,431,321.50","3,825,123.12","2,234,723.65","3,028,873.53","3,126,896.36","5,020,026.88","4,022,987.88","8,022,311.67","8,789,751.29","19,333,549.81","10,321,471.74","6,995,506.72","9,317,530.31","44,696,163.18","49,653,000.81","51,985,093.46","29,735,537.23","42,098,830.64","40,384,073.82","43,325,529.08","28,235,463.81","62,255,087.65","59,280,859.98","48,655,444.66","34,398,417.00","71,392,519.85","100,199,928.31","129,387,334.38","64,548,315.65","64,559,416.32","97,079,843.02","128,762,438.33","106,511,171.16","117,461,573.91"
应付职工薪酬,"18,698,715.24","33,097,277.84","21,645,741.20","27,805,634.74","48,944,455.16","35,722,868.93","25,125,016.78","45,049,816.99","51,427,090.35","28,003,746.08","29,925,948.03","57,690,085.75","76,404,862.73","54,965,503.49","42,571,352.13","48,250,165.80","83,607,506.69","110,284,727.12","103,885,419.00","113,843,051.56","183,446,099.42","101,112,539.90","112,444,146.39","123,465,420.94","223,307,653.39","130,793,010.27","172,938,719.41","209,935,811.21","294,694,053.32","200,630,883.31","228,699,121.04","229,942,323.90","239,464,359.59","141,104,753.71","155,500,144.27","167,563,695.78","219,010,441.53","156,091,009.43"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,869,606.79","12,424,212.30","11,475,427.64","15,381,284.10","15,551,589.99","15,135,954.56","12,276,876.32","21,979,601.48","14,014,856.79","10,191,159.47","17,398,403.38","31,604,718.73","31,276,364.04","20,751,682.80","16,100,077.99","55,927,282.23","55,665,103.11","323,752,697.55","337,294,658.98","346,329,016.49","364,970,421.83","341,831,612.77","396,768,789.38","412,848,436.80","412,595,877.84","372,823,229.23","264,821,540.50","283,809,989.80","267,929,755.48","236,664,518.86","263,701,583.86","288,780,378.87","277,743,711.50","262,334,495.40","270,495,555.07","314,122,254.46","347,707,705.99","303,157,892.83"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"1,333,300.00","8,916,600.00","16,583,200.00","24,249,800.00","1,749,700.00","9,333,000.00","16,999,600.00","25,310,000.00","2,809,900.00","8,833,200.00","16,499,800.00","42,239,350.00","35,301,750.00","58,876,650.00","20,201,650.00","40,533,100.00","32,057,127.78","53,581,155.55","21,149,144.45","48,350,138.88","46,623,111.11","66,808,305.57","28,994,997.11","10,257,180.46","16,054,430.47"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"7,051,876.38","6,183,320.00","6,183,320.00","6,183,320.00","6,183,320.00","6,183,320.00","9,119,115.00","7,787,325.00","89,705.48","89,705.48","89,705.48","89,705.48","89,705.48",,,,,"30,979,103.66","22,889,831.86","22,146,735.39","8,008,684.22","8,045,824.37","42,169,692.37","42,169,692.37","8,008,684.22","8,008,684.22","48,032,552.22","15,792,383.12","13,908,684.22","9,908,684.22","9,908,684.22","11,724,477.47","9,417,423.57","8,008,684.22","60,083,164.79","8,008,684.22","8,008,684.22","8,008,684.22"
存货,"6,952,194.92","13,385,107.28","28,177,954.33","20,409,581.71","21,526,217.36","34,681,070.69","40,817,775.89","25,506,379.85","29,162,862.19","53,724,813.13","66,557,548.27","47,653,089.12","49,792,425.66","65,600,348.25","86,011,505.47","79,288,175.76","115,417,217.52","259,274,914.00","278,864,076.16","243,048,782.13","257,034,387.58","313,957,188.62","336,985,017.85","308,479,290.49","281,552,611.58","318,298,701.58","301,023,415.98","292,613,693.83","270,296,080.71","271,545,658.43","275,103,013.82","254,728,591.00","240,774,011.45","320,688,015.17","322,856,698.47","289,822,484.27","275,261,623.64","378,547,652.70"
其他应付款,"4,034,586.24","5,768,741.90","5,235,196.55","3,448,709.09","4,184,731.49","9,438,774.81","3,074,997.32","8,077,200.46","3,483,403.70","5,156,071.68","19,236,737.33","23,446,129.47","16,202,567.16","21,260,611.84","16,690,467.52","17,651,034.76","15,243,929.32","112,833,085.91","96,534,919.32","81,634,308.35","55,896,952.14","50,717,076.44","47,417,063.89","94,294,248.68","53,735,889.85","43,882,675.33","63,871,655.33","63,985,774.04","71,549,983.83","87,896,783.66","102,902,664.08","99,738,267.58","84,654,094.34","80,134,900.05","111,262,324.03","118,480,647.17","108,889,334.66","125,729,190.29"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"900,459.08","620,343.00","413,562.00","206,781.00","16,986,158.64","7,630,749.94","9,147,608.30","4,616,174.06","8,560,318.42","5,994,916.70","10,068,902.63","7,238,916.74","17,831,813.17","8,244,180.30"
一年内到期的非流动负债,,,,,"10,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","300,000,000.00","60,000,000.00","70,000,000.00","60,000,000.00","30,000,000.00","45,000,000.00","49,000,000.00","99,000,000.00","111,496,740.19","182,210,616.57","148,082,738.35","137,590,679.33","132,114,994.04","291,221,183.81","235,507,118.98","156,429,346.81","21,089,367.74","10,873,382.48","7,087,079.75","48,980,859.99","47,798,182.68","481,559,147.68","397,719,147.68","1,226,469,991.56","827,005,106.25","855,292,210.68","235,405,106.25","19,405,106.25","19,405,106.25"
其他流动资产,,,,,,,,,,,,,,,,"41,813,091.20","50,143,936.69","54,218,157.00","48,398,185.90","42,325,326.25","42,790,589.80","43,344,559.27","43,400,806.87","40,340,010.20","39,477,358.61","39,230,135.37","31,128,247.20","24,845,027.03","27,300,160.13","26,578,261.07","21,118,239.92","14,780,106.35","12,205,303.08","15,417,476.67","17,447,031.85","7,823,249.09","15,459,120.98","23,092,283.90"
其他流动负债,,,,,,,,,,,"300,000,000.00","300,000,000.00","307,795,726.03",,,,,,,,,,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,
流动资产合计,"312,806,193.49","394,018,002.15","526,045,247.60","653,637,778.98","1,003,059,650.32","875,856,180.09","990,236,931.59","1,110,706,342.60","878,102,576.44","1,064,709,007.39","1,471,018,600.39","1,494,991,203.25","1,270,279,364.54","1,128,864,728.92","1,551,520,675.37","1,688,035,138.39","1,261,237,463.79","4,220,132,476.67","5,670,045,960.54","6,232,715,977.94","6,243,126,442.69","6,189,877,568.54","7,173,572,979.84","9,107,138,674.83","7,999,414,654.23","7,267,670,748.70","8,389,481,394.98","10,193,727,963.56","9,570,083,209.18","9,087,011,276.07","9,993,149,234.12","11,348,781,225.69","11,127,916,013.17","10,636,367,588.07","13,166,250,225.95","14,135,310,842.76","14,993,353,201.45","14,350,968,257.54"
流动负债合计,"214,393,185.55","328,930,822.67","439,482,935.23","532,822,924.31","409,310,133.54","320,435,892.10","522,225,960.71","572,560,267.76","329,478,908.98","566,753,671.35","1,032,243,143.44","1,107,706,981.78","1,018,426,913.22","524,933,878.55","940,188,766.35","1,140,302,016.55","989,944,049.06","3,145,014,716.67","4,588,375,661.29","4,978,823,464.30","4,476,904,954.25","4,497,823,902.27","5,562,397,693.59","6,865,775,234.23","5,709,788,274.12","5,046,416,609.37","6,078,836,037.72","7,627,881,845.01","7,055,936,225.11","6,590,093,130.28","7,937,092,481.62","8,403,601,489.89","8,739,196,600.85","8,351,994,407.48","10,388,594,141.28","10,467,351,661.50","9,489,406,948.50","8,913,908,988.99"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"10,000,000.00","25,000,000.00","85,000,000.00","90,000,000.00","80,000,000.00","90,000,000.00","85,000,000.00","105,000,000.00","155,000,000.00","175,000,000.00","220,000,000.00","204,000,000.00","213,500,000.00","243,500,000.00","288,000,000.00","394,000,000.00","340,700,000.00","540,700,000.00","478,400,000.00","489,400,000.00","342,400,000.00","342,400,000.00","166,500,000.00","98,000,000.00","96,000,000.00","96,000,000.00","122,000,000.00","172,000,000.00","90,700,000.00","90,700,000.00","49,400,000.00","29,400,000.00","28,900,000.00","28,900,000.00","500,000,000.00","1,270,000,000.00","1,290,315,329.68","1,288,857,853.50"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,"394,648,000.00","394,912,500.00","395,722,666.67","395,962,666.67","396,202,666.67","396,442,666.67","396,682,666.67","396,922,666.67","397,162,666.67","397,402,666.67","996,164,888.89","996,531,554.89","996,898,220.89","997,264,886.89","997,631,552.89","997,998,218.89","998,364,885.33","599,577,780.88","1,358,384,447.54","698,969,444.44","698,917,663.08","699,202,777.78","699,319,444.43","698,833,333.34","699,183,333.35"
长期应收款,,,,,,,,,,,,,,,,,,"186,984.81","181,171.39",,"330,000.00","330,000.00","330,000.00","330,000.00",,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,"20,118,944.51","32,033,383.19","25,412,796.40","26,357,890.09","22,662,834.09","15,225,187.51","13,015,513.66","7,692,067.49","8,625,409.66","4,905,986.78","5,453,549.34","4,848,750.00","4,848,750.00","5,804,190.00","5,950,260.00","5,363,190.00","5,579,910.00","5,443,650.00","5,879,863.03","5,209,470.00","5,432,490.00"
长期股权投资,"300,000.00","300,000.00",,,,,,,,,,,,,,,"18,000,000.00","18,000,000.00","18,000,000.00","18,000,000.00",,,,,,,"30,000,000.00","30,000,000.00","126,989,610.19","126,983,018.96","177,624,037.23","176,694,280.93","242,075,280.70","241,620,537.27","256,574,629.73","286,643,295.82","276,284,963.77","275,455,946.82"
