科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"11,354,427.73","23,849,956.16","7,393,611.60","28,619,620.80","7,198,366.67","13,393,884.24","21,037,696.47","49,352,714.11","15,260,269.71","26,874,267.00","38,808,965.59","61,721,554.10","17,381,618.76","38,900,964.43","54,949,207.20","92,820,490.34","24,022,347.63","48,097,155.70","87,724,008.73","141,393,486.13","19,548,331.22","58,214,528.27","87,026,461.73","153,271,215.31","21,770,964.19","66,608,390.91","96,970,559.92","122,669,286.95","27,027,704.62","71,178,997.19","108,338,960.00","146,281,886.16","33,213,193.37","87,656,607.05","121,320,015.83","271,907,521.36","21,349,188.11","60,038,063.07"
取得借款收到的现金,"55,843,000.00","64,500,000.00","84,600,000.00","199,650,000.00","118,200,000.00","238,700,000.00","368,400,000.00","533,400,000.00","105,000,000.00","175,200,000.00","225,300,000.00","424,700,000.00","165,670,000.00","477,000,000.00","697,000,000.00","1,318,022,168.19","212,700,000.00","617,500,000.00","1,141,550,000.00","1,620,750,000.00","604,070,000.00","1,649,767,101.00","2,139,017,101.00","3,020,170,000.00","516,330,000.00","1,934,600,000.00","3,169,909,566.18","4,946,677,826.98","539,130,000.00","1,171,388,254.74","1,744,871,178.46","2,647,887,847.61","1,127,765,788.68","1,437,980,000.00","2,387,100,000.00","4,373,177,722.05","894,273,624.51","902,273,624.50"
支付的各项税费,"10,469,933.64","15,244,297.94","1,770,249.53","21,853,149.85","3,786,225.74","19,718,187.31","26,412,794.46","33,984,970.97","3,579,682.07","15,705,450.44","24,313,353.43","44,782,321.32","7,828,163.17","26,257,060.71","36,816,455.83","55,010,055.48","11,053,835.92","30,562,610.57","79,190,494.08","77,555,162.16","28,954,721.12","50,330,443.18","88,399,428.02","67,702,233.16","29,216,936.02","82,891,267.26","133,499,912.09","217,092,128.92","34,458,909.65","148,097,459.42","161,310,320.43","192,333,524.51","39,389,451.87","67,820,149.99","98,401,156.42","125,341,829.50","45,883,511.91","52,930,021.90"
收到其他与筹资活动有关的现金,"13,466,484.30","46,333,099.95","7,082,894.68",,"1,254,212.29",,,,,,"30,000,000.00",,,,,"13,500,000.00",,,,"320,000,000.00","-11,836,000.00",,,,,,,,,,,,,,"41,580,000.00",,,
支付其他与经营活动有关的现金,"29,707,640.20","27,249,562.17","10,044,952.27","28,207,354.32","11,895,574.21","45,481,378.68","58,470,194.71","89,472,541.52","33,046,282.19","36,152,720.82","120,115,786.87","218,333,201.73","39,761,555.51","35,922,058.82","59,845,556.45","106,998,485.39","66,641,321.75","36,806,787.54","76,600,027.22","155,024,688.59","52,016,666.95","189,694,570.29","245,243,703.31","412,971,293.46","6,943,144.61","237,953,990.68","262,988,994.95","334,427,617.86","88,338,764.76","99,748,060.89","259,645,063.38","301,569,392.10","145,511,972.33","179,324,093.94","265,619,329.82","2,028,790,793.22","162,178,699.91","697,169,895.64"
筹资活动现金流入小计,"109,309,484.30","150,833,099.95","91,682,894.68","250,350,000.00","119,454,212.29","764,380,000.00","894,080,000.00","1,063,080,000.00","105,000,000.00","175,200,000.00","255,300,000.00","424,700,000.00","165,670,000.00","477,000,000.00","697,000,000.00","1,331,522,168.19","212,700,000.00","617,500,000.00","1,317,549,977.02","2,094,254,013.15","592,234,000.00","1,679,767,101.00","2,169,017,101.00","3,071,935,000.00","516,330,000.00","1,959,600,000.00","3,194,909,566.18","7,137,677,798.58","539,130,000.00","1,171,388,254.74","2,274,521,688.36","3,147,887,847.61","1,602,765,788.68","1,912,980,000.00","2,903,680,000.00","4,854,882,722.05","894,273,624.51","902,273,624.50"
经营活动现金流出小计,"139,489,605.88","213,724,079.15","76,514,488.78","314,215,864.89","78,700,256.75","220,424,381.39","369,395,746.60","504,366,635.36","125,887,156.08","270,528,996.16","419,331,960.53","607,173,213.65","217,247,305.52","310,709,485.36","806,825,513.60","1,113,939,172.69","247,335,570.32","531,465,082.48","806,910,352.86","1,002,264,855.36","320,903,382.62","666,727,483.63","888,568,988.52","1,292,790,235.92","426,324,878.84","812,321,472.17","1,150,657,311.36","1,841,376,343.13","368,441,510.04","840,836,586.89","1,232,877,204.48","1,607,798,646.46","398,247,378.94","841,084,574.95","1,277,190,750.77","2,903,531,016.97","374,845,752.68","1,400,715,764.44"
偿还债务支付的现金,"25,343,000.00","31,150,000.00","25,000,000.00","122,350,000.00","83,700,000.00","121,700,000.00","232,900,000.00","306,600,000.00","190,000,000.00","274,160,000.00","370,960,000.00","488,267,297.00","150,864,971.00","313,031,142.00","410,968,500.00","736,998,965.00","206,569,280.33","713,322,954.49","987,875,531.29","1,603,743,490.12","392,044,055.67","942,974,755.99","1,445,590,749.19","1,821,489,747.70","615,501,625.98","1,296,970,258.06","1,956,000,076.49","2,797,171,610.74","670,230,000.00","1,818,520,874.64","2,904,495,797.94","3,232,178,165.34","474,480,705.25","1,046,069,082.81","2,100,679,561.54","2,615,411,907.66","761,508,386.48","840,587,080.57"
经营活动产生的现金流量净额,"10,874,989.52","4,988,930.32","-6,740,028.63","55,828,265.36","3,306,548.95","-41,366,001.67","-61,794,564.08","-28,545,671.52","-34,069,708.81","-12,866,911.92","6,314,563.33","115,867,830.86","2,130,482.15","17,998,034.35","86,303.74","10,103,035.97","-88,908,972.48","-65,906,324.03","-89,712,660.47","19,738,384.72","12,935,151.13","-85,597,448.20","-101,782,059.67","192,126,168.33","-50,508,853.07","-146,211,058.96","-183,504,773.07","-250,628,440.07","-50,536,076.80","-103,123,696.10","-189,209,760.00","-630,203,468.58","-136,154,545.23","-273,721,302.61","-424,551,779.37","-2,114,443,904.88","-102,223,826.13","115,689,385.91"
分配股利、利润或偿还利息支付的现金,"8,071,222.76","16,280,797.88","2,587,930.12","11,759,301.75","2,867,677.03","5,626,918.62","10,884,211.57","14,932,704.02","6,363,874.35","11,239,416.75","16,603,538.17","22,100,269.49","7,224,755.52","24,718,835.49","36,538,766.20","107,005,218.57","9,162,220.82","46,517,727.79","58,762,275.44","95,443,376.08","14,690,205.22","52,788,409.43","64,318,847.50","113,918,038.97","46,388,821.51","174,138,816.49","233,637,212.64","343,419,114.10","44,590,238.25","142,273,207.93","164,785,160.00","375,325,081.39","56,488,921.46","100,704,614.92","135,351,202.60","252,951,189.63","62,794,726.71","107,341,981.54"
收回投资收到的现金,,"1,052,000.00",,,,,,,,,,,,,,"23,200,000.00",,,,,,,,"5,000,000.00",,"8,330,000.00","8,330,000.00","460,902,500.00",,,,"107,280,000.00",,"63,779,520.00","63,779,520.00",,,"18,675,159.00"
支付其他与筹资活动有关的现金,,,"19,800,000.00","60,699,403.59","8,907,859.98","14,649,958.00","14,649,958.00","13,318,279.39",,"160,600.00","4,660,600.00","1,438,001.00","720,000.00","720,000.00","720,000.00","720,000.00",,,"24,913,463.87","22,495,963.87",,,,"212,640,000.00",,"13,270,000.00","21,520,000.00","82,270,468.50",,,,"10,500,000.00",,"25,000,000.00","25,000,000.00","270,000,000.00",,
取得投资收益收到的现金,,"46,917.00",,,,,,,"6,904.11",,,,,,,,,,,,,,,"140,225,569.06","140,322,261.28","140,322,261.28","140,322,261.28","140,322,261.28",,,,"19,720,000.00",,,"11,752,757.85","2,810,000.00",,"1,324,841.00"
筹资活动现金流出小计,"33,414,222.76","47,430,797.88","47,387,930.12","194,808,705.34","95,475,537.01","141,976,876.62","258,434,169.57","334,850,983.41","196,363,874.35","285,560,016.75","392,224,138.17","511,805,567.49","158,809,726.52","338,469,977.49","448,227,266.20","844,724,183.57","215,731,501.15","759,840,682.28","1,071,551,270.60","1,721,682,830.07","406,734,260.89","995,763,165.42","1,509,909,596.69","2,148,047,786.67","661,890,447.49","1,484,379,074.55","2,211,157,289.13","3,222,861,193.34","714,820,238.25","1,960,794,082.57","3,069,280,957.94","3,618,003,246.73","530,969,626.71","1,171,773,697.73","2,261,030,764.14","3,138,363,097.29","824,303,113.19","947,929,062.11"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"619,608.61",,,,,,,,,,,,,,,"166,730.77","166,730.77","166,730.77","661,008.73",,,,,,"1,078,015.78","1,078,015.78","1,078,015.78",,"20,297.97","20,297.97","3,370.00",,,,,,
筹资活动产生的现金流量净额,"75,895,261.54","103,402,302.07","44,294,964.56","55,541,294.66","23,978,675.28","622,403,123.38","635,645,830.43","728,229,016.59","-91,363,874.35","-110,360,016.75","-136,924,138.17","-87,105,567.49","6,860,273.48","138,530,022.51","248,772,733.80","486,797,984.62","-3,031,501.15","-142,340,682.28","245,998,706.42","372,571,183.08","185,499,739.11","684,003,935.58","659,107,504.31","923,887,213.33","-145,560,447.49","475,220,925.45","983,752,277.05","3,914,816,605.24","-175,690,238.25","-789,405,827.83","-794,759,269.58","-470,115,399.12","1,071,796,161.97","741,206,302.27","642,649,235.86","1,716,519,624.76","69,970,511.32","-45,655,437.61"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,"822,000.00","28,178,000.00","28,178,000.00","28,178,000.00",,,,,,,,,"126,112,784.37",,"2,912,702.40","2,912,702.40","2,912,702.40",,,,"51,504.98",,,,"42,543,080.00",,
四、汇率变动对现金的影响,,,,,,,,,,,,"14,056.22",,,,"-10,752.10",,,,"-23,649.10",,,,"-14,253.59",,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"140,692,026.26",,,,,,,,,"308,195,556.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"1,718,525.61",,,,,,,"6,904.11",,,"822,000.00","28,178,000.00","28,178,000.00","28,178,000.00","23,200,000.00","166,730.77","166,730.77","166,730.77","661,008.73",,,,"271,338,353.43","140,322,261.28","152,642,979.46","293,335,005.72","605,215,479.46",,"20,297.97","20,297.97","127,054,874.98",,"63,779,520.00","75,532,277.85","353,548,636.00",,"20,000,000.00"
五、现金及现金等价物净增加额,"24,988,667.70","-22,670,307.77","4,364,165.31","30,845,458.77","-4,590,019.84","535,868,485.75","474,903,867.79","449,581,162.27","-233,450,233.14","-288,723,373.02","-305,147,804.46","-154,436,747.79","10,299,088.70","38,529,235.01","-104,871,604.68","65,287,307.41","-111,419,543.40","-276,587,920.42","-7,009,377.18","-69,479,082.84","120,373,238.01","252,095,535.15","116,204,114.06","362,496,407.50","-459,991,717.36","-173,617,845.16","-311,956,145.38","2,709,237,448.75","-1,128,229,036.75","-2,102,943,930.25","-2,596,692,929.43","-1,792,177,868.25","796,300,747.01","-248,751,998.44","-970,634,458.19","-1,396,856,076.30","-136,162,308.85","-67,227,518.70"
购建固定资产、无形资产和其他长期资产支付的现金,"53,235,774.24","132,780,065.77","28,370,770.62","74,927,018.00","31,875,244.07","45,168,635.96","98,947,398.56","142,652,182.80","33,903,554.09","65,019,129.55","74,060,914.82","83,557,752.58","11,869,666.93","21,382,321.85","257,114,142.22","324,975,938.43","19,645,800.54","59,457,644.88","116,763,577.27","293,501,785.27","78,061,652.23","182,810,952.23","265,366,357.02","602,091,484.06","404,244,678.08","351,088,673.65","909,401,373.56","1,373,186,195.88","902,002,721.70","1,209,434,704.29","1,550,330,091.04","795,535,675.53","139,340,869.73","682,383,479.50","818,033,460.25","1,129,108,498.47","103,908,994.04","157,146,067.00"
期初现金及现金等价物余额,"3,611,696.45","28,600,364.15","39,956,531.73","5,930,056.38","36,775,515.15","36,775,515.35","36,775,515.35","36,775,515.15","486,356,677.42","486,356,677.42","486,356,677.42","486,356,677.42","331,919,929.63","331,919,929.63","331,919,929.63","331,919,929.63","397,207,237.04","397,207,237.04","453,496,563.76","397,207,237.04","336,289,526.17","344,522,301.17","336,289,526.17","329,498,652.07","691,995,059.57","691,995,059.57","691,995,059.57","691,995,059.57","3,401,232,508.32","3,401,232,508.32","3,401,232,508.32","3,401,232,508.32","1,609,054,640.07","1,609,054,640.07","1,609,054,640.07","1,609,992,819.12","213,136,742.82","213,136,742.82"
投资支付的现金,"500,000.00",,"4,820,000.00",,,,,"107,450,000.00",,,,"100,477,314.80","15,000,000.00","124,794,500.00","124,794,500.00","124,527,022.65",,,"46,698,576.63","168,924,225.00",,"163,500,000.00","175,754,973.56","383,949,589.94",,,"182,800,000.00","186,980,000.00",,"1,000,000.00","13,378,200.00","13,378,200.00",,"89,600,000.00","391,576,700.00",,,
期末现金及现金等价物余额,"28,600,364.15","5,930,056.38","44,320,697.04","36,775,515.15","32,185,495.31","572,644,001.10","511,679,383.14","486,356,677.42","252,906,444.28","197,633,304.40","181,208,872.96","331,919,929.63","342,219,018.33","370,449,164.64","227,048,324.95","397,207,237.04","285,787,693.64","120,619,316.62","446,487,186.58","327,728,154.20","456,662,764.18","596,617,836.32","452,493,640.23","691,995,059.57","232,003,342.21","518,377,214.41","380,038,914.19","3,401,232,508.32","2,273,003,471.57","1,298,288,578.07","804,539,578.89","1,609,054,640.07","2,405,355,387.08","1,360,302,641.63","638,420,181.88","213,136,742.82","76,974,433.97","145,909,224.12"
