科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"148,913,846.91","213,215,784.68","69,021,599.03","337,093,869.63","77,547,401.53","176,815,802.02","303,834,464.55","468,534,245.94","90,764,603.49","237,831,318.78","400,900,040.90","703,025,341.29","168,044,683.85","305,390,098.95","707,028,491.46","950,510,939.15","150,670,268.45","402,462,655.70","685,318,311.65","978,967,866.26","313,565,197.78","559,339,580.32","703,567,453.17","1,411,616,540.36","311,569,121.07","624,030,122.19","907,452,072.42","1,513,210,877.67","258,624,478.76","629,643,347.66","921,098,732.80","858,401,478.14","208,870,277.85","430,728,223.57","686,917,399.17","538,793,270.03","160,644,510.70","519,716,462.62"
取得子公司及其他营业单位支付的现金净额,"8,045,809.12",,,"5,597,083.25",,,,,"74,120,000.00","100,477,314.80","100,477,314.80",,,,,,,,,,,,,"38,800,000.00",,,,,,,,,,,,"182,121,933.71",,
收到的税费返还,,,,"355,100.00",,,,"245,249.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"5,300,000.00",,"9,050,000.00",,,,,,,,"304,182,017.46","313,337,281.52",,,,"49,035,906.78","10,000,000.00",,"8,033,038.60","54,654,032.28","41,250,000.00",,"115,400.00"
收到其他与经营活动有关的现金,"1,450,748.49","5,497,224.79","752,861.12","32,595,160.62","4,459,404.17","2,242,577.70","3,766,717.97","7,041,468.79","1,052,843.78","19,830,765.46","24,746,482.96","20,015,703.22","51,333,103.82","23,317,420.76","99,883,325.88","173,531,269.51","7,756,329.39","63,096,102.75","31,879,380.74","43,035,373.82","20,273,335.97","21,790,455.11","83,219,475.68","73,299,863.89","64,246,904.70","42,080,291.02","59,700,465.87","77,537,025.39","59,280,954.48","108,069,543.13","122,568,711.68","119,193,699.74","53,222,555.86","136,635,048.77","165,721,572.23","250,293,842.06","111,977,415.85","996,688,687.73"
投资活动现金流出小计,"61,781,583.36","132,780,065.77","33,190,770.62","80,524,101.25","31,875,244.07","45,168,635.96","98,947,398.56","250,102,182.80","108,023,554.09","165,496,444.35","174,538,229.62","184,035,067.38","26,869,666.93","146,176,821.85","381,908,642.22","454,802,961.08","19,645,800.54","68,507,644.88","163,462,153.90","462,426,010.27","78,061,652.23","346,310,952.23","441,121,330.58","1,024,841,074.00","404,244,678.08","655,270,691.11","1,405,538,655.08","1,560,166,195.88","902,002,721.70","1,210,434,704.29","1,612,744,197.82","818,913,875.53","139,340,869.73","780,016,518.10","1,264,264,192.53","1,352,480,432.18","103,908,994.04","157,261,467.00"
经营活动现金流入小计,"150,364,595.40","218,713,009.47","69,774,460.15","370,044,130.25","82,006,805.70","179,058,379.72","307,601,182.52","475,820,963.84","91,817,447.27","257,662,084.24","425,646,523.86","723,041,044.51","219,377,787.67","328,707,519.71","806,911,817.34","1,124,042,208.66","158,426,597.84","465,558,758.45","717,197,692.39","1,022,003,240.08","333,838,533.75","581,130,035.43","786,786,928.85","1,484,916,404.25","375,816,025.77","666,110,413.21","967,152,538.29","1,590,747,903.06","317,905,433.24","737,712,890.79","1,043,667,444.48","977,595,177.88","262,092,833.71","567,363,272.34","852,638,971.40","789,087,112.09","272,621,926.55","1,516,405,150.35"
投资活动产生的现金流量净额,"-61,781,583.36","-131,061,540.16","-33,190,770.62","-80,524,101.25","-31,875,244.07","-45,168,635.96","-98,947,398.56","-250,102,182.80","-108,016,649.98","-165,496,444.35","-174,538,229.62","-183,213,067.38","1,308,333.07","-117,998,821.85","-353,730,642.22","-431,602,961.08","-19,479,069.77","-68,340,914.11","-163,295,423.13","-461,765,001.54","-78,061,652.23","-346,310,952.23","-441,121,330.58","-753,502,720.57","-263,922,416.80","-502,627,711.65","-1,112,203,649.36","-954,950,716.42","-902,002,721.70","-1,210,414,406.32","-1,612,723,899.85","-691,859,000.55","-139,340,869.73","-716,236,998.10","-1,188,731,914.68","-998,931,796.18","-103,908,994.04","-137,261,467.00"
购买商品、接受劳务支付的现金,"87,957,604.31","147,380,262.88","57,305,675.38","235,535,739.92","55,820,090.13","141,830,931.16","263,475,060.96","331,556,408.76","74,000,922.11","191,796,557.90","236,093,854.64","282,336,136.50","152,275,968.08","209,629,401.40","655,214,294.12","859,110,141.48","145,618,065.02","415,998,528.67","563,395,822.83","628,291,518.48","220,383,663.33","368,487,941.89","467,899,395.46","658,845,493.99","368,393,834.02","424,867,823.32","657,197,844.40","1,167,187,309.40","218,616,131.01","521,812,069.39","703,582,860.67","967,613,843.69","180,132,761.37","506,283,723.97","791,850,248.70","477,490,872.89","145,434,352.75","590,577,783.83"
吸收投资收到的现金,"40,000,000.00","40,000,000.00",,"50,700,000.00",,"525,680,000.00","525,680,000.00","529,680,000.00",,,,,,,,,,,"175,999,977.02","153,504,013.15",,"30,000,000.00","30,000,000.00","51,765,000.00",,"25,000,000.00","25,000,000.00","2,190,999,971.60",,,,,"20,000,000.00","20,000,000.00","20,000,000.00","30,800,000.00",,
