科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"553,754,057.46","708,619,327.76","675,107,408.65","1,250,974,951.83","1,100,466,823.31","957,988,668.23","836,114,725.86","788,594,820.94","537,701,856.90","789,027,925.27","424,869,693.80","543,449,343.65","787,144,977.31","1,221,300,246.17","816,623,242.01","813,947,503.00","939,148,389.08","1,324,674,224.27","1,420,888,759.93","1,033,093,443.99","974,552,419.57","1,447,757,757.54","1,768,494,265.29","1,503,786,962.92","2,759,325,946.92","1,493,137,506.14","1,174,373,690.89","903,596,142.86","645,017,828.85","1,043,126,978.12","928,130,300.61","944,921,268.62","873,667,827.32","1,567,377,317.59","1,105,489,652.60","1,114,375,502.66","1,404,437,570.09","1,115,593,713.51","1,401,168,807.44","1,822,304,788.74","1,494,877,042.06","2,347,322,015.76","2,115,589,604.07","1,261,141,468.32","1,729,736,272.16","1,509,358,057.81","1,488,370,682.61","2,112,470,937.30","1,759,662,497.88"
短期借款,"820,000,000.00","790,000,000.00","606,000,000.00","361,500,000.00","568,000,000.00","628,000,000.00","682,000,000.00","732,000,000.00","665,000,000.00","713,500,000.00","363,500,000.00","235,000,000.00","460,000,000.00","606,000,000.00","360,000,000.00","50,000,000.00","500,000,000.00","680,000,000.00","830,000,000.00","830,000,000.00","970,000,000.00","1,290,000,000.00","1,078,000,000.00","978,000,000.00","978,000,000.00","510,000,000.00","660,000,000.00","560,000,000.00","620,000,000.00","1,120,000,000.00","1,600,000,000.00","920,000,000.00","1,200,000,000.00","1,250,000,000.00","1,130,000,000.00","1,300,000,000.00","990,000,000.00","370,000,000.00","570,000,000.00","50,000,000.00","400,000,000.00","880,000,000.00","1,205,000,000.00","590,000,000.00","960,000,000.00","1,325,000,000.00","1,620,000,000.00","1,819,750,000.00","1,884,750,000.00"
交易性金融资产,"170,840.00","861,730.00","412,120.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"34,223,952.46","47,902,137.60","21,865,878.78","54,587,461.72","56,472,118.52","39,076,418.10","33,550,264.73","51,128,110.07","50,561,149.76","38,314,103.00","42,367,739.50","66,821,307.88","97,572,082.04","58,707,030.39","68,668,517.54","133,832,254.60","138,009,902.90","105,415,483.40","100,983,863.83","64,592,135.51","144,469,685.62","234,515,860.85","227,464,399.65","427,435,551.06","277,596,952.42","294,932,017.08","110,424,640.70","174,143,075.54","345,946,396.18","94,924,384.97","130,029,701.50","359,333,715.92","342,981,424.14","170,465,897.71","257,354,555.86","277,713,272.84","277,909,241.59","408,520,710.95","445,496,532.46","328,069,677.61","683,331,099.41","371,847,708.45","444,165,400.68","525,016,705.54","576,831,406.76","289,088,493.51","259,481,437.92","180,661,987.89","92,840,946.46"
应付票据,"127,007,557.60","147,550,522.90","231,504,673.30","216,017,970.01","179,585,108.03","215,232,189.04","204,384,021.00","144,559,497.71","172,693,925.71","243,876,430.19","268,149,151.60","120,916,394.33","140,731,724.00","329,958,976.82","464,955,782.30","359,174,074.94","274,657,445.90","295,730,000.00","389,726,673.99","302,570,000.00","136,340,000.00","185,248,236.86","237,419,956.36","144,080,000.00","141,900,000.00","38,000,000.00","113,000,000.00","119,420,000.00","73,520,000.00","15,000,000.00","93,910,000.00","92,690,000.00","51,500,000.00","224,100,000.00","526,100,000.00","740,730,000.00","682,210,000.00","307,760,000.00","270,700,681.00","391,310,225.10","632,631,417.09","449,531,006.25","318,866,109.06","298,939,588.89","237,409,616.89","154,196,099.49",,"640,234,154.90",
应收账款,"151,386,748.43","141,772,684.83","223,532,769.96","116,033,242.11","165,508,317.54","183,478,281.05","260,171,015.64","151,074,299.34","127,342,077.37","203,173,806.38","252,931,722.20","144,168,413.81","161,276,828.82","200,699,051.90","278,341,753.44","173,762,911.46","187,332,854.50","252,882,461.77","308,285,192.38","281,467,644.84","372,668,920.84","511,802,031.76","629,928,291.93","409,271,032.38","610,620,937.62","509,792,445.80","556,676,848.41","474,178,860.10","427,194,529.62","417,104,774.76","630,944,801.91","253,973,064.66","392,847,132.67","487,623,573.66","570,521,247.33","207,960,688.62","563,164,750.02","712,489,605.50","708,153,300.30","238,099,663.06","649,591,310.27","559,006,889.28","556,359,653.91","225,964,502.17","410,705,860.79","522,581,844.02","534,452,020.06","340,498,067.63","770,413,333.03"
应付账款,"312,204,100.62","264,861,662.41","244,029,919.76","322,157,428.46","319,285,760.40","302,995,109.60","273,821,731.50","321,267,499.85","304,204,522.24","298,928,887.43","284,477,029.90","317,484,726.29","330,838,078.25","320,066,076.29","360,893,487.32","355,153,916.10","350,020,666.38","304,979,590.75","262,685,763.73","296,741,300.90","306,961,918.54","337,877,742.62","402,737,193.44","321,927,690.80","416,597,784.94","642,995,463.42","826,488,300.41","1,368,100,554.55","1,642,412,818.41","2,165,862,825.11","2,480,575,701.95","2,936,022,964.71","2,850,915,283.70","1,587,167,162.30","1,288,474,017.06","1,421,206,850.75","1,368,420,250.71","941,202,684.88","867,823,198.44","768,769,703.14","911,306,312.02","891,237,053.18","839,193,534.46","748,363,443.99","693,253,285.43","1,156,945,786.78",,"1,276,583,394.10",
预付款项,"352,140,208.63","274,572,317.12","397,695,346.66","302,955,100.22","448,255,042.70","373,494,482.09","337,919,231.03","322,655,961.49","414,981,582.18","525,593,797.04","568,800,558.44","86,756,016.36","218,660,267.95","540,562,655.85","628,810,920.11","581,008,045.23","734,234,246.42","702,026,066.03","634,866,424.30","508,469,178.05","537,161,141.65","605,052,975.50","647,300,699.18","788,602,134.36","966,844,660.27","1,175,595,526.20","1,309,822,456.61","761,363,332.76","795,669,863.80","683,475,196.77","644,916,304.12","60,442,958.63","77,301,108.45","108,047,621.81","114,538,803.72","170,532,974.41","180,310,778.19","152,046,559.60","62,639,538.62","39,973,529.55","51,724,158.47","78,664,474.88","174,132,535.14","54,775,892.95","72,767,756.78","180,277,599.52","328,278,452.94","128,139,628.84","69,060,353.38"
预收款项,"265,927,802.53","314,841,639.47","400,495,774.57","411,075,813.34","357,979,407.55","507,163,858.78","583,767,534.09","610,180,603.57","539,812,575.61","604,674,687.55","763,801,195.42","912,761,563.57","944,956,350.29","1,286,913,118.18","1,464,113,072.02","1,752,701,469.25","1,792,595,582.12","1,925,223,966.41","1,942,886,998.02","343,769,438.56","291,371,159.34","369,762,971.04","391,572,133.46","411,803,999.53","353,720,630.22","412,484,244.35","425,848,416.67","470,297,776.65","382,980,295.73","462,942,934.65","506,602,893.23","619,610,617.76","501,104,276.46","619,791,160.00","655,961,497.85","697,664,648.20","551,015,460.42","782,272,937.82","771,930,294.95","802,507,033.06","762,910,812.92","888,742,462.41","915,009,661.15","778,316,855.82","780,486,152.56","877,216,919.40","940,823,011.13","875,880,819.46","967,245,021.01"
其他应收款,"155,643,935.52","97,535,846.35","105,337,321.29","124,396,162.85","106,566,171.69","139,576,628.75","118,051,332.73","135,708,498.24","123,624,596.95","123,729,503.74","122,861,290.84","133,245,370.21","138,844,608.32","83,935,721.01","151,650,532.07","271,533,537.91","341,192,834.99","510,747,042.10","698,024,591.88","940,697,152.57","931,257,233.87","828,472,717.54","922,651,387.97","804,419,752.04","832,850,312.83","858,726,682.73","903,245,794.43","920,405,052.34","938,733,171.31","969,685,928.90","1,030,054,370.16","1,038,854,702.88","1,115,642,471.84","1,129,737,754.69","1,099,078,756.63","161,889,582.66","176,582,493.96","154,092,628.28","160,929,119.33","142,328,023.14","177,597,973.42","180,205,686.02","174,252,777.00","128,457,239.35","176,551,271.19","189,486,644.60","215,607,590.17","195,850,495.50","313,714,129.30"
