科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"513,480,279.64","591,980,943.55","583,780,432.05","464,219,586.51","458,226,907.83","630,800,000.59","804,997,273.47","785,472,953.53","1,195,436,841.21","1,484,466,706.22","924,687,446.47","664,917,652.41","1,092,201,549.62","1,281,005,190.46","1,128,820,707.85","1,079,763,843.65","1,349,942,523.22","951,977,410.90","1,158,792,535.46","661,926,067.66","950,330,285.90","621,108,659.55","815,613,223.61","974,620,026.61","953,614,423.11","791,143,534.72","892,443,448.82","878,869,083.06","973,576,313.62","924,689,156.76","1,586,791,291.50","1,084,223,711.40","950,590,442.09","1,025,350,055.92","1,347,069,040.59","636,305,006.06","784,215,887.88","916,744,516.76","1,494,601,292.48","772,488,915.82","1,188,741,670.39","1,763,269,941.55","1,004,585,855.52","1,003,996,878.71","1,006,676,330.46","1,397,113,604.90"
短期借款,"2,168,825,293.47","2,284,462,492.00","2,195,287,384.00","2,576,099,996.40","2,821,759,820.00","3,033,276,581.19","2,664,920,735.09","2,294,424,474.73","2,930,188,707.17","2,619,371,530.41","2,099,664,363.63","1,700,584,489.76","1,892,468,723.58","2,168,426,945.30","2,110,944,593.40","1,885,622,170.95","2,342,705,483.76","2,418,138,615.78","2,547,244,516.60","1,978,220,149.55","2,148,612,381.23","1,980,291,906.72","1,845,141,310.79","1,910,096,329.67","2,354,848,089.39","2,063,626,576.80","3,081,039,984.53","3,191,966,955.49","3,353,510,746.93","3,353,182,112.56","3,384,085,059.19","3,214,498,492.42","3,097,639,563.92","3,143,404,324.82","3,253,621,268.40","2,566,498,776.81","1,749,914,039.56","1,578,515,672.76","1,448,065,580.55","1,264,858,524.27","1,774,471,209.79","2,482,184,156.47","2,607,128,529.48","3,337,628,529.48","3,307,232,343.18","3,765,653,090.90"
交易性金融资产,"5,200,700.00","1,890,280.00","6,362,280.00",,,,,,,,"605,055.00","50,244,785.00","10,336,300.00","218,850.00","858,867.98","1,784,060.00","68,400.00",,,,,,,,,,,"377,673.14","428,336.61","388,656.13","456,679.81","447,822.56",,,,,,,,"29,438.56",,,,,"6,458,978.00","5,560,852.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"77,349,609.76","106,760,887.40","106,290,035.39","71,795,402.52","40,827,476.61","52,238,934.86","88,058,293.01","56,246,360.21","28,304,593.56","45,818,170.34","63,562,307.03","45,881,001.27","67,813,015.01","76,726,574.89","107,654,429.79","103,537,214.84","109,286,289.60","136,499,446.28","183,901,677.86","133,797,612.31","80,359,371.96","97,030,022.08","136,430,936.20","131,207,857.06","93,473,857.28","63,718,730.67","61,370,271.10","52,403,296.28","63,733,887.06","49,934,915.38","40,562,330.90","68,826,867.24","62,565,846.44","39,699,347.33","50,057,761.34","45,887,054.07","92,334,615.93","131,888,736.45","110,819,763.99","97,344,123.64","69,848,793.86","71,316,468.23","59,055,911.88","74,065,331.25","70,636,484.05","69,802,402.68"
应付票据,"270,245,624.64","296,962,995.33","338,245,327.21","325,580,771.78","185,353,964.76","351,917,218.90","279,476,985.81","283,675,270.29","159,420,750.50","199,410,577.91","207,886,915.13","409,720,701.92","150,851,904.00","398,020,486.22","375,660,857.98","335,073,114.53","323,478,513.45","414,787,543.67","438,788,822.74","437,314,962.31","251,042,867.96","137,666,080.64","135,643,360.91","167,770,864.63","251,270,346.84","352,915,795.66","369,185,844.26","261,333,289.29","282,018,044.18","360,155,438.30","283,002,942.52","210,327,665.22","198,501,858.88","259,639,190.30","273,219,679.80","241,440,097.31","282,159,397.53","293,918,954.81","244,282,930.95","261,555,240.22","297,010,568.32","304,273,493.59","317,976,680.12","278,395,483.42","324,668,368.44","349,052,475.67"
应收账款,"864,403,097.01","1,018,379,015.75","999,437,269.71","678,786,821.57","838,704,381.50","912,991,521.92","960,215,280.23","667,090,463.28","742,394,955.21","995,486,134.80","966,792,556.04","778,481,265.35","1,017,880,126.68","1,028,333,249.21","1,172,496,633.53","998,154,468.02","1,184,838,456.37","1,319,495,480.71","1,214,384,551.12","1,009,617,849.65","1,090,788,615.43","1,296,908,399.09","1,310,780,549.44","1,037,747,730.67","1,274,898,907.40","1,318,496,235.47","1,348,186,350.30","1,210,517,332.43","1,376,406,790.03","1,512,467,072.93","1,357,047,500.84","1,124,745,889.44","1,398,170,103.16","1,571,728,314.58","1,459,890,366.35","1,260,616,770.05","1,482,079,086.35","1,452,366,398.49","1,530,662,872.39","1,357,506,333.17","1,577,259,002.53","1,606,504,893.68","1,599,143,197.16","1,404,154,992.49","1,539,574,803.85","1,841,904,992.09"
应付账款,"403,092,794.05","393,439,420.03","388,196,066.15","393,766,261.69","488,798,290.80","516,189,055.30","445,835,212.77","470,515,073.33","379,039,541.62","400,849,672.42","413,621,813.25","391,743,787.49","390,340,549.55","375,148,117.61","445,526,629.10","479,826,617.46","582,763,200.89","611,693,532.24","532,065,659.06","553,285,682.46","567,148,884.55","601,236,472.02","627,286,432.21","576,395,773.00","604,738,637.83","698,659,801.85","681,414,118.03","756,261,741.09","769,944,685.92","791,082,080.69","731,475,272.51","651,048,233.36","714,145,719.62","753,213,174.71","836,330,683.04","799,719,908.34","814,234,905.87","811,713,962.88","775,022,542.13","830,580,695.37","816,290,282.49","844,828,578.99","886,765,508.43","842,421,571.78","979,725,253.59","1,099,314,560.48"
预付款项,"91,334,366.77","204,601,182.32","190,542,746.94","188,524,948.55","197,163,791.70","204,210,898.19","148,769,192.56","203,195,658.78","193,144,544.47","196,734,938.40","219,867,767.95","413,580,462.39","359,188,575.62","489,443,566.84","473,455,362.26","335,071,215.21","392,572,884.63","374,743,289.21","370,053,361.11","512,697,832.50","528,818,746.98","423,904,217.60","316,539,928.64","307,655,242.63","291,198,522.77","433,005,376.86","378,881,183.77","257,003,698.73","244,361,147.44","290,950,730.48","280,454,319.95","239,774,821.02","259,856,203.79","279,584,906.13","302,242,044.16","260,021,588.50","199,710,659.68","213,854,296.18","227,235,763.37","333,219,784.71","232,863,187.55","285,052,709.97","224,304,130.34","223,551,136.42","289,529,976.97","332,732,505.87"
预收款项,"15,351,508.09","18,421,351.71","19,217,391.63","18,074,657.71","11,009,970.53","11,198,737.03","12,992,698.42","15,596,158.20","12,470,018.70","18,502,844.26","17,656,848.75","23,460,044.12","27,638,699.42","47,131,575.34","100,144,994.84","31,240,409.68","126,765,925.11","119,355,323.91","162,821,233.34","151,438,530.17","135,896,508.59","123,800,656.82","100,172,440.76","150,181,820.25","183,971,223.37","157,075,577.18","158,926,868.27","139,305,334.06","134,434,773.86","97,607,660.24","130,514,698.43","94,730,039.37","88,779,156.49","88,521,239.28","79,934,251.89","96,026,503.40","77,909,699.63","94,976,708.06","77,834,397.98","144,486,729.86","101,931,476.71","114,410,163.77","97,382,593.04","133,672,922.02","119,200,687.15","269,489,821.39"
