科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"66,379,462.04","71,612,702.70","100,037,802.80","116,607,834.68","539,834,155.27","452,663,807.37","386,128,864.01","353,581,722.22","327,280,155.46","333,598,308.36","317,774,798.49","252,054,847.97","229,186,309.50","219,933,863.63","165,855,765.26","155,908,344.66","152,902,850.38","122,686,089.11","85,614,202.38","74,647,270.37","72,937,904.15","106,854,108.83","51,356,526.78","77,016,149.35","88,064,818.16","176,639,354.71","82,432,455.18","160,369,817.57","145,170,338.30","218,227,407.74","97,126,236.32"
短期借款,"95,300,000.00","122,019,503.93","116,500,000.00","172,543,950.74","215,207,510.35","127,841,712.58","135,341,712.58","133,841,712.58","151,904,714.73","167,792,129.23","201,000,000.00","236,000,000.00","222,000,000.00","170,000,000.00","195,000,000.00","230,000,000.00","250,000,000.00","215,000,000.00","210,000,000.00","275,000,000.00","304,000,000.00","254,000,000.00","278,600,000.00","348,600,000.00","414,600,000.00","631,600,000.00","643,600,000.00","672,600,000.00","595,621,100.00","635,600,000.00","574,600,000.00"
交易性金融资产,,,,"135,212.00","358,842.74",,,,"222,150.00",,,,,"26,825.00",,"197,375.00",,,,,,,,,,,,,,,
交易性金融负债,,,,,,"179,500.00","23,175.00","1,412,925.00",,"311,775.00","311,600.00",,,,"937,875.00",,"60,000.00",,,,,,,,,,,,,,
应收票据,,"1,000,000.00","2,430,000.00","1,029,792.80","2,776,402.00","9,805,297.68","4,048,564.01","3,532,280.00","7,190,000.00","2,551,782.43","3,387,993.93","10,384,718.64","7,763,039.52","4,090,461.72","3,653,251.68","8,952,214.93","1,256,130.00","1,780,428.52","591,054.52","9,311,416.54","11,047,036.81","35,042,299.00","12,109,006.34","22,971,106.71","18,753,357.84","9,302,458.12","5,859,863.67","10,289,718.48","16,160,921.07","24,244,887.36","18,858,447.63"
应付票据,"32,917,522.00","33,867,872.00","16,047,244.06","38,173,662.59","35,523,334.70","14,700,000.00","19,008,207.21","4,420,000.00","6,000,000.00","16,900,000.00","6,300,000.00","18,334,904.48","29,260,984.00","16,339,125.13","11,287,610.00","25,176,309.87","7,838,501.00","18,300,000.00","11,000,000.00","3,000,000.00","12,700,000.00","19,810,000.00","4,650,000.00","19,049,938.00","19,400,000.00","22,646,000.00","21,714,115.00","54,704,400.00","28,300,000.00","11,800,000.00","23,250,000.00"
应收账款,"156,087,323.27","182,464,621.72","189,265,617.91","224,101,391.22","277,029,804.61","303,745,209.31","313,291,477.38","397,875,633.19","415,229,404.41","425,777,374.04","423,989,503.66","507,298,566.60","434,110,371.92","384,661,130.52","417,182,934.06","500,263,267.26","527,580,285.76","514,283,305.08","506,644,604.68","618,231,480.66","650,061,330.98","600,740,097.10","622,310,524.03","758,295,129.42","836,688,696.27","1,027,157,905.53","1,121,540,082.27","1,049,055,431.31","963,421,255.75","915,690,251.24","1,000,338,733.63"
应付账款,"67,357,637.10","97,129,616.08","99,512,112.53","105,350,164.52","86,397,416.62","94,797,898.22","77,742,081.12","149,043,940.83","140,459,588.45","94,815,255.09","122,683,497.07","137,831,395.89","109,474,439.29","122,402,533.10","123,399,322.01","130,373,498.36","151,164,659.30","132,497,873.21","148,960,687.16","154,310,430.40","112,407,151.58","112,254,002.97","96,751,064.47","161,665,908.46","173,706,637.42","254,245,559.42","322,646,975.11","278,142,577.38","210,073,336.48","241,854,905.59","275,171,362.05"
预付款项,"4,193,940.42","4,395,257.54","4,379,193.08","12,885,630.04","11,216,368.04","8,896,913.86","15,176,501.48","13,498,477.76","15,374,121.24","26,294,247.32","48,354,467.84","45,367,602.24","54,482,915.91","10,636,347.90","11,014,320.31","11,480,189.78","19,331,707.18","7,491,472.41","30,183,186.50","25,481,732.91","13,679,205.92","20,926,957.19","29,245,205.03","38,742,749.44","54,402,494.01","60,027,116.43","57,970,026.19","62,584,419.83","77,686,888.49","26,536,671.18","25,151,664.81"
预收款项,"11,802,147.89","11,055,710.35","14,256,773.30","8,926,403.67","5,480,463.36","24,064,987.56","25,087,337.33","8,558,541.38","19,079,689.57","42,357,541.67","31,797,381.68","35,230,772.59","16,706,992.62","35,633,020.06","15,797,299.04","20,136,652.30","5,778,816.85","16,477,289.57","18,269,805.15","21,979,059.79","19,693,295.66","13,719,862.19","17,795,532.79","19,201,334.69","25,977,427.19","18,364,631.56","23,337,454.08","26,149,803.12","37,497,219.82","14,533,002.63","20,198,200.59"
其他应收款,"9,041,744.62","21,065,176.67","15,819,535.42","19,423,735.95","21,463,170.01","19,388,017.15","21,942,513.90","27,118,122.77","52,216,481.47","21,205,782.46","27,236,490.06","23,951,108.55","21,630,173.23","13,643,271.76","34,287,833.97","20,685,090.88","25,206,074.05","13,836,531.57","23,873,865.88","27,202,061.70","27,862,126.53","18,516,790.15","38,978,222.82","22,759,188.84","29,501,678.15","33,376,286.21","44,218,354.21","36,682,670.83","47,437,454.86","39,539,811.50","45,109,502.35"
应付职工薪酬,"2,666,782.99","3,686,207.91","7,834,702.39","6,708,297.23","6,913,049.91","13,451,110.65","6,784,179.26","8,866,306.75","10,000,695.28","11,605,697.50","6,889,187.56","8,525,629.36","10,940,489.32","13,481,547.90","6,551,206.00","10,791,263.61","12,532,396.47","13,587,858.57","7,995,982.26","11,543,023.35","14,484,617.42","15,183,770.61","7,732,978.33","13,262,326.21","15,680,214.53","22,488,048.39","10,248,525.21","13,741,936.39","16,237,453.96","28,374,804.05","15,158,059.24"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"17,896,537.61","19,340,999.49","12,873,359.72","1,217,204.45","-926,479.36","2,288,163.47","-297,081.79","-739,659.42","-1,882,233.47","4,416,124.33","6,315,410.42","10,749,088.48","3,784,710.55","4,163,920.52","7,614,247.28","7,411,403.33","9,509,746.00","8,230,014.20","11,794,376.37","8,469,804.76","10,319,043.48","16,952,408.90","16,917,723.45","15,674,743.43","14,295,967.59","16,140,446.97","13,675,634.83","9,165,811.81","7,484,402.36","12,316,003.36","10,229,673.53"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"124,591.78","164,720.63","273,507.89","367,877.91","1,154,455.85","780,714.49","378,350.96","372,765.84","143,185.84","400,017.75","431,459.19","472,460.01","358,583.33","277,688.67","106,975.00","345,708.00","422,083.00","382,295.42","372,593.81","422,172.66","1,073,033.66","463,108.86","503,199.36","447,559.44","543,238.07","898,809.19","919,108.91","904,313.41","809,513.99","979,897.56","890,067.92"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,500,000.00",
应付股利,,"10,000,000.00","1,217,021.79","1,217,021.79","1,217,021.79","1,217,021.79","1,217,021.79",,,,,,,,,,,,,,,,,,,,,,,,
