科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"102,011,092.67","355,362,833.88","577,824,745.52","768,643,875.78","248,120,275.89","336,913,051.91","611,794,197.58","1,112,026,184.96","173,522,346.50","336,805,061.80","510,702,068.29","974,482,143.78","102,540,639.87","369,169,919.99","626,592,386.16","1,157,392,548.05","156,146,088.66","361,531,633.70","599,455,324.58","946,445,974.76","173,346,316.80","354,134,107.06","610,967,741.32","1,175,285,198.92","185,389,104.84","348,938,521.45","577,274,468.55","1,205,311,116.68","284,551,818.25","452,097,938.95","729,377,935.21","1,285,458,786.16","261,495,329.15","427,736,877.42","782,562,515.58","1,408,143,981.83","196,600,296.10","529,412,862.14","686,158,711.59","1,300,632,594.11","234,078,587.54","574,659,164.91","796,554,674.25"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"74,000,000.00","76,000,000.00","74,000,000.00",,,,,,,,"54,250,242.82",,,,,,,,,,"3,240,000.00","3,240,000.00",,,,"2,500,000.00","2,500,000.00",,,"3,000,000.00"
收到的税费返还,"723,969.10","3,993,583.98","16,355,536.31","21,351,684.28","339,903.86","6,171,582.57","11,348,518.63","21,853,916.82","291,296.36","492,997.13","637,621.51","30,524,092.37","799,036.21","1,212,434.19","2,659,305.87","20,765,976.81","283,912.96","989,994.01","1,008,767.84","16,050,361.57","505,430.63","9,636,063.81","14,305,669.25","19,926,304.19","1,766,875.91","1,441,522.62","5,686,133.58","10,241,378.67","1,821,133.66","10,927,344.67","17,003,777.29","23,566,426.70","1,893,821.84","3,256,915.95","25,449,071.85","34,395,907.55","3,632,714.23","5,448,225.09","17,199,951.47","36,646,351.02","1,080,501.52","5,132,723.57","15,670,067.86"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"608,306.00","2,000,000.00",,,,,,,,,,,"17,160,000.00",,,,"110,050,000.00",,"3,000,000.00","3,000,000.00",,,,,,,,
收到其他与经营活动有关的现金,,,,"264,082,143.47",,"621,466,715.78","644,438,977.13","150,633,155.87","69,447,511.52","347,201,306.73","414,115,263.32","175,505,958.18","31,997,288.14","64,418,890.11","61,572,332.04","128,092,171.06",,"53,136,723.83","156,026,086.97","185,334,863.52","20,089,856.90","85,616,902.01","156,122,747.09","159,528,808.14","14,586,913.67","31,767,067.33","169,234,001.39","162,805,439.59","26,426,244.70","10,882,307.53","224,486,579.79","94,245,858.67","19,396,155.98","63,600,764.33","72,551,621.52","37,401,741.15","12,378,460.72","23,129,707.52","36,421,244.35","43,337,140.90","21,990,115.59","30,298,587.41","230,333,655.90"
投资活动现金流出小计,"22,032,444.73","285,542,841.61","286,338,475.21","288,823,315.88","1,495,770.65","553,603,687.66","555,519,198.59","556,926,968.49","654,902.45","4,531,603.41","15,635,368.13","25,946,983.14","8,225,920.35","90,476,149.48","98,127,319.90","105,280,806.29","14,432,458.58","16,548,786.96","18,725,361.52","35,773,545.59","8,982,801.92","18,911,765.81","21,902,504.73","118,754,782.40","26,747,174.88","110,418,013.42","143,609,333.15","166,505,838.40","15,732,670.41","44,591,577.91","128,770,709.31","266,378,521.53","19,140,592.03","48,267,238.96","64,919,725.46","65,319,876.01","14,646,807.94","66,429,014.89","104,279,216.99","129,393,544.14","13,847,072.69","77,301,357.08","72,694,549.40"
经营活动现金流入小计,"102,735,061.77","359,356,417.86","594,180,281.83","1,054,077,703.53","248,460,179.75","964,551,350.26","1,267,581,693.34","1,284,513,257.65","243,261,154.38","684,499,365.66","925,454,953.12","1,180,512,194.33","135,336,964.22","434,801,244.29","690,824,024.07","1,306,250,695.92","156,430,001.62","415,658,351.54","756,490,179.39","1,147,831,199.85","193,941,604.33","449,387,072.88","781,396,157.66","1,354,740,311.25","201,742,894.42","382,147,111.40","752,194,603.52","1,378,357,934.94","312,799,196.61","473,907,591.15","970,868,292.29","1,403,271,071.53","282,785,306.97","494,594,557.70","880,563,208.95","1,479,941,630.53","212,611,471.05","557,990,794.75","739,779,907.41","1,380,616,086.03","257,149,204.65","610,090,475.89","1,042,558,398.01"
投资活动产生的现金流量净额,"32,516,135.82","-230,997,979.81","-231,757,538.91","-288,687,003.24","-1,273,989.86","-543,231,737.69","-545,147,248.62","-546,401,037.41","-643,282.45","7,799,158.01","-1,767,335.20","-10,503,129.76","-7,921,641.03","60,006,573.54","52,365,259.80","201,810,826.53","-6,939,338.23","142,563,501.08","140,594,143.85","231,866,553.60","-4,870,349.86","-9,140,113.75","-9,080,890.34","-105,858,668.01","-26,747,174.88","-107,563,533.42","-140,615,903.15","-163,527,359.40","-15,649,375.41","-44,491,492.91","-128,663,469.31","-266,260,248.71","-19,085,592.03","-48,196,238.96","-64,600,025.46","41,992,081.23","-14,646,487.94","-66,425,571.56","-103,557,881.35","-129,365,807.50","-13,845,642.69","-76,481,927.08","-69,687,760.74"
购买商品、接受劳务支付的现金,"87,215,040.39","260,560,894.98","478,632,937.97","581,458,524.05","123,038,385.19","222,331,363.64","428,341,294.63","404,516,987.62","104,548,905.57","205,771,034.63","314,448,676.36","408,113,736.07","97,810,461.23","206,509,385.74","299,677,358.17","617,411,998.37","120,814,468.13","273,235,131.91","437,312,571.28","539,698,101.61","70,386,380.13","233,953,644.75","327,886,367.52","433,159,078.92","78,103,421.84","151,782,535.58","222,408,247.72","468,918,350.66","127,523,399.29","183,601,025.18","285,294,158.55","486,604,685.72","119,062,119.67","200,655,919.10","339,947,840.30","547,967,811.34","96,780,515.46","239,384,402.16","364,376,258.78","447,570,164.01","101,163,401.39","290,497,799.58","375,732,677.46"
吸收投资收到的现金,,,,,,,,,,,,,,,,"4,000,000.00",,"89,858,405.00","89,858,405.00","89,858,405.00",,"1,500,000.00","1,500,000.00","10,370,000.00",,,,"90,000.00",,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,"1,095,872,924.20","1,095,872,924.20",,,
