科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"408,610,141.96","402,859,351.45","400,023,598.83","81,721,093.01","185,149,419.11","277,350,136.83","305,221,032.60","93,301,695.13","135,513,795.16","291,131,658.66","316,353,287.30","101,768,902.72","172,443,948.12","385,863,482.73","589,326,494.01","269,833,344.55","355,649,561.34","657,662,170.31","882,811,704.42","233,570,661.33"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"149,164,326.49",,,,"1,463,756.73",
收到的税费返还,"20,377,145.16","2,523,651.10","10,625,265.56","888,909.28","1,684,164.23","4,232,899.37","1,684,164.23","103,799.13","2,907,488.80","4,853,207.96","3,361,708.12","982,550.24","1,324,960.73","1,324,960.73","781,309.08","748,464.74",,"7,146,099.24","5,568,403.92","1,713,292.62"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"9,467,146.35",,,,"980,000.00",
收到其他与经营活动有关的现金,"4,722,920,498.36","6,033,006,148.73","8,200,408,864.90","1,737,514,026.73","2,550,401,635.22","4,116,357,964.22","6,220,009,862.82","1,155,728,889.89","2,745,263,750.05","4,636,428,616.63","6,414,407,113.01","1,691,054,632.89","3,858,226,885.55","6,190,065,450.60","6,693,368,948.80","2,434,932,919.62","4,188,530,317.96","5,517,711,592.00","7,428,597,170.94","2,203,123,254.99"
投资活动现金流出小计,"63,144,637.72","71,629,583.85","70,221,392.82","1,482,360.83","987,554.46","75,722,578.67","310,088,115.27","48,068,008.54","57,569,420.18","327,320,525.93","573,017,081.24","217,703,893.56","833,183,676.18","1,110,404,714.29","909,176,081.65","9,743,710.43","30,187,756.35","47,478,311.88","91,265,078.01","29,709,784.60"
经营活动现金流入小计,"5,151,907,785.48","6,438,389,151.28","8,611,057,729.29","1,820,124,029.02","2,737,235,218.56","4,397,941,000.42","6,526,915,059.65","1,249,134,384.15","2,883,685,034.01","4,932,413,483.25","6,734,122,108.43","1,793,806,085.85","4,031,995,794.40","6,577,253,894.06","7,283,476,751.89","2,705,514,728.91","4,544,179,879.30","6,182,519,861.55","8,316,977,279.28","2,438,407,208.94"
投资活动产生的现金流量净额,"-63,144,637.72","-70,619,583.85","-67,371,392.82","-1,463,160.83","181,645.54","-74,548,378.67","-117,772,874.17","3,035,792.73","23,765,961.81","-274,118,522.86","-428,881,072.40","215,633,978.94","219,974,829.17","198,498,415.11","68,459,989.00","-6,731,063.07","-26,418,550.91","-41,208,338.89","-81,067,300.33","-29,656,784.60"
购买商品、接受劳务支付的现金,"73,345,902.11","69,989,463.95","74,315,979.24","13,946,680.12","32,800,433.81","90,891,956.75","67,290,967.83","26,599,978.72","40,031,339.17","77,725,367.22","83,693,345.06","21,183,935.34","64,647,684.82","135,929,757.03","164,269,558.69","92,134,514.61","219,538,455.64","310,448,937.15","412,534,608.77","113,589,931.20"
吸收投资收到的现金,,,,,"322,800,000.00","322,800,000.00","322,800,000.00",,,"850,381,494.12","826,421,494.12",,,,,,,,"2,588,556.00","400,000.00"
支付给职工以及为职工支付的现金,"37,400,565.96","47,162,569.75","59,263,386.28","20,189,206.09","36,253,064.28","46,698,328.81","58,727,986.22","22,314,282.68","35,242,415.63","51,292,359.11","66,320,559.30","25,553,608.96","39,023,960.90","55,068,494.09","89,008,200.97","28,346,397.45","60,530,458.24","84,840,903.37","115,658,271.23","36,761,834.94"
取得借款收到的现金,"55,001,538.98","38,690,700.00","81,047,830.49",,"18,971,507.50","18,971,507.50","24,635,342.71",,"56,612,703.30","65,808,882.33","92,359,785.04","96,766,218.29","29,490,761.67","40,637,811.67","559,833,958.25","99,233,078.33","83,898,197.74","176,929,103.78","803,718,364.58","396,783,477.06"
支付的各项税费,"34,443,898.85","44,231,176.48","45,884,769.87","12,335,965.70","22,681,770.87","35,944,922.07","42,242,732.01","8,825,345.45","25,801,611.78","37,344,185.10","53,705,194.43","11,712,273.98","30,203,030.97","44,888,857.88","71,084,380.06","21,910,645.38","42,038,420.18","69,632,235.07","146,650,415.16","24,511,944.31"
收到其他与筹资活动有关的现金,,,,"80,161,412.95",,,,,,,,,,,,,"42,918,899.34","42,918,899.34","42,918,899.34",
支付其他与经营活动有关的现金,"4,851,156,542.91","5,985,397,121.26","8,239,315,134.49","1,846,345,487.51","2,681,371,600.74","4,217,298,809.87","6,349,420,376.75","1,213,993,106.27","2,814,697,679.84","4,704,180,815.82","6,737,040,963.92","1,748,792,368.43","3,839,879,183.62","6,553,260,240.83","7,399,614,554.97","2,702,448,229.58","4,120,292,009.47","5,730,759,499.60","8,314,591,954.65","2,732,083,704.81"
筹资活动现金流入小计,"55,001,538.98","38,690,700.00","81,047,830.49","80,161,412.95","341,771,507.50","341,771,507.50","347,435,342.71",,"56,612,703.30","916,190,376.45","918,781,279.16","96,766,218.29","29,490,761.67","40,637,811.67","559,833,958.25","99,233,078.33","126,817,097.08","219,848,003.12","849,225,819.92","397,183,477.06"
经营活动现金流出小计,"4,996,346,909.83","6,146,780,331.44","8,418,779,269.88","1,892,817,339.42","2,773,106,869.70","4,390,834,017.50","6,517,682,062.81","1,271,732,713.12","2,915,773,046.42","4,870,542,727.25","6,940,760,062.71","1,807,242,186.71","3,973,753,860.31","6,789,147,349.83","7,723,976,694.69","2,844,839,787.02","4,442,399,343.53","6,195,681,575.19","8,989,435,249.81","2,906,947,415.26"
偿还债务支付的现金,"187,758,407.03","125,001,538.98","108,690,700.00","70,420,830.49","101,047,830.49","107,310,598.93","156,047,830.49","40,029,114.17","65,942,191.51","65,942,191.51","86,635,342.71","70,359,785.04","13,837,811.67","29,490,761.67","2,900,000.00","75,817,695.32",,"6,746,752.97","11,740,000.00",
经营活动产生的现金流量净额,"155,560,875.65","291,608,819.84","192,278,459.41","-72,693,310.40","-35,871,651.14","7,106,982.92","9,232,996.84","-22,598,328.97","-32,088,012.41","61,870,756.00","-206,637,954.28","-13,436,100.86","58,241,934.09","-211,893,455.77","-440,499,942.80","-139,325,058.11","101,780,535.77","-13,161,713.64","-672,457,970.53","-468,540,206.32"
分配股利、利润或偿还利息支付的现金,"59,635,917.18","50,430,011.10","85,819,967.92","23,231,083.98","42,861,869.81","65,181,735.64","77,899,222.35","16,893,855.33","78,945,807.66","97,103,994.34","115,100,889.97","15,245,882.94","74,427,037.23","89,014,957.74","121,588,308.61","12,845,188.62","27,012,185.01","89,189,677.57","98,394,928.74","15,728,877.15"
收回投资收到的现金,,,,,,,"190,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","105,870,000.00","426,320,000.00","1,039,830,000.00","1,289,840,500.00","968,629,382.32",,,,,
支付其他与筹资活动有关的现金,,,,,"3,860,366.36","5,945,180.61","11,792,872.06",,"6,800.00","28,441,800.00","3,369,164.47","1,860,000.00","1,860,000.00","1,860,000.00",,,"85,843,665.67","93,837,223.03","85,843,664.67",
取得投资收益收到的现金,,"400,000.00",,,,,"1,141,041.10","1,103,801.27","1,963,081.99","3,202,003.07","5,378,774.84","7,017,872.50","13,328,505.35","15,685,570.65","6,896,688.33","2,094,640.84","3,762,600.32","6,239,686.00","9,315,292.48",
筹资活动现金流出小计,"247,394,324.21","175,431,550.08","194,510,667.92","93,651,914.47","147,770,066.66","178,437,515.18","245,739,924.90","56,922,969.50","144,894,799.17","191,487,985.85","205,105,397.15","87,465,667.98","90,124,848.90","120,365,719.41","124,488,308.61","88,662,883.94","112,855,850.68","189,773,653.57","195,978,593.41","15,728,877.15"
