科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"47,740,052.15","120,893,640.04","165,777,555.41","172,344,259.63","53,629,486.70","120,902,740.51","156,719,416.15","182,370,207.94","46,236,405.06","90,187,139.72","139,776,381.04","186,194,620.53","49,332,440.31","100,000,358.35","154,398,987.23","208,627,046.07","49,309,730.95","106,758,089.03","155,481,965.20","205,011,900.57","47,469,301.73","101,093,728.94","155,862,623.46","227,640,452.63","47,549,570.05","98,717,395.92","160,869,822.72","226,142,926.36","56,781,085.05","131,915,224.86","192,266,790.98","259,903,576.98","52,550,759.06","132,264,735.25","234,520,601.22","303,235,247.51","94,094,951.42","217,413,363.82","348,707,112.29","486,623,598.67","136,779,629.29","307,019,278.62","476,286,847.98","631,643,717.04","162,608,711.77","355,734,512.49","556,035,020.47","742,759,556.02","223,546,155.81"
二、营业利润,"-14,617.46","-7,980,787.56","-16,845,575.99","-66,885,339.28","-5,738,507.99","-10,235,820.47","-20,422,330.73","-136,732,000.15","-5,866,704.35","-7,825,276.25","-6,372,290.99","-22,566,223.33","-4,631,654.72","-12,395,422.78","-18,405,487.32","-30,476,351.16","-4,267,469.91","-9,513,617.99","-16,680,497.41","-34,604,146.82","-9,432,326.92","-15,089,498.04","-20,238,423.39","-27,479,278.71","-325,466.34","-10,151,295.65","-20,124,285.01","-53,829,863.89","-5,897,964.89","-13,550,840.18","-24,443,639.37","-52,703,254.64","-11,068,061.37","-20,332,162.27","-28,398,567.58","-82,809,624.35","-13,423,766.69","-18,435,632.33","-26,168,288.84","40,035,098.25","994,771.66","-36,416,404.20","-48,199,877.37","64,490,938.32","-10,087,089.76","-26,086,322.51","-37,139,100.88","-111,710,319.39","3,076,468.76"
减:营业成本,"38,531,409.69","109,041,719.64","147,021,915.34","157,476,151.13","47,508,492.86","110,334,809.25","142,094,045.53","174,998,417.45","43,390,964.39","78,922,525.65","116,722,945.82","148,527,905.82","41,740,200.26","85,802,637.49","136,004,648.09","176,272,139.74","43,067,998.39","92,954,150.76","136,035,234.65","184,464,086.13","39,923,776.96","85,039,624.80","129,968,551.88","189,602,475.59","38,789,448.89","83,819,816.76","138,482,052.03","201,301,654.29","49,428,511.36","117,392,907.41","173,960,596.05","231,860,148.26","44,786,371.41","115,610,571.23","208,337,141.29","270,241,620.26","85,423,938.84","192,195,966.71","307,841,911.24","432,367,480.16","122,556,096.99","271,390,601.42","418,395,715.39","554,935,271.21","142,940,995.91","314,627,017.01","489,303,402.36","654,506,616.92","194,949,204.22"
加:补贴收入,"426,938.71","581,938.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"96,228.31","224,281.87","219,339.95","436,807.23","28,232.42","104,607.68","189,276.72","296,237.35","33,630.47","64,816.99","108,168.62","291,424.09","34,623.71","273,092.24","308,545.52","348,435.14","15,915.93","31,034.76","52,226.67","421,217.76","11,793.59","57,438.61","188,088.11","518,512.92","80,021.85","98,325.70","191,682.95","326,614.42","65,664.94","145,190.22","183,076.43","316,892.90","95,056.86","231,671.53","308,438.62","338,165.03","51,305.80","125,724.86","142,935.89","6,414,078.43","2,003,952.69","3,897,615.62","5,745,680.09","7,811,636.65","1,054,641.92","4,072,564.83","6,092,889.32","8,789,848.01","2,325,834.03"
营业外收入,"68,679.37","86,076.98","734,437.99","1,454,063.36","50,697.58","164,364.30","1,320,847.36","2,139,156.48","53,847.69","230,584.13","569,636.90","25,271,068.82","11,184.43","49,160.45","370,527.98","38,889,471.85","263,877.68","3,184,222.93","3,510,947.95","4,294,853.87","6,574,482.57","10,910,984.06","11,585,119.65","34,111,598.40","803,823.08","1,281,419.88","2,308,865.35","4,888,540.62","502,352.51","1,374,795.01","16,584,702.73","58,760,811.14","1,120,803.29","1,146,616.20","1,272,827.90","5,744,864.38","4,527,861.20","4,933,489.32","6,263,600.55","4,371,844.49","418,923.89","2,499,436.10","2,918,287.45","223,103.99","96,851.90","170,019.66","648,503.96","695,833.05","8,466.88"
销售费用,"2,649,691.12","5,885,751.76","9,245,519.57","14,374,242.80","3,657,952.70","6,691,908.23","10,231,599.92","16,577,107.73","2,842,230.72","5,910,803.55","8,820,683.49","11,785,308.97","3,523,867.20","5,260,364.96","7,856,178.31","11,158,684.64","1,973,381.71","4,693,647.89","6,560,361.90","9,473,733.54","2,294,387.04","5,220,564.94","7,818,839.55","10,490,603.70","3,296,281.56","6,623,787.37","10,535,915.00","16,045,040.12","2,972,465.76","7,006,515.18","11,129,105.13","14,907,654.82","3,388,765.25","7,831,915.37","11,916,490.37","16,769,800.61","2,181,009.60","8,148,077.43","14,752,254.82","23,863,674.45","4,909,480.02","12,308,148.73","21,860,525.56","32,066,223.02","6,816,911.62","14,090,018.56","24,380,958.87","42,705,149.88","6,174,481.71"
减:营业外支出,"13,441.54","59,070.86","76,108.82","859,766.82","154,710.97","181,305.06","187,446.80","719,611.77","9,847.95","36,031.15","50,501.03","76,408.00","13,481.60","31,711.09","327,935.60","6,688,935.22","202,463.50","241,394.75","282,968.48","358,676.92","2,016.33","2,306.33","54,630.22","6,030,003.22",,"758,455.74","792,655.74","4,363,110.94",1.95,"11,058.95","536,552.73","668,075.71","237,917.49","272,150.78","298,297.01","749,136.76","4,474.41","5,310.00","536,313.27","9,242,122.88","47,178.56","115,450.54","457,906.52","1,578,473.53","4,907.09","162,972.38","211,195.88","928,504.30","41,649.30"
管理费用,"5,332,184.37","15,577,891.34","19,464,707.00","47,246,932.19","6,112,209.74","11,950,190.87","19,249,905.76","29,736,268.37","4,528,543.45","12,041,834.68","16,934,499.09","27,643,787.27","5,724,974.10","13,838,387.74","18,539,938.20","34,429,312.99","7,079,286.17","15,565,359.47","23,828,288.81","33,849,686.95","7,854,317.84","16,373,006.44","26,302,852.29","38,398,648.58","9,791,159.46","19,633,364.37","30,902,567.01","43,897,571.10","8,484,775.10","18,650,148.33","27,686,544.45","47,791,837.20","13,099,039.67","24,084,047.93","34,850,060.17","75,698,859.09","11,518,101.85","23,444,584.21","39,917,668.69","56,661,545.13","11,663,298.94","25,264,915.31","37,857,701.19","60,163,382.78","15,158,845.04","37,228,178.11","54,127,219.70","63,348,944.35","12,023,856.19"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,896.40,,,,"7,260.68",,,,,,,,"23,827.57",,,,"41,171.49",,"3,255.85","519,058.17","538,771.92",,267.94,"6,328.74",,,,,,
