科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"44,075.11","92,062.71","90,739.51","2,188.68","71,603.98","29,398.58","11,040.58","30,064.13","30,126.83","10,722.23","43,501.66","22,401.22","17,206.61","346,048.15","202,274.07","221,528.27","541,468.88","119,779.17","2,736,064.93","1,484,916.01","1,013,231.85","317,183.00","1,557,023.62","167,339.91","403,109,067.85","354,164,795.14","286,289,594.70","308,926,920.88","460,399,106.26","486,324,045.89","415,559,558.42","563,710,459.13","705,198,813.25","866,518,794.58","1,063,003,653.48","922,709,474.97","976,693,541.12","971,751,808.94","990,303,029.78","1,182,724,141.45","1,183,251,237.06","1,419,454,243.45","1,386,699,484.05","1,485,439,751.89","1,651,966,512.77","1,705,404,532.51","1,470,377,221.50","1,589,840,102.03","1,285,370,125.97"
短期借款,"512,333,288.46","477,642,167.91","477,642,167.91","467,553,910.86","477,642,167.91","467,553,910.86","467,553,910.86","461,573,834.92","461,573,834.92","452,993,834.91","447,572,668.91","447,761,937.52","447,761,937.52","447,761,937.52","447,761,937.52",,,,,,,,,,"345,045,417.88","344,253,397.47","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","320,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","230,000,000.00","160,000,000.00","140,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","85,000,000.00","84,900,000.00","84,900,000.00","59,900,000.00","59,900,000.00","70,000,000.00","152,778,993.01","244,961,105.44","261,732,639.80"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,"701,701,819.41","841,119,418.13","976,072,145.41","908,334,489.64","857,189,835.14","897,879,855.47","965,570,772.22","821,508,964.48","708,282,897.82","832,426,045.38","811,565,800.00","756,236,883.85","886,439,881.74","1,061,026,531.44","1,121,861,414.85","986,585,287.51","1,090,241,718.72","1,219,516,132.97","1,375,593,215.52","1,373,275,437.45","1,345,898,539.63","1,500,692,408.88","1,587,586,021.33","1,388,256,712.12","1,593,587,079.76"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,"412,989,759.89","474,667,982.11","536,498,647.82","532,937,563.06","490,311,683.39","469,484,856.66","475,844,889.31","439,080,010.76","390,575,625.00","389,475,534.76","359,913,338.78","344,484,781.04","377,403,935.79","491,413,104.47","553,311,864.64","596,549,678.73","632,895,066.38","691,635,309.69","881,413,283.75","953,012,050.55","1,057,653,077.53","1,088,136,620.31",,"1,153,763,415.13",
应收账款,,,,,,,,,,,,,,,,,,,,,,,,,"1,057,840,357.17","1,184,907,695.24","1,130,204,610.39","1,116,340,869.00","1,100,631,601.08","1,201,621,039.30","1,102,656,807.13","1,030,584,930.28","1,170,820,765.05","1,041,121,541.81","891,505,271.96","1,197,755,120.46","1,144,876,748.35","1,217,864,507.68","1,235,811,211.29","1,322,051,085.74","1,458,298,917.03","1,363,332,924.14","1,393,013,814.86","1,596,653,173.24","1,480,500,610.77","1,710,626,981.44","1,529,937,822.63","1,719,701,694.43","1,999,207,324.06"
应付账款,,,,,,,,,,,,,,,,,,,,,,,,,"1,108,057,010.78","1,108,149,199.18","1,001,395,702.29","1,048,042,610.00","999,451,123.47","1,043,752,718.01","998,410,304.77","1,008,785,356.19","1,013,773,625.62","971,539,314.21","789,511,105.60","1,104,341,239.94","1,109,819,596.85","1,161,945,274.49","1,163,294,356.22","1,388,993,084.36","1,429,453,009.53","1,365,789,023.84","1,377,974,463.68","1,719,833,784.09","1,616,501,224.03","1,755,077,608.75",,"1,832,453,368.26",
预付款项,,,,,,,,,,,,,,,,,,,,,,,,,"44,079,632.45","39,225,985.42","56,682,236.15","41,535,255.12","60,275,916.15","36,315,889.11","48,984,452.05","19,893,751.77","44,229,220.86","24,502,377.09","25,831,166.12","28,391,003.13","25,330,125.17","31,000,737.47","33,866,939.85","44,487,610.02","47,576,439.80","35,493,935.62","44,032,390.58","43,132,426.89","37,024,574.75","52,711,387.76","78,231,138.93","72,942,851.57","59,572,311.83"
预收款项,,,,,,,,,,,,,,,,,,,,,,,,,"11,184,877.42","8,165,663.74","6,271,669.56","3,437,276.99","8,434,951.68","5,575,436.47","6,931,693.99","3,322,570.25","4,843,449.96","4,128,282.47","7,202,873.14","6,212,914.23","6,981,321.92","5,317,689.36","6,329,139.27","5,924,829.21","6,898,341.17","6,763,533.58","8,121,959.73","7,943,620.88","8,393,585.01","9,396,220.33","11,632,678.15","9,356,060.01","10,121,424.50"
其他应收款,"1,848,367.79","2,700,635.93","3,104,253.25","2,391,108.22","2,488,748.40","1,634,606.80","1,885,694.93","1,564,200.69","1,488,133.64","961,515.37","30,371,406.01","29,324,762.67","29,473,105.61","29,070,625.24","29,067,033.24","72,531,470.44","31,293,073.41","70,150,995.81","65,183,870.70","64,684,431.64","64,430,737.45","64,346,374.23","56,531,175.53","24,438,818.58","49,003,594.24","68,591,659.05","95,879,750.33","185,125,820.02","45,370,296.34","67,032,397.14","80,717,985.55","100,879,015.46","45,419,836.38","55,112,134.63","77,954,476.75","107,125,796.23","119,735,777.97","81,930,945.49","64,313,312.17","127,473,541.26","80,359,393.52","96,615,407.62","86,941,021.77","134,928,300.78","106,766,770.49","120,220,079.61","146,167,984.93","390,476,093.96","350,873,275.24"
应付职工薪酬,,,,"488,108.73","492,186.93","486,790.38","468,866.93","530,777.88","554,942.76","535,452.58","594,154.60","559,212.76","520,376.30","524,483.78","527,726.78",,,,,"54,050.00",,,,"378,270.00","20,704,347.86","35,374,488.01","43,959,770.76","26,136,262.29","30,702,108.51","38,061,844.93","86,219,914.39","29,119,559.11","33,975,631.99","16,193,504.70","18,234,564.75","35,732,884.83","43,520,174.79","49,712,953.74","63,571,994.86","73,825,980.60","86,531,598.61","51,658,337.48","64,132,803.44","91,199,320.13","95,323,649.72","76,127,253.05","97,304,352.28","116,570,541.29","114,242,222.56"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,472.07",-939.93,"-6,888.35","-1,752.22","67,544.01","73,682.01","1,093.82",,"65,769.80","11,360.47","5,779.29","2,066,484.14","2,072,804.88","2,091,725.10","2,101,884.64","2,066,484.14","2,082,869.96","2,154,301.52","2,164,135.78","2,234,182.14","2,239,562.55","2,244,899.10","2,248,139.21","2,066,484.14","55,884,085.83","17,710,200.96","18,665,356.15","49,441,297.69","69,445,580.29","17,871,538.94","22,559,391.57","17,068,034.18","36,373,502.21","31,725,376.70","20,103,136.88","21,834,382.58","27,489,270.45","36,329,617.89","48,179,469.68","49,576,241.42","62,551,256.17","59,847,514.39","55,982,605.12","41,197,505.91","40,239,188.41","36,908,743.70","31,164,739.74","39,892,270.52","26,123,011.10"
应收利息,"1,931,203.38","1,931,203.38","1,931,203.38","1,931,203.38","1,851,203.38","80,000.00","80,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,"349,492,769.23","358,412,736.72","367,332,704.21","376,252,671.70","389,895,681.04","396,023,073.70","402,150,466.36","403,265,493.54","409,207,020.72","409,207,020.72","421,092,587.62","427,036,627.34",,,,,,,,,,"413,635.28","62,852.67","62,764.18","62,373.62","132,136.06","132,926.11","133,070.73","172,918.84","132,699.45","125,477.84","131,007.84","124,230.76","222,467.20","12,083.33",,,,,,,,,,"85,157.77","100,804.80"
