科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"81,836,114.92","115,856,371.75","165,939,071.75","529,985,044.36","377,157,403.22","268,017,570.28","229,810,281.91","177,362,194.36","225,359,863.45","185,105,244.50","262,788,163.84","182,819,985.73","212,062,169.49","173,987,650.48","306,603,342.46","165,041,645.66","136,999,435.65","112,012,046.66","173,003,561.81","71,119,656.99","271,256,784.27","248,622,968.55","427,385,156.33","235,822,536.63","198,731,105.79","394,794,032.06","1,070,911,849.54","1,233,364,957.03","1,355,425,804.81","1,147,174,918.69","2,230,440,719.44","1,677,102,775.90","1,494,675,983.11","1,690,739,119.78","1,718,110,241.71","1,729,856,326.65","1,653,661,356.28"
短期借款,"20,000,000.00","20,000,000.00","20,000,000.00","40,000,000.00",,,,"50,000,000.00","55,000,000.00","70,000,000.00","50,000,000.00","90,000,000.00","110,000,000.00","140,000,000.00","160,000,000.00","110,000,000.00","110,000,000.00","72,000,000.00","72,000,000.00","23,160,000.00","85,000,000.00","84,900,000.00","51,256,100.00","105,156,100.00","181,355,790.65","254,855,790.65","86,855,790.65","60,900,000.00","248,400,000.00","139,745,000.00","425,096,762.02","448,996,762.02","382,496,762.02","561,496,762.02","347,650,000.00","497,500,000.00","451,850,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"535,031.00","2,980,360.00",,,,,"5,692,601.25",,,,"3,488,300.31","3,573,000.00","4,909,380.00","5,066,600.00",,,,,"450,000.00","100,000.00","1,335,000.00",,"741,000.00","17,200,000.00","13,802,360.00","13,189,488.34","20,921,598.50","29,022,969.25","40,838,953.25","8,540,000.00","4,064,132.72","5,609,652.00","3,708,244.80","5,151,478.46","17,672,390.90","223,644,286.31","320,377,919.88"
应付票据,,,"20,000,000.00",,,"7,750,000.00",,,,,,,,,,,,,,,"1,423,968.80",,"9,690,000.00","338,069.37","59,840.60",,"26,558,354.00","24,652,400.00","9,997,509.00","9,615,261.00","24,598,039.00","10,465,763.90","35,140,072.80","36,332,335.00","55,433,815.50","44,059,215.00","45,681,088.30"
应收账款,"49,597,893.90","51,070,102.63","92,276,426.73","109,172,683.47","142,285,740.94","163,543,241.95","165,020,223.34","128,291,533.92","159,540,739.20","122,655,592.43","172,169,587.08","164,530,887.52","181,520,385.10","169,908,357.80","151,061,494.65","148,674,177.01","190,648,737.75","146,186,727.52","90,442,671.00","82,718,197.46","434,534,107.17","524,164,357.67","480,261,274.00","593,032,104.60","693,361,927.30","819,607,308.33","698,396,868.82","914,898,701.52","981,983,002.62","941,707,230.74","863,342,731.13","921,107,586.38","1,090,381,452.47","1,184,699,699.08","1,127,983,510.74","1,597,413,218.11","1,859,875,168.56"
应付账款,"101,602,877.31","79,445,149.62","110,540,398.95","98,375,762.29","80,705,554.46","82,196,958.04","78,219,221.97","51,816,240.13","99,703,276.80","79,501,443.23","78,438,263.07","99,316,398.97","110,911,151.96","138,477,564.60","160,359,462.75","97,339,428.99","166,366,044.32","140,859,711.49","121,962,767.45","117,507,883.92","434,745,820.92","441,662,471.21","509,625,434.83","467,965,600.60","514,136,637.93","593,968,635.20","588,328,578.58","639,203,414.72","657,041,299.11","657,355,932.78","805,659,928.71","665,254,961.85","733,998,271.29","686,401,996.68","981,517,640.67","1,421,763,035.84","1,538,560,852.49"
预付款项,"4,971,959.80","10,132,218.59","13,865,816.12","32,685,302.59","52,537,908.03","116,392,287.20","42,227,035.90","57,735,561.26","40,454,918.47","76,089,530.88","61,114,284.85","78,393,786.76","59,319,811.84","155,124,699.70","23,019,989.44","93,274,307.56","35,381,659.36","10,489,599.47","22,215,904.21","46,494,290.99","81,467,801.28","103,251,765.77","105,734,332.63","122,452,385.47","131,460,099.89","132,377,904.13","145,519,755.79","180,626,137.29","180,728,069.89","172,085,709.79","145,860,407.44","177,457,765.44","194,203,681.47","204,858,998.61","104,761,137.51","205,976,916.02","230,692,257.80"
预收款项,"38,116,518.08","53,424,025.56","55,233,266.76","30,251,675.52","32,019,480.38","48,181,883.36","40,543,357.86","37,324,110.88","44,140,090.52","61,178,609.19","101,232,432.14","89,490,017.15","128,729,739.04","241,210,305.92","114,521,155.82","133,284,626.78","121,309,144.01","153,650,987.60","117,849,466.68","129,948,531.28","590,884,546.68","574,668,829.30","522,153,201.47","430,597,294.97","363,968,966.08","368,481,581.20","343,428,461.70","950,229,509.24","901,589,005.80","933,837,978.70","934,483,150.49","1,021,850,968.58","916,998,912.11","1,045,810,004.53","874,522,037.69","930,704,815.02","940,469,891.09"
