科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"102,701,584.34","98,743,476.81","85,121,340.17","79,132,784.76","116,484,612.09","41,318,628.42","1,488,473,600.50","1,284,446,677.93","1,180,464,286.82","978,508,954.67","915,483,060.85","887,800,355.15","838,700,431.23","818,320,245.45","821,195,764.83","768,434,625.88","928,721,583.09","758,952,701.54","862,891,425.14","897,920,863.85","834,897,766.69","538,067,350.12","694,902,386.48","706,774,734.55","761,442,411.83","590,149,997.26","915,104,589.96","1,223,530,475.51","1,183,370,232.04","1,208,490,021.58","1,461,088,445.77","1,010,647,374.94","1,150,415,664.55","585,583,716.73"
短期借款,"30,000,000.00","230,000,000.00","30,000,000.00",,,"13,500,000.00","13,500,000.00",,,,,,,"362,787.37",,"30,708,139.00","30,555,560.00",,,,,,,,,,,"30,042,397.41",,"20,761,767.90","20,648,935.46","20,275,121.88","169,863,597.72","201,132,443.91"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"132,284,251.40","108,332,554.50","129,213,935.89",509.02,509.02,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"36,654,465.58","145,854,376.46","159,465,524.94","178,046,136.61","180,085,518.47","177,215,218.09","205,450,758.20","314,334,382.47","351,517,886.08","323,155,082.43","450,129,807.76","487,485,855.77","506,778,871.53","488,907,834.79","407,845,151.89","413,002,978.54","446,329,521.84","499,410,585.92","493,355,046.77","594,136,530.88","580,141,695.67","545,894,546.97","507,474,547.46","604,190,161.04","561,359,005.76","528,121,863.17","481,640,504.81","539,658,124.62","340,710,478.12","683,082,400.65","673,021,474.04","706,279,559.49","695,926,999.15","715,176,856.15"
应付票据,"160,498,445.83","56,208,381.51","68,772,095.17","74,463,659.13","116,744,350.92","82,707,943.22","136,425,833.20","124,615,553.69","62,799,676.49","33,779,826.43","94,898,983.20","69,674,754.53","73,652,704.43","83,544,097.21","83,105,558.99","127,473,172.91","172,286,166.05","190,342,728.41","229,979,218.55","258,642,130.60","247,049,207.02","219,566,441.89","232,243,953.78","218,839,338.91","141,816,023.07","257,480,587.59","337,328,974.04","341,473,383.75","352,248,202.59","419,207,383.16","513,622,769.74","544,652,331.41","545,610,911.31","445,218,320.61"
应收账款,"103,267,952.47","93,811,842.40","120,846,108.52","149,324,940.61","142,471,849.77","145,460,804.90","183,297,508.33","159,296,191.90","187,729,058.76","226,815,565.63","248,494,460.60","228,125,596.38","202,931,567.09","265,581,219.72","239,425,148.77","393,835,609.31","308,643,584.59","336,002,699.76","478,166,631.78","367,915,926.33","318,911,278.40","414,325,165.89","535,145,328.38","348,050,432.89","328,219,402.86","487,237,092.31","551,221,984.37","417,348,227.83","54,105,511.59","606,623,492.87","580,399,916.76","802,132,009.02","546,082,127.22","625,423,257.12"
应付账款,"228,504,021.20","251,506,247.66","358,988,591.84","379,335,944.61","391,363,308.02","428,676,205.90","326,917,442.00","313,183,566.46","383,417,272.99","443,889,203.40","387,935,433.67","415,144,435.91","414,260,293.08","520,968,469.79","456,846,106.57","497,912,012.93","508,292,539.97","573,001,866.91","500,251,929.17","584,890,826.70","596,329,501.39","572,134,091.35","461,500,934.04","520,143,504.25","600,838,916.88","696,521,114.63","522,389,937.28","632,561,533.38","639,263,533.33","922,549,986.16","864,024,044.01","1,019,530,031.37","1,113,592,046.06","1,338,987,124.16"
预付款项,"45,482,481.09","18,631,228.87","24,305,934.29","53,809,096.47","74,278,096.14","60,694,494.58","59,577,020.84","71,774,037.60","69,208,907.84","94,478,097.33","117,631,142.93","106,705,620.41","117,154,012.12","88,244,507.63","113,387,953.17","67,579,810.74","107,112,309.48","82,984,184.43","88,947,737.09","95,605,378.95","105,896,913.50","34,941,274.54","31,683,869.57","28,369,660.96","32,599,156.82","25,991,675.12","36,685,047.87","43,241,904.02",,"57,778,102.53","69,821,722.47","93,602,649.07","121,210,163.11","112,497,807.73"
预收款项,"159,055,651.43","134,354,720.53","137,032,638.41","135,061,915.28","145,559,479.29","110,412,860.26","123,743,543.90","76,309,394.48","39,633,504.90","60,489,406.97","66,557,698.59","97,850,814.41","100,139,611.32","99,680,062.13","96,606,143.33","82,664,700.50","98,048,307.75","97,144,067.72","83,929,472.57","123,406,668.25","93,165,358.49","135,802,246.29","98,060,803.67","96,869,266.01","108,021,162.78","149,798,281.17","128,454,140.99","148,574,341.13","162,622,739.48","222,262,519.75","276,215,196.16","290,306,482.07","405,314,283.93","584,875,623.54"
其他应收款,"25,164,695.05","7,295,502.09","4,860,954.03","6,273,417.46","8,314,057.96","15,999,748.84","9,867,723.84","4,116,325.00","13,113,272.87","9,075,412.07","12,066,446.90","11,249,585.38","9,498,985.77","6,899,072.88","11,106,740.36","33,447,204.15","31,909,264.24","31,523,381.24","30,333,906.23","38,132,007.70","36,831,023.95","35,462,598.67","29,643,533.43","24,838,043.02","29,532,678.63","31,666,683.14","35,220,871.04","25,900,777.39","33,647,518.74","26,480,538.10","57,148,981.09","28,785,392.50","33,538,799.63","37,352,405.35"
应付职工薪酬,"12,581,801.49","14,893,759.91","15,351,877.59","11,550,179.96","11,529,281.40","19,392,402.39","12,149,380.96","12,850,418.83","13,764,887.18","13,979,215.95","12,383,296.28","13,516,786.40","13,994,764.54","23,079,669.07","15,996,050.61","15,471,497.43","15,941,736.68","34,289,108.50","19,011,605.30","20,521,736.59","20,793,565.51","40,856,117.93","20,642,854.54","21,345,946.95","23,830,654.76","51,182,228.53","38,621,273.37","30,528,642.18","31,391,708.50","59,910,424.97","40,284,224.67","45,317,667.61","43,401,220.93","97,614,408.08"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-26,588,328.61","-3,145,664.98","6,388,800.50","13,997,583.91","11,185,703.06","2,066,693.01","13,083,622.08","7,666,453.06","16,185,184.61","-5,215,872.16","21,652,127.08","7,689,802.36","12,201,340.58","1,265,119.99","4,909,380.23","15,829,423.66","30,515,533.18","15,536,857.29","38,636,191.41","9,887,418.14","8,821,882.89","19,649,053.12","38,003,516.82","63,444,614.73","55,176,693.74","18,858,011.98","61,293,696.88","51,205,415.22","62,610,798.04","64,613,941.22","25,427,714.89","43,708,692.42","70,744,300.39","42,863,671.69"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129,476.39","129,476.39","457,726.39","457,726.39","132,916.67"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
