科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
现金及存放同业款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"167,180,000.00","160,250,000.00","177,051,000.00"
货币资金,"14,440,015,414.46","23,306,306,975.15","17,009,135,519.75","17,124,097,736.51","19,738,365,001.18","16,891,475,106.73","16,149,197,542.17","12,336,679,539.33","11,627,616,529.17","12,179,542,262.29","13,122,003,992.88","11,665,576,125.25","10,684,833,196.14","12,005,077,108.03","12,714,006,283.21","13,899,803,949.35","26,749,242,664.30","22,547,541,775.48","33,984,877,098.06","72,490,078,653.32","68,173,772,641.46","47,771,925,975.36","48,923,906,588.42","41,843,853,317.67","32,624,406,045.90","31,653,009,147.22","32,971,074,812.60","29,756,906,260.00","27,858,400,689.05","27,717,473,995.18","29,209,463,764.28","29,831,703,188.34"
其中：质押借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：客户资金存款,"8,265,707,790.74","17,139,080,840.32","11,766,025,815.44","11,382,458,707.72","9,323,283,255.03","9,151,051,180.44","10,044,505,552.86","9,119,181,679.99","8,367,216,682.85",,,,,"9,793,494,912.11","9,846,879,476.32","11,203,924,771.79",,"19,026,989,281.23","30,350,420,939.24","54,814,349,996.18","47,443,271,739.62","38,969,220,903.63","39,487,592,888.02","35,930,766,932.72","27,669,977,956.73",,"25,169,620,262.00","24,124,138,443.41","23,348,065,150.88",,,
拆入资金,,,,,,,,,,"200,000,000.00","1,700,000,000.00",,"800,000,000.00","200,000,000.00","1,600,000,000.00","2,000,000,000.00","3,581,000,000.00","2,829,000,000.00","2,829,000,000.00","2,829,000,000.00","2,524,000,000.00","552,000,000.00","460,000,000.00","1,500,000,000.00",,,"20,000,000.00","700,000,000.00",,"2,000,000,000.00","2,000,000,000.00","4,300,000,000.00"
存放中央银行款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,"3,441,274,434.21","6,009,608,247.18","10,109,468,691.68","13,424,794,710.12","17,069,033,495.98","20,593,389,987.25","18,955,738,156.06","17,600,730,273.72","17,750,341,276.52"
结算备付金,"1,589,440,797.26","3,232,930,735.37","5,704,832,636.00","1,287,620,748.33","1,983,089,017.13","1,707,953,919.29","1,894,579,896.66","1,790,942,943.43","1,809,384,766.00","1,412,061,940.17","1,524,644,769.81","1,872,701,627.26","1,482,778,183.21","1,751,628,555.84","2,605,023,009.93","1,755,700,778.23","2,750,483,285.99","6,277,343,450.68","3,909,484,267.24","10,597,118,115.56","11,524,172,979.14","15,255,694,188.31","9,475,606,774.66","8,795,301,945.80","9,907,738,938.85","10,401,675,865.84","9,318,011,724.15","8,449,014,937.53","7,781,024,597.78","9,079,732,237.45","6,701,992,994.61","7,749,335,463.64"
衍生金融负债,,,,,"392,160.00",,,,,,,,,,,,,"9,471.73",,"3,173,541.82","170,642.31","6,396,708.27","1,859,430.64","3,816,198.11","10,600,264.07","520,977.80","3,859,691.09","9,342,448.46","21,436,947.67","66,661,411.08","90,769,808.98","64,409,233.78"
其中：客户备付金,,,,,,"1,184,660,206.18","1,761,455,708.79","1,428,516,982.69","1,428,905,289.80",,,,,"1,297,217,836.50","2,164,184,664.49","1,408,115,474.16",,,,,,,,"6,549,714,283.93","6,470,156,848.82","7,323,109,424.95","5,951,852,106.87","5,889,163,814.79","5,563,902,836.71","5,850,387,474.21",,
