科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"40,434,414.91","52,847,660.02","133,190,998.90","105,069,203.75","585,859,820.30","510,161,941.57","508,477,366.59","394,977,688.33","371,788,861.05","352,691,025.22","330,344,448.36","382,031,639.46","339,447,269.27","324,064,226.58","306,760,796.33","250,680,908.95","303,231,222.66","239,768,159.40","249,571,134.81","179,020,178.06","188,976,624.91","167,287,913.10","187,363,788.74","183,643,499.00","262,419,822.51","237,588,896.79","295,961,058.09","277,723,549.14","296,114,294.07","300,314,768.75","300,697,573.66","220,298,300.52","237,074,009.74","218,421,166.36"
短期借款,"20,000,000.00","20,000,000.00","25,000,000.00","25,000,000.00","35,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","65,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","28,775,119.42","83,253,900.01","63,064,520.13","61,426,730.41","71,513,937.61","50,000,000.00","50,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"102,000.00","3,430,240.00","967,832.80",,,,"3,880,969.00",,,"4,979,779.70","5,177,561.92",,"3,968,433.94","1,561,464.00","3,580,000.00","1,460,000.00","2,224,231.99",,"4,577,694.40","7,558,156.50","15,837,455.56","33,186,328.66","24,999,333.35","35,579,111.42","69,778,030.84","69,345,191.13","92,375,123.04","85,426,497.62","75,608,399.68","58,154,155.97","93,352,888.12","79,223,623.66","120,485,522.64","159,127,127.31"
应付票据,"40,183,088.63","34,893,763.00","71,593,276.55","86,663,812.10","82,936,302.60","75,381,009.31","81,442,924.81","52,258,745.31","62,757,943.31","83,541,956.00","62,268,420.25","43,264,554.25","33,609,834.00","37,003,477.00","52,295,587.00","72,119,440.30","81,287,908.00","66,382,590.15","55,001,875.60","73,749,439.93","52,830,196.78","38,276,908.00","32,500,000.00","56,111,822.95","87,038,572.95","62,926,750.00","57,000,000.00","77,600,000.00","79,600,000.00","58,000,000.00","91,800,000.00","110,800,000.00","99,600,000.00","101,600,000.00"
应收账款,"31,843,877.04","44,023,377.59","58,423,384.97","81,446,321.90","93,824,996.12","92,634,163.32","82,286,718.53","102,949,624.31","96,978,953.33","105,467,313.04","98,514,812.79","113,310,383.30","114,350,344.80","117,402,909.19","108,887,912.55","129,165,181.98","121,237,883.35","124,394,567.36","114,661,442.16","129,077,382.45","124,828,386.55","120,607,530.64","103,169,152.14","112,128,849.71","119,856,283.77","110,921,495.42","96,147,547.59","105,225,228.19","108,592,588.84","105,791,463.86","95,217,232.28","105,993,237.00","110,151,123.41","110,796,905.88"
应付账款,"76,980,646.59","74,193,319.31","61,262,604.15","65,093,534.97","74,385,315.64","65,065,710.04","56,896,487.53","64,241,875.85","98,927,036.02","91,681,597.11","72,655,972.88","91,512,282.02","80,320,063.18","81,391,994.15","78,118,031.31","70,190,777.43","79,496,967.38","80,565,048.04","94,337,731.80","98,292,280.02","93,043,823.73","116,906,959.11","104,115,570.71","82,642,340.40","127,934,568.53","137,722,943.31","111,561,963.20","104,858,865.10","101,011,469.70","111,261,039.76","107,435,627.74","108,303,354.77","138,289,393.89","174,301,453.35"
预付款项,"7,834,315.69","7,923,720.34","11,616,208.61","28,390,115.35","36,539,058.28","65,026,174.18","62,141,151.30","126,848,110.17","98,475,199.89","104,040,589.23","25,489,624.92","49,604,987.71","19,722,188.98","54,989,275.79","14,756,161.10","25,958,148.33","20,750,378.41","24,577,842.75","6,988,716.34","30,479,851.72","22,255,324.36","46,589,220.04","8,848,787.12","11,224,256.46","37,328,620.55","33,051,078.52","12,570,252.80","38,475,762.28","47,572,574.48","42,189,492.38","19,165,381.71","39,032,638.09","22,053,985.23","32,839,993.82"
预收款项,"9,121,425.48","6,659,529.40","9,700,377.04","8,822,494.17","7,066,036.50","8,373,043.07","9,297,469.25","9,121,812.61","8,449,607.24","9,497,736.64","8,416,173.70","9,123,115.46","10,777,027.79","13,975,956.50","10,270,341.66","10,946,947.41","9,044,406.20","9,556,324.69","10,374,376.33","10,542,195.89","22,673,678.34","18,952,104.33","20,942,474.57","21,389,004.32","23,700,397.56","20,702,605.36","33,654,999.60","38,625,297.16","33,968,301.26","25,201,378.51","39,537,229.82","27,788,978.60","26,296,427.22","38,057,990.86"
其他应收款,"748,471.03","1,652,319.20","1,885,574.50","1,930,462.37","4,324.50","3,324.50","2,574.50",,,,,,,,"126,631.31","12,631.20","12,631.20",,"298,863.70","298,387.11","348,543.43","220,938.39","507,171.74","172,626.10","169,253.34","153,442.65",,"176,947.45",,"1,063.97",,,,
