科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"3,977,178.94","5,894,348.35","8,034,459.00","4,351,254.41","5,026,360.60","6,349,743.02","6,976,461.73","4,437,221.61","5,573,519.69","8,826,151.10","8,641,951.12","5,824,831.66"
应收关联公司款,,,,,,,,,,,,
应交税费,"12,298,752.72","4,410,488.95","4,949,025.54","1,407,561.22","5,097,215.67","3,872,866.33","2,922,539.87","1,538,406.98","4,660,141.53","3,303,536.78","3,007,091.19","1,028,536.17"
应收利息,"17,098.90","58,602.76",,,"733,345.20","3,217,136.30","3,340,473.90","2,664,764.31","1,061,546.65","1,307,258.77","448,044.03","290,285.51"
应付利息,"18,791.67","15,166.67","4,354.17","3,958.33","3,562.50",,,,,"23,045.66","209,406.30","740,640.33"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"89,680,199.79","49,086,734.85","85,999,750.30","86,731,237.09","83,430,363.10","100,212,333.28","93,718,206.30","106,383,997.83","118,721,270.29","142,398,819.32","107,777,401.54","106,966,687.49"
其他应付款,"151,075.13","49,345.14","137,064.23","5,640,611.31","1,762,807.03","46,068.69","174,745.96","75,018.99","1,176,599.90","2,376,850.30","23,022,851.85","28,988,764.64"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,"3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,
其他流动资产,"135,001,760.00","60,166,427.11","40,486,370.46","40,543,193.82","316,993,286.67","329,621,779.88","385,572,002.56","398,378,488.53","208,408,056.21","418,566,077.04","259,930,071.94","229,250,100.97"
其他流动负债,"1,957,651.38","1,253,130.74","1,078,945.09","940,114.93","586,693.95","707,721.98","1,056,589.04","1,048,720.55","1,250,602.15","864,823.03","506,370.87","115,256.75"
流动资产合计,"364,223,422.42","303,123,717.38","433,225,596.53","742,264,173.91","640,234,104.08","709,522,201.67","755,536,899.23","763,049,169.16","774,146,622.35","807,403,117.81","699,730,218.47","736,182,789.30"
流动负债合计,"55,211,779.73","47,887,451.92","176,670,679.97","151,166,905.69","121,350,273.35","157,995,976.40","139,987,490.28","138,011,220.16","161,118,618.97","206,156,097.17","373,552,476.22","583,685,726.19"
可供出售金融资产,,"30,000,000.00","50,000,000.00","78,000,000.00","155,000,000.00","140,000,000.00","86,000,000.00","86,000,000.00","100,500,000.00","100,500,000.00","100,500,000.00","100,500,000.00"
长期借款,"10,000,000.00","8,000,000.00",,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,"55,555,555.56"
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"108,517,400.87","148,152,777.61","150,795,041.97","152,573,380.70","152,369,585.89","153,314,876.50","151,693,714.07","148,624,697.65","145,859,670.99","153,844,475.74","152,352,175.16","156,863,633.55"
递延所得税负债,,,"271,035.90","216,630.00","75,600.00","75,600.00",,,"248,040.00","248,040.00",,
在建工程,"29,520,450.19","259,895.82","18,500,909.66","20,078,823.76","12,636,128.23","10,911,789.48","9,880,423.09","12,355,011.30","16,595,622.36","22,814,719.05","212,467,037.16","355,513,223.52"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"14,975,989.74","13,152,070.59","6,247,100.85","5,989,832.64","5,645,940.33","5,443,078.02","5,142,727.75","4,874,201.56","4,853,715.37","4,585,189.18","4,240,132.98","73,194,948.61"
固定资产清理,,,,,,,,,,,,
负债合计,"70,187,769.47","61,039,522.51","182,917,780.82","157,156,738.33","126,996,213.68","163,439,054.42","145,130,218.03","142,885,421.72","165,972,334.34","210,741,286.35","377,792,609.20","656,880,674.80"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"156,000,000.00","156,000,000.00","156,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","210,565,000.00","210,565,000.00"
油气资产,,,,,,,,,,,,
资本公积,"125,988,904.93","125,988,904.93","125,988,904.93","423,988,904.93","423,988,904.93","423,988,904.93","423,988,904.93","423,988,904.93","423,988,904.93","423,988,904.93","442,720,104.93","442,720,104.93"
无形资产,"20,468,180.47","23,538,792.88","23,001,887.62","22,933,410.00","22,790,652.51","22,652,984.69","22,515,817.61","22,378,650.53","30,893,461.39","30,356,972.26","29,820,483.13","79,086,420.70"
盈余公积,"25,050,164.92","30,553,590.34","39,288,660.16","39,288,660.16","39,288,660.16","39,288,660.16","44,740,490.21","44,825,495.01","44,740,490.21","44,740,490.21","51,176,082.47","51,176,082.47"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"20,520,000.00","20,520,000.00"
商誉,,,,,,,,,"13,852,383.17","13,852,383.17","13,852,383.17","13,852,383.17"
未分配利润,"154,381,193.01","140,973,357.31","184,117,977.54","198,101,360.84","194,259,933.21","210,534,424.84","213,239,411.96","221,722,779.46","229,243,052.12","244,551,606.90","245,208,096.35","236,721,234.47"
长期待摊费用,,"4,386,502.23","5,612,322.67","5,559,811.88","4,479,547.13","3,765,519.12","3,284,561.90","2,725,914.46","4,390,597.14","4,596,281.01","4,342,993.31","4,656,587.70"
少数股东权益,,,,,,"2,211,715.97","1,195,534.30","931,048.06","31,911,356.89","31,128,004.00","29,863,716.06","28,175,728.54"
递延所得税资产,"2,708,019.86","4,532,589.17","4,361,671.93","4,272,005.01","4,281,522.24","6,406,448.20","4,951,399.46","4,938,481.67","4,935,221.17","4,935,221.17","7,157,825.19","7,157,825.19"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"6,170,558.52","561,100.00","2,815,893.07","854,059.00","742,034.62","884,650.00","2,427,459.06","2,261,947.06","12,620,600.11","25,450,745.80","117,087,062.63","152,183,965.30"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"167,384,609.91","211,431,657.71","255,087,726.92","284,271,490.35","352,299,470.62","337,936,267.99","280,753,375.19","279,284,702.67","329,647,556.33","356,350,798.20","637,579,959.75","869,814,039.13"
所有者权益(或股东权益)合计,"461,420,262.86","453,515,852.58","505,395,542.63","869,378,925.93","865,537,361.02","884,019,415.24","891,160,056.39","899,448,450.11","937,821,844.34","953,012,629.66","959,517,569.02","949,116,153.63"
资产总计,"531,608,032.33","514,555,375.09","688,313,323.45","1,026,535,664.26","992,533,574.70","1,047,458,469.66","1,036,290,274.42","1,042,333,871.83","1,103,794,178.68","1,163,753,916.01","1,337,310,178.22","1,605,996,828.43"
负债和所有者(或股东权益)合计,"531,608,032.33","514,555,375.09","688,313,323.45","1,026,535,664.26","992,533,574.70","1,047,458,469.66","1,036,290,274.42","1,042,333,871.83","1,103,794,178.68","1,163,753,916.01","1,337,310,178.22","1,605,996,828.43"
