科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"265,601,572.24","314,601,579.88","487,992,119.15","793,072,872.44","670,842,481.22","554,812,386.13","569,163,823.49","554,585,361.24","617,531,068.56","233,670,048.11","238,903,404.92","243,293,607.15","245,469,657.90","250,187,039.42","262,715,609.26","264,839,263.55","258,902,836.77","247,863,912.81","187,429,419.04","274,677,016.10","264,389,317.41","235,994,945.49","194,167,969.07","236,049,064.17","142,183,135.51","116,206,361.38","134,596,828.22","302,336,696.63","163,516,693.54","262,100,380.07","233,786,698.98","297,443,296.85","118,358,344.39","66,280,169.22","52,042,712.27","161,222,938.92","73,281,574.29","70,780,056.61","83,267,236.55","196,538,755.90","118,100,353.54","164,779,866.17","335,341,041.39","206,485,787.79","154,149,767.08","168,052,984.50","241,657,077.68","139,511,094.42","130,858,881.60"
短期借款,,,,,,,,,,,,,,,,,"35,000,000.00","35,000,000.00","35,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00",,,,,,,,,,"76,180,431.00","69,853,438.02","71,028,617.87","69,892,900.62","73,192,622.95","76,375,763.56","80,335,359.44","81,441,423.35","79,161,005.37","75,355,807.09","70,124,799.92",,,,,,
交易性金融资产,"15,743,147.56","29,136,789.56","63,509,530.27","50,456,792.08","156,571,654.29","175,220,065.43","181,110,326.67","176,247,550.91","133,396,911.29","33,356,030.90","32,884,757.50","32,255,697.50","32,285,702.80","31,235,517.30","31,235,517.30","33,035,835.30","32,255,697.50","32,075,665.70","31,775,612.70","32,165,681.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"500,000.00","300,000.00",,,,,,,,,,"80,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"54,868,907.99","56,370,479.16","49,570,987.47","30,263,062.43","27,792,410.55","31,134,168.31","27,335,699.63","25,085,244.23","17,643,411.60","15,260,751.08","31,514,785.77","14,143,324.97","10,565,926.36","11,776,813.13","22,418,431.81","14,316,580.39","16,280,578.14","21,517,886.47","15,612,381.00","15,620,624.79","9,995,437.28","30,506,869.05","26,271,575.58","29,225,915.05","27,537,137.10","30,068,846.61","33,337,496.00","8,364,325.68","20,290,398.71","15,254,871.95","18,927,971.53","14,812,180.56","168,628,248.31","187,756,429.03","121,870,587.35","24,294,336.11","27,265,446.29","29,610,750.96","37,622,592.11","44,119,052.06","47,384,208.28","54,652,294.79","43,225,203.23","17,213,265.38","31,182,118.98","26,549,656.97","37,262,087.07","25,457,378.93","28,540,337.85"
应付账款,"10,182,282.25","13,039,611.41","13,705,564.34","10,981,883.92","5,680,664.88","7,708,906.20","5,773,774.59","13,461,092.21","12,672,586.14","9,945,095.92","10,345,479.63","11,942,699.53","7,303,337.68","7,203,738.37","4,587,720.10","22,728,725.83","10,610,634.13","32,951,971.00","11,854,689.45","16,130,335.05","7,970,029.37","11,423,979.63","8,907,544.95","20,810,054.08","21,656,016.36","38,871,904.61","27,825,454.49","17,680,480.15","7,415,782.19","2,084,534.76","7,216,750.53","15,869,821.87","42,147,725.51","58,686,479.37","46,290,738.72","45,306,385.37","41,275,909.05","41,621,582.93","36,926,124.67","32,803,401.98","31,884,402.18","59,409,051.21","53,001,796.71","33,902,503.10","26,872,868.17","11,552,282.26",,"14,587,745.41",
预付款项,"1,684,951.66","7,805,637.08","5,289,465.70","390,452.06","4,087,042.05","876,275.20","3,391,774.09","40,885,896.09","40,469,250.96","1,108,986.89","9,485,228.49","9,660,940.14","8,685,215.02","8,618,711.81","10,453,431.52","8,608,096.42","30,110,155.22","45,902,827.07","23,724,991.50","3,491,490.08","10,806,692.54","24,509,413.03","44,501,139.39","2,613,340.40","28,491,473.17","29,856,152.17","16,518,178.71","1,046,811.93","407,420.95","5,103,001.65","12,809,631.89","25,868,133.53","48,225,839.25","49,951,741.80","27,696,240.12","8,685,205.67","10,534,002.99","15,926,093.55","16,225,754.42","9,475,505.46","4,421,764.04","25,672,653.12","17,309,971.82","6,812,933.74","21,232,290.96","29,693,950.12","31,813,966.18","920,225.72","12,477,404.24"
预收款项,"14,750,631.88","14,030,796.52","20,947,122.89","1,962,238.39","13,484,284.57","9,637,547.79","10,936,573.21","29,605,227.87","14,131,527.42","8,030,668.98","6,611,491.36","2,843,122.42","14,227,983.90","10,601,337.61","16,855,470.37","3,539,627.07","12,159,977.06","4,176,757.88","5,271,777.03","87,234,310.55","108,916,983.81","148,270,049.59","165,687,627.46","18,183,536.66","20,429,915.24","25,052,676.48","36,341,738.55","5,741,371.59","5,025,269.59","7,136,317.05","9,903,000.34","2,156,473.65","9,306,630.87","9,864,257.95","22,473,327.87","8,732,633.74","13,769,197.66","17,193,569.57","17,619,655.47","8,236,181.74","10,925,542.86","28,642,813.53","35,134,976.65","14,390,819.32","30,083,966.17","26,890,023.44","30,232,859.51","2,823,161.31","7,113,758.00"
