科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"189,922,860.77","199,568,105.48","265,962,164.53","128,871,276.94","194,695,528.20","303,871,469.96","31,055,505.60","110,595,406.82","178,645,683.30","286,475,721.37","58,505,248.60","159,628,611.08","265,774,883.33","385,643,269.63","52,956,816.03","169,480,806.86","271,513,224.97","422,323,543.29","169,090,082.26","369,839,825.78","485,972,314.47","641,367,065.03","83,951,623.80","353,368,993.84","708,290,330.38","811,128,345.02","180,871,652.24","416,503,130.77","686,250,425.40","936,529,778.28","228,199,666.12","554,179,037.36"
二、营业利润,"72,656,851.39","80,079,721.67","90,776,555.96","37,719,481.01","65,659,369.85","98,070,195.86","7,894,705.21","29,013,429.04","44,229,703.71","67,699,643.06","8,007,666.07","29,454,991.12","43,690,156.01","47,514,471.48","-4,378,537.17","4,083,998.18","2,676,356.75","-12,457,981.58","6,570,692.42","8,891,395.39","7,984,528.94","10,560,884.32","-19,783,183.38","2,172,768.90","11,344,873.74","26,048,410.93","59,595.97","-2,323,361.13","-6,690,317.29","-78,440,058.04","1,494,751.28","10,392,782.40"
减:营业成本,"93,104,013.00","94,465,280.41","141,375,833.41","71,902,253.92","104,287,282.77","165,447,026.41","17,770,316.13","67,369,058.69","107,141,438.05","180,577,433.49","36,057,269.30","100,262,721.54","171,253,788.58","263,292,384.58","39,742,574.61","123,546,417.00","201,047,835.19","319,902,211.63","127,322,367.69","276,760,114.55","356,389,605.63","457,841,712.27","63,297,448.13","259,595,240.95","546,076,604.14","577,790,459.58","126,097,495.80","301,541,931.93","515,533,552.18","717,394,362.85","165,375,406.75","414,562,210.11"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,346,459.76","841,496.94","1,292,506.29","778,331.71","1,466,025.38","1,858,374.51","799,614.73","1,077,664.59","1,956,201.56","2,430,361.21","813,837.36","1,500,721.08","2,286,056.30","3,587,251.86","71,514.10","421,146.42","963,212.44","1,796,602.03","785,290.75","1,837,826.94","2,223,958.20","3,227,874.42","414,243.03","403,215.21","3,146,728.34","9,841,245.66","2,750,498.45","3,509,952.42","6,091,903.18","9,729,383.63","2,780,429.97","6,151,230.09"
营业外收入,"456,685.48","2,585,037.88","3,197,478.43","997,453.00","1,189,178.00","2,751,073.16","380,000.00","10,705,390.16","11,825,521.74","13,295,653.32","722,131.58","1,389,947.16","3,210,800.96","4,248,718.78","1,319,316.58","1,649,448.16","2,539,579.74","3,912,626.78","573,569.55","1,094,749.81","3,857,216.52","6,282,427.09","1,582,105.62","2,218,160.59","3,140,844.90","6,628,133.72","2,324,851.68","12,574,095.73","15,951,225.99","816,858.45","2,529,540.99","2,549,269.06"
销售费用,"8,726,998.36","7,178,406.71","10,300,790.23","6,171,837.23","7,296,155.10","12,429,932.47","1,997,879.87","4,849,870.88","12,291,648.19","17,805,796.04","5,237,121.87","9,412,596.88","13,827,446.69","21,253,223.52","5,147,955.17","14,601,714.29","22,666,344.43","33,388,809.70","8,302,720.00","21,237,354.39","31,744,584.50","44,604,748.81","8,770,687.44","20,539,073.99","34,125,426.32","45,322,531.21","14,535,734.96","29,261,380.88","43,612,007.57","72,057,330.35","15,663,416.04","36,732,393.82"
减:营业外支出,"173,371.83","83,540.19","109,790.28","264,546.24","264,546.24","272,166.74","307,160.12","406,129.50","547,638.06","592,979.12","24,530.45","54,863.58","289,757.10","912,452.59","129,784.35","462,644.51","772,419.27","992,066.23","181,918.45","326,240.54","539,407.24","823,044.49","71,031.72","452,893.84","829,203.34","1,600,836.37","281,802.58","561,631.70","753,911.09","2,072,177.15","97,081.94","1,016,248.28"
管理费用,"12,075,778.81","15,430,033.43","19,038,084.50","9,900,533.68","13,552,116.90","21,119,181.21","4,265,844.40","11,662,664.16","18,719,595.88","32,563,043.46","8,545,958.25","17,106,681.06","30,124,976.01","46,430,101.52","14,014,556.89","27,418,770.32","41,687,959.51","69,232,909.65","20,212,472.26","42,130,005.77","65,075,548.10","99,467,693.18","25,659,870.35","54,063,758.38","91,470,395.69","124,909,410.27","27,404,304.11","57,195,133.30","87,541,742.67","154,741,288.92","31,782,159.54","71,737,676.56"
其中:非流动资产处置净损失,"133,357.08","30,062.00","74,078.88","231,154.04","231,154.04","231,154.04","107,160.12","170,060.92","311,569.48","316,425.54","23,135.20","23,135.20","24,862.94","617,197.05","128,626.03","369,677.99","473,352.75","528,787.08","83,494.99","152,999.76","133,899.13","153,069.01","41,414.27","41,414.27","41,414.27","234,517.27","40,426.04","210,763.65","388,770.28",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
