科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"197,849,968.20","259,322,835.28","312,792,627.19","89,262,715.71","186,639,264.64","302,714,891.38","391,578,144.42","67,416,221.25","147,428,682.87","231,642,009.50","327,909,449.76","80,592,019.81","138,105,007.05","210,447,859.95","306,753,253.12","65,272,223.47","115,872,883.40","188,371,838.21","280,100,283.24","55,524,809.22","100,923,837.28","159,660,897.02","225,093,010.00","40,943,826.92","129,555,371.70","215,687,385.47","401,862,745.72","97,727,746.63","170,423,515.96","273,127,239.58","416,629,891.69","62,500,681.33"
二、营业利润,"40,758,889.49","68,834,031.48","54,769,386.03","19,285,827.91","38,563,734.23","65,990,848.52","80,508,425.47","7,471,518.31","16,740,760.63","27,833,015.08","42,358,682.67","11,015,610.23","18,078,944.78","27,277,857.13","41,761,788.70","7,403,246.67","13,645,088.92","18,519,672.08","24,186,305.76","4,907,594.74","8,585,836.24","10,016,376.73","7,266,668.49","1,092,895.61","7,394,202.17","9,329,790.61","18,575,150.24","2,009,708.61","9,085,861.24","14,998,663.27","16,924,177.62","2,262,424.06"
减:营业成本,"87,874,915.16","110,071,189.97","132,896,643.19","49,851,829.05","98,331,211.61","154,327,250.65","188,582,401.73","34,596,356.42","76,300,667.86","125,600,932.29","167,929,702.14","48,035,043.28","75,676,128.53","115,158,971.22","175,228,809.55","33,905,753.47","54,345,034.64","96,996,409.23","135,817,750.97","28,786,419.90","48,499,207.00","79,130,075.40","118,334,506.10","53,662,214.29","74,071,657.86","129,261,668.30","273,786,939.33","67,215,793.44","113,974,024.96","180,179,536.67","277,759,748.14","37,026,852.20"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,969,288.85","2,826,531.69","2,991,649.36","669,692.18","1,492,703.13","2,664,969.27","3,910,892.50","340,168.68","1,037,870.31","1,453,491.13","2,265,513.11","867,790.34","991,272.15","1,437,745.30","2,088,035.13","547,356.35","838,849.08","1,614,187.41","3,202,651.97","556,079.92","951,115.66","1,417,586.46","4,419,810.34","1,273,198.03","2,005,201.30","4,012,796.15","6,991,122.80","2,451,799.96","3,431,761.56","5,418,479.53","8,314,797.31","1,597,941.97"
营业外收入,"2,230,188.96","4,899,489.51","6,133,831.08","652,211.26","2,483,742.88","2,666,143.92","4,767,743.33","3,890,969.13","4,856,686.59","4,945,983.58","6,072,845.82","1,854,237.83","2,749,793.14","2,953,311.57","3,827,704.28","1,090.06","2,412,118.97","6,422,202.48","8,229,727.86","129,025.00","781,591.72","952,280.81","2,128,788.07","806,692.88","912,460.23","1,982,173.07","430,712.80",942.00,"64,209.93","378,700.92","625,392.62","885,505.23"
销售费用,"28,259,026.49","31,934,105.18","38,854,239.15","7,062,504.80","17,251,087.45","26,783,153.74","45,656,509.41","7,919,737.33","19,344,745.25","31,298,667.61","46,039,804.52","6,783,185.39","14,830,193.39","23,701,780.83","32,351,713.11","6,717,686.86","14,640,388.23","24,064,971.00","37,994,210.66","7,551,898.13","15,321,780.72","22,131,065.15","31,075,286.06","10,131,758.17","20,312,889.14","29,394,669.06","38,117,894.34","11,052,738.93","18,932,567.37","26,438,919.25","35,324,494.42","6,765,032.04"
减:营业外支出,"1,082,642.25","320,877.16","20,413.78",,,,"19,651.83","1,100.00","88,294.84","88,998.37","133,524.57",,,,"787,579.36",,"900,000.00","1,036,985.18","3,085,928.61","40,627.91","40,627.91","256,486.46","3,236,534.18","29,779.60","67,789.80","298,222.71","1,689,770.90","108,702.59","188,100.20","989,343.42","1,079,536.89","545,179.00"
管理费用,"33,521,354.70","42,625,238.47","72,410,354.36","10,740,824.94","24,811,418.36","42,765,052.56","63,663,449.40","17,375,080.16","34,151,512.48","49,270,757.57","68,279,836.08","13,947,084.66","29,437,816.82","42,179,648.88","55,342,727.80","12,046,074.12","27,143,250.85","42,935,863.27","63,815,725.10","13,968,539.83","26,966,640.98","41,180,166.88","54,346,484.09","12,782,727.54","26,931,859.68","41,896,141.79","63,141,998.72","13,324,406.53","27,592,086.96","35,357,228.16","50,462,256.64","12,462,784.83"
其中:非流动资产处置净损失,"234,419.70","36,827.16","9,362.50",,,,,,"25,503.79",,"46,548.58",,,,"87,250.61",,,,"83,288.88",,,,221.86,,"30,724.04",,,,,,,
