科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"27,524,293.83","119,053,028.93","37,126,960.99","127,219,078.98","119,635,150.34","158,037,096.37","166,366,312.92","159,896,025.80","156,376,141.70","167,136,793.31","168,264,978.11","181,173,332.70","123,324,604.70","55,029,561.13","50,096,254.03","71,126,897.54","47,172,523.71","71,465,420.76","49,734,038.71","69,895,886.15","102,492,375.28","108,151,879.37","97,525,273.42","68,487,079.45","46,131,200.57","48,788,627.53","57,480,094.92","67,696,650.46","46,396,112.97","17,026,404.06","152,785,975.74","167,747,654.87","3,947,053,144.03","3,928,585,000.00","4,211,718,528.31","5,585,730,040.51","5,621,151,601.05","5,646,240,021.54","6,235,837,592.44","9,171,316,899.21","11,636,367,006.58","13,089,573,436.26","11,560,098,514.46","12,804,316,388.13","12,095,307,786.08","17,861,150,901.92"
短期借款,"80,500,000.00","34,500,000.00",,,,,,,,,,,,,,,"13,324,416.00","16,914,676.00","16,914,676.00","18,800,776.00","18,800,776.00","18,800,776.00","18,800,776.00",,,,,,,,,,"3,332,607,907.90","2,686,418,000.00","3,638,717,907.90","3,095,917,907.90","4,041,767,460.00","5,237,467,460.00","3,802,563,170.45","3,743,463,170.45","3,601,209,281.22","2,960,620,000.00","1,910,000,000.00","3,414,910,000.00","4,934,330,000.00","5,145,650,047.35"
交易性金融资产,,,,,,,,,,,,"10,690.00","97,980.00","47,510.00","13,913,539.68","56,500.00","19,354,197.94","928,308.00","24,211.20",,,,"10,000,000.00",,,,,,,,"58,000,000.00",,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,919,681.06","3,194,245.15","1,503,554.50","4,116,939.48","2,380,552.40","2,798,577.98","3,052,390.84","6,032,889.42","3,821,245.19","5,596,625.92","4,806,525.27","9,697,942.70","4,504,329.06","3,924,291.65","3,946,164.20","17,909,431.77","12,619,524.92","5,482,173.90","7,044,539.24","12,581,337.27","9,236,913.45","3,317,927.93","3,919,807.23","8,460,383.86","3,692,511.55","3,501,801.44","3,052,823.20","11,474,843.36","8,601,978.76","4,163,957.89","5,895,332.33","6,060,787.56","4,416,175.90","4,531,000.00","3,139,134.45","12,822,297.07","8,739,898.15","4,735,401.44","4,874,412.37","10,166,813.42","4,313,148.02","5,287,886.45","12,646,150.49","24,593,958.60","17,344,982.41","23,867,099.01"
应付票据,"19,941,408.24","24,253,984.38","24,965,292.00","18,056,872.52","14,356,252.52","22,661,142.38","19,217,002.38",,"1,180,000.00","9,895,000.00","3,265,000.00",,,"3,100,000.00","8,800,000.00","6,950,000.00","1,250,000.00","3,477,268.77","9,470,324.57","5,993,055.80",,,"3,250,885.00","6,115,435.00","2,864,550.00","1,294,600.00","1,294,600.00","2,404,861.05","2,404,861.05",,,,"1,042,875,251.83","801,173,000.00","738,190,422.31","746,925,486.24","771,173,786.19","634,152,137.86","455,146,949.63","334,582,741.54","362,400,149.76","407,488,086.33","205,452,002.11","401,392,134.04","310,562,066.40","109,399,020.10"
应收账款,"29,895,065.98","27,626,335.57","28,467,052.95","28,149,872.58","32,771,095.48","37,151,343.26","34,854,947.20","31,382,934.04","42,523,158.01","43,191,292.86","44,599,229.44","36,776,412.86","43,468,249.42","48,079,768.21","50,891,351.93","38,809,784.02","52,412,208.13","53,593,342.98","44,940,111.28","48,605,104.40","49,809,633.54","58,350,873.37","59,162,463.83","60,002,120.36","62,834,548.04","67,398,562.51","60,124,847.51","55,202,650.75","60,770,178.77","69,036,465.46","64,589,437.60","60,713,029.32","397,290,895.59","231,996,000.00","461,803,753.92","375,882,834.63","411,018,852.62","503,328,620.65","507,882,483.70","519,262,654.40","641,990,066.31","1,057,657,818.03","1,257,921,606.21","808,824,476.75","901,813,147.34","1,080,984,094.22"
应付账款,"49,687,265.04","39,219,359.91","37,513,543.18","29,358,776.14","32,351,211.76","26,833,953.85","23,640,913.84","26,274,227.62","33,155,154.21","23,610,904.03","25,312,349.34","26,678,618.68","29,973,369.82","32,544,875.56","26,778,530.51","20,991,246.01","24,889,309.26","32,081,336.17","30,434,865.09","19,032,335.67","22,398,262.79","29,381,808.77","30,723,646.05","32,838,444.47","32,574,463.41","32,645,589.04","31,715,684.91","32,978,087.95","44,828,372.79","38,517,142.32","34,986,606.27","31,875,688.66","2,495,115,475.44","3,151,391,000.00","2,665,078,748.44","5,325,183,057.19","3,904,636,818.48","2,901,980,951.86","2,663,337,422.47","5,265,712,916.58","3,348,970,950.90","2,438,458,676.71","2,582,678,426.55","5,635,790,026.52","3,475,848,380.97","2,807,462,328.42"
预付款项,"11,937,411.95","30,414,529.88","25,186,813.60","3,031,256.02","5,220,864.29","6,861,767.13","5,077,194.15","3,841,793.37","6,214,599.06","4,809,655.20","4,587,465.26","4,850,715.20","12,609,219.67","11,442,327.81","12,598,105.69","6,054,781.05","6,238,997.70","8,791,531.52","8,913,104.87","6,551,186.66","9,691,807.56","9,981,758.60","13,236,187.21","11,383,413.66","10,012,346.63","12,191,086.60","19,563,025.26","19,434,282.63","25,116,439.71","26,324,286.98","25,702,967.24","28,363,907.38","1,721,028,901.99","1,166,281,000.00","1,336,071,121.33","2,035,131,126.57","2,429,785,069.89","1,647,458,110.10","1,564,952,543.90","1,934,118,479.32","1,487,510,156.32","1,997,107,692.95","2,622,468,755.71","3,528,254,329.12","2,921,037,038.53","3,926,504,413.50"
预收款项,"19,868,683.01","37,189,058.47","37,696,839.92","4,122,219.47","3,139,429.16","4,058,043.16","3,887,276.64","6,137,556.79","5,552,049.72","5,596,092.83","4,691,431.99","6,745,076.81","8,005,818.74","6,728,945.49","6,875,243.28","5,929,361.91","3,931,014.78","3,747,989.94","3,821,650.85","7,059,426.56","10,258,222.67","7,409,670.47","6,014,528.58","6,549,014.66","5,212,924.11","9,592,839.55","9,106,588.14","5,305,123.60","4,534,195.39","4,835,309.51","5,724,252.57","5,545,991.81","17,753,521,923.08","18,688,445,000.00","19,718,735,435.14","16,129,682,746.30","18,952,191,827.91","21,788,329,361.66","24,780,304,307.90","20,180,895,624.21","26,120,754,893.75","30,377,945,156.55","36,600,187,052.92","31,413,828,077.30","36,639,230,855.60","44,714,985,763.40"
其他应收款,"175,918,227.40","78,864,441.81","66,855,063.16","63,401,766.32","63,697,656.48","11,669,092.60","9,151,592.74","8,153,899.55","11,309,488.26","9,864,816.04","9,342,711.38","7,541,395.45","12,178,014.35","7,590,296.69","4,803,327.95","5,978,545.79","11,297,920.26","15,605,264.47","16,599,516.38","6,243,434.15","22,093,045.92","18,335,139.19","13,715,236.24","3,271,177.30","18,561,578.59","14,040,916.77","11,525,513.13","3,374,241.80","23,413,806.06","16,502,845.36","16,477,135.99","2,244,026.18","889,003,549.75","731,645,000.00","891,997,744.32","1,001,249,500.68","1,368,402,221.32","1,178,397,781.03","1,639,609,997.64","896,930,458.52","943,625,100.81","2,785,465,569.25","2,698,263,883.78","2,615,576,567.28","3,866,841,223.95","3,536,382,008.98"
