科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"47,092,338.68","109,738,139.16","126,098,762.58","110,695,281.85","74,591,483.92","531,771,950.89","464,775,236.64","333,761,467.78","290,255,949.78","245,260,200.34","238,716,269.85","207,087,828.69","201,821,390.49","234,975,205.49","339,295,754.49","291,727,985.86","214,494,310.06","162,602,192.47","234,505,694.13","141,655,565.22","102,192,224.66","116,725,279.87","95,982,784.50","75,242,413.73","48,393,156.60","180,265,791.62","55,802,206.70","32,979,690.13","25,776,997.78"
短期借款,"36,000,000.00",,,"58,000,000.00","48,000,000.00","48,000,000.00",,,"30,000,000.00","30,000,000.00","30,000,000.00","50,000,000.00","80,000,000.00","120,000,000.00","120,000,000.00","118,000,000.00","120,000,000.00","70,000,000.00","70,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","40,000,000.00","20,000,000.00",,"20,000,000.00","35,000,000.00","14,940,000.00","24,540,000.00"
交易性金融资产,"757,950.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,880,000.00","2,686,310.99","1,454,000.00","300,000.00","1,026,656.00",,"760,000.00","3,992,000.00","2,792,952.64","3,950,000.00","10,450,000.00","25,010,000.00","26,354,679.29","22,810,600.00","11,150,000.00","2,300,000.00","5,900,000.00","22,672,449.19","20,140,000.00","9,040,000.00","25,263,400.81","53,231,250.00","41,412,400.00","35,652,762.02","31,915,014.07","70,267,922.65","47,910,914.22","41,832,060.56","14,795,996.36"
应付票据,,,"51,189,956.48","17,776,304.38","35,941,868.47","45,830,961.81","46,003,976.33","44,075,944.04","36,997,393.14","26,365,488.78","35,532,384.65","39,530,693.64","34,792,835.85","35,880,664.00","32,484,135.42","33,868,719.42","38,939,488.00","37,839,404.00","27,533,000.00","23,924,000.00","24,978,500.00","17,040,500.00","10,016,484.98","6,229,484.98","1,632,000.00","1,082,000.00","15,000,000.00","15,000,000.00",
应收账款,"217,783,027.70","149,357,816.56","198,488,478.55","198,660,949.63","262,910,950.39","303,041,569.57","214,299,636.00","309,249,961.47","389,959,790.96","522,663,807.77","433,753,304.89","471,001,437.62","509,432,466.10","609,832,924.95","404,652,664.82","467,465,241.30","516,258,734.86","507,022,699.23","416,931,682.92","415,882,803.97","409,216,245.23","389,890,349.14","342,464,227.14","336,928,545.51","321,791,513.62","185,263,801.83","153,868,244.70","158,294,048.65","178,804,778.20"
应付账款,"115,267,715.70","117,676,133.51","129,514,703.73","114,732,092.08","111,113,708.62","132,546,432.92","97,132,364.23","101,750,438.21","116,041,222.80","112,928,965.35","86,064,696.46","87,688,687.06","88,695,079.51","146,079,953.10","81,151,476.54","78,665,295.47","80,920,848.27","91,692,060.20","78,726,384.91","72,188,024.44","61,577,441.59","55,258,885.69","34,424,557.16","35,110,327.39","34,004,714.96","31,058,088.43","20,464,046.53","31,099,515.69","43,389,349.71"
预付款项,"5,837,052.53","2,977,235.82","10,329,767.09","18,840,615.08","18,847,547.58","2,709,907.57","7,031,642.58","7,318,775.86","31,250,728.21","3,968,005.02","7,400,996.56","12,451,890.37","14,291,179.48","7,591,584.13","16,196,188.97","29,250,952.73","38,392,616.33","8,113,371.84","10,776,685.32","5,954,650.46","7,972,428.28","6,735,015.58","14,214,746.81","5,660,317.26","19,118,783.99","73,195,470.12","250,451,738.61","196,221,476.48","192,878,055.31"
预收款项,"37,462,790.66","13,662,964.13","13,160,650.00","13,576,394.21","13,653,253.36","25,634,693.07","25,579,967.07","25,542,451.23","25,186,887.63","23,101,747.51","25,858,731.07","13,756,192.63","13,275,100.00","13,906,340.60","13,521,250.00","13,515,750.00","13,423,930.00","13,071,000.00","14,147,000.00","13,136,310.00","13,388,700.00","13,219,546.27","13,909,406.38","13,662,029.99","14,165,629.99","13,867,668.23","26,638,435.98","16,305,462.05","15,831,619.55"
