科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"18,824,166.66","21,791,015.22","27,456,426.86","16,264,654.49","22,619,213.06","30,800,598.14","11,522,012.46","20,528,885.95","29,501,023.73","39,115,636.41","14,795,959.95","24,835,188.42","35,119,805.87","46,757,096.97","17,026,947.43","29,246,432.69","41,614,676.32","53,526,356.48","19,122,741.72","31,268,213.45","45,407,499.02","56,552,101.76","18,175,551.94","34,398,175.60","48,915,819.90","62,257,831.80","20,570,719.50","34,933,536.79","47,673,150.14","63,931,495.84","21,141,914.02","39,230,318.32"
取得借款收到的现金,"132,000,000.00","97,000,000.00","144,000,000.00","55,000,000.00","55,000,000.00","65,000,000.00",,,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,"40,000,000.00","40,000,000.00","140,000,000.00",,,,"310,000,000.00",,,,"100,000,000.00","10,000,000.00","45,000,000.00","74,000,000.00","134,000,000.00","70,000,000.00","70,000,000.00"
支付的各项税费,"19,654,654.27","28,714,941.72","29,219,602.16","15,004,153.93","22,109,707.54","33,789,433.65","3,868,438.37","15,718,847.95","20,223,943.58","29,452,348.56","9,197,300.14","18,037,171.87","26,570,023.33","37,078,182.75","4,060,595.60","9,789,900.23","25,767,555.10","33,637,856.36","8,938,678.72","22,470,562.94","30,990,257.69","39,833,339.75","18,986,609.98","29,644,521.78","36,071,945.47","55,256,658.86","16,592,743.06","28,896,845.28","37,681,931.33","46,768,296.96","14,180,237.58","29,497,724.52"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"10,000,000.00",,,,,,,,,"29,000,000.00","43,271,897.22","43,271,897.22","29,000,000.00",,,,"3,800,000.00",,
支付其他与经营活动有关的现金,"3,160,433.49","4,733,102.55","7,595,118.45","3,305,054.66","5,185,902.64","7,991,042.05","1,713,110.87","3,176,823.97","4,993,407.56","7,994,571.81","2,017,494.44","4,472,313.18","7,108,627.75","8,254,898.98","2,729,021.38","5,307,886.57","8,062,746.47","10,821,177.76","6,258,714.81","6,305,094.84","18,040,939.30","13,970,127.31","4,995,623.68","8,029,635.72","12,835,716.19","17,548,322.89","3,606,755.30","7,216,642.22","13,296,465.02","18,841,789.09","6,484,925.01","14,825,152.03"
筹资活动现金流入小计,"132,000,000.00","97,000,000.00","144,000,000.00","55,000,000.00","55,000,000.00","349,379,000.00",,,,,,"20,000,000.00","20,000,000.00","30,000,000.00",,"40,000,000.00","608,699,993.22","708,699,993.22",,"1,280,000.00","18,040,000.00","903,491,998.97","35,760,000.00","50,031,897.22","50,031,897.22","135,760,000.00","10,000,000.00","45,000,000.00","74,000,000.00","137,800,000.00","70,000,000.00","70,000,000.00"
经营活动现金流出小计,"210,837,212.65","154,299,864.02","213,333,244.70","131,075,985.01","181,847,830.22","240,967,309.91","72,108,312.35","141,910,546.00","204,917,134.23","295,073,093.04","96,314,069.65","190,293,193.36","296,386,336.91","392,541,309.88","97,854,525.61","194,033,938.09","293,342,449.13","405,623,602.00","96,607,466.47","171,475,504.79","283,985,706.36","363,540,968.11","85,787,358.40","166,177,487.34","225,040,440.33","353,759,062.71","112,697,415.89","225,309,193.35","318,721,669.35","429,935,654.43","121,864,897.59","223,612,217.00"
偿还债务支付的现金,"106,000,000.00","134,000,000.00","144,000,000.00","55,000,000.00","55,000,000.00","100,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,"140,000,000.00","140,000,000.00","140,000,000.00","85,000,000.00","85,000,000.00","175,000,000.00","310,000,000.00",,"40,000,000.00","40,000,000.00","100,000,000.00","85,000,000.00","85,000,000.00"
经营活动产生的现金流量净额,"32,288,515.94","59,490,651.02","55,946,472.51","24,652,233.68","6,259,745.69","28,491,580.44","-254,132.43","37,165,202.02","45,335,417.80","89,918,614.58","-12,494,901.73","9,732,954.94","30,596,213.96","80,652,394.36","-9,228,986.88","3,303,759.72","68,458,001.29","146,668,073.40","-37,381,376.13","35,395,492.22","26,731,464.75","81,740,801.83","-19,300,569.02","45,260,005.40","118,939,492.94","132,545,894.48","33,183,713.75","15,615,787.91","73,383,885.66","54,284,718.05","-48,080,732.27","45,300,394.79"
分配股利、利润或偿还利息支付的现金,"31,505,668.94","21,160,511.27","14,722,850.57","2,288,775.30","3,620,578.63","4,775,287.52","328,182.22","20,831,235.04","22,979,193.19","22,979,193.19",,"27,264,377.51","27,351,048.03","30,159,076.16","12,732,610.50","53,827,787.39","54,441,120.73","55,723,787.39","2,340,000.00","29,040,729.04","29,028,964.67","29,539,777.70","2,963,798.60","53,420,373.83","57,380,842.27","58,409,558.30","1,120,777.37","2,413,488.67","74,513,040.27","76,010,243.74","1,465,512.08","73,715,717.79"
收回投资收到的现金,,,,,,,,"54,000,000.00","101,500,000.00","178,600,000.00",,,,"525,818,000.00","213,000,000.00","293,000,000.00",,"600,500,000.00","52,200,000.00","140,800,000.00","210,800,000.00","320,900,000.00","51,300,000.00","138,200,000.00","142,920,000.00","143,810,000.00","520,000.00","1,530,000.00","62,590,000.00","64,390,000.00","430,000,000.00","531,600,000.00"
支付其他与筹资活动有关的现金,"982,707.61","684,916.08","644,535.40","1,912,518.77","2,724,439.05","8,803,545.40","20,443.27","20,643.27","20,643.27","20,643.27",,,,,,,"10,072,621.72","12,941,500.92",,,,,"1,107,172.34","1,107,172.34","1,107,172.34","1,107,172.34",,,,,,
取得投资收益收到的现金,"4,655,000.00","3,920,000.00","3,430,000.00",,,,,"3,940,416.44","4,035,626.95","4,108,111.61","1,007,961.87","1,201,837.22","4,486,196.87","4,712,161.26","3,161,887.57","4,069,604.09","7,274,868.39","12,197,180.74","46,311.17","3,150,023.74","3,233,655.11","3,334,183.08","83,679.31","15,412,369.79","15,421,141.25","21,747,848.86","2,226.74","11,599,949.03","19,188,744.63","33,595,732.77","3,435,123.30","5,093,799.99"
筹资活动现金流出小计,"138,488,376.55","155,845,427.35","159,367,385.97","59,201,294.07","61,345,017.68","113,578,832.92","40,348,625.49","60,851,878.31","62,999,836.46","62,999,836.46",,"27,264,377.51","27,351,048.03","30,159,076.16","12,732,610.50","73,827,787.39","84,513,742.45","88,665,288.31","2,340,000.00","169,040,729.04","169,028,964.67","169,539,777.70","89,070,970.94","139,527,546.17","233,488,014.61","369,516,730.64","1,120,777.37","42,413,488.67","114,513,040.27","176,010,243.74","86,465,512.08","158,715,717.79"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"4,000.00",,400.00,400.00,,,,"111,564.50","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","27,260.00",,,,"68,178.30",,,,"46,736.80",,"1,114,552.00",,"111,750.00","42,419.00","42,419.00"
筹资活动产生的现金流量净额,"-6,488,376.55","-58,845,427.35","-15,367,385.97","-4,201,294.07","-6,345,017.68","235,800,167.08","-40,348,625.49","-60,851,878.31","-62,999,836.46","-62,999,836.46",,"-7,264,377.51","-7,351,048.03","-159,076.16","-12,732,610.50","-33,827,787.39","524,186,250.77","620,034,704.91","-2,340,000.00","-167,760,729.04","-150,988,964.67","733,952,221.27","-53,310,970.94","-89,495,648.95","-183,456,117.39","-233,756,730.64","8,879,222.63","2,586,511.33","-40,513,040.27","-38,210,243.74","-16,465,512.08","-88,715,717.79"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"-175,268.04",,,,"1,114,552.00","1,114,552.00",,
四、汇率变动对现金的影响,"18,935.68",,,,,"-1,190.22",,,,,,,,,,,,,,,,,,,25.41,"11,458.64","3,474.15","-21,400.94","-28,406.78","-165,449.61","-103,868.11","26,158.26"
收到其他与投资活动有关的现金,,,,,,,,,,,,"4,500,000.00","800,000.00",,"3,200,000.00","1,600,000.00","10,000,000.00",,,"150,000,000.00","150,000,000.00","150,000,000.00",,,,"4,015.30",,,,"3,796,925.89","17,254.74","17,254.74"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"4,655,000.00","3,920,000.00","3,434,000.00",,400.00,400.00,,"57,940,416.44","105,535,626.95","182,819,676.11","1,013,961.87","5,707,837.22","5,292,196.87","530,536,161.26","219,367,887.57","298,675,604.09","17,280,868.39","612,724,440.74","52,246,311.17","293,950,023.74","364,033,655.11","474,302,361.38","51,383,679.31","153,612,369.79","158,165,873.21","165,608,600.96","522,226.74","14,244,501.03","82,893,296.63","103,008,960.66","433,494,797.04","536,753,473.73"
五、现金及现金等价物净增加额,"7,074,303.90","-21,855,283.40","29,261,501.40","5,735,649.69","-16,590,606.20","231,773,360.60","-47,765,232.19","-48,540,293.89","-76,912,593.88","-66,849,442.06","-33,606,211.36","-40,081,024.59","-70,860,189.78","-14,459,777.38","-33,182,978.05","-72,487,407.76","419,844,113.53","327,815,639.17","-62,375,634.96","-80,315,636.11","-119,921,580.68","402,706,560.76","-122,583,087.97","-79,743,046.47","-133,028,972.98","-304,776,371.80","14,799,999.26","-328,949,547.61","-446,636,879.00","-535,871,288.13","363,860,214.88","432,803,252.97"
购建固定资产、无形资产和其他长期资产支付的现金,"23,399,771.17","26,420,507.07","14,751,585.14","14,715,289.92","16,505,734.21","32,517,596.70","5,823,474.27","21,955,034.04","28,344,802.17","43,153,639.37","14,625,271.50","36,257,439.24","69,797,552.58","99,671,256.84","17,589,268.24","46,638,984.18","100,081,006.92","125,111,579.88","15,600,570.00","74,548,423.03","119,845,735.87","197,416,823.72","55,055,227.32","134,523,788.01","167,582,262.45","183,411,343.76","26,538,638.01","59,204,946.94","79,902,614.24","91,019,273.49","4,984,469.70","7,834,911.04"
期初现金及现金等价物余额,"51,193,082.98","58,267,386.88","36,412,103.48","65,673,604.88","65,673,604.88","65,673,604.88","297,446,965.48","297,446,965.48","297,446,965.48","297,446,965.48","230,597,523.42","230,597,523.42","230,597,523.42","230,597,523.42","216,137,746.04","216,137,746.04","216,137,746.04","216,137,746.04","543,953,385.21","543,953,385.21","543,953,385.21","543,953,385.21","946,659,945.97","946,659,945.97","946,659,945.97","946,659,945.97","641,883,574.17","641,883,574.17","641,883,574.17","641,883,574.17","106,012,286.04","106,012,286.04"
投资支付的现金,,,,,,,,"59,500,000.00","135,100,000.00","232,095,256.92","7,500,000.00","12,000,000.00","29,600,000.00","525,818,000.00","213,000,000.00","294,000,000.00","90,000,000.00","770,500,000.00","59,300,000.00","167,352,000.00","239,852,000.00","689,872,000.00","46,300,000.00","54,600,000.00","59,100,000.00","180,030,000.00","1,250,000.00","302,170,000.00","482,470,000.00","563,770,000.00",,"51,600,000.00"
期末现金及现金等价物余额,"58,267,386.88","36,412,103.48","65,673,604.88","71,409,254.57","49,082,998.68","297,446,965.48","249,681,733.29","248,906,671.59","220,534,371.60","230,597,523.42","196,991,312.06","190,516,498.83","159,737,333.64","216,137,746.04","182,954,767.99","143,650,338.28","635,981,859.57","543,953,385.21","481,577,750.25","463,637,749.10","424,031,804.53","946,659,945.97","824,076,858.00","866,916,899.50","813,630,972.99","641,883,574.17","656,683,573.43","312,934,026.56","195,246,695.17","106,012,286.04","469,872,500.92","538,815,539.01"
