科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"9,601,862.28","23,422,795.83","26,771,692.13","16,138,512.43","24,076,161.78","35,152,143.14","9,988,250.01","19,458,039.22","32,795,870.76","44,653,865.11","16,245,371.99","30,730,223.61","45,463,888.46","78,334,724.35","17,393,457.54","32,709,144.19","48,763,872.81","93,330,772.82","21,498,365.17","45,542,897.00","68,570,275.76","107,620,483.90","26,599,059.95","53,344,065.48","82,152,063.97","126,439,058.72","31,179,861.31","55,410,059.34","81,843,410.96","126,655,256.67","25,382,631.01"
取得借款收到的现金,"72,425,730.00","113,776,724.00","123,145,075.00","41,000,000.00","41,000,000.00","41,000,000.00",,,,"69,719,944.00",,,,,,,,,,,,,,"306,000,000.00","570,000,000.00","578,400,000.00","90,000,000.00","170,000,000.00",,"839,165,600.00","76,000,000.00"
支付的各项税费,"7,633,245.63","12,599,019.13","36,202,989.10","3,151,814.24","15,084,056.87","16,007,365.26","5,389,086.42","9,136,657.55","16,792,334.23","15,286,413.16","1,759,930.93","12,481,803.03","23,058,331.29","37,933,279.06","6,183,750.15","13,245,705.44","19,859,062.34","32,670,262.31","17,762,029.14","28,322,704.88","34,487,809.17","50,491,850.27","13,468,700.29","57,124,346.04","55,641,660.39","74,033,228.59","16,764,894.27","39,582,707.48","47,743,146.38","55,923,936.50","13,802,040.15"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"15,000,000.00",,"8,000,000.00","8,000,000.00","11,000,000.00",,,,,,,,,,,,,"382,433,790.46"
支付其他与经营活动有关的现金,"20,042,952.45","12,670,454.57","15,082,215.73","5,853,037.77","7,138,733.38","11,887,154.95","3,217,286.30","7,308,228.45","9,091,064.53","21,046,427.47","14,156,224.87","21,400,489.70","30,343,223.23","40,145,476.07","9,894,494.77","19,074,003.64","23,590,645.83","37,257,058.56","23,576,455.37","42,163,420.82","68,748,284.46","76,082,071.21","17,139,310.85","38,944,808.03","62,555,103.83","63,455,842.59","64,523,798.73","22,647,462.62","57,824,131.50","85,374,013.80","54,704,135.59"
筹资活动现金流入小计,"100,025,730.00","113,776,724.00","123,145,075.00","41,000,000.00","467,281,272.90","468,531,272.90",,,"38,200,000.00","92,919,944.00",,,,"15,000,000.00",,"366,893,915.80","366,893,915.80","369,893,915.80",,,"2,074,232,046.66","2,076,735,971.20",,"306,000,000.00","570,000,000.00","578,400,000.00","90,000,000.00","170,000,000.00",,"839,165,600.00","458,433,790.46"
经营活动现金流出小计,"114,778,834.88","154,758,627.07","195,683,818.27","58,993,168.94","131,246,434.06","182,521,870.24","34,410,901.25","71,649,488.23","143,391,642.33","210,617,857.81","82,512,188.36","132,679,612.05","345,789,443.95","500,177,713.63","109,309,144.73","181,082,431.24","302,809,224.44","417,725,299.08","131,008,239.51","252,292,043.28","425,615,519.63","636,425,071.40","121,401,933.69","334,780,922.76","538,793,525.14","794,926,129.65","220,024,136.13","375,284,910.50","591,036,855.58","758,866,873.06","189,744,182.52"
偿还债务支付的现金,"71,009,950.00","106,476,724.00","135,145,075.00","20,000,000.00","61,000,000.00","61,000,000.00",,,"52,200,000.00","19,000,000.00",,,,,,,,,"2,775,000.00","2,775,000.00","78,920,051.20","84,170,273.94",,,"2,000,000.00","10,000,000.00",,,"60,000,000.00","850,000,000.00","146,047,366.66"
经营活动产生的现金流量净额,"23,320,327.80","24,200,150.17","44,651,224.62","-5,292,149.85","48,006,862.06","64,977,252.40","-8,456,296.37","-24,347,644.52","24,291,838.84","49,718,269.58","-28,320,008.57","-34,606,515.53","10,744,138.96","-22,495,807.03","4,824,339.82","-7,237,809.67","29,924,647.93","51,647,399.14","-47,799,279.75","-76,517,792.67","-24,067,814.13","38,327,489.71","35,231,205.52","-7,546,614.67","51,108,101.67","199,216,806.97","-57,451,496.89","-77,416,213.58","-30,223,407.18","136,570,390.50","-32,100,403.65"
分配股利、利润或偿还利息支付的现金,"5,957,847.22","3,718,935.48","4,025,548.35","718,072.93","1,664,805.31","1,678,910.31",,"46,750,000.00","46,750,000.00","46,853,570.44",,"2,381,348.00","5,778,367.23","6,205,153.98","7,202,030.00","21,289,968.97","22,463,819.74","22,055,120.85","488,542.84","947,651.97","1,753,936.45","1,948,618.72","20,394.65","46,908,538.17","133,829,769.00","141,421,434.54","8,382,899.99","17,715,608.33","26,089,612.52","33,186,451.96","5,836,065.46"
收回投资收到的现金,,"1,903,934.96",,,,,,,"1,070,885.26",,"808,398.10",,,,,,,"3,000,000.00",,,,"149,500,000.00","9,100,000.00","315,521,501.28","323,644,101.23","78,200,000.00",,,"42,422.27","3,093,164.53",
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,"26,393,000.00",,,,"18,268,370.64",,,,"836,037.73",,,,"2,610,000.00",,,,,
取得投资收益收到的现金,,"109,200.00","2,926,000.00","48,450.00",,,"1,032,727.62","171,800.00","1,648,195.89","11,609,516.61","4,139,881.84","5,033,760.08","6,234,641.06","10,580,270.77","22,239,804.11","23,581,408.11","48,904,506.11","2,612,354.85","77,200.00","739,600.00","1,175,708.23","1,535,372.61","18,659,416.75","33,382,573.06","48,329,811.14","67,610,144.92","21,144,743.54","36,493,957.06","42,628,403.05","47,320,406.75","1,926,847.98"
筹资活动现金流出小计,"76,967,797.22","110,195,659.48","139,170,623.35","20,718,072.93","62,664,805.31","62,678,910.31",,"46,750,000.00","98,950,000.00","65,853,570.44",,"2,381,348.00","5,778,367.23","32,598,153.98","7,202,030.00","21,289,968.97","22,463,819.74","40,323,491.49","3,263,542.84","3,722,651.97","80,673,987.65","86,954,930.39","20,394.65","46,908,538.17","135,829,769.00","154,031,434.54","8,382,899.99","17,715,608.33","86,089,612.52","883,186,451.96","151,883,432.12"
处置固定资产、无形资产和其他长期资产收回的现金净额,"5,890.00",,"100,570.19",,,"26,489.31",,,"10,256.41","10,256.41",,,,"20,447.46",,"250,900.00","250,900.00","252,700.00",,"26,840.00","26,640.00","42,679.81",340.00,340.00,340.00,"4,893,550.10",,"3,931.62","3,931.62","230,329.45",
筹资活动产生的现金流量净额,"23,057,932.78","3,581,064.52","-16,025,548.35","20,281,927.07","404,616,467.59","405,852,362.59",,"-46,750,000.00","-60,750,000.00","27,066,373.56",,"-2,381,348.00","-5,778,367.23","-17,598,153.98","-7,202,030.00","345,603,946.83","344,430,096.06","329,570,424.31","-3,263,542.84","-3,722,651.97","1,993,558,059.01","1,989,781,040.81","-20,394.65","259,091,461.83","434,170,231.00","424,368,565.46","81,617,100.01","152,284,391.67","-86,089,612.52","-44,020,851.96","306,550,358.34"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,"118,889,337.96",,,,1.00,,,,"7,547,915.42",,,,"40,000.00",
四、汇率变动对现金的影响,"-260,820.42","-2,521,737.74","-18,216.68","248,043.98","509,624.48","-383,954.05","-8,665.59","-778,802.66","-1,473,937.81","78,096.38","559,247.75","767,437.22","-3,203,237.99","-2,541,151.91","-2,238,879.95","-1,171,839.54","4,347,782.11","208,813.08","-822,272.01","727,544.74","962,246.46","3,945,435.18","-106,382.98","-963,116.40","-7,030,944.98","-5,908,754.22","-2,159,948.84","1,429,055.42","11,066,169.20","2,502,123.17","-2,180,026.87"
收到其他与投资活动有关的现金,,,,,,,"173,999,980.00","178,111,338.85","351,987,857.30","321,677,480.00","107,571,853.40","100,288,672.27","152,629,780.17","287,803,711.99","23,804,779.23","24,494,905.74","25,909,889.23","75,117,601.26","13,714,820.50","18,980,043.72","18,980,043.72","31,800,687.34",,"57,814,172.61","57,814,172.61","11,826,652,576.17","417,510,000.00","1,233,463,561.64","947,763,561.64","8,626,915,040.00","517,033,090.77"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,890.00","2,013,134.96","3,026,570.19","48,450.00",,"26,489.31","175,032,707.62","178,283,138.85","354,717,194.86","333,297,253.02","112,520,133.34","105,322,432.35","158,864,421.23","298,404,430.22","46,044,583.34","48,327,213.85","75,065,295.34","199,871,994.07","13,792,020.50","19,746,483.72","20,182,391.95","182,878,740.76","27,759,756.75","406,718,586.95","429,788,424.98","11,984,904,186.61","438,654,743.54","1,269,961,450.32","990,438,318.58","8,677,598,940.73","518,959,938.75"
五、现金及现金等价物净增加额,"30,490,900.91","-1,262,298.30","-7,487,365.25","-1,158,010.88","434,491,173.41","86,208,522.16","66,767,311.29","-69,623,005.72","93,167,527.52","-16,272,839.95","71,363,170.90","3,826,161.36","91,795,203.39","153,509,705.34","-28,975,050.62","312,167,215.46","351,926,314.22","326,650,057.33","-69,905,644.30","-265,450,107.49","1,738,200,345.54","-51,098,048.77","-179,653,520.87","-262,797,426.72","-238,546,414.26","-204,195,666.25","141,871,095.16","558,999,185.88","-84,586,864.89","34,862,731.42","-127,973,210.59"
购建固定资产、无形资产和其他长期资产支付的现金,"13,645,458.99","16,274,910.21","39,121,395.03","16,444,282.08","18,597,930.72","39,927,031.09","71,600,434.37","80,328,216.67","111,556,683.11","127,514,179.30","6,396,201.62","9,777,399.40","21,031,088.10","70,494,682.29","20,928,063.83","23,879,296.01","27,366,507.22","90,398,573.27","8,110,588.07","15,000,091.31","20,656,589.66","62,089,797.62","5,872,512.35","6,723,607.29","11,729,716.02","29,990,345.16","6,289,302.66","3,759,497.95","5,778,332.97","13,704,378.50","1,713,077.16"
期初现金及现金等价物余额,"4,440,923.22","34,931,824.13","33,669,525.83","26,182,160.58","26,182,160.58","26,182,160.58","112,390,682.74","112,390,682.74","117,339,512.90","112,390,682.74","102,117,842.79","102,117,842.79","102,117,842.79","96,117,842.79","249,627,548.13","249,627,548.13","249,627,548.13","249,627,548.13","576,277,605.46","576,277,605.46","576,277,605.46","576,277,605.46","525,179,556.69","525,179,556.69","525,179,556.69","525,179,556.69","320,983,890.44","320,983,890.44","320,983,890.44","320,983,890.44","355,832,232.39"
投资支付的现金,,"7,260,000.00",,,,,"28,200,000.00","81,701,480.72","81,070,885.26","225,000,000.00",,"3,000,000.00","26,100,000.00","23,009,139.00",,,,"126,250,000.00",,"153,683,600.00","186,777,948.09","184,627,199.51","67,945,806.84","198,713,137.14","201,491,510.91","214,983,251.97","73,500,000.00","123,500,000.00","126,000,000.00","52,500,000.00","1,880,000.00"
期末现金及现金等价物余额,"34,931,824.13","33,669,525.83","26,182,160.58","25,024,149.70","460,673,333.99","112,390,682.74","179,157,994.03","42,767,677.02","210,507,040.42","96,117,842.79","173,481,013.69","105,944,004.15","193,913,046.18","249,627,548.13","220,652,497.51","561,794,763.59","601,553,862.35","576,277,605.46","506,371,961.16","310,827,497.97","2,314,477,951.00","525,179,556.69","345,526,035.82","262,382,129.97","286,633,142.43","320,983,890.44","462,854,985.60","879,983,076.32","236,397,025.55","355,846,621.86","227,859,021.80"
