科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
资本公积,"6,762.17","6,762.17","6,762.17","6,762.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","584,406,202.17","559,578,202.17","559,578,202.17","559,578,202.17","559,578,202.17","559,578,202.17","559,578,202.17","559,578,202.17","559,578,202.17","559,578,202.17","101,444,588.26","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60","90,608,374.60"
无形资产,"1,093,082.20","17,746,202.30","20,201,521.76","20,098,052.78","19,994,583.80","19,891,114.82","19,787,645.84","19,684,176.86","19,580,710.88","19,477,241.90","19,373,772.92","19,270,303.94","19,166,834.96","19,063,365.98","18,959,897.00","18,882,641.61","18,779,172.63","31,071,884.01","30,946,090.25","30,642,073.59","31,899,695.04","31,556,075.64","31,212,456.34","30,868,836.94","30,489,851.72","31,776,119.02","29,784,930.06","257,468.89","536,417.27","499,411.46","554,773.94","513,753.92","60,759,622.92","65,326,858.79","60,232,488.35","59,999,394.99","59,727,840.09","59,460,661.25","59,200,686.02","58,940,899.20","58,696,057.26","58,469,889.02"
盈余公积,"4,600,185.87","10,418,835.67","10,418,835.67","10,418,835.67","16,963,356.83","16,963,356.83","16,963,356.83","16,963,356.83","22,320,155.72","22,320,155.70","22,320,155.72","22,320,155.72","27,549,487.21","27,549,487.21","27,549,487.21","27,549,487.21","31,711,910.05","31,707,633.75","31,711,910.05","31,707,633.75","34,234,616.61","34,234,616.61","34,234,616.61","34,234,616.61","35,747,073.37","35,747,073.37","35,747,073.37","12,597,720.21","36,567,636.13","36,567,636.13","36,567,636.13","36,567,636.13","58,516,587.71","61,554,669.80","58,516,587.71","58,516,587.71","69,865,907.66","69,865,907.66","69,865,907.66","69,865,907.66","69,865,907.66","69,865,907.66"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,"19,293,378.14","19,293,378.14","19,293,378.14","16,954,751.02","16,954,751.02","16,954,751.02","16,954,751.02","16,954,751.02","16,954,751.02","16,954,751.02",,,"182,149,039.17","205,284,554.88","205,284,554.88","142,379,597.17","142,379,597.17","142,379,597.17","142,379,597.17","142,379,597.17","142,379,597.17","142,379,597.17","142,379,597.17","12,820,934.48","12,820,934.48"
未分配利润,"41,401,672.78","93,769,521.03","126,055,607.22","140,603,957.14","152,670,211.48","166,820,713.59","130,597,417.03","139,321,072.21","151,225,401.57","164,852,973.15","176,455,411.56","164,578,339.73","173,461,385.02","184,816,206.06","146,625,008.48","152,801,545.82","161,267,190.50","168,345,004.91","150,591,525.30","157,317,303.63","155,086,250.35","159,515,099.36","148,022,406.65","152,477,238.30","149,987,608.66","154,089,149.01","155,173,248.01","275,278,443.18","353,891,096.02","365,280,877.21","401,105,958.77","500,692,613.63","545,998,793.11","556,289,684.79","637,171,363.57","700,947,954.61","574,483,509.76","578,022,969.57","554,546,052.70","551,736,958.54","88,444,662.76","73,310,379.77"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,078,063.36","5,672,473.67","5,598,533.37","5,294,455.29","5,076,769.41","4,658,289.44","7,900,755.16","5,438,848.02","8,245,285.16","4,632,270.21","4,472,499.27","3,834,097.89","3,674,326.95","1,970,980.64","1,688,970.01"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"468,405.57","409,534.90","463,058.28","390,738.54","512,364.87","590,577.49","564,081.48","535,081.06","629,032.73","452,928.65","554,142.35","509,406.67"
递延所得税资产,"712,344.44","755,683.16","1,110,936.43","1,083,698.77","1,246,173.07","1,391,110.54","1,683,543.15","1,683,543.15","1,085,897.31","1,132,932.34","1,371,265.69","1,371,265.69","1,572,914.33","1,595,460.39","1,908,251.22","1,908,251.22","2,698,415.82","4,448,886.63","3,636,610.51","3,636,610.51","4,397,627.08","4,437,155.25","4,472,872.59","4,846,761.25","5,995,270.58","5,995,270.58","5,995,270.58","1,446,539.52","2,165,234.38","2,741,868.04","2,936,058.14","2,936,058.14","7,483,160.97","7,483,160.98","7,483,570.80","7,483,466.72","14,580,873.71","14,583,571.44","14,580,288.73","14,571,212.98","2,125,403.27","1,349,682.47"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-123,405.25",,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"18,199,758.76","36,774,397.59","47,456,607.56","47,967,091.53","50,945,173.83","52,460,825.90","66,010,721.94","71,050,214.12","91,231,758.59","131,529,750.86","144,703,792.00","158,544,454.27","214,487,595.04","232,670,889.58","236,963,425.29","246,756,198.84","255,614,680.36","328,559,827.26","325,253,799.29","335,858,408.43","334,887,665.63","333,060,466.91","328,966,545.61","324,402,444.10","320,688,336.75","318,398,006.41","309,599,754.18","35,420,721.64","41,250,375.42","225,919,069.32","248,614,355.55","252,123,907.63","260,376,747.54","263,113,616.83","258,808,477.60","260,303,934.67","263,674,943.15","262,513,876.69","241,337,116.00","251,971,682.22","95,145,530.98","93,053,650.58"
所有者权益(或股东权益)合计,"107,768,620.82","165,955,118.87","198,241,205.06","212,789,554.98","836,799,770.48","850,950,272.59","814,726,976.03","823,450,631.21","840,711,759.46","854,339,331.02","865,941,769.45","854,064,697.62","868,177,074.40","879,531,895.44","841,340,697.86","847,517,235.20","860,145,302.72","867,218,840.83","849,469,637.52","856,191,139.55","856,487,069.13","860,915,918.14","849,423,225.43","853,878,057.08","852,900,884.20","857,002,424.55","858,086,523.55","523,407,470.20","610,008,284.34","621,299,557.75","657,258,942.95","756,572,234.65","817,592,149.48","829,928,085.36","907,045,371.31","970,803,475.09","855,773,314.52","859,349,694.86","836,006,142.71","833,109,885.44","369,893,836.15","354,714,817.61"
资产总计,"157,414,502.78","208,356,413.96","257,389,797.14","259,022,765.42","877,993,487.72","889,882,468.04","860,503,894.95","868,206,494.18","891,168,891.18","912,864,593.65","935,225,866.28","911,544,660.68","941,016,849.75","957,153,311.78","926,332,538.24","931,822,114.09","964,853,248.38","1,023,257,877.65","994,966,022.52","1,013,572,781.01","998,826,235.20","999,194,721.70","976,674,998.72","995,609,053.07","975,853,786.39","964,982,742.32","968,080,572.67","860,893,120.60","941,480,097.06","1,075,629,894.75","1,417,836,667.11","1,794,467,594.48","2,126,213,438.15","2,201,650,253.01","2,410,222,686.10","2,549,366,008.53","2,656,390,159.09","2,587,083,999.24","2,529,435,289.16","2,486,315,499.19","1,644,325,780.17","1,614,017,545.25"
负债和所有者(或股东权益)合计,"157,414,502.78","208,356,413.96","257,389,797.14","259,022,765.42","877,993,487.72","889,882,468.04","860,503,894.95","868,206,494.18","891,168,891.18","912,864,593.65","935,225,866.28","911,544,660.68","941,016,849.75","957,153,311.78","926,332,538.24","931,822,114.09","964,853,248.38","1,023,257,877.65","994,966,022.52","1,013,572,781.01","998,826,235.20","999,194,721.70","976,674,998.72","995,609,053.07","975,853,786.39","964,982,742.32","968,080,572.67","860,893,120.60","941,480,097.06","1,075,629,894.75","1,417,836,667.11","1,794,467,594.48","2,126,213,438.15","2,201,650,253.01","2,410,222,686.10","2,549,366,008.53","2,656,390,159.09","2,587,083,999.24","2,529,435,289.16","2,486,315,499.19","1,644,325,780.17","1,614,017,545.25"
