科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"30,104,420.10","158,962,299.01","123,209,803.34","143,593,853.07","104,059,740.81","121,397,336.62","78,998,674.76","62,692,803.77","30,149,491.47","27,534,847.52","24,823,101.58","31,417,662.66","30,451,770.39","32,205,845.99","24,076,224.35","34,142,760.05","376,515,241.68","359,222,062.16","349,556,375.80","304,996,265.77","289,989,660.28","230,274,561.90","200,914,316.15","106,489,529.59","136,437,329.87","77,401,262.90","59,095,802.45","44,569,353.67","21,658,384.73","24,560,274.22","9,853,168.58","40,229,927.75","24,576,312.00","44,440,352.35","14,877,550.75","16,818,545.21","9,451,931.54","30,598,471.66","22,281,473.58","45,330,628.89","41,602,585.71","41,642,729.13","54,366,836.83","62,832,737.64","97,747,439.76"
短期借款,"5,140,000.00",,"25,000,000.00","40,000,000.00","40,000,000.00","60,000,000.00","72,986,565.20","90,000,000.00","85,000,000.00","85,000,000.00","70,000,000.00","55,000,000.00","47,872,457.40","45,000,000.00","35,000,000.00","25,000,000.00",,,"40,000,000.00","60,000,000.00","80,000,000.00","100,000,000.00","102,710,000.00","82,710,000.00","199,224,791.95","221,966,172.64","242,234,057.88","249,983,656.55","271,727,642.01","212,941,891.97","174,500,000.00","230,100,000.00","232,698,388.90","259,098,388.90","248,098,388.90","287,000,000.00","295,000,000.00","290,000,000.00","293,000,000.00","258,000,000.00","232,000,000.00","184,000,000.00","139,000,000.00","72,000,000.00","72,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"13,771,577.87","1,160,000.00","924,425.00","3,375,025.00","2,074,430.26","2,836,224.17","4,029,798.34","12,349,853.93","15,832,710.65","9,959,259.46","24,744,802.83","20,452,306.97","21,598,097.27","20,071,508.92","21,546,657.80","21,543,897.30","3,171,789.53","17,250,251.48","23,708,824.65","39,364,606.57","13,485,762.46","42,436,307.03","45,614,636.65","38,052,285.87","22,885,983.98","49,415,418.18","51,445,766.82","60,473,313.00","36,834,379.34","58,781,260.67","47,266,901.35","96,847,979.83","47,118,354.89","41,992,990.70","29,352,054.94","63,560,428.45","60,149,958.33","53,957,245.93","69,618,270.06","119,334,647.23","112,001,313.82","83,181,806.29","88,100,067.50","108,105,265.83","110,238,099.34"
应付票据,,,"9,000,000.00","5,000,000.00",,,"12,800,000.00","22,240,000.00","12,440,000.00","10,000,000.00","17,000,000.00","7,000,000.00","10,000,000.00","15,000,000.00","5,000,000.00",,,,,,,"20,320,000.00","41,320,000.00","37,780,000.00","47,780,000.00","29,300,000.00","19,300,000.00",,,"21,300,000.00","46,100,000.00","25,000,000.00","24,300,000.00","30,800,000.00","41,500,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,"5,200,000.00","17,534,000.00","15,084,000.00","29,621,244.00"
应收账款,"2,847,116.24","3,260,632.95","11,833,337.25","725,510.19","8,342,379.26","4,551,547.44","11,504,197.27","1,143,106.09","7,761,943.98","8,303,217.58","19,455,777.06","1,080,338.69","24,604,726.31","18,595,889.16","26,652,502.50","1,027,071.23","16,057,565.98","18,106,837.28","32,475,951.92","831,467.88","14,112,985.56","23,479,806.04","47,602,723.74","7,160,516.72","39,897,526.06","43,143,822.37","56,227,660.40","29,167,016.80","65,881,659.75","66,741,857.29","78,313,424.33","32,115,686.85","77,483,038.19","78,913,226.91","99,649,097.91","48,145,683.78","93,724,051.35","89,407,476.66","90,251,200.94","34,950,425.18","46,398,213.45","75,778,904.00","106,176,383.35","49,571,182.03","81,124,602.18"
应付账款,"53,402,448.24","41,384,484.84","32,826,580.80","35,837,075.96","46,140,955.36","65,279,988.44","55,221,573.87","44,121,876.26","46,973,267.89","80,418,332.46","83,678,674.79","74,379,334.88","81,786,929.21","86,525,201.16","75,030,094.08","75,327,467.94","75,213,433.12","73,386,079.41","81,000,076.05","68,073,686.99","80,588,154.58","78,032,022.41","73,620,169.46","104,096,449.55","125,635,870.29","124,256,086.93","153,135,728.60","148,817,813.87","137,778,663.90","142,883,631.28","138,971,063.84","117,269,006.06","115,004,021.28","136,510,547.37","153,674,175.53","157,372,989.66","167,733,006.04","126,146,924.90","118,834,338.17","121,842,878.93","130,182,444.51","159,994,200.47","164,552,749.66","145,605,961.86","139,136,896.25"
预付款项,"12,077,478.34","7,501,627.38","12,836,005.21","2,929,619.26","5,517,989.26","16,273,936.86","16,274,781.10","1,683,141.38","1,031,105.64","2,185,327.87","12,637,858.33","4,626,054.93","5,825,282.40","10,676,714.46","5,354,505.57","11,092,809.32","30,193,910.60","4,430,027.78","7,204,923.85","22,603,579.20","23,776,226.43","14,962,125.28","8,744,558.89","9,079,037.33","16,326,499.06","12,299,103.87","18,115,762.69","11,105,181.10","4,364,895.72","4,638,427.04","6,474,897.28","7,921,777.90","11,735,772.98","13,775,503.20","12,813,208.56","4,974,744.92","4,289,608.22","4,609,829.16","5,384,124.47","4,752,819.33","22,229,747.80","8,250,124.44","5,457,232.85","3,289,592.39","5,258,622.46"
预收款项,"8,095,042.96","10,139,132.87","7,136,842.45","14,041,670.87","13,257,078.69","13,269,880.63","8,402,733.69","7,541,687.63","8,766,763.31","10,166,285.02","30,372,687.81","11,059,380.50","24,878,892.06","9,245,149.40","16,594,980.52","11,452,044.96","29,909,180.47","48,734,623.46","33,162,385.03","20,835,179.04","29,030,654.44","24,961,346.04","24,896,106.88","4,414,137.39","10,162,598.78","11,084,094.26","11,624,982.52","10,439,501.95","18,850,545.97","7,646,595.00","8,576,062.37","10,265,951.54","19,775,364.42","7,263,578.13","9,621,499.13","12,377,743.89","26,631,829.34","21,259,749.87","20,297,556.31","48,818,686.63","71,280,890.13","30,960,134.59","29,556,188.00","29,188,603.55","53,212,163.95"
