科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"117,351,283.25","104,315,588.18","183,233,853.76","167,550,611.29",,"105,574,318.40","332,617,094.02","281,721,514.62","326,929,045.16","334,419,020.34","288,658,698.86","336,339,177.22","346,641,308.39","315,803,245.10","394,961,800.75"
短期借款,"45,000,000.00",,"80,000,000.00","63,659,520.00",,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","80,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"10,433,927.42","10,441,950.91"
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"29,944,696.05","25,612,475.28","17,166,374.00","21,564,450.41",,"44,950,275.85","25,884,483.04","48,937,135.01","61,772,583.14","39,768,752.22","33,067,895.36","49,924,444.31","54,362,409.69","83,260,838.10","68,313,485.62"
应付票据,"7,580,497.08","2,988,552.22","5,249,318.92","6,112,513.36",,"2,467,180.92","4,820,650.00","7,861,677.50","548,677.50",,,,,"44,341,005.51",
应收账款,"150,271,556.20","121,591,088.41","148,938,678.84","169,195,668.84",,"202,956,871.26","193,252,750.01","217,205,841.83","221,253,587.25","253,861,345.80","241,658,733.67","293,838,964.49","260,578,930.35","310,821,258.16","305,506,086.19"
应付账款,"93,495,232.63","71,325,552.26","87,707,216.79","83,345,576.88",,"116,412,788.87","86,121,019.69","98,377,128.82","113,476,327.00","139,152,489.38","125,004,935.97","146,864,452.32",,"160,078,304.85",
预付款项,"13,348,938.09","21,170,803.50","20,399,215.01","28,109,125.36",,"19,329,218.34","38,263,095.63","30,360,441.98","30,898,048.19","29,739,989.73","68,461,488.53","51,269,938.99","50,399,887.75","40,166,658.03","37,413,186.32"
预收款项,"120,047,513.96","165,405,087.87","96,252,389.78","87,516,879.52",,"78,696,811.82","96,022,352.28","105,291,583.61","130,759,339.36","105,998,198.80","157,811,354.95","216,898,001.58","222,817,009.18","297,345,812.33","339,772,562.91"
其他应收款,"8,468,077.31","12,997,101.45","16,737,556.46","18,033,559.82",,"16,994,173.40","14,698,553.73","10,572,650.70","13,288,068.45","14,230,071.31","14,680,744.39","14,917,394.71","54,955,749.19","18,370,639.58","20,202,648.17"
应付职工薪酬,"2,844,157.97","2,986,207.12","3,319,007.56","3,745,246.01",,"4,012,321.85","3,678,831.96","4,499,175.63","4,701,704.10","5,034,912.11","4,904,679.47","5,845,452.20","5,895,565.09","52,804,753.75","41,280,677.68"
应收关联公司款,,,,,,,,,,,,,,,
