科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"358,928,133.84","340,186,630.04","637,276,108.35","59,288,461.01","174,970,753.26","323,166,354.01","639,587,627.17","79,262,684.43","205,348,060.70","367,401,106.64","762,287,571.26","136,092,267.77","428,885,630.68","733,721,856.24","1,293,184,715.25","306,227,235.65","562,865,553.58","899,285,874.82","1,516,242,074.79","162,155,954.69","587,788,171.59","907,337,496.33","1,719,913,866.55","218,470,369.29","764,741,609.65","1,098,921,020.13","1,921,058,030.76","240,897,828.46","716,295,518.27","1,239,322,932.96","2,019,127,863.15","260,299,934.28","680,231,474.62","1,273,150,297.13","2,126,273,595.48","357,897,200.20"
取得子公司及其他营业单位支付的现金净额,"7,696,389.75",,,,,,,,,,,,,,,,,,,,,,,,,"1,741,321.59","1,741,321.59",,,,,"9,410,918.89","9,410,918.89","17,410,918.89","19,810,918.89",
收到的税费返还,"6,059,588.79","9,896,843.65","6,291,740.68","285,512.72","2,500,141.20","3,190,522.26","3,324,822.39",,"1,229,873.34","1,229,873.34","1,229,873.34","2,283.24","1,481,384.96","3,979,213.62","5,085,119.95","2,001,752.78","2,955,798.34","2,956,879.21","6,811,572.58","713,459.61","733,394.02","1,003,293.44","1,003,293.44","4,660,240.18","10,565,724.61","11,949,445.90","14,659,621.40","5,755,938.90","5,758,727.33","43,570,089.97","45,239,027.51","27,755,938.63","32,717,625.51","48,811,035.37","49,766,607.79","19,047,395.64"
支付其他与投资活动有关的现金,,,,,,,"2,150,000.00",,,,,,,,,"80,853.18","80,853.18","80,853.18","80,853.18",,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"5,438,977.06","4,308,375.66","9,730,578.41","900,485.66","5,167,846.82","29,956,059.11","29,808,038.28","5,296,563.30","15,163,133.58","25,612,940.31","34,181,202.45","6,474,543.89","14,683,492.88","20,585,202.63","33,963,922.66","5,045,690.50","18,679,701.06","23,895,076.20","41,969,708.32","89,543,040.76","106,780,146.11","111,208,611.67","116,441,587.89","5,823,630.76","17,780,453.64","26,992,257.64","29,672,169.62","4,179,952.72","34,062,132.75","44,411,124.18","56,463,428.52","12,952,645.21","19,411,344.93","26,119,399.75","54,618,552.89","39,028,695.42"
投资活动现金流出小计,"18,232,580.31","14,334,224.29","19,359,795.24","21,581,611.15","36,309,213.86","67,978,535.56","116,158,985.78","6,131,743.64","40,087,820.64","43,099,505.64","48,902,277.03","9,251,384.84","33,120,138.37","45,754,194.67","55,957,773.38","4,670,974.66","34,880,673.24","80,696,996.84","107,508,084.63","15,401,615.74","25,559,464.33","48,070,755.74","53,564,690.36","6,448,425.30","27,586,091.60","23,632,173.19","40,381,580.66","4,524,288.74","11,190,153.06","20,429,153.81","123,916,857.86","197,934,880.68","252,800,047.46","324,696,316.67","556,027,362.48","1,356,859.26"
经营活动现金流入小计,"370,426,699.69","354,391,849.35","653,298,427.44","60,474,459.39","182,638,741.28","356,312,935.38","672,720,487.84","84,559,247.73","221,741,067.62","394,243,920.29","797,698,647.05","142,569,094.90","445,050,508.52","758,286,272.49","1,332,233,757.86","313,274,678.93","584,501,052.98","926,137,830.23","1,565,023,355.69","252,412,455.06","695,301,711.72","1,019,549,401.44","1,837,358,747.88","228,954,240.23","793,087,787.90","1,137,862,723.67","1,965,389,821.78","250,833,720.08","756,116,378.35","1,327,304,147.11","2,120,830,319.18","301,008,518.12","732,360,445.06","1,348,080,732.25","2,230,658,756.16","415,973,291.26"
投资活动产生的现金流量净额,"-18,098,140.31","-14,317,750.29","-19,218,113.18","-21,581,611.15","-36,309,213.86","-67,978,535.56","-116,033,285.78","-6,131,743.64","-40,023,020.64","-43,034,705.64","-48,835,189.62","-9,284,204.84","-32,992,608.37","-45,548,674.67","-55,747,996.11","-4,477,168.67","-34,338,349.37","-80,151,357.58","-106,957,709.48","-15,400,005.74","-25,513,619.43","-47,974,495.84","-53,229,523.58","-6,442,155.30","-27,478,779.73","-22,916,821.32","-39,617,428.79","-3,594,204.74","-10,151,119.06","-19,297,899.81","-120,278,230.57","-64,628,199.05","13,993,780.51","-56,020,275.76","-10,397,503.27","-323,714.76"
购买商品、接受劳务支付的现金,"285,742,827.37","249,256,986.56","434,567,453.08","166,877,463.07","305,804,078.07","498,093,732.46","568,056,661.35","116,673,247.20","252,975,934.88","340,217,547.93","499,681,571.09","164,315,209.80","351,988,003.90","643,216,236.18","909,854,531.68","235,050,062.06","495,232,283.98","741,641,341.63","1,057,836,171.62","201,801,143.17","493,578,927.47","671,805,683.82","902,717,566.59","254,636,667.17","715,152,982.86","935,307,040.19","1,250,139,082.88","315,231,707.21","703,255,274.03","978,230,600.09","1,228,421,657.14","226,949,403.77","594,750,615.94","1,055,657,602.56","1,451,345,470.61","303,310,878.58"
吸收投资收到的现金,,,,,"738,616,000.00","738,616,000.00","730,446,837.17",,,,,,,,,,,"5,100,000.00","5,100,000.00",,,"15,000,000.00","17,440,000.00",,,,,,,,,"1,801,600.00","1,801,600.00","2,801,600.00","4,001,600.00","1,245,000.00"
