科目,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"1,310,366,523.25","1,913,143,168.81","5,615,899,670.73","1,561,284,447.52","2,778,459,397.33","3,893,096,587.87","5,887,932,220.48","1,616,665,694.34","2,834,241,071.83","4,061,791,605.28","6,652,792,131.12","1,836,479,658.09","3,383,205,684.75","4,813,925,039.32","6,596,404,998.06","2,385,715,399.61","4,023,035,286.49","5,794,886,478.34","8,052,456,301.93","2,582,882,746.13","4,080,218,538.51","6,247,016,081.13","7,825,687,826.31","2,118,576,701.01","3,744,758,227.50","5,196,749,336.03","6,921,697,640.36","1,616,758,975.56","3,220,689,756.89","4,642,571,267.40","6,785,032,265.28","1,864,866,192.01","3,370,486,254.29","4,776,105,808.12","6,581,210,614.96","2,229,182,334.78","3,310,870,907.89","4,507,026,660.56","6,225,832,428.28","1,874,932,270.29","3,202,842,638.82","4,543,435,572.36","6,615,706,816.35","2,618,884,912.78"
取得借款收到的现金,"5,734,974,589.22","10,336,212,858.94","12,123,402,033.70","1,485,441,660.77","11,588,929,843.22","13,382,310,668.42","15,357,870,093.29","10,115,372,266.70","20,098,560,780.60","33,490,906,735.26","51,217,054,128.03","1,739,774,938.65","3,882,452,593.13","11,635,520,176.26","13,766,220,399.12","1,752,013,805.12","7,214,391,792.52","12,882,393,739.18","26,437,779,444.05","8,317,220,255.98","15,169,415,587.57","23,215,242,633.97","40,454,316,892.27","13,622,551,174.74","20,982,357,157.70","24,923,828,835.18","25,799,122,774.50","4,301,764,651.26","11,960,118,066.07","17,887,854,869.71","21,711,386,891.24","6,361,286,136.14","17,963,193,218.00","22,821,365,080.18","29,710,907,949.77","14,851,413,891.15","19,205,914,606.68","22,768,376,737.56","25,444,303,532.85","6,107,080,150.98","8,818,126,119.14","18,726,720,619.98","21,562,373,908.48","6,862,814,960.52"
支付的各项税费,"542,261,922.46","865,888,079.63","3,355,351,878.38","530,853,143.28","3,582,699,934.84","5,273,940,803.71","6,295,829,558.65","387,703,064.12","1,027,833,065.57","1,397,236,200.29","1,515,544,687.71","361,568,795.62","696,371,891.88","1,332,184,708.41","1,484,671,110.75","303,237,880.61","653,153,642.43","910,367,434.62","1,130,373,332.06","398,202,758.48","904,794,974.96","1,119,630,370.34","1,461,381,111.24","345,578,250.34","713,506,822.53","885,240,444.44","1,254,994,718.78","220,796,898.79","565,612,559.26","780,967,056.35","1,016,327,110.86","210,413,607.59","426,647,771.14","743,823,466.15","986,121,072.58","184,477,415.55","525,250,773.28","906,760,634.26","1,136,541,069.31","314,315,295.96","1,023,862,101.70","1,279,571,528.48","1,551,247,229.64","394,230,886.02"
收到其他与筹资活动有关的现金,,"2,949,247.94",,"1,045,871.88","190,673.61","190,673.61","4,372.31",,"1,973.76","69,253.60",,,,,,"19,138,400.00","302,125,451.80","302,850,350.07","1,221,440,968.80",,,"3,157.80","659,169,990.00",,"84,000,000.00","84,000,000.00",,,,"320,000,000.00","814,739,540.00",,,,"350,609,532.89",,"388,466.52","382,516.52","440,450,425.67",,"30,427,254.40","79,093,970.20","147,976,560.20","35,679,840.00"
支付其他与经营活动有关的现金,"10,367,213,387.12","17,681,445,137.86","23,533,281,320.25","7,529,724,236.83","15,373,569,941.11","23,401,418,852.56","22,686,798,591.82","3,857,315,016.73","9,229,199,115.90","17,903,304,015.44","22,469,783,841.16","4,838,840,763.64","12,322,816,882.80","17,563,783,574.52","25,553,136,486.30","5,744,350,419.72","14,389,765,268.71","19,397,310,951.38","21,708,957,728.78","6,108,455,454.70","14,873,089,470.25","22,900,058,369.71","26,950,244,327.62","5,699,109,091.79","10,796,181,775.89","11,144,695,757.08","15,018,641,097.69","1,159,664,959.16","2,004,217,513.60","2,213,464,538.64","3,740,819,814.10","999,443,386.22","1,282,356,480.39","2,226,991,063.79","2,190,208,915.62","1,493,021,040.44","1,935,833,338.68","2,077,826,004.41","5,745,382,210.59","1,631,096,516.01","3,543,186,300.67","3,778,729,546.03","6,618,906,630.38","2,694,945,809.89"
筹资活动现金流入小计,"20,781,772,988.12","25,421,021,499.13","40,325,861,459.44","1,486,487,532.65","11,591,832,290.34","13,385,198,580.47","15,488,448,595.06","10,115,672,266.70","30,259,470,790.06","43,657,964,709.66","51,589,322,545.23","1,739,774,938.65","8,142,443,645.84","15,903,446,895.06","17,897,362,671.99","1,774,123,826.71","7,538,878,527.16","13,212,168,296.06","27,800,299,317.35","8,317,220,255.98","15,170,615,587.57","23,216,445,791.77","41,114,686,882.27","13,691,755,370.95","21,135,561,353.91","25,108,604,074.96","25,902,386,917.71","4,327,264,651.26","11,985,618,066.07","18,233,354,869.71","22,551,626,431.24","6,361,286,136.14","18,249,457,678.72","23,107,786,680.90","30,333,026,962.76","14,907,830,778.81","19,262,487,036.20","22,826,059,680.29","25,942,625,328.75","6,107,080,150.98","8,848,580,859.77","19,486,963,590.32","22,677,659,871.00","6,898,494,800.52"
经营活动现金流出小计,"41,223,823,387.89","66,512,739,165.09","117,078,913,192.19","34,050,206,592.23","76,424,890,616.52","117,267,353,571.91","140,576,177,527.71","23,940,490,151.60","48,262,668,050.47","77,507,923,165.68","98,434,637,329.21","25,987,781,778.33","55,118,508,701.86","87,500,363,382.81","110,694,269,289.69","28,047,416,091.26","62,102,943,884.36","94,961,700,447.00","123,325,248,747.32","30,777,144,186.96","66,822,541,219.64","106,221,023,989.93","128,448,289,200.90","33,040,631,065.08","54,980,186,249.27","83,297,252,695.98","94,099,022,559.08","15,518,601,249.17","31,621,299,389.17","49,228,226,057.40","68,075,199,506.17","15,475,123,363.48","30,540,630,806.65","45,905,551,524.33","59,019,429,649.31","16,037,588,605.76","30,790,629,903.14","45,224,118,199.73","76,385,784,967.43","23,189,803,000.65","44,855,358,825.79","67,802,163,593.27","92,116,772,119.51","24,765,672,213.26"
偿还债务支付的现金,"3,612,518,398.38","5,277,098,149.10","11,180,650,461.30","1,648,749,256.42","4,896,068,722.28","7,141,730,936.82","7,856,026,803.87","646,213,312.91","6,977,342,509.40","13,441,313,771.96","17,785,898,520.85","1,574,027,182.02","4,961,701,027.92","9,690,986,747.33","12,050,719,924.31","1,935,867,410.29","5,045,472,208.70","7,673,449,918.14","12,516,469,027.22","5,026,405,566.60","13,414,103,644.30","18,699,563,026.30","24,307,373,334.48","3,510,740,109.32","8,262,241,225.25","12,416,116,726.08","17,558,559,560.85","4,816,630,819.52","21,828,416,610.79","25,237,885,186.85","31,942,679,203.23","8,530,834,504.42","15,073,304,462.95","23,512,821,068.37","34,165,347,830.06","13,613,852,940.27","15,322,532,792.08","17,218,333,151.98","22,344,126,396.94","4,438,469,665.27","8,410,251,196.23","12,067,537,786.92","16,098,559,296.38","7,662,799,769.68"
经营活动产生的现金流量净额,"1,180,325,419.25","3,160,679,114.44","22,682,682,573.92","8,139,349,882.45","16,686,245,217.36","23,522,192,776.90","23,378,236,347.08","-3,877,651,193.91","-6,058,356,960.08","-6,339,281,613.58","-5,879,008,100.39","1,699,423,949.13","4,731,366,030.58","9,342,738,959.46","11,151,829,704.03","-523,672,577.19","-846,608,324.92","-1,746,560,145.35","-5,011,055,987.72","-2,917,450,746.65","-3,166,519,356.73","-5,352,681,986.90","-5,299,280,702.84","-2,972,178,801.59","-3,401,541,312.76","-3,221,897,071.41","-2,338,126,275.39","-128,336,974.12","1,398,926,041.35","4,393,554,688.28","5,901,317,459.94","1,108,793,110.56","5,838,666,436.96","5,661,868,645.31","6,663,680,638.95","-577,564,062.22","43,988,438.11","-582,253,021.12","1,519,532,177.96","-643,866,567.07","1,781,780,356.31","5,204,730,439.44","7,092,039,383.86","-529,194,191.27"
分配股利、利润或偿还利息支付的现金,"1,407,940,090.55","2,911,863,353.54","5,139,981,210.64","4,914,742,505.74","11,090,633,013.20","14,459,428,450.24","14,921,597,874.94","301,682,402.66","613,225,372.23","4,165,423,296.21","4,432,237,080.82","253,165,081.03","1,209,210,731.09","1,813,011,539.98","1,946,106,062.90","285,623,967.01","2,087,024,410.26","2,997,488,102.61","3,372,636,126.45","365,366,124.10","1,168,320,860.70","2,019,912,181.39","2,753,277,267.44","508,456,485.97","1,609,951,987.16","2,588,615,207.85","3,770,785,874.47","489,752,968.30","1,455,648,657.27","2,236,057,857.98","3,077,649,341.35","487,130,926.73","1,120,771,657.25","1,993,493,905.73","3,022,043,257.92","586,782,291.88","2,142,487,280.68","2,997,889,590.97","4,090,940,341.23","344,997,038.29","846,639,212.56","1,485,938,003.40","2,359,255,683.07","356,134,005.97"
收回投资收到的现金,"83,034,286.28","87,693,700.72","2,279,585,183.29","709,152,265.17","107,912,775.77","3,204,783,813.42","4,063,040,895.73","388,976,765.72","538,645,903.23","749,614,034.88","350,277,344.00","46,676,509.13","95,353,021.93","99,699,105.45","69,734,073.10","171,087,810.77","173,289,272.92","252,373,275.76","300,630,470.05","199,311,180.59","200,312,559.77","383,118,112.51","382,843,064.57","235,330,576.56","229,078,972.71","356,987,873.96","7,358,502,632.19","4,000,000,000.00","9,200,000,000.00","9,377,138,643.88","10,245,837,572.76",,,"194,898,237.77","1,381,276,537.93","255,000,000.00","460,000,000.00","465,913,839.72","487,736,451.02",,"25,819,500.00","25,819,500.00","45,956,140.76",
支付其他与筹资活动有关的现金,"1,945,085.14","1,945,085.14","59,186,178.07","2,594,234.44","78,787,047.66","82,521,615.40","152,878,441.63","2,677,442.75","156,794,592.30","162,494,420.47","185,703,214.35","100,544,731.30","227,898,523.31","1,074,757,129.48","1,085,523,656.45","3,232,968.13","22,257,082.26","33,728,137.16","251,084,666.27","4,739,048.05","25,392,483.43","67,056,204.03","136,472,183.24","61,085,857.40","187,972,391.45","566,638,264.08","459,600,568.25","68,724,208.56","115,657,701.97","155,456,057.99","1,110,521,697.75","46,760,003.24","65,985,008.94","92,659,953.52","604,092,161.95","8,608,852,285.94","8,473,438,393.52","8,522,976,131.49","9,005,475,463.48","31,995,247.40","224,522,425.38","263,120,827.12","1,422,878,992.55","37,784,841.31"
取得投资收益收到的现金,"679,774,104.23","854,934,404.45","1,295,954,129.35","71,385,033.92","506,848,431.77","1,210,598,968.26","1,345,494,563.70","41,194,985.73","296,883,005.02","369,773,554.81","1,042,889,212.78","7,904,784.07","178,714,387.17","531,930,148.13","891,113,797.54","317,922,591.46","549,828,553.57","977,031,168.12","1,216,175,589.23","106,157,212.74","1,084,366,348.29","1,369,785,591.44","1,808,662,861.31","121,748,068.56","487,790,932.59","514,869,459.54","920,915,542.34","209,157,791.71","530,758,978.33","1,005,719,716.35","1,358,104,429.65","40,375,628.46","391,163,185.04","719,063,868.36","1,201,348,176.15","34,990,895.72","428,793,208.39","502,204,805.61","1,030,057,928.26","15,018,256.57","372,025,514.49","665,391,252.08","1,237,796,025.30","59,147,712.06"
筹资活动现金流出小计,"5,022,403,574.07","8,190,906,587.78","16,379,817,850.01","6,566,085,996.60","16,065,488,783.14","21,683,681,002.46","22,930,503,120.44","950,573,158.32","7,747,362,473.93","17,769,231,488.64","22,403,838,816.02","1,927,736,994.35","6,398,810,282.32","12,578,755,416.79","15,082,349,643.66","2,224,724,345.43","7,154,753,701.22","10,704,666,157.91","16,140,189,819.94","5,396,510,738.75","14,607,816,988.43","20,786,531,411.72","27,197,122,785.16","4,080,282,452.69","10,060,165,603.86","15,571,370,198.01","21,788,946,003.57","5,375,107,996.38","23,399,722,970.03","27,629,399,102.82","36,130,850,242.33","9,064,725,434.39","16,260,061,129.14","25,598,974,927.62","37,791,483,249.93","22,809,487,518.09","25,938,458,466.28","28,739,198,874.44","35,440,542,201.65","4,815,461,950.96","9,481,412,834.17","13,816,596,617.44","19,880,693,972.00","8,056,718,616.96"
处置固定资产、无形资产和其他长期资产收回的现金净额,"735,468,057.80","1,082,290,736.06","6,353,473,085.99","262,083,610.53","484,830,607.67","2,721,006,993.06","2,702,211,826.27","122,880,857.06","226,589,338.82","849,487,204.09","936,740,647.87","278,113,634.20","637,813,555.01","641,180,901.82","524,239,310.31","9,861,889.12","1,501,381,167.94","1,638,067,152.21","1,731,387,222.72","91,898,888.25","177,512,472.41","341,781,086.99","470,708,198.85","148,403,104.92","471,601,325.23","844,860,394.81","1,504,016,928.04","497,459,159.80","846,568,180.18","1,832,209,047.90","2,358,203,061.42","301,729,172.99","433,266,460.85","439,729,869.65","453,027,015.47","23,927,260.20","48,491,281.71","216,785,286.69","413,776,460.92","1,608,280.30","8,933,288.39","61,121,225.68","72,361,717.63","28,175,042.96"
筹资活动产生的现金流量净额,"15,759,369,414.05","17,230,114,911.35","23,946,043,609.43","-5,079,598,463.95","-4,473,656,492.80","-8,298,482,421.99","-7,442,054,525.38","9,165,099,108.38","22,512,108,316.13","25,888,733,221.02","29,185,483,729.21","-187,962,055.70","1,743,633,363.52","3,324,691,478.27","2,815,013,028.33","-450,600,518.72","384,124,825.94","2,507,502,138.15","11,660,109,497.41","2,920,709,517.23","562,798,599.14","2,429,914,380.05","13,917,564,097.11","9,611,472,918.26","11,075,395,750.05","9,537,233,876.95","4,113,440,914.14","-1,047,843,345.12","-11,414,104,903.96","-9,396,044,233.11","-13,579,223,811.09","-2,703,439,298.25","1,989,396,549.58","-2,491,188,246.72","-7,458,456,287.17","-7,901,656,739.28","-6,675,971,430.08","-5,913,139,194.15","-9,497,916,872.90","1,291,618,200.02","-632,831,974.40","5,670,366,972.88","2,796,965,899.00","-1,158,223,816.44"
处置子公司及其他营业单位收到的现金净额,,,"546,640.84",,,,"3,168,992.97",,"15,628,337.84","15,631,077.79","113,032,802.54","9,490,305.57",,"3,068,186.91","20,204,357.45","7,078,100.00","7,078,100.00","61,519,979.59","7,078,100.00",,,"61,148,422.84",,,"6,969,329,610.92","10,994,765,222.00","14,232,465,643.33",,,,"111,320.30",,,,,"11,229,184,866.04","9,458,988,930.02","9,458,988,930.02","9,534,864,424.29",,,,,
四、汇率变动对现金的影响,"-188,724,951.89","-332,781,771.87","-1,017,037,728.34","-488,294,301.27","-947,413,005.08","-1,001,448,662.40","-1,176,746,378.03","-33,177,751.32","-6,422,534.60","19,178,149.66","58,445,946.78","-38,943,029.65","-186,870,321.42","-313,722,773.33","-474,865,883.28","-136,913,010.37","-304,937,894.04","-686,769,657.59","-855,681,986.10","-5,966,256.00","67,237,573.40","59,477,365.58","6,343,266.22","-108,798,667.41","-467,629,941.56","-630,468,220.99","-763,627,423.68","235,776,903.63","208,821,972.75","173,550,702.95","-43,298,737.43","-33,922,746.43","-106,370,235.44","662,929,792.06","729,052,724.56","-170,789,097.95","393,294,852.12","561,803,060.89","1,283,406,903.46","-101,688,499.63","-348,962,416.42","-821,035,407.13","-1,105,997,921.48","-557,091,557.04"
收到其他与投资活动有关的现金,"52,442,412.95","52,442,412.95","343,599,606.17","104,414,945.22","2,021,072,639.36","118,664,937.82","508,023,151.02","29,966.14","513,584,917.82","607,500,379.89","1,358,229,226.93","4,506,652.37","2,686,382.36","164,311,963.61","52,739,323.01","105,290,326.18","87,314,779.35","135,797,060.46","84,534,942.16","21,224,489.36","173,533.11","192,687,426.39","189,200.52","20,669.49","7,897.09","7,897.09","3,003,814.35",,"614,632,143.50","668,616,628.00","617,353,275.58",,"16,709,710.91","583,436,202.87","583,436,202.87","425,973,475.21","430,576,088.63","430,576,088.63","648,390,420.13",,,"3,648,396.56",,"122,082,395.40"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,550,718,861.26","2,077,361,254.18","10,273,158,645.64","1,147,035,854.84","3,120,664,454.57","7,255,054,712.56","8,621,939,429.69","553,082,574.65","1,591,331,502.73","2,592,006,251.46","3,801,169,234.12","346,691,885.34","914,567,346.47","1,440,190,305.92","1,558,030,861.41","611,240,717.53","2,318,891,873.78","3,064,788,636.14","3,339,806,324.16","418,591,770.94","1,462,364,913.58","2,348,520,640.17","2,662,403,325.25","505,502,419.53","8,157,808,738.54","12,711,490,847.40","24,018,904,560.25","4,706,616,951.51","11,191,959,302.01","12,883,684,036.13","14,579,609,659.71","342,104,801.45","841,139,356.80","1,937,128,178.65","3,619,087,932.42","11,969,076,497.17","10,826,849,508.75","11,074,468,950.67","12,114,825,684.62","16,626,536.87","406,778,302.88","755,980,374.32","1,356,113,883.69","209,405,150.42"
五、现金及现金等价物净增加额,"14,551,253,478.63","15,330,342,136.98","26,359,901,585.45","-2,730,520,057.39","-5,304,725,827.33","-1,675,438,000.88","-6,076,215,527.01","2,302,524,865.10","11,169,978,084.62","11,280,440,054.66","12,271,110,661.53","-57,472,379.80","-556,670,895.04","2,967,986,383.92","2,452,882,282.92","-2,902,489,350.29","-2,885,582,680.33","-3,577,093,527.57","279,504,427.62","-745,131,403.27","-6,144,560,763.60","-8,616,861,789.98","-625,931,158.53","3,548,867,661.13","9,056,721,226.79","2,025,561,273.07","1,845,097,154.17","-122,950,233.36","-10,364,018,130.70","-6,009,163,225.39","-8,500,865,990.25","-2,112,786,096.56","4,235,541,502.18","-28,673,771.73","-7,014,989,866.95","900,434,128.55","1,165,044,624.64","296,704,269.59","-1,708,571,491.64","-1,080,662,021.70","-7,489,893,689.66","-629,103,470.54","-6,450,046,311.97","-4,827,545,257.22"
购建固定资产、无形资产和其他长期资产支付的现金,"3,284,615,442.06","6,229,467,993.18","12,769,166,578.26","4,357,749,961.49","10,690,450,908.62","13,500,044,495.44","17,768,701,415.37","2,150,372,353.19","4,398,827,463.12","7,868,231,363.20","11,182,325,062.30","1,601,416,481.98","3,388,842,494.30","6,222,616,357.40","8,466,321,048.06","2,268,240,496.87","4,143,193,888.89","6,399,432,023.68","8,496,783,142.15","1,060,869,129.77","4,900,875,931.37","7,738,351,588.04","11,390,806,747.05","3,278,877,180.58","6,033,824,915.42","7,774,559,262.81","10,606,600,278.29","2,176,362,796.66","4,332,384,739.35","6,020,796,010.58","6,957,966,022.61","613,424,413.02","4,114,293,574.71","5,294,575,041.23","7,227,466,837.27","2,100,784,781.59","2,765,448,560.12","3,867,591,466.31","5,451,656,976.10","1,401,959,156.66","5,575,059,235.75","8,240,760,043.00","11,145,984,486.11","2,640,772,671.89"
