科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"-1,481,486.12","-2,222,431.72","-2,893,005.25","-503,116.02","-1,548,568.95","-3,017,969.77","-3,576,977.46","-253,725.71","-719,979.61","-1,688,889.68","5,794,338.85","-665,570.24","1,462,118.37","1,490,078.89","6,623,849.78","40,130.37","-2,239,694.35","-18,847,665.26","-11,791,406.48","12,940,158.68"
三、利润总额,"35,369,464.92","52,402,852.69","67,745,949.07","18,378,326.09","32,789,941.68","48,577,072.79","65,461,163.16","18,903,919.16","18,542,557.99","32,899,956.30","28,623,423.32","16,085,756.55","32,215,945.79","55,233,565.22","116,698,909.92","58,112,551.10","118,752,562.79","208,466,243.25","-779,289,567.93","85,192,707.65"
资产减值损失,"43,902.83","-208,370.07","-18,333.45","14,856.15","126,765.96","43,187.24","71,172.50","215,546.65","107,341.08","135,537.09","375,130.08","-277,094.02","-291,042.05","-182,359.02","386,562.97","-170,005.30","-806,140.84","-200,122.16","1,016,628,055.58","-231,668.58"
减:所得税,"4,460,078.09","6,543,720.10","10,836,598.28","2,935,982.68","5,313,905.76","8,295,779.46","9,178,577.06","1,889,932.41","3,452,047.77","6,012,675.50","8,045,984.73","2,941,111.67","5,068,430.00","7,948,357.32","15,944,365.17","2,180,847.35","5,763,560.07","23,429,639.59","23,516,175.01","3,807,718.83"
加:公允价值变动净收益,,,,,,,,,,,,,,,"-82,846.50","-2,224,514.31","-6,235,636.24","-5,804,461.74","-51,667,007.03","31,071,545.06"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,"6,520.00","560,006.40","1,342,206.25","3,056,962.52","4,487,049.90","6,924,918.30","7,911,297.78","4,834,081.68","12,856,218.26","14,754,573.49","25,740,497.99","7,224,702.46","17,616,313.89","23,521,012.26","42,747,267.64","16,012,340.05"
四、净利润,"30,909,386.83","45,859,132.59","56,909,350.79","15,442,343.41","27,476,035.92","40,281,293.33","56,282,586.10","17,013,986.75","15,090,510.22","26,887,280.80","20,577,438.59","13,144,644.88","27,147,515.79","47,285,207.90","100,754,544.75","55,931,703.75","112,989,002.72","185,036,603.66","-802,805,742.94","81,384,988.82"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,"-2,426,724.70",,"8,556,907.13","9,611,142.25","19,975,310.19","4,033,320.51","10,076,698.85","14,457,275.71","27,987,206.36","3,228,347.96"
归属于母公司所有者的净利润,"30,909,386.83","45,859,132.59","60,175,150.46","16,765,913.97","30,515,236.01","45,007,800.14","59,364,803.64","17,511,143.34","20,254,262.34","35,590,740.79","39,115,094.44","15,610,207.04","30,789,839.86","50,430,867.14","102,400,777.84","51,845,395.94","103,668,314.97","172,129,054.02","-790,353,914.33","72,463,483.73"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,"-3,265,799.67","-1,323,570.56","-3,039,200.09","-4,726,506.81","-3,082,217.54","-497,156.59","-5,163,752.12","-8,703,459.99","-18,537,655.85","-2,465,562.16","-3,642,324.07","-3,145,659.24","-1,646,233.09","4,086,307.81","9,320,687.75","12,907,549.64","-12,451,828.61","8,921,505.09"
