科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"90,497,947.99","144,245,324.07","178,063,113.35","42,728,977.42","84,668,768.02","128,269,059.07","171,867,913.01","39,465,885.11","76,830,660.60","115,530,506.10","158,003,764.27","41,716,464.52","86,349,297.52","140,666,879.39","278,195,701.58","174,867,495.46","353,896,042.29","528,686,236.02","730,979,866.82","133,967,893.23"
二、营业利润,"32,378,464.16","49,067,558.18","66,080,165.52","18,378,282.52","32,789,867.61","48,131,972.74","53,400,285.43","12,759,002.40","8,413,105.13","18,515,596.30","8,577,993.06","12,493,205.71","30,850,522.66","53,826,039.67","117,962,114.37","57,904,662.98","118,481,982.06","208,139,956.52","-778,473,125.79","85,192,703.86"
减:营业成本,"27,021,747.38","40,687,232.42","47,789,862.41","11,183,393.06","22,803,726.20","37,137,658.57","49,552,704.48","12,685,585.60","25,022,078.79","36,916,573.47","51,973,033.96","13,056,360.41","27,301,493.69","41,102,932.60","74,272,759.12","26,663,374.72","51,823,753.43","79,382,262.79","105,231,576.16","25,326,696.99"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,143,353.58","8,178,709.87","6,370,334.82","251,252.84","460,372.80","974,658.87","1,920,784.85","718,952.69","1,310,466.86","1,793,194.17","2,800,658.79","545,188.89","1,604,965.61","2,450,595.24","5,492,562.27","428,826.15","808,734.05","995,533.51","1,473,473.10","364,722.30"
营业外收入,"3,008,816.26","3,485,827.50","1,674,080.97",43.57,74.07,"445,100.05","12,060,877.73","6,144,916.76","10,129,452.86","14,384,360.00","20,045,430.26","3,592,550.84","1,365,423.13","1,407,525.55","25,123.85","207,888.12","270,580.73","326,286.73","5,453.14",3.79
销售费用,"9,021,857.54","19,030,134.72","27,523,915.10","5,503,183.77","10,795,526.61","17,060,233.64","23,444,409.17","4,560,842.66","14,187,149.85","19,892,530.12","28,920,679.76","4,681,671.11","9,044,800.77","15,589,845.43","34,594,767.76","71,163,833.44","143,084,306.89","211,490,878.98","255,204,257.77","26,299,022.10"
减:营业外支出,"17,815.50","150,532.99","8,297.42",,,,,,,,,,,,"1,288,328.30",,,,"821,895.28",
管理费用,"18,370,108.62","29,712,490.67","33,210,174.20","7,901,125.10","19,247,597.79","28,499,324.18","48,397,740.29","11,836,643.34","32,997,548.40","46,890,882.93","67,473,227.55","16,716,784.34","37,618,439.74","54,752,202.57","84,018,291.59","25,368,184.81","55,655,102.26","42,193,759.08","71,129,170.69","14,504,266.82"
其中:非流动资产处置净损失,"11,701.67",635.00,"8,226.38",,,,,,,,,,,,,,,,,
